Token ID	Token	Lemma	POS	Sense	Token ID IT	Token IT	Lemma IT	POS IT	Sense IT
d002.s035.t012	variable	variable	N	bn:00079583n	i002.s035.t010	variabile	variabile	NOUN	bn:00079583n
d002.s035.t009	""""		X		i002.s035.t011➕i002.s035.t013	&➕;	&	NOUN➕PUNCT	
d002.s035.t010	ans	ans	J		i002.s035.t014	ans	ans	X	
d002.s035.t011	""""		X		i002.s035.t015➕i002.s035.t016➕i002.s035.t017	&➕quot➕;	&	SYM➕PROPN➕PUNCT	
d002.s035.t014	will		X		i002.s035.t018	verrà	venire	AUX	
d002.s035.t016	changed	change	V	bn:00082553v	i002.s035.t019	modificato	modificare	VERB	bn:00082553v
d002.s035.t015	be	be	V		i002.s035.t019	modificato	modificare	VERB	
d002.s035.t019	last	last	J	bn:00105739a	i002.s035.t020	nell&#39;ultimo	nell&#39;ultimo	CCONJ	bn:00105739a
d002.s035.t020	result	result	N	bn:00034520n	i002.s035.t021	risultato	risultato	NOUN	bn:00034520n
d002.s035.t021	.		X		i002.s035.t022	.	.	PUNCT	
d002.s036.t001	Ctrl	ctrl	N	bn:00020947n	i002.s036.t001	Ctrl	ctrl	NOUN	bn:00020947n
d002.s036.t002	N	n	N	bn:00056688n	i002.s036.t002	N	N	PROPN	bn:00056688n
d002.s036.t003	New	new	J	bn:00107267a	i002.s036.t003	Nuova	Nuova	ADJ	bn:00107267a
d002.s036.t004	Window	window	N	bn:00081292n	i002.s036.t004	finestra	finestra	NOUN	bn:00081292n
d002.s037.t001	Flushes	flush	V		i002.s037.t001	Svuota	Svuota	ADJ	
d002.s037.t002	the		X		i002.s037.t002	il	il	DET	
d002.s037.t003	log	log	N	bn:00051831n	i002.s037.t003	registro	registro	NOUN	bn:00051831n
d002.s037.t004	.		X		i002.s037.t004	.	.	PUNCT	
d002.s038.t001	Ctrl	ctrl	N	bn:00020947n	i002.s038.t001	Ctrl	Ctrl	VERB	bn:00020947n
d002.s038.t002	L	l	N	bn:00049538n	i002.s038.t002	L	L	DET	bn:00049538n
d002.s038.t003	Load	load	V	bn:00090416v	i002.s038.t003	Carica	Carica	PROPN	bn:00090416v
d002.s038.t004	Script	script	N		i002.s038.t004	script	script	NOUN	
d002.s039.t001	Executes	execute	V	bn:00082225v	i002.s039.t001	Esegue	eseguere	VERB	bn:00082225v
d002.s039.t002	the		X		i002.s039.t002	le	il	DET	
d002.s039.t003	instructions	instruction	N	bn:00020945n	i002.s039.t003	istruzioni	istruzione	NOUN	bn:00020945n
d002.s039.t004	in		X		i002.s039.t004	in	in	ADP	
d002.s039.t005	a		X		i002.s039.t005	un	uno	DET	
d002.s039.t006	file	file	N	bn:00021475n	i002.s039.t006	file	file	NOUN	bn:00021475n
d002.s039.t007	sequentially	sequentially	R	bn:00114819r	i002.s039.t007➕i002.s039.t008	in➕sequenza	in	ADP➕NOUN	bn:00114819r
d002.s039.t008	.		X		i002.s039.t009	.	.	PUNCT	
d002.s040.t001	Nice	nice	J	bn:00107292a	i002.s040.t001	Bello	Bello	PROPN	bn:00107292a
d002.s040.t002	if		X		i002.s040.t002	se	se	SCONJ	
d002.s040.t004	want	want	V	bn:00086682v	i002.s040.t003	vuoi	volere	AUX	bn:00086682v
d002.s040.t006	define	define	V	bn:00086466v	i002.s040.t004	definire	definire	VERB	bn:00086466v
d002.s040.t005	to		X		i002.s040.t004	definire	definire	VERB	
d002.s040.t007	some		X		i002.s040.t005	alcune	alcuno	DET	
d002.s040.t008	libraries	library	N	bn:00050969n	i002.s040.t006	librerie	libreria	NOUN	bn:00050969n
d002.s040.t009	or		X		i002.s040.t007	o	o	CCONJ	
d002.s040.t010	resume	resume	V	bn:00092413v	i002.s040.t008	riprendere	riprendere	VERB	bn:00092413v
d002.s040.t011	some		X		i002.s040.t009	qualche	qualche	DET	
d002.s040.t013	work	work	N	bn:00081568n	i002.s040.t010	lavoro	lavoro	NOUN	bn:00081568n
d002.s040.t012	previous	previous	J	bn:00107791a	i002.s040.t011	precedente	precedente	ADJ	bn:00107791a
d002.s040.t014	.		X		i002.s040.t012	.	.	PUNCT	
d002.s041.t001	Ctrl	ctrl	N	bn:00020947n	i002.s041.t001	Ctrl	Ctrl	NOUN	bn:00020947n
d002.s041.t002	G	g	N	bn:00036962n	i002.s041.t002	G	G	PROPN	bn:00036962n
d002.s041.t003	Save	save	V	bn:00093281v	i002.s041.t003	Salva	Salva	PROPN	bn:00093281v
d002.s041.t004	Script	script	N		i002.s041.t004	script	script	PROPN	
d002.s042.t001	Saves	save	V	bn:00093281v	i002.s042.t001	Salva	salvare	VERB	bn:00093281v
d002.s042.t002	the		X		i002.s042.t002	le	il	DET	
d002.s042.t003	instructions	instruction	N	bn:00020945n	i002.s042.t003	istruzioni	istruzione	NOUN	bn:00020945n
d002.s042.t004	you		X		i002.s042.t004	digitate	digitare	VERB	
d002.s042.t007	since		X		i002.s042.t005	dall&#39;inizio	dall&#39;inizio	NOUN	
d002.s042.t010	began	begin	V	bn:00083344v	i002.s042.t005	dall&#39;inizio	dall&#39;inizio	NOUN	bn:00083344v
d002.s042.t008	the		X		i002.s042.t006	della	di il	ADP	
d002.s042.t009	session	session	N	bn:03751534n	i002.s042.t007	sessione	sessione	NOUN	bn:03751534n
d002.s042.t011	to		X		i002.s042.t008	per	per	ADP	
d002.s042.t013	able	able	J	bn:00096151a	i002.s042.t009	poterle	potere le	AUX	bn:00096151a
d002.s042.t015	reuse	reuse	V	bn:00092558v	i002.s042.t010	riutilizzare	riutilizzare	VERB	bn:00092558v
d002.s042.t016	.		X		i002.s042.t011	.	.	PUNCT	
d002.s043.t001	Generates	generate	V	bn:00084080v	i002.s043.t001	Genera	Genera	VERB	bn:00084080v
d002.s043.t003	files	file	N	bn:00021475n	i002.s043.t002	file	fila	NOUN	bn:00021475n
d002.s043.t002	text	text	N	bn:00076732n	i002.s043.t004	testo	testo	NOUN	bn:00076732n
d002.s043.t004	so		X		i002.s043.t005	quindi	quindi	ADV	
d002.s043.t006	should		X		i002.s043.t006	dovrebbe	dovere	AUX	
d002.s043.t007	be	be	V		i002.s043.t007	essere	essere	AUX	
d002.s043.t008	easy	easy	J	bn:00101973a	i002.s043.t008	facile	facile	ADJ	bn:00101973a
d002.s043.t005	it		X		i002.s043.t009	risolverlo	risolvere lo	VERB	
d002.s043.t009	to		X		i002.s043.t009	risolverlo	risolvere lo	VERB	
d002.s043.t010	fix	fix	V	bn:00084308v	i002.s043.t009	risolverlo	risolvere lo	VERB	bn:00084308v
d002.s043.t011	using	use	V	bn:00082705v	i002.s043.t010	utilizzando	utilizzare	VERB	bn:00082705v
d002.s043.t012	any		X		i002.s043.t011	qualsiasi	qualsiasi	DET	
d002.s043.t014	editor	editor	N	bn:00029775n	i002.s043.t012	editor	editor	NOUN	bn:00029775n
d002.s043.t013	text	text	N	bn:00076732n	i002.s043.t014	testo	testo	NOUN	bn:00076732n
d002.s043.t015	,		X		i002.s043.t015	,	,	PUNCT	
d002.s043.t016	like		X		i002.s043.t016	come	come	ADP	
d002.s043.t017	Kate	kate	N	bn:03628723n	i002.s043.t017	Kate	Kate	PROPN	bn:03628723n
d002.s043.t018	.		X		i002.s043.t018	.	.	PUNCT	
d002.s044.t001	Ctrl	ctrl	N	bn:00020947n	i002.s044.t001	Ctrl	ctrl	NOUN	bn:00020947n
d002.s044.t002	S	s	N	bn:00068673n	i002.s044.t002	S	S	PROPN	bn:00068673n
d002.s044.t003	Save	save	V	bn:00093281v	i002.s044.t003	Salva	Salva	PROPN	bn:00093281v
d002.s044.t004	Log	log	N	bn:00051831n	i002.s044.t004	registro	registro	ADJ	bn:00051831n
d002.s045.t001	Saves	save	V	bn:00093281v	i002.s045.t001	Salva	Salva	PROPN	bn:00093281v
d002.s045.t002	the		X		i002.s045.t002	il	il	DET	
d002.s045.t003	log	log	N	bn:00051831n	i002.s045.t003	registro	registro	NOUN	bn:00051831n
d002.s045.t004	with		X		i002.s045.t004	con	con	ADP	
d002.s045.t005	all		X		i002.s045.t005	tutti	tutto	DET	
d002.s045.t006	results	result	N	bn:00034520n	i002.s045.t007	risultati	risultato	NOUN	bn:00034520n
d002.s045.t007	into		X		i002.s045.t008	in	in	ADP	
d002.s045.t008	an		X		i002.s045.t009	un	uno	DET	
d002.s045.t010	file	file	V		i002.s045.t010	file	file	NOUN	
d002.s045.t009	HTML	html	N	bn:00045087n	i002.s045.t011	HTML	HTML	PROPN	bn:00045087n
d002.s045.t011	to		X		i002.s045.t012	per	per	ADP	
d002.s045.t013	able	able	J	bn:00096151a	i002.s045.t013	poterlo	potere lo	AUX	bn:00096151a
d002.s045.t014	to		X		i002.s045.t014	stampare	stampare	VERB	
d002.s045.t015	print	print	V	bn:00089639v	i002.s045.t014	stampare	stampare	VERB	bn:00089639v
d002.s045.t016	or		X		i002.s045.t015	o	o	CCONJ	
d002.s045.t017	publish	publish	V	bn:00084099v	i002.s045.t016	pubblicare	pubblicare	VERB	bn:00084099v
d002.s045.t012	be	be	V		i002.s045.t016	pubblicare	pubblicare	VERB	
d002.s045.t018	.		X		i002.s045.t017	.	.	PUNCT	
d002.s046.t001	Ctrl	ctrl	N	bn:00020947n	i002.s046.t001	Ctrl	ctrl	PROPN	bn:00020947n
d002.s046.t002	Q	q	N	bn:00065472n	i002.s046.t002	Q	Q	PROPN	bn:00065472n
d002.s046.t003	Quit	quit	V	bn:00084710v	i002.s046.t003	Esci	Esci	VERB	bn:00084710v
d002.s047.t001	Shuts	shut	V		i002.s047.t001	Chiude	chiudere	VERB	
d002.s047.t002	the		X		i002.s047.t002	il	il	DET	
d002.s047.t003	program	program	N	bn:00021492n	i002.s047.t003	programma	programma	NOUN	bn:00021492n
d002.s047.t005	.		X		i002.s047.t004	.	.	PUNCT	
d002.s048.t001	To		X		i002.s048.t001	Per	per	ADP	
d002.s048.t002	add	add	V	bn:00082317v	i002.s048.t002	aggiungere	aggiungere	VERB	bn:00082317v
d002.s048.t003	a		X		i002.s048.t003	un	uno	DET	
d002.s048.t004	new	new	J	bn:00107267a	i002.s048.t004	nuovo	nuovo	ADJ	bn:00107267a
d002.s048.t006	graph	graph	N	bn:00041412n	i002.s048.t005	grafico	grafico	NOUN	bn:00041412n
d002.s048.t005	2D	2d	N		i002.s048.t006	2D	2D	NOUN	
d002.s048.t007	on		X		i002.s048.t007	su	su	ADP	
d002.s048.t008	kalgebra	kalgebra	N	bn:08534138n	i002.s048.t008	kalgebra	Kalgebra	PROPN	bn:08534138n
d002.s048.t009	,		X		i002.s048.t009	,	,	PUNCT	
d002.s048.t010	what		X		i002.s048.t010	quello	quello	PRON	
d002.s048.t013	to		X		i002.s048.t011	che	che	PRON	
d002.s048.t011	you		X		i002.s048.t012	devi	dovere	AUX	
d002.s048.t014	do	do	V	bn:00087107v	i002.s048.t013	fare	fare	VERB	bn:00087107v
d002.s048.t015	is	be	V		i002.s048.t014	è	essere	AUX	
d002.s048.t017	go	go	V	bn:00088912v	i002.s048.t015	andare	andare	VERB	bn:00088912v
d002.s048.t018	to		X		i002.s048.t016	alla	a il	ADP	
d002.s048.t022	tab	tab	N	bn:00120018n	i002.s048.t017	scheda	scheda	NOUN	bn:00120018n
d002.s048.t021	Graph	graph	N	bn:00041412n	i002.s048.t018	Grafico	Grafico	PROPN	bn:00041412n
d002.s048.t020	2D	2d	N		i002.s048.t019	2D	2D	SPACE	
d002.s048.t023	and		X		i002.s048.t020	e	e	CCONJ	
d002.s048.t016	to		X		i002.s048.t021	fare	fare	VERB	
d002.s048.t024	click	click	N		i002.s048.t022	clic	clic	NOUN	
d002.s048.t026	the		X		i002.s048.t023	sulla	su il	ADP	
d002.s048.t028	tab	tab	N	bn:00120018n	i002.s048.t024	scheda	scheda	NOUN	bn:00120018n
d002.s048.t027	Add	add	V	bn:00082317v	i002.s048.t025	Aggiungi	Aggiungi	PROPN	bn:00082317v
d002.s048.t029	to		X		i002.s048.t026	per	per	ADP	
d002.s048.t030	add	add	V	bn:00082317v	i002.s048.t027	aggiungere	aggiungere	VERB	bn:00082317v
d002.s048.t031	the		X		i002.s048.t028	la	il	DET	
d002.s048.t032	new	new	J	bn:00107267a	i002.s048.t029	nuova	nuovo	ADJ	bn:00107267a
d002.s048.t033	function	function	N	bn:00036821n	i002.s048.t030	funzione	funzione	NOUN	bn:00036821n
d002.s048.t034	.		X		i002.s048.t031	.	.	PUNCT	
d002.s049.t001	Then	then	R	bn:00114281r	i002.s049.t001	Quindi	quindi	CCONJ	bn:00114281r
d002.s049.t002	your		X		i002.s049.t003	tuo	tuo	DET	
d002.s049.t003	focus	focus	N	bn:00007023n	i002.s049.t004	focus	focus	NOUN	bn:00007023n
d002.s049.t004	will		X		i002.s049.t005	andrà	andare	VERB	
d002.s049.t005	go	go	V	bn:00088912v	i002.s049.t005	andrà	andare	VERB	bn:00088912v
d002.s049.t006	to		X		i002.s049.t006	su	su	ADP	
d002.s049.t007	an		X		i002.s049.t007	una	uno	DET	
d002.s049.t010	box	box	N	bn:00012528n	i002.s049.t008	casella	casella	NOUN	bn:00012528n
d002.s049.t009	text	text	N	bn:00076732n	i002.s049.t010	testo	testo	NOUN	bn:00076732n
d002.s049.t008	input	input	N	bn:00046850n	i002.s049.t012	input	input	NOUN	bn:00046850n
d002.s049.t011	where		X		i002.s049.t013	in	in	ADP	
d002.s049.t013	can		X		i002.s049.t015	puoi	potere	AUX	
d002.s049.t012	you		X		i002.s049.t016	digitare	digitare	VERB	
d002.s049.t014	type	type	V	bn:00095295v	i002.s049.t016	digitare	digitare	VERB	bn:00095295v
d002.s049.t015	your		X		i002.s049.t018	tua	tuo	DET	
d002.s049.t016	function	function	N	bn:00036821n	i002.s049.t019	funzione	funzione	NOUN	bn:00036821n
d002.s049.t017	.		X		i002.s049.t020	.	.	PUNCT	
d002.s050.t001	If		X		i002.s050.t001	Se	se	SCONJ	
d002.s050.t002	you		X		i002.s050.t002	si	si	PRON	
d002.s050.t003	want	want	V	bn:00086682v	i002.s050.t003	desidera	desiderare	VERB	bn:00086682v
d002.s050.t005	use	use	V	bn:00082705v	i002.s050.t004	utilizzare	utilizzare	VERB	bn:00082705v
d002.s050.t006	a		X		i002.s050.t005	una	uno	DET	
d002.s050.t004	to		X		i002.s050.t006	tipica	tipico	ADJ	
d002.s050.t007	typical	typical	J	bn:00112217a	i002.s050.t006	tipica	tipico	ADJ	bn:00112217a
d002.s050.t009	function	function	V		i002.s050.t007	funzione	funzione	NOUN	
d002.s050.t008	f(x)	f(x)	N	bn:00036821n	i002.s050.t008➕i002.s050.t009	f(x➕)	f(x	NOUN➕PUNCT	bn:00036821n
d002.s050.t012	not	not	R	bn:00116360r	i002.s050.t010	non	non	ADV	bn:00116360r
d002.s050.t011	is	be	V		i002.s050.t011	è	essere	AUX	
d002.s050.t013	necessary	necessary	J	bn:00107182a	i002.s050.t012	necessario	necessario	ADJ	bn:00107182a
d002.s050.t015	specify	specify	V	bn:00086468v	i002.s050.t013	specificarla	specificare lo	VERB	bn:00086468v
d002.s050.t016	it		X		i002.s050.t013	specificarla	specificare lo	VERB	
d002.s050.t017	.		X		i002.s050.t014	.	.	PUNCT	
d002.s051.t001	If		X		i002.s051.t001	Se	se	SCONJ	
d002.s051.t002	you		X		i002.s051.t002	sei	essere	AUX	
d002.s051.t004	entered	enter	V	bn:00087679v	i002.s051.t003	entrato	entrare	VERB	bn:00087679v
d002.s051.t005	the		X		i002.s051.t004	nella	in il	ADP	
d002.s051.t006	function	function	N	bn:00036821n	i002.s051.t005	funzione	funzione	NOUN	bn:00036821n
d002.s051.t007	click	click	N		i002.s051.t006	clicca	cliccare	VERB	
d002.s051.t008	on		X		i002.s051.t007	sul	su il	ADP	
d002.s051.t009	the		X		i002.s051.t008	pulsante	pulsante	NOUN	
d002.s051.t011	button	button	N	bn:03843242n	i002.s051.t008	pulsante	pulsante	NOUN	bn:03843242n
d002.s051.t010	OK	ok	J	bn:00096817a	i002.s051.t009	OK	OK	PROPN	bn:00096817a
d002.s051.t012	to		X		i002.s051.t010	per	per	ADP	
d002.s051.t013	display	display	V	bn:00087013v	i002.s051.t011	visualizzare	visualizzare	VERB	bn:00087013v
d002.s051.t017	the		X		i002.s051.t011	visualizzare	visualizzare	VERB	
d002.s051.t014	the		X		i002.s051.t012	il	il	DET	
d002.s051.t015	graph	graph	N	bn:00041412n	i002.s051.t013	grafico	grafico	NOUN	bn:00041412n
d002.s051.t016	in		X		i002.s051.t014	nella	in il	ADP	
d002.s051.t019	window	window	N	bn:00081292n	i002.s051.t015	finestra	finestra	NOUN	bn:00081292n
d002.s051.t018	main	main	J	bn:00099598a	i002.s051.t016	principale	principale	ADJ	bn:00099598a
d002.s051.t020	.		X		i002.s051.t017	.	.	PUNCT	
d002.s052.t001	You		X		i002.s052.t001	È	essere	AUX	
d002.s052.t002	can		X		i002.s052.t002	possibile	possibile	ADJ	
d002.s052.t003	set	set	V	bn:00090224v	i002.s052.t003	impostare	impostare	VERB	bn:00090224v
d002.s052.t005	graphs	graph	N	bn:00041412n	i002.s052.t003➕i002.s052.t005	impostare➕grafici	impostare	VERB➕ADJ	bn:00041412n
d002.s052.t004	several	several	J	bn:00110469a	i002.s052.t004	più	più	ADV	bn:00110469a
d002.s052.t006	on		X		i002.s052.t006	sulla	su il	ADP	
d002.s052.t008	same	same	J	bn:00110075a	i002.s052.t007	stessa	stesso	ADJ	bn:00110075a
d002.s052.t009	view	view	N	bn:00079985n	i002.s052.t008	vista	vista	NOUN	bn:00079985n
d002.s052.t010	.		X		i002.s052.t009	.	.	PUNCT	
d002.s053.t002	use	use	V	bn:00082705v	i002.s053.t001	Usa	Usa	PROPN	bn:00082705v
d002.s053.t001	Just	just	R	bn:00114626r	i002.s053.t002	semplicemente	semplicemente	ADV	bn:00114626r
d002.s053.t003	the		X		i002.s053.t003	il	il	DET	
d002.s053.t005	button	button	N	bn:03843242n	i002.s053.t004	pulsante	pulsante	NOUN	bn:03843242n
d002.s053.t007	you		X		i002.s053.t005	Aggiungi	aggiungi	NOUN	
d002.s053.t004	Add	add	V	bn:00082317v	i002.s053.t005	Aggiungi	aggiungi	NOUN	bn:00082317v
d002.s053.t006	when		X		i002.s053.t006	quando	quando	SCONJ	
d002.s053.t008	are	be	V		i002.s053.t007	sei	essere	AUX	
d002.s053.t009	in		X		i002.s053.t008	in	in	ADP	
d002.s053.t011	mode	mode	N	bn:00055444n	i002.s053.t009	modalità	modalità	NOUN	bn:00055444n
d002.s053.t010	List	list	N	bn:00051508n	i002.s053.t010	Elenco	elenco	ADJ	bn:00051508n
d002.s053.t012	.		X		i002.s053.t011	.	.	PUNCT	
d002.s054.t001	You		X		i002.s054.t001	È	essere	AUX	
d002.s054.t002	can		X		i002.s054.t002	possibile	possibile	ADJ	
d002.s054.t003	set	set	V	bn:00090224v	i002.s054.t003	impostare	impostare	VERB	bn:00090224v
d002.s054.t004	each		X		i002.s054.t004	ciascun	ciascuno	DET	
d002.s054.t005	graph	graph	N	bn:00041412n	i002.s054.t005	grafico	grafico	NOUN	bn:00041412n
d002.s054.t007	own	own	J		i002.s054.t008	proprio	proprio	DET	
d002.s054.t008	color	color	N	bn:00020726n	i002.s054.t009	colore	colore	NOUN	bn:00020726n
d002.s054.t009	.		X		i002.s054.t010	.	.	PUNCT	
d003.s002.t001	The		X		i003.s002.t001	La	il	DET	
d003.s002.t002	Foundation	foundation	N	bn:00036064n	i003.s002.t002	Fondazione	Fondazione	PROPN	bn:00036064n
d003.s002.t005	been	be	V		i003.s002.t004	stata	essere	AUX	
d003.s002.t004	recently	recently	R	bn:00116085r	i003.s002.t005	recentemente	recentemente	ADV	bn:00116085r
d003.s002.t006	involved	involve	V	bn:00089893v	i003.s002.t006	coinvolta	coinvolgere	VERB	bn:00089893v
d003.s002.t007	in		X		i003.s002.t007	nell&#39;organizzazione	nell&#39;organizzazione	NOUN	
d003.s002.t008	organising	organise	V	bn:00091196v	i003.s002.t007	nell&#39;organizzazione	nell&#39;organizzazione	NOUN	bn:00091196v
d003.s002.t009	a		X		i003.s002.t009	una	uno	DET	
d003.s002.t010	conference	conference	N	bn:00021721n	i003.s002.t010	conferenza	conferenza	NOUN	bn:00021721n
d003.s002.t011	which		X		i003.s002.t011	che	che	PRON	
d003.s002.t003	has	have	V		i003.s002.t012	ha	avere	AUX	
d003.s002.t012	dealt	deal	V	bn:00084527v	i003.s002.t013	affrontato	affrontare	VERB	bn:00084527v
d003.s002.t013	with		X		i003.s002.t013	affrontato	affrontare	VERB	
d003.s002.t014	this		X		i003.s002.t014	questa	questo	DET	
d003.s002.t016	challenge	challenge	N	bn:00017557n	i003.s002.t015	sfida	sfida	NOUN	bn:00017557n
d003.s002.t015	critical	critical	J	bn:00100676a	i003.s002.t016	cruciale	cruciale	ADJ	bn:00100676a
d003.s002.t017	.		X		i003.s002.t017	.	.	PUNCT	
d003.s003.t001	Over		X		i003.s003.t001	Oltre	oltre	ADV	
d003.s003.t002	100		X		i003.s003.t002	100	100	NUM	
d003.s003.t003	participants	participant	N	bn:00060798n	i003.s003.t003	partecipanti	partecipante	NOUN	bn:00060798n
d003.s003.t004	from		X		i003.s003.t004	provenienti	provenire	VERB	
d003.s003.t005	the		X		i003.s003.t005	dai	da il	ADP	
d003.s003.t006	main	main	J	bn:00099598a	i003.s003.t006	principali	principale	ADJ	bn:00099598a
d003.s003.t008	groups	group	N	bn:00072536n	i003.s003.t007	gruppi	gruppo	NOUN	bn:00072536n
d003.s003.t007	interest	interest	N	bn:00047078n	i003.s003.t009	interesse	interesse	NOUN	bn:00047078n
d003.s003.t009	attended	attend	V	bn:00082907v	i003.s003.t010➕i003.s003.t011	hanno➕partecipato	avere	AUX➕VERB	bn:00082907v
d003.s003.t010	and		X		i003.s003.t012	e	e	CCONJ	
d003.s003.t011	debated	debate	V	bn:00086341v	i003.s003.t013	discusso	discutere	VERB	bn:00086341v
d003.s003.t012	issues	issue	N	bn:00047688n	i003.s003.t014	questioni	questione	NOUN	bn:00047688n
d003.s003.t014	as	as	R		i003.s003.t014	questioni	questione	NOUN	
d003.s003.t013	such	such	R		i003.s003.t015	quali	quale	ADP	
d003.s003.t015	the		X		i003.s003.t016	il	il	DET	
d003.s003.t016	role	role	N	bn:00036823n	i003.s003.t017	ruolo	ruolo	NOUN	bn:00036823n
d003.s003.t017	of		X		i003.s003.t018	degli	di il	ADP	
d003.s003.t019	actors	actor	N	bn:00001177n	i003.s003.t019	attori	attore	NOUN	bn:00001177n
d003.s003.t018	key	key	J	bn:00099258a	i003.s003.t020	chiave	chiave	NOUN	bn:00099258a
d003.s003.t020	including	include	V	bn:00089660v	i003.s003.t022	cui	cui	PRON	bn:00089660v
d003.s003.t022	authorities	authority	N	bn:00001961n	i003.s003.t024	autorità	autorità	NOUN	bn:00001961n
d003.s003.t021	public	public	J	bn:00109211a	i003.s003.t025	pubbliche	pubblico	ADJ	bn:00109211a
d003.s003.t026	,		X		i003.s003.t026	,	,	PUNCT	
d003.s003.t025	partners	partner	N		i003.s003.t028	parti	parte	NOUN	
d003.s003.t024	social	social	J	bn:00110842a	i003.s003.t029	sociali	sociale	ADJ	bn:00110842a
d003.s003.t023	,		X		i003.s003.t030	,	,	PUNCT	
d003.s003.t030	organisations	organisation	N	bn:00001423n	i003.s003.t032	organizzazioni	organizzazione	NOUN	bn:00001423n
d003.s003.t027	voluntary	voluntary	J	bn:00113672a	i003.s003.t034	volontariato	volontariato	NOUN	bn:00113672a
d003.s003.t028	and		X		i003.s003.t035	e	e	CCONJ	
d003.s003.t029	community	community	N	bn:00021248n	i003.s003.t036	comunitarie	comunitario	ADJ	bn:00021248n
d003.s003.t031	as	as	R		i003.s003.t037	nonché	nonché	CCONJ	
d003.s003.t035	users	user	N	bn:00079373n	i003.s003.t039	utenti	utente	NOUN	bn:00079373n
d003.s003.t034	service	service	N	bn:00070651n	i003.s003.t041	servizi	servizio	NOUN	bn:00070651n
d003.s003.t036	.		X		i003.s003.t042	.	.	PUNCT	
d003.s004.t002	were	be	V		i003.s004.t001	Sono	essere	AUX	
d003.s004.t001	There		X		i003.s004.t002	stati	essere	AUX	
d003.s004.t006	reported	report	V	bn:00092825v	i003.s004.t003	segnalati	segnalare	VERB	bn:00092825v
d003.s004.t003	relatively	relatively	R	bn:00114784r	i003.s004.t003➕i003.s004.t004	segnalati➕relativamente	segnalare	VERB➕ADV	bn:00114784r
d003.s004.t004	few	few	J	bn:00102920a	i003.s004.t005	pochi	poco	DET	bn:00102920a
d003.s004.t005	cases	case	N	bn:00016401n	i003.s004.t006	casi	caso	NOUN	bn:00016401n
d003.s004.t007	of		X		i003.s004.t007	di	di	ADP	
d003.s004.t008	attempts	attempt	N	bn:00007011n	i003.s004.t008	tentativi	tentativo	NOUN	bn:00007011n
d003.s004.t009	to		X		i003.s004.t010	coinvolgere	coinvolgere	VERB	
d003.s004.t010	involve	involve	V	bn:00089893v	i003.s004.t010	coinvolgere	coinvolgere	VERB	bn:00089893v
d003.s004.t011	users	user	N	bn:00079373n	i003.s004.t012	utenti	utente	NOUN	bn:00079373n
d003.s004.t012	in		X		i003.s004.t013	nella	in il	ADP	
d003.s004.t014	planning	planning	N	bn:00062794n	i003.s004.t014	pianificazione	pianificazione	NOUN	bn:00062794n
d003.s004.t017	involvement	involvement	N	bn:00030844n	i003.s004.t014➕i003.s004.t021	pianificazione➕coinvolgimento	pianificazione	NOUN	bn:00030844n
d003.s004.t013	service	service	N	bn:00070651n	i003.s004.t016	servizi	servizio	NOUN	bn:00070651n
d003.s004.t015	but		X		i003.s004.t018	ma	ma	CCONJ	
d003.s004.t016	their		X		i003.s004.t020	loro	loro	DET	
d003.s004.t018	in		X		i003.s004.t022	nella	in il	ADP	
d003.s004.t020	provision	provision	N	bn:00064922n	i003.s004.t023	fornitura	fornitura	NOUN	bn:00064922n
d003.s004.t019	service	service	N	bn:00070651n	i003.s004.t025	servizi	servizio	NOUN	bn:00070651n
d003.s004.t021	was	be	V		i003.s004.t026	è	essere	AUX	
d003.s004.t022	found	find	V	bn:00082811v	i003.s004.t027	risultato	risultare	VERB	bn:00082811v
d003.s004.t025	more	more	R	bn:00116284r	i003.s004.t028	più	più	ADV	bn:00116284r
d003.s004.t026	common	common	J	bn:00100093a	i003.s004.t029	comune	comune	ADJ	bn:00100093a
d003.s004.t027	.		X		i003.s004.t030	.	.	PUNCT	
d003.s005.t005	of		X		i003.s005.t001	È	essere	AUX	
d003.s005.t002	was	be	V		i003.s005.t002	stata	essere	AUX	
d003.s005.t003	also	also	R	bn:00114246r	i003.s005.t003	inoltre	inoltre	ADV	bn:00114246r
d003.s005.t004	taken	take	V		i003.s005.t004	presa	prendere	VERB	
d003.s005.t001	Note	note	N	bn:00058145n	i003.s005.t005	nota	noto	ADJ	bn:00058145n
d003.s005.t006	the		X		i003.s005.t006	della	di il	ADP	
d003.s005.t007	variety	variety	N	bn:00027862n	i003.s005.t007	varietà	varietà	NOUN	bn:00027862n
d003.s005.t008	of		X		i003.s005.t008	dei	di il	ADP	
d003.s005.t009	different	different	J	bn:00101350a	i003.s005.t009	diversi	diverso	DET	bn:00101350a
d003.s005.t010	roles	role	N	bn:00036823n	i003.s005.t010	ruoli	ruolo	NOUN	bn:00036823n
d003.s005.t011	played	play	V	bn:00091709v	i003.s005.t011	svolti	svolgere	VERB	bn:00091709v
d003.s005.t012	by		X		i003.s005.t012	dal	da il	ADP	
d003.s005.t014	welfare	welfare	N	bn:00009905n	i003.s005.t013	welfare	welfare	NOUN	bn:00009905n
d003.s005.t013	public	public	J	bn:00109211a	i003.s005.t014	pubblico	pubblico	ADJ	bn:00109211a
d003.s006.t001	The		X		i003.s006.t001	La	il	DET	
