Token ID	Token	Lemma	POS	Chinese Token	POS ZH	BN Synset	Correct?	Synonyms?	BN Gloss	Token ID ZH	Annotator notes	Chinese Token - BN Synset	Chinese Token - BN Gloss	English Lemma - WN Synsets	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses	Add Annotation	ZH Token-BN Synset	ZH Token-BN Gloss
d002.s029.t026	.		X	。	PU					z002.s029.t036										
d002.s030.t001	It		X	不管	AD					z002.s030.t001										
d002.s030.t002	does	do	V	n/a																
d002.s030.t003	not	not	R	n/a		bn:00116360r	1	1	Negation of a word or group of words											
d002.s030.t004	matter	matter	V	不管	AD	bn:00085860v	0	1	Have weight; have import, carry weight	z002.s030.t001										
d002.s030.t005	what		X	哪	DT					z002.s030.t003										
d002.s030.t006	kind	kind	N	类型	NN	bn:00035907n	1	1	A category of things distinguished by some common characteristic or quality	z002.s030.t005										
d002.s030.t007	it		X	n/a																
d002.s030.t008	is	be	V	是	VC					z002.s030.t002										
d002.s030.t009	.		X	。	PU					z002.s030.t006										
d002.s031.t001	We		X	我们	PN					z002.s031.t001										
d002.s031.t002	can		X	可以	VV					z002.s031.t002										
d002.s031.t003	use	use	V	使用	VV	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z002.s031.t003										
d002.s031.t004	plus()	plus	N	plus➕(➕)	NR➕PU➕PU	bn:00001296n	1	0	The arithmetic operation of summing; calculating the sum of two or more numbers	z002.s031.t004➕z002.s031.t005➕z002.s031.t006										
d002.s031.t005	,		X	、	PU					z002.s031.t007										
d002.s031.t006	times()	times	N	times➕(➕)	NR➕PU➕PU	bn:00056300n	1	0	An arithmetic operation that is the inverse of division; the product of two numbers is computed	z002.s031.t008➕z002.s031.t009➕z002.s031.t010										
d002.s031.t007	and		X	以及	CC					z002.s031.t011										
d002.s031.t008	everything	everything	N	所有	DT					z002.s031.t012										
d002.s031.t009	which		X	带有	VV					z002.s031.t013										
d002.s031.t010	has	have	V	带有	VV	bn:00088078v	1	1	Have as a feature	z002.s031.t013										
d002.s031.t011	its		X	其	PN					z002.s031.t014										
d002.s031.t012	operator	operator	N	函数	NN	bn:00059141n	1	1	(mathematics) a symbol or function representing a mathematical operation	z002.s031.t017										
d002.s031.t013	.		X	。	PU					z002.s031.t018										
d002.s032.t001	kalgebra	kalgebra	N	kalgebra	NR	bn:08534138n				z002.s032.t001										
d002.s032.t002	s	be	V	的	DEG					z002.s032.t002										
d002.s032.t003	console	console	V	控制台	NN					z002.s032.t003										
d002.s032.t004	is	be	V	可	VV					z002.s032.t004										
d002.s032.t005	useful	useful	J	用作	VV	bn:00113455a	0	0	Being of use or service	z002.s032.t005										
d002.s032.t006	as		X	用作	VV					z002.s032.t005										
d002.s032.t007	a		X	n/a																
d002.s032.t008	calculator	calculator	N	计算器	NN	bn:00946167n				z002.s032.t006										
d002.s032.t009	.		X	。	PU					z002.s032.t007										
d002.s033.t001	There	there	R	这里	PN	bn:00114427r	1	0	In or at that place	z002.s033.t001										
d002.s033.t002	you		X	有	VE					z002.s033.t002										
d002.s033.t003	have	have	V	有	VE	bn:00088078v	1	1	Have as a feature	z002.s033.t002										
d002.s033.t004	a		X	一个	CD					z002.s033.t003										
d002.s033.t005	list	list	N	列表	NN	bn:00051508n	1	1	A database containing an ordered array of items (names or topics)	z002.s033.t008										
d002.s033.t006	of		X	n/a																
d002.s033.t007	the		X	的	DEC					z002.s033.t007										
d002.s033.t008	declared	declare	V	已➕声明	AD➕VV					z002.s033.t004➕z002.s033.t005										
d002.s033.t009	variables	variable	N	变量	NN	bn:00079583n	1	1	A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity	z002.s033.t006										
d002.s033.t010	.		X	。	PU					z002.s033.t009										
d002.s034.t001	By		X	通过	P					z002.s034.t001										
d002.s034.t002	double	double	R	双击	VV					z002.s034.t002										
d002.s034.t003	clicking	click	V	通过➕双击	P➕VV					z002.s034.t001➕z002.s034.t002										
d002.s034.t004	on		X	n/a																
d002.s034.t005	them		X	它们	PN					z002.s034.t003										
d002.s034.t006	you		X	您	PN					z002.s034.t005										
d002.s034.t007	will		X	将	AD					z002.s034.t006										
d002.s034.t008	see	see	V	看到	VV	bn:00084662v	1	1	See or watch	z002.s034.t007										
d002.s034.t009	a		X	一	CD					z002.s034.t008										
d002.s034.t010	dialog	dialog	N	对话框	NN					z002.s034.t010										
d002.s034.t011	that		X	n/a																
d002.s034.t012	lets	let	V	，	PU	bn:00082536v	1	0	Make it possible through a specific action or lack of action for something to happen	z002.s034.t011	Chinese token missing									
d002.s034.t013	you		X	您	PN					z002.s034.t012										
d002.s034.t014	change	change	V	更改	VV	bn:00082553v	1	1	Cause to change; make different; cause a transformation	z002.s034.t014										
d002.s034.t015	their		X	它们	PN					z002.s034.t015										
d002.s034.t016	values	value	N	值	NN	bn:00079508n	1	1	A numerical quantity measured or assigned or computed	z002.s034.t017										
d002.s034.t017	(		X	（	PU					z002.s034.t018										
d002.s034.t018	just	just	R	只	AD	bn:00114626r	1	1	And nothing more	z002.s034.t020										
d002.s034.t019	a		X	一	CD					z002.s034.t022										
d002.s034.t020	way	way	N	方法	NN	bn:00001965n	1	1	How a result is obtained or an end is achieved	z002.s034.t027										
d002.s034.t021	to		X	可以	VV					z002.s034.t013										
d002.s034.t022	trick	trick	V	欺骗	VV	bn:00088310v	1	1	Deceive somebody	z002.s034.t024										
d002.s034.t023	the		X	的	DEG					z002.s034.t016										
d002.s034.t024	log	log	N	对话框	NN	bn:00051831n	1	1	A written record of messages sent or received	z002.s034.t010										
d002.s034.t025	)		X	）	PU					z002.s034.t028										
d002.s034.t026	.		X	。	PU					z002.s034.t029										
d002.s035.t001	Every		X	每次	AD					z002.s035.t001										
d002.s035.t002	time	time	N	时	LC	bn:00019848n	1	1	An instance or single occasion for some event	z002.s035.t004										
d002.s035.t003	you		X	输入	VV					z002.s035.t002										
d002.s035.t004	enter	enter	V	输入	VV	bn:00087679v	1	1	Make a record of; set down in permanent form	z002.s035.t002										
d002.s035.t005	an		X	n/a																
d002.s035.t006	expression	expression	N	表达式	NN	bn:00032395n	1	1	A group of symbols that make a mathematical statement	z002.s035.t003										
d002.s035.t007	,		X	，	PU					z002.s035.t005										
d002.s035.t008	the		X	n/a																
d002.s035.t009	""""""""""		X	“➕”	PU					z002.s035.t006➕z002.s035.t007										
d002.s035.t010	ans	ans	J	和	CC					z002.s035.t008										
d002.s035.t011	""""""""""		X	“➕”	PU					z002.s035.t009➕z002.s035.t010										
d002.s035.t012	variable	variable	N	变量	NN	bn:00079583n	1	1	A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity	z002.s035.t011										
d002.s035.t013	value	value	N	值	NN	bn:00079508n	1	1	A numerical quantity measured or assigned or computed	z002.s035.t012										
d002.s035.t014	will		X	都会	VV					z002.s035.t013										
d002.s035.t015	be	be	V	更改	VV					z002.s035.t014										
d002.s035.t016	changed	change	V	更改	VV	bn:00082553v	1	1	Cause to change; make different; cause a transformation	z002.s035.t014										
d002.s035.t017	to		X	为	VC					z002.s035.t015										
d002.s035.t018	the		X	一个	CD					z002.s035.t017										
d002.s035.t019	last	last	J	最后	JJ	bn:00105739a	0	1	Immediately past	z002.s035.t016									bn:00105740a;bn:00102970a;bn:00100203a;bn:00105742a	Coming after all others in time or space or degree or being the only one remaining;Not to be altered or undone;Occurring at or forming an end or termination;Occurring at the time of death
d002.s035.t020	result	result	N	结果	NN	bn:00034520n	1	1	Something that results	z002.s035.t018										
d002.s035.t021	.		X	。	PU					z002.s035.t019										
d002.s036.t001	Ctrl	ctrl	N	Ctrl	NN	bn:00020947n	1	1	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters	z002.s036.t001										
d002.s036.t002	N	n	N	N	NOI	bn:00056688n	1	1	The 14th letter of the Roman alphabet	z002.s036.t002										
d002.s036.t003	New	new	J	新	JJ	bn:00107267a	1	1	Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered	z002.s036.t003										
d002.s036.t004	Window	window	N	窗口	NN	bn:00081292n	1	1	(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen	z002.s036.t004										
d002.s037.t001	Flushes	flush	V	刷新	VV					z002.s037.t001										
d002.s037.t002	the		X	n/a																
d002.s037.t003	log	log	N	日志	NN	bn:00051831n	1	1	A written record of messages sent or received	z002.s037.t002										
d002.s037.t004	.		X	。	PU					z002.s037.t003										
d002.s038.t001	Ctrl	ctrl	N	Ctrl	NN	bn:00020947n	1	1	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters	z002.s038.t001										
d002.s038.t002	L	l	N	L	NN	bn:00049538n	1	1	The 12th letter of the Roman alphabet	z002.s038.t002										
d002.s038.t003	Load	load	V	n/a		bn:00090416v	1	0	Transfer from a storage device to a computer's memory		Chinese Token Missing									
d002.s038.t004	Script	script	N	脚本	NN					z002.s038.t004										
d002.s039.t001	Executes	execute	V	按➕执行	P➕VV	bn:00082225v	1	0	Put in effect	z002.s039.t001➕z002.s039.t003	Second word matched									
d002.s039.t002	the		X	的	DEG					z002.s039.t006										
d002.s039.t003	instructions	instruction	N	指令	NN	bn:00020945n	1	1	(computer science) a line of code written as part of a computer program	z002.s039.t007										
d002.s039.t004	in		X	中	LC					z002.s039.t005										
d002.s039.t005	a		X	n/a																
d002.s039.t006	file	file	N	文件	NN	bn:00021475n	1	1	(computer science) a file maintained in computer-readable form	z002.s039.t004										
d002.s039.t007	sequentially	sequentially	R	顺序	NN	bn:00114819r	1	1	In a consecutive manner	z002.s039.t002										
d002.s039.t008	.		X	。	PU					z002.s039.t008										
d002.s040.t001	Nice	nice	J	好	VA	bn:00107292a	1	1	Pleasant or pleasing or agreeable in nature or appearance- George Meredith	z002.s040.t017										
d002.s040.t002	if		X	如果	CS					z002.s040.t001										
d002.s040.t003	you		X	您	PN					z002.s040.t002										
d002.s040.t004	want	want	V	想	VV	bn:00086682v	1	1	Feel or have a desire for; want strongly	z002.s040.t003										
d002.s040.t005	to		X	定义	VV					z002.s040.t004										
d002.s040.t006	define	define	V	定义	VV	bn:00086466v	1	1	Determine the nature of	z002.s040.t004										
d002.s040.t007	some		X	一些	CD					z002.s040.t005										
d002.s040.t008	libraries	library	N	库	NN	bn:00050969n	1	1	(computing) a collection of standard programs and subroutines that are stored and available for immediate use	z002.s040.t006										
d002.s040.t009	or		X	或者	CC					z002.s040.t007										
d002.s040.t010	resume	resume	V	恢复	VV	bn:00092413v	1	1	Take up or begin anew	z002.s040.t008										
d002.s040.t011	some		X	一些	CD					z002.s040.t009										
d002.s040.t012	previous	previous	J	以前	NT	bn:00107791a	1	1	Just preceding something else in time or order	z002.s040.t010										
d002.s040.t013	work	work	N	工作	NN	bn:00081568n	1	1	Activity directed toward making or doing something	z002.s040.t012										
d002.s040.t014	.		X	，➕。	PU					z002.s040.t013➕z002.s040.t019										
d002.s041.t001	Ctrl	ctrl	N	Ctrl	NN	bn:00020947n	1	1	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters	z002.s041.t001										
d002.s041.t002	G	g	N	G	NN	bn:00036962n	1	1	The 7th letter of the Roman alphabet	z002.s041.t002										
d002.s041.t003	Save	save	V	保存	VV	bn:00093281v	1	1	Record data on a computer	z002.s041.t003										
d002.s041.t004	Script	script	N	脚本	NN					z002.s041.t004										
d002.s042.t001	Saves	save	V	保存	VV	bn:00093281v	1	1	Record data on a computer	z002.s042.t001										
d002.s042.t002	the		X	的	DEC					z002.s042.t008										
d002.s042.t003	instructions	instruction	N	指令	NN	bn:00020945n	1	1	(computer science) a line of code written as part of a computer program	z002.s042.t009										
d002.s042.t004	you		X	您	PN					z002.s042.t002										
d002.s042.t005	have	have	V	n/a																
d002.s042.t006	typed	type	V	键入	VV	bn:00095295v	1	1	Write by means of a keyboard with types	z002.s042.t007										
d002.s042.t007	since		X	以来	LC					z002.s042.t006										
d002.s042.t008	the		X	n/a																
d002.s042.t009	session	session	N	会话	NN	bn:03751534n	1	1	In computer science, in particular networking, a session is a semi-permanent interactive information interchange, also known as a dialogue, a conversation or a meeting, between two or more communicating devices, or between a computer and user.	z002.s042.t004										
d002.s042.t010	began	begin	V	开始	VV	bn:00083344v	1	1	Be the first item or point, constitute the beginning or start, come first in a series	z002.s042.t005										
d002.s042.t011	to		X	n/a																
d002.s042.t012	be	be	V	n/a																
d002.s042.t013	able	able	J	能够	VV	bn:00096151a	1	1	(usually followed by `to') having the necessary means or skill or know-how or authority to do something	z002.s042.t012										
d002.s042.t014	to		X	n/a																
d002.s042.t015	reuse	reuse	V	使用	VV	bn:00092558v	1	1	Use again after processing	z002.s042.t014										
d002.s042.t016	.		X	。	PU					z002.s042.t015										
d002.s043.t001	Generates	generate	V	生成	VV	bn:00084080v	1	1	Bring into existence	z002.s043.t001										
d002.s043.t002	text	text	N	文本	NN	bn:00076732n	1	1	The main body of a written work (as distinct from illustrations or footnotes etc.)	z002.s043.t002										
d002.s043.t003	files	file	N	文件	NN	bn:00021475n	1	1	(computer science) a file maintained in computer-readable form	z002.s043.t003										
d002.s043.t004	so		X	因此	AD					z002.s043.t005										
d002.s043.t005	it		X	n/a																
d002.s043.t006	should		X	可以	VV					z002.s043.t015										
d002.s043.t007	be	be	V	n/a																
d002.s043.t008	easy	easy	J	轻松	AD	bn:00101973a	1	1	Posing no difficulty; requiring little effort	z002.s043.t016										
d002.s043.t009	to		X	n/a																
d002.s043.t010	fix	fix	V	修复	VV	bn:00084308v	1	1	Restore by replacing a part or putting together what is torn or broken	z002.s043.t017										
d002.s043.t011	using	use	V	使用	VV	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z002.s043.t006										
d002.s043.t012	any		X	任何	DT					z002.s043.t007										
d002.s043.t013	text	text	N	文本	NN	bn:00076732n	1	1	The main body of a written work (as distinct from illustrations or footnotes etc.)	z002.s043.t008										
d002.s043.t014	editor	editor	N	编辑器	NN	bn:00029775n	1		(computer science) a program designed to perform such editorial functions as rearrangement or modification or deletion of data	z002.s043.t009										
d002.s043.t015	,		X	，	PU					z002.s043.t004										
d002.s043.t016	like		X	如	P					z002.s043.t011										
d002.s043.t017	Kate	kate	N	Kate	NR	bn:03628723n	1	1	The KDE Advanced Text Editor is a text editor developed by the KDE free software community.	z002.s043.t012										
d002.s043.t018	.		X	。	PU					z002.s043.t018										
d002.s044.t001	Ctrl	ctrl	N	Ctrl	NN	bn:00020947n	1	1	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters	z002.s044.t001										
d002.s044.t002	S	s	N	S	NOI	bn:00068673n	1	1	The 19th letter of the Roman alphabet	z002.s044.t002										
d002.s044.t003	Save	save	V	保存	NN	bn:00093281v	1	1	Record data on a computer	z002.s044.t003										
d002.s044.t004	Log	log	N	保存	NN	bn:00051831n	1	1	A written record of messages sent or received	z002.s044.t003										
d002.s045.t001	Saves	save	V	将➕保存	BA➕VV	bn:00093281v	1	1	Record data on a computer	z002.s045.t001➕z002.s045.t006										
d002.s045.t002	the		X	的	DEG					z002.s045.t004										
d002.s045.t003	log	log	N	日志	NN	bn:00051831n	1	1	A written record of messages sent or received	z002.s045.t005										
d002.s045.t004	with		X	n/a																
d002.s045.t005	all		X	所有	DT					z002.s045.t002										
d002.s045.t006	results	result	N	结果	NN	bn:00034520n	1	1	Something that results	z002.s045.t003										
d002.s045.t007	into		X	到	VV					z002.s045.t007										
d002.s045.t008	an		X	中	LC					z002.s045.t010										
d002.s045.t009	HTML	html	N	HTML	NN	bn:00045087n	1	1	A set of tags and rules (conforming to SGML) for using them in developing hypertext documents	z002.s045.t008										
d002.s045.t010	file	file	V	文件	NN					z002.s045.t009										
d002.s045.t011	to		X	，	PU					z002.s045.t011										
d002.s045.t012	be	be	V	n/a																
d002.s045.t013	able	able	J	n/a		bn:00096151a	1	1	(usually followed by `to') having the necessary means or skill or know-how or authority to do something											
d002.s045.t014	to		X	n/a																
d002.s045.t015	print	print	V	打印	VV	bn:00089639v	0	1	Reproduce by printing	z002.s045.t013										
d002.s045.t016	or		X	或	CC					z002.s045.t014										
d002.s045.t017	publish	publish	V	发布	VV	bn:00084099v			Prepare and issue for public distribution or sale	z002.s045.t015										
d002.s045.t018	.		X	。	PU					z002.s045.t016										
d002.s046.t001	Ctrl	ctrl	N	Ctrl	NN	bn:00020947n	1	1	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters	z002.s046.t001										
d002.s046.t002	Q	q	N	Q	NOI	bn:00065472n	1	1	The 17th letter of the Roman alphabet	z002.s046.t002										
d002.s046.t003	Quit	quit	V	退出	VV	bn:00084710v	1	1	Put an end to a state or an activity	z002.s046.t003										
d002.s047.t001	Shuts	shut	V	关闭	VV					z002.s047.t001										
d002.s047.t002	the		X	程序	NN					z002.s047.t002										
d002.s047.t003	program	program	N	程序	NN	bn:00021492n	1	1	(computer science) a sequence of instructions that a computer can interpret and execute	z002.s047.t002										
d002.s047.t004	down	down	R	n/a		bn:00115114r	1	1	In an inactive or inoperative state											
d002.s047.t005	.		X	。	PU					z002.s047.t003										
d002.s048.t001	To		X	要	VV					z002.s048.t001										
d002.s048.t002	add	add	V	添加	VV	bn:00082317v	1	1	Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of	z002.s048.t005										
d002.s048.t003	a		X	n/a																
d002.s048.t004	new	new	J	新	VA	bn:00107267a	1	1	Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered	z002.s048.t006										
d002.s048.t005	2D	2d	N	2D	NN					z002.s048.t008										
d002.s048.t006	graph	graph	N	图形	NN	bn:00041412n	1	1	A visual representation of the relations between certain quantities plotted with reference to a set of axes	z002.s048.t009										
d002.s048.t007	on		X	上	LC					z002.s048.t004										
d002.s048.t008	kalgebra	kalgebra	N	kalgebra	NN	bn:08534138n				z002.s048.t003										
d002.s048.t009	,		X	，	PU					z002.s048.t010										
d002.s048.t010	what		X	的	DEC					z002.s048.t014										
d002.s048.t011	you		X	您	PN					z002.s048.t011										
d002.s048.t012	have	have	V	需要	VV					z002.s048.t012										
d002.s048.t013	to		X	n/a																
d002.s048.t014	do	do	V	做	VV	bn:00087107v	1	1	Carry out or perform an action	z002.s048.t013										
d002.s048.t015	is	be	V	是	VC					z002.s048.t015										
d002.s048.t016	to		X	转到	VV					z002.s048.t016										
d002.s048.t017	go	go	V	转到	VV	bn:00088912v	1	1	Change location; move, travel, or proceed, also metaphorically	z002.s048.t016										
d002.s048.t018	to		X	转到	VV					z002.s048.t016										
d002.s048.t019	the		X	n/a																
d002.s048.t020	2D	2d	N	2D	NN					z002.s048.t018										
d002.s048.t021	Graph	graph	N	图形	NN	bn:00041412n			A visual representation of the relations between certain quantities plotted with reference to a set of axes	z002.s048.t019										
d002.s048.t022	tab	tab	N	选项	NN	bn:00120018n			In interface design, a tabbed document interface or Tab is a graphical control element that allows multiple documents or panels to be contained within a single window, using tabs as a navigational widget for switching between sets of documents.	z002.s048.t030										
d002.s048.t023	and		X	，	PU					z002.s048.t024										
d002.s048.t024	click	click	N	单击	VV					z002.s048.t026										
d002.s048.t025	in		X	在	P					z002.s048.t002										
d002.s048.t026	the		X	“	PU					z002.s048.t017										
d002.s048.t027	Add	add	V	添加	VV	bn:00082317v	1	1	Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of	z002.s048.t028										
d002.s048.t028	tab	tab	N	卡	NN	bn:00120018n			In interface design, a tabbed document interface or Tab is a graphical control element that allows multiple documents or panels to be contained within a single window, using tabs as a navigational widget for switching between sets of documents.	z002.s048.t023										
d002.s048.t029	to		X	以	MSP					z002.s048.t032										
d002.s048.t030	add	add	V	添加	VV	bn:00082317v	1	1	Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of	z002.s048.t033										
d002.s048.t031	the		X	的	DEC					z002.s048.t007										
d002.s048.t032	new	new	J	新	JJ	bn:00107267a			Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered	z002.s048.t034										
d002.s048.t033	function	function	N	函数	NN	bn:00036821n	1	1	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	z002.s048.t035										
d002.s048.t034	.		X	，➕。	PU					z002.s048.t024➕z002.s048.t036										
d002.s049.t001	Then	then	R	然后	AD	bn:00114281r	1	1	Subsequently or soon afterward (often used as sentence connectors)	z002.s049.t001										
d002.s049.t002	your		X	你	PN					z002.s049.t002										
d002.s049.t003	focus	focus	N	焦点	NN	bn:00007023n	1	1	The faculty or power of mental concentration	z002.s049.t004										
d002.s049.t004	will		X	将	AD					z002.s049.t005										
d002.s049.t005	go	go	V	转到	VV	bn:00088912v	1	1	Change location; move, travel, or proceed, also metaphorically	z002.s049.t006										
d002.s049.t006	to		X	转到	VV					z002.s049.t006										
d002.s049.t007	an		X	的	DEG					z002.s049.t003										
d002.s049.t008	input	input	N	输入	VV	bn:00046850n	1	1	A component of production; something that goes into the production of output	z002.s049.t007										
d002.s049.t009	text	text	N	文本	NN	bn:00076732n	1	1	The main body of a written work (as distinct from illustrations or footnotes etc.)	z002.s049.t008										
d002.s049.t010	box	box	N	框	NN	bn:00012528n	1	1	A rectangular drawing	z002.s049.t009										
d002.s049.t011	where		X	，	PU					z002.s049.t010										
d002.s049.t012	you		X	你	PN					z002.s049.t011										
d002.s049.t013	can		X	可以	VV					z002.s049.t012										
d002.s049.t014	type	type	V	输入	VV	bn:00095295v	1	1	Write by means of a keyboard with types	z002.s049.t015										
d002.s049.t015	your		X	你	PN					z002.s049.t016										
d002.s049.t016	function	function	N	函数	NN	bn:00036821n	1	1	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	z002.s049.t018										
d002.s049.t017	.		X	，➕。	PU					z002.s049.t010➕z002.s049.t019										
d002.s050.t001	If		X	如果	CS					z002.s050.t001										
d002.s050.t002	you		X	您	PN					z002.s050.t002										
d002.s050.t003	want	want	V	想	VV	bn:00086682v	1	1	Feel or have a desire for; want strongly	z002.s050.t003										
d002.s050.t004	to		X	使用	VV					z002.s050.t004										
d002.s050.t005	use	use	V	使用	VV	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z002.s050.t004										
d002.s050.t006	a		X	的	DEG					z002.s050.t006										
d002.s050.t007	typical	typical	J	典型	JJ	bn:00112217a	0	1	Conforming to a type	z002.s050.t005									bn:13690640a;bn:00099532a;bn:00101603a;bn:00102148a;bn:00102147a;bn:00109365a;bn:00112216a	Reliable; typical; consistently good.;Typical or distinctive;Of a feature that helps to distinguish a person or thing;Being or serving as an illustration of a type;;Serving as a visible symbol for something abstract;Representing the perfect example of a class or quality;Exhibiting the qualities or characteristics that identify a group or kind or category
d002.s050.t008	f(x)	f(x)	N	f➕(➕x➕)	NN➕PU➕NN➕PU	bn:00036821n	0	0	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	z002.s050.t007➕z002.s050.t008➕z002.s050.t009➕z002.s050.t010	Math Symbol									
d002.s050.t009	function	function	V	函数	NN					z002.s050.t011										
d002.s050.t010	it		X	，	PU					z002.s050.t012										
d002.s050.t011	is	be	V	n/a																
d002.s050.t012	not	not	R	n/a		bn:00116360r	1	0	Negation of a word or group of words		Chinese token missing 									
d002.s050.t013	necessary	necessary	J	无需	AD	bn:00107182a	1	0	Absolutely essential	z002.s050.t014										
d002.s050.t014	to		X	指定	VV					z002.s050.t015										
d002.s050.t015	specify	specify	V	指定	VV	bn:00086468v	1	1	Decide upon or fix definitely	z002.s050.t015										
d002.s050.t016	it		X	它	PN					z002.s050.t016										
d002.s050.t017	.		X	。	PU					z002.s050.t017										
d002.s051.t001	If		X	如果	CS					z002.s051.t001										
d002.s051.t002	you		X	您	PN					z002.s051.t002										
d002.s051.t003	have	have	V	已经	AD					z002.s051.t003										
d002.s051.t004	entered	enter	V	已经➕输入	AD➕VV	bn:00087679v	0	1	Make a record of; set down in permanent form	z002.s051.t003➕z002.s051.t004	second word matched									
d002.s051.t005	the		X	该	DT					z002.s051.t005										
d002.s051.t006	function	function	N	功能	NN	bn:00036821n	1	1	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	z002.s051.t006										
d002.s051.t007	click	click	N	单击	VV					z002.s051.t008										
d002.s051.t008	on		X	单击	VV					z002.s051.t008										
d002.s051.t009	the		X	n/a																
d002.s051.t010	OK	ok	J	确定	JJ	bn:00096817a	1	1	Being satisfactory or in satisfactory condition	z002.s051.t010										
d002.s051.t011	button	button	N	按钮	NN	bn:03843242n	1	1	In computing, the term button refers to any graphical control element that provides the user a simple way to trigger an event, like searching for a query at a search engine, or to interact with dialog boxes, like confirming an action.	z002.s051.t012										
d002.s051.t012	to		X	以	MSP					z002.s051.t013										
d002.s051.t013	display	display	V	显示	VV	bn:00087013v	1	1	To show, make visible or apparent	z002.s051.t017										
d002.s051.t014	the		X	确定	JJ					z002.s051.t010										
d002.s051.t015	graph	graph	N	图表	NN	bn:00041412n	1	1	A visual representation of the relations between certain quantities plotted with reference to a set of axes	z002.s051.t018										
d002.s051.t016	in		X	以	MSP					z002.s051.t013										
d002.s051.t017	the		X	在	P					z002.s051.t014										
d002.s051.t018	main	main	J	主窗口	NN	bn:00099598a	1	1	Most important element	z002.s051.t015										
d002.s051.t019	window	window	N	主窗口	NN	bn:00081292n	1	1	(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen	z002.s051.t015										
d002.s051.t020	.		X	。	PU					z002.s051.t019										
d002.s052.t001	You		X	您	PN					z002.s052.t001										
d002.s052.t002	can		X	可以	VV					z002.s052.t002										
d002.s052.t003	set	set	V	设置	VV	bn:00090224v	1	1	Put into a certain place or abstract location	z002.s052.t007										
d002.s052.t004	several	several	J	多	CD	bn:00110469a	1	1	(used with count nouns) of an indefinite number more than 2 or 3 but not many	z002.s052.t008										
d002.s052.t005	graphs	graph	N	多➕图表	CD➕NN	bn:00041412n	1	1	A visual representation of the relations between certain quantities plotted with reference to a set of axes	z002.s052.t008➕z002.s052.t010										
d002.s052.t006	on		X	上	LC					z002.s052.t006										
d002.s052.t007	the		X	在	P					z002.s052.t003										
d002.s052.t008	same	same	J	同一	DT	bn:00110075a	0	1	Same in identity	z002.s052.t004									bn:00107845a;bn:00110076a;bn:00104505a;bn:00104506a	Of the same kind or quality;Closely similar or comparable in kind or quality or quantity or degree;Exactly alike; incapable of being perceived as different;Being the exact same one; not any other
d002.s052.t009	view	view	N	视图	NN	bn:00079985n	1	1	Outward appearance	z002.s052.t005										
d002.s052.t010	.		X	。	PU					z002.s052.t011										
d002.s053.t001	Just	just	R	只	AD	bn:00114626r	1	1	And nothing more	z002.s053.t008										
d002.s053.t002	use	use	V	使用	VV	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z002.s053.t010										
d002.s053.t003	the		X	n/a																
d002.s053.t004	Add	add	V	添加	JJ	bn:00082317v	0	1	Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of	z002.s053.t011									bn:00082318v;bn:00082322v;bn:00082317v;bn:00082319v	State or say further;Constitute an addition;Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of;Bestow a quality on
d002.s053.t005	button	button	N	按钮	NN	bn:03843242n	1	1	In computing, the term button refers to any graphical control element that provides the user a simple way to trigger an event, like searching for a query at a search engine, or to interact with dialog boxes, like confirming an action.	z002.s053.t012										
d002.s053.t006	when		X	当	P					z002.s053.t001										
d002.s053.t007	you		X	您	PN					z002.s053.t002										
d002.s053.t008	are	be	V	处于	VV					z002.s053.t003										
d002.s053.t009	in		X	处于	VV					z002.s053.t003										
d002.s053.t010	List	list	N	列表	NN	bn:00051508n	1	1	A database containing an ordered array of items (names or topics)	z002.s053.t004										
