Token ID	Token	POS	Lemma	BN Synset
d002.s025.t005	容器	NOUN	容器	bn:00022129n
d002.s025.t006	。	X	。	
d002.s026.t001	它	X	它	
d002.s026.t002	可	VERB	可	bn:00083181v
d002.s026.t003	用于	VERB	用于	bn:00089575v
d002.s026.t004	定义	VERB	定义	bn:00025928n
d002.s026.t005	一个	X	一个	
d002.s026.t006	容器	NOUN	容器	bn:00022129n
d002.s026.t007	。	X	。	
d002.s027.t001	主要	ADV	主要	bn:00115418r
d002.s027.t002	用于	VERB	用于	bn:00083834v
d002.s027.t003	分段	NOUN	分段	bn:00012418n
d002.s027.t004	工作	NOUN	工作	bn:00049573n
d002.s027.t005	。	X	。	
d002.s028.t001	现在	ADV	现在	bn:00114424r
d002.s028.t002	您	X	您	
d002.s028.t003	可能	VERB	可能	bn:00114523r
d002.s028.t004	会	VERB	会	bn:00090141v
d002.s028.t005	问	VERB	问	bn:00082817v
d002.s028.t006	我	X	我	
d002.s028.t007	，	X	，	
d002.s028.t008	用户	NOUN	用户	bn:00079373n
d002.s028.t009	为什么	ADV	为什么	bn:00080992n
d002.s028.t010	要	VERB	要	bn:00082822v
d002.s028.t011	介意	VERB	介意	bn:00090793v
d002.s028.t012	MathML	NOUN	MathML	bn:00046516n
d002.s028.t013	？	X	？	
d002.s029.t001	这	X	这	
d002.s029.t002	很	ADV	很	bn:00115619r
d002.s029.t003	简单	ADJ	简单	bn:00110649a
d002.s029.t004	。	X	。	
d002.s029.t005	有	VERB	有	bn:00089240v
d002.s029.t006	了	X	了	
d002.s029.t007	它	X	它	
d002.s029.t008	，	X	，	
d002.s029.t009	我们	X	我们	
d002.s029.t010	就	ADV	就	bn:00114626r
d002.s029.t011	可以	VERB	可以	bn:00096151a
d002.s029.t012	操作	VERB	操作	bn:00085744v
d002.s029.t013	cos	NOUN	cos	bn:00036154n
d002.s029.t014	(	X	(	
d002.s029.t015	)	X	)	
d002.s029.t016	、	X	、	
d002.s029.t017	sin	NOUN	sin	bn:00036154n
d002.s029.t018	(	X	(	
d002.s029.t019	)	X	)	
d002.s029.t020	等	ADV	等	bn:00114282r
d002.s029.t021	函数	NOUN	函数	bn:00036821n
d002.s029.t022	，	X	，	
d002.s029.t023	以及	X	以及	
d002.s029.t024	任何	X	任何	
d002.s029.t025	其他	ADJ	其他	bn:00108011a
d002.s029.t026	三角	NOUN	三角	bn:00078208n
d002.s029.t027	函数	NOUN	函数	bn:00036821n
d002.s029.t028	、	X	、	
d002.s029.t029	sum	NOUN	sum	bn:00036154n
d002.s029.t030	(	X	(	
d002.s029.t031	)	X	)	
d002.s029.t032	或	X	或	
d002.s029.t033	product	NOUN	product	bn:00053827n
d002.s029.t034	(	X	(	
d002.s029.t035	)	X	)	
d002.s029.t036	。	X	。	
d002.s030.t001	不管	ADV	不管	bn:00115067r
d002.s030.t002	是	VERB	是	bn:00083181v
d002.s030.t003	哪	X	哪	
d002.s030.t004	种	NOUN	种	bn:00070254n
d002.s030.t005	类型	NOUN	类型	bn:00012759n
d002.s030.t006	。	X	。	
d002.s031.t001	我们	X	我们	
d002.s031.t002	可以	VERB	可以	bn:00096151a
d002.s031.t003	使用	VERB	使用	bn:00082873v
d002.s031.t004	plus	NOUN	plus	bn:00055233n
d002.s031.t005	(	X	(	
d002.s031.t006	)	X	)	
d002.s031.t007	、	X	、	
d002.s031.t008	times	NOUN	times	bn:00056300n
d002.s031.t009	(	X	(	
d002.s031.t010	)	X	)	
d002.s031.t011	以及	X	以及	
d002.s031.t012	所有	X	所有	
d002.s031.t013	带有	VERB	带有	bn:00083181v
d002.s031.t014	其	X	其	
d002.s031.t015	运算符	NOUN	运算符	bn:00005677n
d002.s031.t016	的	X	的	
d002.s031.t017	函数	NOUN	函数	bn:00036821n
d002.s031.t018	。	X	。	
d002.s032.t001	kalgebra	NOUN	kalgebra	bn:00002676n
d002.s032.t002	的	X	的	
d002.s032.t003	控制台	NOUN	控制台	bn:00022002n
d002.s032.t004	可	VERB	可	bn:00083181v
d002.s032.t005	用作	VERB	用作	bn:00082295v
d002.s032.t006	计算器	NOUN	计算器	bn:00014687n
d002.s032.t007	。	X	。	
d002.s033.t001	这里	X	这里	
d002.s033.t002	有	VERB	有	bn:00083181v
d002.s033.t003	一个	X	一个	
d002.s033.t004	已	ADV	已	bn:00114245r
d002.s033.t005	声明	VERB	声明	bn:00082638v
d002.s033.t006	变量	NOUN	变量	bn:00079581n
d002.s033.t007	的	X	的	
d002.s033.t008	列表	NOUN	列表	bn:00051508n
d002.s033.t009	。	X	。	
d002.s034.t001	通过	X	通过	
d002.s034.t002	双击	VERB	双击	bn:00091986v
d002.s034.t003	它们	X	它们	
d002.s034.t004	，	X	，	
d002.s034.t005	您	X	您	
d002.s034.t006	将	X	将	
d002.s034.t007	看到	VERB	看到	bn:00083356v
d002.s034.t008	一	X	一	
d002.s034.t009	个	NOUN	个	bn:00078738n
d002.s034.t010	对话框	NOUN	对话框	bn:00026837n
d002.s034.t011	，	X	，	
d002.s034.t012	您	X	您	
d002.s034.t013	可以	VERB	可以	bn:00096151a
d002.s034.t014	更改	VERB	更改	bn:00084931v
d002.s034.t015	它们	X	它们	
d002.s034.t016	的	X	的	
d002.s034.t017	值	NOUN	值	bn:00079508n
d002.s034.t018	（	X	（	
d002.s034.t019	这	X	这	
d002.s034.t020	只	ADV	只	bn:00054438n
d002.s034.t021	是	VERB	是	bn:00083182v
d002.s034.t022	一	X	一	
d002.s034.t023	种	NOUN	种	bn:00070254n
d002.s034.t024	欺骗	VERB	欺骗	bn:00088310v
d002.s034.t025	日志	NOUN	日志	bn:00026887n
d002.s034.t026	的	X	的	
d002.s034.t027	方法	NOUN	方法	bn:00054625n
d002.s034.t028	）	X	）	
d002.s034.t029	。	X	。	
d002.s035.t001	每次	ADV	每次	bn:00114568r
d002.s035.t002	输入	VERB	输入	bn:00089764v
d002.s035.t003	表达式	NOUN	表达式	bn:00032395n
d002.s035.t004	时	X	时	
d002.s035.t005	，	X	，	
d002.s035.t006	“	X	“	
d002.s035.t007	”	X	”	
d002.s035.t008	和	X	和	
d002.s035.t009	“	X	“	
d002.s035.t010	”	X	”	
d002.s035.t011	变量	NOUN	变量	bn:00079581n
d002.s035.t012	值	NOUN	值	bn:00079508n
d002.s035.t013	都会	VERB	都会	bn:00083181v
d002.s035.t014	更改	VERB	更改	bn:00087823v
d002.s035.t015	为	X	为	
d002.s035.t016	最后	ADJ	最后	bn:00105740a
d002.s035.t017	一个	X	一个	
d002.s035.t018	结果	NOUN	结果	bn:00034520n
d002.s035.t019	。	X	。	
d002.s036.t001	Ctrl	NOUN	Ctrl	bn:00050523n
d002.s036.t002	N	NOUN	N	bn:00056688n
d002.s036.t003	新	ADJ	新	bn:00107267a
d002.s036.t004	窗口	NOUN	窗口	bn:00081291n
d002.s037.t001	刷新	VERB	刷新	bn:00059879n
d002.s037.t002	日志	NOUN	日志	bn:00026887n
d002.s037.t003	。	X	。	
d002.s038.t001	Ctrl	NOUN	Ctrl	bn:00050523n
d002.s038.t002	L	NOUN	L	bn:00049538n
d002.s038.t003	加载	VERB	加载	bn:00082845v
d002.s038.t004	脚本	NOUN	脚本	bn:00012062n
d002.s039.t001	按	X	按	
d002.s039.t002	顺序	NOUN	顺序	bn:00041236n
d002.s039.t003	执行	VERB	执行	bn:00087823v
d002.s039.t004	文件	NOUN	文件	bn:00028018n
d002.s039.t005	中	X	中	
d002.s039.t006	的	X	的	
d002.s039.t007	指令	NOUN	指令	bn:00020945n
d002.s039.t008	。	X	。	
d002.s040.t001	如果	X	如果	
d002.s040.t002	您	X	您	
d002.s040.t003	想	VERB	想	bn:00086682v
d002.s040.t004	定义	VERB	定义	bn:00025928n
d002.s040.t005	一些	ADJ	一些	bn:00110911a
d002.s040.t006	库	NOUN	库	bn:00026388n
d002.s040.t007	或者	X	或者	
d002.s040.t008	恢复	VERB	恢复	bn:00088210v
d002.s040.t009	一些	ADJ	一些	bn:00110911a
d002.s040.t010	以前	ADJ	以前	bn:00114512r
d002.s040.t011	的	X	的	
d002.s040.t012	工作	NOUN	工作	bn:00049573n
d002.s040.t013	，	X	，	
d002.s040.t014	那	ADV	那	bn:00116382r
d002.s040.t015	就	X	就	
d002.s040.t016	太	ADV	太	bn:00116284r
d002.s040.t017	好	ADJ	好	bn:00096817a
d002.s040.t018	了	X	了	
d002.s040.t019	。	X	。	
d002.s041.t001	Ctrl	NOUN	Ctrl	bn:00019758n
d002.s041.t002	G	NOUN	G	bn:00036962n
d002.s041.t003	保存	VERB	保存	bn:00091983v
d002.s041.t004	脚本	NOUN	脚本	bn:00012062n
d002.s042.t001	保存	VERB	保存	bn:00091983v
d002.s042.t002	您	X	您	
d002.s042.t003	自	X	自	
d002.s042.t004	会话	NOUN	会话	bn:00022349n
d002.s042.t005	开始	VERB	开始	bn:00083341v
d002.s042.t006	以来	X	以来	
d002.s042.t007	键入	VERB	键入	bn:00087823v
d002.s042.t008	的	X	的	
d002.s042.t009	指令	NOUN	指令	bn:00020945n
d002.s042.t010	，	X	，	
d002.s042.t011	以便	ADV	以便	bn:00115147r
d002.s042.t012	能够	VERB	能够	bn:00096153a
d002.s042.t013	重复使用	VERB	重复使用	bn:00087174v
d002.s042.t014	。	X	。	
d002.s043.t001	生成	VERB	生成	bn:00087823v
d002.s043.t002	文本	NOUN	文本	bn:00076732n
d002.s043.t003	文件	NOUN	文件	bn:00028015n
d002.s043.t004	，	X	，	
d002.s043.t005	因此	ADV	因此	bn:00115635r
d002.s043.t006	使用	VERB	使用	bn:00082711v
d002.s043.t007	任何	X	任何	
d002.s043.t008	文本	NOUN	文本	bn:00076732n
d002.s043.t009	编辑器	NOUN	编辑器	bn:00019764n
d002.s043.t010	（	X	（	
d002.s043.t011	如	X	如	
d002.s043.t012	Kate	NOUN	Kate	bn:00046516n
d002.s043.t013	）	X	）	
d002.s043.t014	都	ADV	都	bn:00114245r
d002.s043.t015	可以	VERB	可以	bn:00096151a
d002.s043.t016	轻松	ADV	轻松	bn:00116115r
d002.s043.t017	修复	VERB	修复	bn:00084308v
d002.s043.t018	。	X	。	
d002.s044.t001	Ctrl	NOUN	Ctrl	bn:00046516n
d002.s044.t002	S	NOUN	S	bn:00068673n
d002.s044.t003	保存	NOUN	保存	bn:00064224n
d002.s044.t004	日志	NOUN	日志	bn:00026887n
d002.s045.t001	将	X	将	
d002.s045.t002	所有	X	所有	
d002.s045.t003	结果	NOUN	结果	bn:00021961n
d002.s045.t004	的	X	的	
d002.s045.t005	日志	NOUN	日志	bn:00026887n
d002.s045.t006	保存	VERB	保存	bn:00091983v
d002.s045.t007	到	X	到	
d002.s045.t008	HTML	NOUN	HTML	bn:00045087n
d002.s045.t009	文件	NOUN	文件	bn:00028015n
d002.s045.t010	中	X	中	
d002.s045.t011	，	X	，	
d002.s045.t012	以便	ADV	以便	bn:00115147r
d002.s045.t013	打印	VERB	打印	bn:00113966a
d002.s045.t014	或	X	或	
d002.s045.t015	发布	VERB	发布	bn:00084099v
d002.s045.t016	。	X	。	
d002.s046.t001	Ctrl	NOUN	Ctrl	bn:00050523n
d002.s046.t002	Q	NOUN	Q	bn:00065472n
d002.s046.t003	退出	VERB	退出	bn:00087845v
d002.s047.t001	关闭	VERB	关闭	bn:00085162v
d002.s047.t002	程序	NOUN	程序	bn:00021492n
d002.s047.t003	。	X	。	
d002.s048.t001	要	VERB	要	bn:00086682v
d002.s048.t002	在	X	在	
d002.s048.t003	kalgebra	NOUN	kalgebra	bn:00002676n
d002.s048.t004	上	X	上	
d002.s048.t005	添加	VERB	添加	bn:00082317v
d002.s048.t006	新	ADJ	新	bn:00107267a
d002.s048.t007	的	X	的	
d002.s048.t008	2D	NOUN	2D	bn:00024550n
d002.s048.t009	图形	NOUN	图形	bn:00005929n
d002.s048.t010	，	X	，	
d002.s048.t011	您	X	您	
d002.s048.t012	需要	VERB	需要	bn:00091028v
d002.s048.t013	做	VERB	做	bn:00087106v
d002.s048.t014	的	X	的	
d002.s048.t015	是	VERB	是	bn:00083182v
d002.s048.t016	转到	VERB	转到	bn:00085363v
d002.s048.t017	“	X	“	
d002.s048.t018	2D	NOUN	2D	bn:00046516n
d002.s048.t019	图形	NOUN	图形	bn:00005929n
d002.s048.t020	”	X	”	
d002.s048.t021	选项	NOUN	选项	bn:00003132n
d002.s048.t022	，	X	，	
d002.s048.t023	然后	ADV	然后	bn:00114281r
d002.s048.t024	单击	VERB	单击	bn:00091986v
d002.s048.t025	“	X	“	
d002.s048.t026	添加	VERB	添加	bn:00082317v
d002.s048.t027	”	X	”	
d002.s048.t028	选项卡	NOUN	选项卡	bn:00046516n
d002.s048.t029	以	X	以	
d002.s048.t030	添加	VERB	添加	bn:00082317v
d002.s048.t031	新	ADJ	新	bn:00107267a
d002.s048.t032	函数	NOUN	函数	bn:00036821n
d002.s048.t033	。	X	。	
d002.s049.t001	然后	ADV	然后	bn:00114281r
d002.s049.t002	你	X	你	
d002.s049.t003	的	X	的	
d002.s049.t004	焦点	NOUN	焦点	bn:00035557n
d002.s049.t005	将	X	将	
d002.s049.t006	转到	VERB	转到	bn:00082221v
d002.s049.t007	输入	NOUN	输入	bn:00046850n
d002.s049.t008	文本	NOUN	文本	bn:00076732n
d002.s049.t009	框	NOUN	框	bn:00025721n
d002.s049.t010	，	X	，	
d002.s049.t011	你	X	你	
d002.s049.t012	可以	VERB	可以	bn:00096151a
d002.s049.t013	在	X	在	
d002.s049.t014	其中	X	其中	
d002.s049.t015	输入	VERB	输入	bn:00089626v
d002.s049.t016	你	X	你	
d002.s049.t017	的	X	的	
d002.s049.t018	函数	NOUN	函数	bn:00036821n
d002.s049.t019	。	X	。	
d002.s050.t001	如果	X	如果	
d002.s050.t002	您	X	您	
d002.s050.t003	想	VERB	想	bn:00086682v
d002.s050.t004	使用	VERB	使用	bn:00082711v
d002.s050.t005	典型	ADJ	典型	bn:00112216a
d002.s050.t006	的	X	的	
d002.s050.t007	f(x)	NOUN	f(x)	bn:00032395n
d002.s050.t008	函数	NOUN	函数	bn:00036821n
d002.s050.t009	，	X	，	
d002.s050.t010	则	ADV	则	bn:00115266r
d002.s050.t011	无需	ADV	无需	bn:00115313r
d002.s050.t012	指定	VERB	指定	bn:00082857v
d002.s050.t013	它	X	它	
d002.s050.t014	。	X	。	
d002.s051.t001	如果	X	如果	
d002.s051.t002	您	X	您	
d002.s051.t003	已经	ADV	已经	bn:00114245r
d002.s051.t004	输入	VERB	输入	bn:00089626v
d002.s051.t005	该	X	该	
d002.s051.t006	功能	NOUN	功能	bn:00036822n
d002.s051.t007	请	VERB	请	bn:00083476v
d002.s051.t008	单击	VERB	单击	bn:00091986v
d002.s051.t009	“	X	“	
d002.s051.t010	确定	ADJ	确定	bn:00103043a
d002.s051.t011	”	X	”	
d002.s051.t012	按钮	NOUN	按钮	bn:00014306n
d002.s051.t013	以	X	以	
d002.s051.t014	在	X	在	
d002.s051.t015	主窗口	NOUN	主窗口	bn:00024098n
d002.s051.t016	中	X	中	
d002.s051.t017	显示	VERB	显示	bn:00087013v
d002.s051.t018	图表	NOUN	图表	bn:00017904n
d002.s051.t019	。	X	。	
d002.s052.t001	您	X	您	
d002.s052.t002	可以	VERB	可以	bn:00096151a
d002.s052.t003	在	X	在	
d002.s052.t004	同一	ADJ	同一	bn:00110076a
d002.s052.t005	视图	NOUN	视图	bn:00059169n
d002.s052.t006	上	X	上	
d002.s052.t007	设置	VERB	设置	bn:00090224v
d002.s052.t008	多	ADJ	多	bn:00105858a
d002.s052.t009	个	NOUN	个	bn:00078738n
d002.s052.t010	图表	NOUN	图表	bn:00041412n
d002.s052.t011	。	X	。	
d002.s053.t001	当	X	当	
d002.s053.t002	您	X	您	
d002.s053.t003	处于	VERB	处于	bn:00094277v
d002.s053.t004	列表	NOUN	列表	bn:00051508n
d002.s053.t005	模式	NOUN	模式	bn:00061054n
d002.s053.t006	时	X	时	
d002.s053.t007	，	X	，	
d002.s053.t008	只	ADV	只	bn:00054438n
d002.s053.t009	需	VERB	需	bn:00091028v
d002.s053.t010	使用	VERB	使用	bn:00082711v
d002.s053.t011	添加	VERB	添加	bn:00082317v
d002.s053.t012	按钮	NOUN	按钮	bn:00014306n
d002.s053.t013	即可	ADV	即可	bn:00114234r
d002.s053.t014	。	X	。	
d002.s054.t001	您	X	您	
d002.s054.t002	可以	VERB	可以	bn:00096151a
d002.s054.t003	为	X	为	
d002.s054.t004	每	X	每	
d002.s054.t005	个	NOUN	个	bn:00078738n
d002.s054.t006	图形	NOUN	图形	bn:00005929n
d002.s054.t007	设置	VERB	设置	bn:00090224v
d002.s054.t008	其	X	其	
d002.s054.t009	自己	X	自己	
d002.s054.t010	的	X	的	
d002.s054.t011	颜色	NOUN	颜色	bn:00020726n
d002.s054.t012	。	X	。	
d003.s002.t001	该	X	该	
d003.s002.t002	基金会	NOUN	基金会	bn:00036064n
d003.s002.t003	最近	ADV	最近	bn:00114753r
d003.s002.t004	参与	VERB	参与	bn:00093574v
d003.s002.t005	组织	VERB	组织	bn:00088488v
d003.s002.t006	了	X	了	
d003.s002.t007	一	X	一	
d003.s002.t008	次	NOUN	次	bn:00009404n
d003.s002.t009	应对	VERB	应对	bn:00022475n
d003.s002.t010	这	X	这	
d003.s002.t011	一	X	一	
d003.s002.t012	严峻	ADJ	严峻	bn:00097783a
d003.s002.t013	挑战	NOUN	挑战	bn:00017557n
d003.s002.t014	的	X	的	
d003.s002.t015	会议	NOUN	会议	bn:00041948n
d003.s002.t016	。	X	。	
d003.s003.t001	来自	VERB	来自	bn:00085325v
d003.s003.t002	各	X	各	
d003.s003.t003	主要	ADJ	主要	bn:00099598a
d003.s003.t004	利益	NOUN	利益	bn:00029415n
d003.s003.t005	群体	NOUN	群体	bn:00021248n
d003.s003.t006	的	X	的	
d003.s003.t007	100	X	100	
d003.s003.t008	多	X	多	
d003.s003.t009	名	NOUN	名	bn:00056758n
d003.s003.t010	参与者	NOUN	参与者	bn:00060798n
d003.s003.t011	出席	VERB	出席	bn:00082907v
d003.s003.t012	了	X	了	
d003.s003.t013	会议	NOUN	会议	bn:00041948n
d003.s003.t014	，	X	，	
d003.s003.t015	并	ADV	并	bn:00114281r
d003.s003.t016	就	X	就	
d003.s003.t017	公共	ADJ	公共	bn:00100090a
d003.s003.t018	当局	NOUN	当局	bn:00007300n
d003.s003.t019	、	X	、	
d003.s003.t020	社会	ADJ	社会	bn:00110842a
d003.s003.t021	伙伴	NOUN	伙伴	bn:00060819n
d003.s003.t022	、	X	、	
d003.s003.t023	志愿者	ADJ	志愿者	bn:00054991n
d003.s003.t024	和	X	和	
d003.s003.t025	社区	NOUN	社区	bn:00021248n
d003.s003.t026	组织	NOUN	组织	bn:00059480n
d003.s003.t027	以及	X	以及	
d003.s003.t028	服务	NOUN	服务	bn:00070651n
d003.s003.t029	用户	NOUN	用户	bn:00079373n
d003.s003.t030	等	ADV	等	bn:00114282r
d003.s003.t031	主要	ADJ	主要	bn:00099598a
d003.s003.t032	参与者	NOUN	参与者	bn:00060798n
d003.s003.t033	的	X	的	
d003.s003.t034	作用	NOUN	作用	bn:00036822n
d003.s003.t035	等	ADV	等	bn:00114282r
d003.s003.t036	问题	NOUN	问题	bn:00064527n
d003.s003.t037	进行	VERB	进行	bn:00088913v
d003.s003.t038	了	X	了	
d003.s003.t039	辩论	NOUN	辩论	bn:00005601n
d003.s003.t040	。	X	。	
d003.s004.t001	报告	NOUN	报告	bn:00067181n
d003.s004.t002	显示	VERB	显示	bn:00083912v
d003.s004.t003	，	X	，	
d003.s004.t004	尝试	VERB	尝试	bn:00082844v
d003.s004.t005	让	VERB	让	bn:00082536v
d003.s004.t006	用户	NOUN	用户	bn:00079373n
d003.s004.t007	参与	VERB	参与	bn:00093574v
d003.s004.t008	服务	NOUN	服务	bn:00070651n
d003.s004.t009	规划	NOUN	规划	bn:00050315n
d003.s004.t010	的	X	的	
d003.s004.t011	案例	NOUN	案例	bn:00016401n
d003.s004.t012	相对	ADV	相对	bn:00114784r
d003.s004.t013	较	ADV	较	bn:00116284r
d003.s004.t014	少	ADJ	少	bn:00051575n
d003.s004.t015	，	X	，	
d003.s004.t016	但是	ADV	但是	bn:00114216r
d003.s004.t017	用户	NOUN	用户	bn:00079373n
d003.s004.t018	参与	VERB	参与	bn:00093574v
d003.s004.t019	服务	NOUN	服务	bn:00070651n
d003.s004.t020	提供	NOUN	提供	bn:00064922n
d003.s004.t021	的	X	的	
d003.s004.t022	情况	NOUN	情况	bn:00019218n
d003.s004.t023	却	ADV	却	bn:00114216r
d003.s004.t024	更为	ADV	更为	bn:00116284r
d003.s004.t025	常见	ADJ	常见	bn:00113459a
d003.s004.t026	。	X	。	
d003.s005.t001	还	ADV	还	bn:00114246r
d003.s005.t002	注意	VERB	注意	bn:00092541v
d003.s005.t003	到	X	到	
d003.s005.t004	公共	ADJ	公共	bn:00109211a
d003.s005.t005	福利	NOUN	福利	bn:00009905n
d003.s005.t006	发挥	VERB	发挥	bn:00087833v
d003.s005.t007	着	X	着	
d003.s005.t008	各种	ADJ	各种	bn:00106412a
d003.s005.t009	不同	ADJ	不同	bn:00101347a
d003.s005.t010	的	X	的	
d003.s005.t011	作用	NOUN	作用	bn:00036822n
d003.s006.t001	该	X	该	
d003.s006.t002	基金会	NOUN	基金会	bn:00036064n
d003.s006.t003	与	X	与	
d003.s006.t004	欧盟	NOUN	欧盟	bn:00058540n
d003.s006.t005	委员会	NOUN	委员会	bn:00021015n
d003.s006.t006	、	X	、	
d003.s006.t007	西班牙	ADJ	西班牙	bn:00110978a
d003.s006.t008	社会	ADJ	社会	bn:00110842a
d003.s006.t009	事务部	NOUN	事务部	bn:00001961n
d003.s006.t010	和	X	和	
d003.s006.t011	加利西亚	NOUN	加利西亚	bn:00037072n
d003.s006.t012	大区	ADJ	大区	bn:00096565a
d003.s006.t013	政府	NOUN	政府	bn:00007299n
d003.s006.t014	联合	ADV	联合	bn:00085279v
d003.s006.t015	举办	VERB	举办	bn:00088488v
d003.s006.t016	了	X	了	
d003.s006.t017	一	X	一	
d003.s006.t018	次	NOUN	次	bn:00009404n
d003.s006.t019	以	X	以	
d003.s006.t020	“	X	“	
d003.s006.t021	社会	NOUN	社会	bn:00072566n
d003.s006.t022	排斥	NOUN	排斥	bn:00032152n
d003.s006.t023	：	X	：	
d003.s006.t024	公共	ADJ	公共	bn:00109211a
d003.s006.t025	福利	NOUN	福利	bn:00065083n
d003.s006.t026	服务	NOUN	服务	bn:00070651n
d003.s006.t027	面临	VERB	面临	bn:00090453v
d003.s006.t028	的	X	的	
d003.s006.t029	重大	ADJ	重大	bn:00104681a
d003.s006.t030	挑战	NOUN	挑战	bn:00017557n
d003.s006.t031	”	X	”	
d003.s006.t032	为	VERB	为	bn:00089309v
d003.s006.t033	主题	NOUN	主题	bn:00074900n
d003.s006.t034	的	X	的	
d003.s006.t035	欧洲	ADJ	欧洲	bn:00102440a
d003.s006.t036	会议	NOUN	会议	bn:00041948n
d003.s006.t037	。	X	。	
d003.s007.t001	作为	X	作为	
d003.s007.t002	EPOC	NOUN	EPOC	bn:00046516n
d003.s007.t003	项目	NOUN	项目	bn:00049573n
d003.s007.t004	的	X	的	
d003.s007.t005	一部分	NOUN	一部分	bn:00021395n
d003.s007.t006	，	X	，	
d003.s007.t007	该	X	该	
d003.s007.t008	基金会	NOUN	基金会	bn:00036064n
d003.s007.t009	最近	ADV	最近	bn:00114753r
d003.s007.t010	发布	VERB	发布	bn:00084099v
d003.s007.t011	了	X	了	
d003.s007.t012	一	X	一	
d003.s007.t013	项	NOUN	项	bn:00056816n
d003.s007.t014	比较	NOUN	比较	bn:00021304n
d003.s007.t015	研究	NOUN	研究	bn:00067280n
d003.s007.t016	，	X	，	
d003.s007.t017	该	X	该	
d003.s007.t018	项目	NOUN	项目	bn:00049573n
d003.s007.t019	评估	VERB	评估	bn:00082720v
d003.s007.t020	了	X	了	
d003.s007.t021	直接	ADJ	直接	bn:00103014a
d003.s007.t022	参与	VERB	参与	bn:00093574v
d003.s007.t023	在	X	在	
d003.s007.t024	多	ADV	多	bn:00114047r
d003.s007.t025	大	ADJ	大	bn:00098342a
d003.s007.t026	程度	NOUN	程度	bn:00025965n
d003.s007.t027	上	X	上	
d003.s007.t028	可以	VERB	可以	bn:00096151a
d003.s007.t029	使	VERB	使	bn:00086008v
d003.s007.t030	工作	NOUN	工作	bn:00049573n
d003.s007.t031	人性化	VERB	人性化	bn:00113458a
d003.s007.t032	同时	ADV	同时	bn:00114206r
d003.s007.t033	提高	VERB	提高	bn:00082573v
d003.s007.t034	盈利	NOUN	盈利	bn:00013643n
d003.s007.t035	能力	NOUN	能力	bn:00021335n
d003.s007.t036	。	X	。	
d003.s008.t001	该	X	该	
d003.s008.t002	研究	NOUN	研究	bn:00067280n
d003.s008.t003	基于	VERB	基于	bn:00084209v
d003.s008.t004	对	X	对	
d003.s008.t005	来自	VERB	来自	bn:00085325v
d003.s008.t006	欧洲	ADJ	欧洲	bn:00102440a
d003.s008.t007	15	X	15	
d003.s008.t008	个	NOUN	个	bn:00078738n
d003.s008.t009	国家	NOUN	国家	bn:00023236n
d003.s008.t010	的	X	的	
d003.s008.t011	国家级	ADJ	国家级	bn:00105748a
d003.s008.t012	高峰	NOUN	高峰	bn:00023758n
d003.s008.t013	组织	NOUN	组织	bn:00059480n
d003.s008.t014	的	X	的	
d003.s008.t015	代表	VERB	代表	bn:00092839v
d003.s008.t016	社会	ADJ	社会	bn:00110842a
d003.s008.t017	伙伴	NOUN	伙伴	bn:00060819n
d003.s008.t018	高级	ADJ	高级	bn:00104179a
d003.s008.t019	官员	NOUN	官员	bn:00036837n
d003.s008.t020	进行	VERB	进行	bn:00088913v
d003.s008.t021	的	X	的	
d003.s008.t022	195	X	195	
d003.s008.t023	次	NOUN	次	bn:00019047n
d003.s008.t024	个人	ADJ	个人	bn:00104972a
d003.s008.t025	访谈	NOUN	访谈	bn:00047238n
d003.s008.t026	。	X	。	
d003.s009.t001	作为	X	作为	
d003.s009.t002	重要	ADJ	重要	bn:00099598a
d003.s009.t003	的	X	的	
d003.s009.t004	工业	ADJ	工业	bn:00104995a
d003.s009.t005	部门	NOUN	部门	bn:00027914n
d003.s009.t006	，	X	，	
d003.s009.t007	金属	NOUN	金属	bn:00054550n
d003.s009.t008	工业	NOUN	工业	bn:00046576n
d003.s009.t009	和	X	和	
d003.s009.t010	银行业	NOUN	银行业	bn:00008415n
d003.s009.t011	也	ADV	也	bn:00114246r
d003.s009.t012	被	X	被	
d003.s009.t013	纳入	VERB	纳入	bn:00022107n
d003.s009.t014	其中	X	其中	
d003.s009.t015	。	X	。	
d003.s010.t001	社会	ADJ	社会	bn:00110842a
d003.s010.t002	排斥	NOUN	排斥	bn:00032152n
d003.s010.t003	会议	NOUN	会议	bn:00041948n
d003.s010.t004	的	X	的	
d003.s010.t005	主要	ADJ	主要	bn:00099598a
d003.s010.t006	发言人	NOUN	发言人	bn:00047203n
d003.s010.t007	有	VERB	有	bn:00088078v
d003.s010.t008	（	X	（	
d003.s010.t009	从	X	从	
d003.s010.t010	左	NOUN	左	bn:00105834a
d003.s010.t011	到	VERB	到	bn:00082788v
d003.s010.t012	右	NOUN	右	bn:00067808n
d003.s010.t013	）	X	）	
d003.s010.t014	欧盟	NOUN	欧盟	bn:00051760n
d003.s010.t015	委员会	NOUN	委员会	bn:00021015n
d003.s010.t016	就业	NOUN	就业	bn:00030627n
d003.s010.t017	、	X	、	
d003.s010.t018	劳资	NOUN	劳资	bn:00042833n
d003.s010.t019	关系	NOUN	关系	bn:00025569n
d003.s010.t020	和	X	和	
d003.s010.t021	社会	ADJ	社会	bn:00110842a
d003.s010.t022	事务	NOUN	事务	bn:00001961n
