Token ID	Token	Lemma	POS	Gold Senses	Silver Senses	Filtered Senses	Gold Gloss	Silver Gloss	Filtered Sense
d001.s035.t002	pacientes	paciente	N	bn:00061017n	bn:00061017n	bn:00061017n			bn:00061017n
d001.s035.t003	que		X						
d001.s035.t004	no	no	N		bn:00116360r	bn:00116360r			bn:00116360r
d001.s035.t005	habían	haber	V						
d001.s035.t006	recibido	recibir	V	bn:00089246v	bn:00087863v	bn:00087863v	Get something; come into possession of	Go through (mental or physical states or experiences)	bn:00087863v
d001.s035.t007	previamente	previamente	R	bn:00114297r	bn:00060927n				
d001.s035.t008	quimioterapia	quimioterapia	N	bn:00018141n	bn:00018141n	bn:00018141n			bn:00018141n
d001.s035.t009	,		X						
d001.s035.t010	el		X	bn:00077267n					
d001.s035.t011	tiempo	tiempo	N	bn:00077268n	bn:00077268n	bn:00077268n			bn:00077268n
d001.s035.t012	medio	medio	J	bn:00097854a	bn:00097854a	bn:00097854a			bn:00097854a
d001.s035.t013	de		X						
d001.s035.t014	supervivencia	supervivencia	N	bn:00030811n	bn:00030811n	bn:00030811n			bn:00030811n
d001.s035.t015	fue	ser	V						
d001.s035.t016	de		X						
d001.s035.t017	10,3		X						
d001.s035.t018	meses	mes	N	bn:00055794n	bn:00055794n	bn:00055794n			bn:00055794n
d001.s035.t019	en		X						
d001.s035.t020	ambos		X						
d001.s035.t021	grupos	grupo	N	bn:00041942n	bn:00041942n	bn:00041942n			bn:00041942n
d001.s035.t022	.		X						
d001.s036.t001	No obstante	no~obstante	R	bn:00114216r	bn:00114627r				
d001.s036.t002	,		X						
d001.s036.t003	los		X						
d001.s036.t004	pacientes	paciente	N	bn:00061017n	bn:00061017n	bn:00061017n			bn:00061017n
d001.s036.t005	de		X						
d001.s036.t006	ambos		X						
d001.s036.t007	estudios	estudio	N	bn:00030952n	bn:00074790n	bn:00074790n	A search for knowledge	A detailed critical inspection	bn:00074790n
d001.s036.t008	cuyo		X						
d001.s036.t009	cáncer	cáncer	N	bn:00015180n	bn:00015180n	bn:00015180n			bn:00015180n
d001.s036.t010	no	no	N		bn:00116360r	bn:00116360r			bn:00116360r
d001.s036.t011	afectaba	afectar	V	bn:00082426v					
d001.s036.t012	a		X						
d001.s036.t013	las		X						
d001.s036.t014	células	célula	N	bn:00073708n					
d001.s036.t015	escamosas	escamosas	J		bn:00073708n				
d001.s036.t016	presentaban	presentar	V	bn:00087013v	bn:00088078v	bn:00088078v	To show, make visible or apparent	Have as a feature	bn:00088078v
d001.s036.t017	un		X						
d001.s036.t018	mayor	grande	J	bn:00098342a	bn:00106124a	bn:00106124a	Above average in size or number or quantity or magnitude or extent	Primarily temporal sense; being or indicating a relatively great or greater than average duration or passage of time or a duration as specified	bn:00106124a
d001.s036.t019	tiempo	tiempo	N	bn:00077268n	bn:00077268n	bn:00077268n			bn:00077268n
d001.s036.t020	de		X						
d001.s036.t021	supervivencia	supervivencia	N	bn:00030811n	bn:00030811n	bn:00030811n			bn:00030811n
d001.s036.t022	cuando		X						
d001.s036.t023	recibían	recibir	V	bn:00089246v					
d001.s036.t024	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n			bn:00602447n
d001.s036.t025	que		X						
d001.s036.t026	cuando		X						
d001.s036.t027	recibían	recibir	V	bn:00089246v					
d001.s036.t028	el		X						
d001.s036.t029	medicamento	medicamento	N	bn:00031708n					
d001.s036.t030	de		X						
d001.s036.t031	comparación	comparación	N	bn:00021297n					
d001.s036.t032	.		X						
d001.s037.t001	Por el contrario	por el contrario	R	bn:00114842r	bn:00022261n				
d001.s037.t002	,		X						
d001.s037.t003	los		X						
d001.s037.t004	pacientes	paciente	N	bn:00061017n	bn:00061017n	bn:00061017n			bn:00061017n
d001.s037.t005	cuyo		X						
d001.s037.t006	cáncer	cáncer	N	bn:00015180n	bn:00015180n	bn:00015180n			bn:00015180n
d001.s037.t007	estaba	estar	V						
d001.s037.t008	afectando	afectar	V	bn:00082426v	bn:00082427v	bn:00082427v	Have an effect upon	Act physically on; have an effect upon	bn:00082427v
d001.s037.t009	a		X						
d001.s037.t010	las		X						
d001.s037.t011	células	célula	N	bn:00073708n					
d001.s037.t012	escamosas	escamosas	J		bn:00073708n				
d001.s037.t013	presentaron	presentar	V	bn:00087013v	bn:00088078v	bn:00088078v	To show, make visible or apparent	Have as a feature	bn:00088078v
d001.s037.t014	tiempos	tiempo	N	bn:00077268n	bn:00077268n	bn:00077268n			bn:00077268n
d001.s037.t015	de		X						
d001.s037.t016	supervivencia	supervivencia	N	bn:00030811n	bn:00030811n	bn:00030811n			bn:00030811n
d001.s037.t017	más	más	R	bn:00116284r					
d001.s037.t018	breve	breve	J	bn:00098854a					
d001.s037.t019	si		X						
d001.s037.t020	se		X						
d001.s037.t021	les		X						
d001.s037.t022	trataba	tratar	V	bn:00084532v					
d001.s037.t023	con		X						
d001.s037.t024	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n			bn:00602447n
d001.s037.t025	.		X						
d002.s001.t001	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n			bn:08534138n
d002.s001.t002	es	ser	V						
d002.s001.t003	una		X						
d002.s001.t004	calculadora	calculadora	N	bn:03466887n	bn:00946167n	bn:00946167n			bn:00946167n
d002.s001.t005	matemática	matemático	J	bn:00106488a					
d002.s001.t006	basada	basar	V	bn:00083141v	bn:00083141v	bn:00083141v			bn:00083141v
d002.s001.t007	en		X						
d002.s001.t008	el		X						
d002.s001.t009	lenguaje	lenguaje	N	bn:00053492n	bn:00213650n	bn:00213650n	A set of symbols and rules for their use when doing a markup of a document	In logic, mathematics, computer science, and linguistics, a formal language consists of words whose letters are taken from an alphabet and are well-formed according to a specific set of rules.	bn:00213650n
d002.s001.t010	de		X						
d002.s001.t011	marcado	marcado	N		bn:00053491n				
d002.s001.t012	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n			bn:03313895n
d002.s001.t013	.		X						
d002.s002.t001	Hoy	hoy	R	bn:00058218n					
d002.s002.t002	en		X						
d002.s002.t003	día	día	N						
d002.s002.t004	es	ser	V						
d002.s002.t005	capaz	capaz	J	bn:00096151a	bn:00099215a	bn:00099215a	(usually followed by `to') having the necessary means or skill or know-how or authority to do something	(usually followed by `of') having capacity or ability	bn:00099215a
d002.s002.t006	de		X						
d002.s002.t007	realizar	realizar	V	bn:00082225v	bn:00090557v	bn:00090557v	Put in effect	Perform or carry out	bn:00090557v
d002.s002.t008	operaciones	operación	N	bn:00053826n					
d002.s002.t009	simples	simple	J	bn:00102111a	bn:00102111a	bn:00102111a			bn:00102111a
d002.s002.t010	(		X						
d002.s002.t011	aritméticas	aritmético	J	bn:00097495a	bn:00097495a	bn:00097495a			bn:00097495a
d002.s002.t012	y		X						
d002.s002.t013	lógicas	lógico	J	bn:00106117a					
d002.s002.t014	)		X						
d002.s002.t015	usando	usar	V	bn:00082705v					
d002.s002.t016	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n			bn:03313895n
d002.s002.t017	y		X						
d002.s002.t018	de		X						
d002.s002.t019	representarlas	representar	V	bn:00089839v					
d002.s002.t020	en		X						
d002.s002.t021	gráficas	gráfica	N	bn:00017904n					
d002.s002.t022	de		X						
d002.s002.t023	dos		X						
d002.s002.t024	y		X						
d002.s002.t025	tres		X	bn:00076958n	bn:03647100n				
d002.s002.t026	dimensiones	dimensión	N	bn:00027152n					
d002.s002.t027	.		X						
d002.s003.t001	No	no	N		bn:00116360r	bn:00116360r			bn:00116360r
d002.s003.t002	es	ser	V						
d002.s003.t003	necesario	necesario	J	bn:00107182a	bn:00107182a	bn:00107182a			bn:00107182a
d002.s003.t004	conocer	conocer	V	bn:00090141v	bn:00085261v	bn:00085261v	Know how to do or perform something	Be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about	bn:00085261v
d002.s003.t005	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n			bn:03313895n
d002.s003.t006	para		X						
d002.s003.t007	usar	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s003.t008	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n			bn:08534138n
d002.s003.t009	.		X						
d002.s004.t001	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n			bn:08534138n
d002.s004.t002	es	ser	V						
d002.s004.t003	una		X						
d002.s004.t004	calculadora	calculadora	N	bn:02710162n	bn:00946167n	bn:00946167n			bn:00946167n
d002.s004.t005	gráfica	gráfico	J	bn:00103741a					
d002.s004.t006	basada	basar	V	bn:00083141v	bn:00083141v	bn:00083141v			bn:00083141v
d002.s004.t007	en		X						
d002.s004.t008	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n			bn:03313895n
d002.s004.t009	.		X						
d002.s005.t001	Aunque		X						
d002.s005.t002	en		X						
d002.s005.t003	un		X						
d002.s005.t004	principio	principio	N	bn:00009632n					
d002.s005.t005	estuvo	estar	V						
d002.s005.t006	orientado	orientar	V	bn:00091199v	bn:00091201v	bn:00091201v	Cause to point	Adjust to a specific need or market	bn:00091201v
d002.s005.t007	a		X						
d002.s005.t008	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n			bn:03313895n
d002.s005.t009	,		X						
d002.s005.t010	actualmente	actualmente	R	bn:00114119r	bn:00114424r	bn:00114424r	At the present moment	At the present moment	bn:00114424r
d002.s005.t011	puede	poder	V						
d002.s005.t012	ser	ser	V						
d002.s005.t013	usado	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s005.t014	por		X						
d002.s005.t015	cualquier		X						
d002.s005.t016	persona	persona	N	bn:00023661n					
d002.s005.t017	,		X						
d002.s005.t018	aunque		X						
d002.s005.t019	posea	poseer	V	bn:00089240v					
d002.s005.t020	pocos		X		bn:00106058a				
d002.s005.t021	conocimientos	conocimiento	N	bn:00020452n	bn:00020452n	bn:00020452n			bn:00020452n
d002.s005.t022	matemáticos	matemático	J	bn:00106488a	bn:00106488a	bn:00106488a			bn:00106488a
d002.s005.t023	.		X						
d002.s006.t001	Aquí	aquí	R	bn:00115639r	bn:00115639r	bn:00115639r			bn:00115639r
d002.s006.t002	se		X						
d002.s006.t003	muestra	mostrar	V	bn:00086611v					
d002.s006.t004	una		X						
d002.s006.t005	captura	captura	N		bn:01157212n				
d002.s006.t006	de		X						
d002.s006.t007	la		X						
d002.s006.t008	ventana	ventana	N	bn:00081292n	bn:00081292n	bn:00081292n			bn:00081292n
d002.s006.t009	principal	principal	J	bn:00098086a	bn:00099598a	bn:00099598a	Of primary importance	Most important element	bn:00099598a
d002.s006.t010	de		X						
d002.s006.t011	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n			bn:08534138n
d002.s006.t012	.		X						
d002.s007.t001	Ventana	ventana	N	bn:00081292n	bn:00081292n	bn:00081292n			bn:00081292n
d002.s007.t002	principal	principal	J	bn:00098086a	bn:00099598a	bn:00099598a	Of primary importance	Most important element	bn:00099598a
d002.s007.t003	de		X						
d002.s007.t004	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n			bn:08534138n
d002.s008.t001	La		X						
d002.s008.t002	ventana	ventana	N	bn:00081292n	bn:00081292n	bn:00081292n			bn:00081292n
d002.s008.t003	principal	principal	J	bn:00098086a	bn:00099598a	bn:00099598a	Of primary importance	Most important element	bn:00099598a
d002.s008.t004	de		X						
d002.s008.t005	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n			bn:08534138n
d002.s008.t006	consta	constar	V	bn:00085498v	bn:00085498v	bn:00085498v			bn:00085498v
d002.s008.t007	de		X						
d002.s008.t008	cuatro		X						
d002.s008.t009	pestañas	pestaña	N	bn:00120018n	bn:00120018n	bn:00120018n			bn:00120018n
d002.s008.t010	:		X						
d002.s008.t011	Consola	consola	N	bn:00020949n	bn:00020949n	bn:00020949n			bn:00020949n
d002.s008.t012	,		X						
d002.s008.t013	Gráfica	gráfica	N	bn:00017904n	bn:00041412n	bn:00041412n	A visual display of information	A visual representation of the relations between certain quantities plotted with reference to a set of axes	bn:00041412n
d002.s008.t014	2D	2d	N	bn:00780722n					
d002.s008.t015	,		X						
d002.s008.t016	Gráfica	gráfica	N	bn:00017904n	bn:00041412n	bn:00041412n	A visual display of information	A visual representation of the relations between certain quantities plotted with reference to a set of axes	bn:00041412n
d002.s008.t017	3D	3d	N	bn:00076958n	bn:03647100n	bn:03647100n	The dimension whereby a solid object differs from a two-dimensional drawing of it	A three-dimensional graph is the graph of a function f of two variables, or the graph of a relationship g among three variables.	bn:03647100n
d002.s008.t018	y		X						
d002.s008.t019	Diccionario	diccionario	N	bn:00026967n	bn:00120018n				
d002.s008.t020	.		X						
d002.s009.t001	Bajo		X		bn:00114401r				
d002.s009.t002	estas		X						
d002.s009.t003	pestañas	pestaña	N	bn:00120018n	bn:00120018n	bn:00120018n			bn:00120018n
d002.s009.t004	encontrará	encontrar	V	bn:00082811v	bn:00086708v	bn:00086708v	Establish after a calculation, investigation, experiment, survey, or study	Discover or determine the existence, presence, or fact of	bn:00086708v
d002.s009.t005	un		X						
d002.s009.t006	campo	campo	N	bn:00034274n	bn:00034274n	bn:00034274n			bn:00034274n
d002.s009.t007	de		X						
d002.s009.t008	entrada	entrada	N	bn:00031062n	bn:00046850n	bn:00046850n	An item inserted in a written record	A component of production; something that goes into the production of output	bn:00046850n
d002.s009.t009	donde	donde	R						
d002.s009.t010	podrá	poder	V						
d002.s009.t011	introducir	introducir	V	bn:00087594v	bn:00095295v				
d002.s009.t012	sus		X						
d002.s009.t013	funciones	función	N	bn:00036821n					
d002.s009.t014	o		X						
d002.s009.t015	realizar	realizar	V	bn:00082225v	bn:00087107v	bn:00087107v	Put in effect	Carry out or perform an action	bn:00087107v
d002.s009.t016	sus		X						
d002.s009.t017	cálculos	cálculo	N	bn:00014688n	bn:00014688n	bn:00014688n			bn:00014688n
d002.s009.t018	.		X						
d002.s010.t001	Para		X						
d002.s010.t002	entender	entender	V	bn:00092443v	bn:00092443v	bn:00092443v			bn:00092443v
d002.s010.t003	cómo	cómo	R						
d002.s010.t004	funciona	funcionar	V	bn:00088629v	bn:00088629v	bn:00088629v			bn:00088629v
d002.s010.t005	,		X						
d002.s010.t006	conviene	convenir	V		bn:00086682v				
d002.s010.t007	comprender	comprender	V	bn:00082723v	bn:00082472v	bn:00082472v	Be fully aware of; realize fully	Be fully aware or cognizant of	bn:00082472v
d002.s010.t008	que		X						
d002.s010.t009	lo		X		bn:00076919n				
d002.s010.t010	que		X						
d002.s010.t011	introducimos	introducir	V	bn:00087594v	bn:00046850n	bn:00046850n	Introduce	A component of production; something that goes into the production of output	bn:00046850n
d002.s010.t012	está	estar	V						
d002.s010.t013	siendo	ser	V						
d002.s010.t014	convertido	convertir	V	bn:00084785v	bn:00084772v	bn:00084772v	Change from one system to another or to a new plan or policy	Exchange or replace with another, usually of the same kind or category	bn:00084772v
d002.s010.t015	a		X						
d002.s010.t016	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n			bn:03313895n
d002.s010.t017	,		X						
d002.s010.t018	aunque		X						
d002.s010.t019	no	no	N		bn:00116360r	bn:00116360r			bn:00116360r
d002.s010.t020	es	ser	V						
d002.s010.t021	necesario	necesario	J	bn:00107182a	bn:00107182a	bn:00107182a			bn:00107182a
d002.s010.t022	conocer	conocer	V	bn:00090141v	bn:00085261v	bn:00085261v	Know how to do or perform something	Be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about	bn:00085261v
d002.s010.t023	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n			bn:03313895n
d002.s010.t024	.		X						
d002.s011.t001	He	haber	V						
d002.s011.t002	basado	basar	V	bn:00083141v	bn:00083141v	bn:00083141v			bn:00083141v
d002.s011.t003	la		X						
d002.s011.t004	sintaxis	sintaxis	N	bn:02561609n	bn:02561609n	bn:02561609n			bn:02561609n
d002.s011.t005	en		X						
d002.s011.t006	el		X						
d002.s011.t007	sentido	sentido	N	bn:00021164n	bn:00021164n	bn:00021164n			bn:00021164n
d002.s011.t008	común	común	J	bn:00100090a	bn:00021164n	bn:00021164n	Belonging to or participated in by a community as a whole; public	Sound practical judgment	bn:00021164n
d002.s011.t009	,		X						
d002.s011.t010	por		X						
d002.s011.t011	lo		X						
d002.s011.t012	que		X						
d002.s011.t013	debería	deber	V						
d002.s011.t014	ser	ser	V						
d002.s011.t015	asequible	asequible	J	bn:00097717a	bn:00101358a				
d002.s011.t016	para		X						
d002.s011.t017	todos		X		bn:02268723n				
d002.s011.t018	.		X						
d002.s012.t001	He	haber	V						
d002.s012.t002	tenido	tener	V		bn:00090448v				
d002.s012.t003	también	también	R	bn:00114246r					
d002.s012.t004	en		X						
d002.s012.t005	cuenta	cuenta	N						
d002.s012.t006	las		X		bn:00114748r				
d002.s012.t007	sintaxis	sintaxis	N	bn:02561609n	bn:02561609n	bn:02561609n			bn:02561609n
d002.s012.t008	de		X						
d002.s012.t009	Maxima	maxima	N	bn:03857246n	bn:03857246n	bn:03857246n			bn:03857246n
d002.s012.t010	y		X						
d002.s012.t011	Maple	maple	N	bn:03668936n					
d002.s012.t012	,		X						
d002.s012.t013	por		X						
d002.s012.t014	lo		X						
d002.s012.t015	que		X						
d002.s012.t016	es	ser	V		bn:00090452v				
d002.s012.t017	muy	muy	R	bn:00115300r	bn:00116789r	bn:00116789r	To a high degree or extent; favorably or with much respect	Used as intensifiers; `real' is sometimes used informally for `really'; `rattling' is informal	bn:00116789r
d002.s012.t018	similar	similar	J	bn:00096782a	bn:00096782a	bn:00096782a			bn:00096782a
d002.s012.t019	a		X						
d002.s012.t020	estas		X						
d002.s012.t021	.		X						
d002.s013.t001	+		X						
d002.s013.t002	-		X						
d002.s013.t003	*		X						
d002.s013.t004	/		X						
d002.s013.t005	:		X						
d002.s013.t006	suma	suma	N	bn:00001296n	bn:00001296n	bn:00001296n			bn:00001296n
d002.s013.t007	,		X						
d002.s013.t008	resta	resta	N	bn:00055233n					
d002.s013.t009	,		X						
d002.s013.t010	multiplicación	multiplicación	N	bn:00056300n	bn:00056300n	bn:00056300n			bn:00056300n
d002.s013.t011	y		X						
d002.s013.t012	división	división	N	bn:00027919n	bn:00027919n	bn:00027919n			bn:00027919n
d002.s013.t013	.		X						
d002.s014.t001	^		X						
d002.s014.t002	,		X						
d002.s014.t003	**	**	V						
d002.s014.t004	:		X						
d002.s014.t005	potencia	potencia	N	bn:00032355n	bn:00032355n	bn:00032355n			bn:00032355n
d002.s014.t006	,		X						
d002.s014.t007	puede	poder	V						
d002.s014.t008	usar	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s014.t009	cualquiera		X						
d002.s014.t010	de		X						
d002.s014.t011	las		X						
d002.s014.t012	dos		X						
d002.s014.t013	formas	forma	N	bn:00001965n					
d002.s014.t014	.		X						
d002.s015.t001	Asimismo	asimismo	R	bn:00114246r	bn:00114246r	bn:00114246r			bn:00114246r
d002.s015.t002	,		X						
d002.s015.t003	puede	poder	V		bn:00108829a				
d002.s015.t004	usar	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s015.t005	los		X						
d002.s015.t006	caracteres	carácter	N	bn:00017752n	bn:09438926n	bn:09438926n	A written symbol that is used to represent speech	北海道エコ・動物自然専門学校（ほっかいどうエコどうぶつしぜんせんもんがっこう）とは北海道恵庭市恵み野西5丁目10-4にある専門学校。	bn:09438926n
d002.s015.t007	unicode	unicode	N	bn:02529895n	bn:02529895n	bn:02529895n			bn:02529895n
d002.s015.t008	²		X						
d002.s015.t009	.		X						
d002.s016.t001	Las		X						
d002.s016.t002	potencias	potencia	N	bn:00032355n	bn:00032355n	bn:00032355n			bn:00032355n
d002.s016.t003	son	ser	V						
d002.s016.t004	también	también	R	bn:00114246r	bn:00114246r	bn:00114246r			bn:00114246r
d002.s016.t005	una		X						
d002.s016.t006	forma	forma	N	bn:00001965n	bn:00001965n	bn:00001965n			bn:00001965n
d002.s016.t007	de		X						
d002.s016.t008	expresar	expresar	V	bn:00087895v	bn:00090557v				
d002.s016.t009	raíces	raíz	N	bn:00068247n	bn:00068247n	bn:00068247n			bn:00068247n
d002.s016.t010	.		X						
d002.s017.t001	-gt		X						
d002.s017.t002	:		X						
d002.s017.t003	Permite	permitir	V	bn:00082536v					
d002.s017.t004	especificar	especificar	V	bn:00082858v	bn:00086468v	bn:00086468v	Select something or someone for a specific purpose	Decide upon or fix definitely	bn:00086468v
d002.s017.t005	la		X						
d002.s017.t006	variable	variable	N	bn:00079581n	bn:00079583n	bn:00079583n	A quantity that can assume any of a set of values	A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity	bn:00079583n
d002.s017.t007	limitada	limitar	V	bn:00083798v	bn:00062721n	bn:00062721n	Form the boundary of; be contiguous to	A symbol in a logical or mathematical expression that can be replaced by the name of any member of specified set	bn:00062721n
d002.s017.t008	en		X						
d002.s017.t009	una		X						
d002.s017.t010	función	función	N	bn:00036821n	bn:00036821n	bn:00036821n			bn:00036821n
d002.s017.t011	.		X						
d002.s018.t001	(		X						
d002.s018.t002	)		X						
d002.s018.t003	:		X						
d002.s018.t004	se		X						
d002.s018.t005	usa	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s018.t006	para		X						
d002.s018.t007	especificar	especificar	V	bn:00086464v	bn:00086468v	bn:00086468v	Determine the essential quality of	Decide upon or fix definitely	bn:00086468v
d002.s018.t008	una		X						
d002.s018.t009	prioridad	prioridad	N	bn:00064072n	bn:00004489n	bn:00004489n	Status established in order of importance or urgency	Preceding in time	bn:00004489n
d002.s018.t010	mayor	grande	J		bn:00104162a	bn:00104162a			bn:00104162a
d002.s018.t011	.		X						
d002.s019.t001	abc(parámetros)		X						
d002.s019.t002	:		X						
d002.s019.t003	Cuando		X						
d002.s019.t004	el		X						
d002.s019.t005	analizador	analizador	N	bn:00060753n	bn:00060753n	bn:00060753n			bn:00060753n
d002.s019.t006	sintáctico	sintáctico	J	bn:00111596a					
d002.s019.t007	encuentra	encontrar	V	bn:00082811v					
d002.s019.t008	una		X						
d002.s019.t009	función	función	N	bn:00036821n	bn:00036821n	bn:00036821n			bn:00036821n
d002.s019.t010	,		X						
d002.s019.t011	comprueba	comprobar	V	bn:00084848v	bn:00082813v	bn:00082813v	Examine so as to determine accuracy, quality, or condition	Find out, learn, or determine with certainty, usually by making an inquiry or other effort	bn:00082813v
d002.s019.t012	si		X						
d002.s019.t013	«		X						
d002.s019.t014	abc	abc	N						
d002.s019.t015	»		X						
d002.s019.t016	es	ser	V						
d002.s019.t017	un		X						
d002.s019.t018	operador	operador	N	bn:00059141n	bn:00059141n	bn:00059141n			bn:00059141n
d002.s019.t019	.		X						
d002.s020.t001	Si		X						
d002.s020.t002	lo		X						
d002.s020.t003	es	ser	V						
d002.s020.t004	,		X						
d002.s020.t005	lo		X						
d002.s020.t006	trata	tratar	V	bn:00087116v	bn:00095141v	bn:00095141v	Interact in a certain way	Regard or consider in a specific way	bn:00095141v
d002.s020.t007	como		X						
d002.s020.t008	un		X						
d002.s020.t009	operador	operador	N	bn:00059141n	bn:00059141n	bn:00059141n			bn:00059141n
d002.s020.t010	si		X						
d002.s020.t011	no	no	N		bn:00116360r	bn:00116360r			bn:00116360r
d002.s020.t012	lo		X						
d002.s020.t013	es	ser	V						
d002.s020.t014	,		X						
d002.s020.t015	lo		X						
d002.s020.t016	trata	tratar	V	bn:00087116v	bn:00095141v	bn:00095141v	Interact in a certain way	Regard or consider in a specific way	bn:00095141v
d002.s020.t017	como		X						
d002.s020.t018	una		X						
d002.s020.t019	función	función	N	bn:00036821n	bn:00036821n	bn:00036821n			bn:00036821n
d002.s020.t020	de		X						
d002.s020.t021	usuario	usuario	N	bn:00079373n	bn:00079373n	bn:00079373n			bn:00079373n
d002.s020.t022	.		X						
d002.s021.t001	:		X						
d002.s021.t002	#ERROR!		X						
d002.s021.t003	:		X						
d002.s021.t004	Se		X						
d002.s021.t005	usa	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s021.t006	para		X						
d002.s021.t007	definir	definir	V	bn:00086464v	bn:00086468v	bn:00086468v	Determine the essential quality of	Decide upon or fix definitely	bn:00086468v
d002.s021.t008	el		X						
d002.s021.t009	valor	valor	N	bn:00079508n	bn:00079508n	bn:00079508n			bn:00079508n
d002.s021.t010	de		X						
d002.s021.t011	una		X						
d002.s021.t012	variable	variable	N	bn:00079581n					
d002.s021.t013	.		X						
d002.s022.t001	?		X						
d002.s022.t002	:		X						
d002.s022.t003	definición	definición	N	bn:00025928n	bn:00025928n	bn:00025928n			bn:00025928n
d002.s022.t004	de		X						
d002.s022.t005	condiciones	condición	N	bn:00021645n	bn:00021645n	bn:00021645n			bn:00021645n
d002.s022.t006	en		X						
d002.s022.t007	funciones	función	N	bn:00036821n					
d002.s022.t008	definidas	definir	V	bn:00086466v					
d002.s022.t009	a		X						
d002.s022.t010	trozos	trozo	N	bn:03132721n					
d002.s022.t011	(		X						
d002.s022.t012	«		X						
d002.s022.t013	piecewise	piecewise	N						
d002.s022.t014	»		X						
d002.s022.t015	)		X						
d002.s022.t016	.		X						
d002.s023.t001	Permite	permitir	V	bn:00082536v	bn:03132721n				
d002.s023.t002	definir	definir	V	bn:00086464v	bn:00086468v	bn:00086468v	Determine the essential quality of	Decide upon or fix definitely	bn:00086468v
d002.s023.t003	operaciones	operación	N	bn:00053826n					
d002.s023.t004	condicionales	condicional	J	bn:00100214a	bn:00100214a	bn:00100214a			bn:00100214a
d002.s023.t005	en		X						
d002.s023.t006	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n			bn:08534138n
d002.s023.t007	.		X						
d002.s024.t001	Cuando		X						
d002.s024.t002	introducimos	introducimos	V		bn:00087681v				
d002.s024.t003	la		X						
d002.s024.t004	condición	condición	N	bn:00021645n	bn:00021645n	bn:00021645n			bn:00021645n
d002.s024.t005	antes		X						
d002.s024.t006	del		X						
d002.s024.t007	símbolo	símbolo	N	bn:00071529n					
d002.s024.t008	«		X						
d002.s024.t009	?		X		bn:00047210n				
d002.s024.t010	»		X						
d002.s024.t011	,		X						
d002.s024.t012	kalgebra	kalgebra	N	bn:08534138n					
d002.s024.t013	utiliza	utilizar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s024.t014	esta		X						
d002.s024.t015	condición	condición	N	bn:00021645n	bn:00021645n	bn:00021645n			bn:00021645n
d002.s024.t016	solo	solo	R		bn:00116450r	bn:00116450r			bn:00116450r
d002.s024.t017	si		X						
d002.s024.t018	es	ser	V						
d002.s024.t019	verdadera	verdadero	J	bn:00112146a	bn:00112146a	bn:00112146a			bn:00112146a
d002.s024.t020	en cambio	en~cambio	R						
d002.s024.t021	,		X						
d002.s024.t022	si		X						
d002.s024.t023	encuentra	encontrar	V	bn:00082811v	bn:00086708v	bn:00086708v	Establish after a calculation, investigation, experiment, survey, or study	Discover or determine the existence, presence, or fact of	bn:00086708v
d002.s024.t024	un		X						
d002.s024.t025	símbolo	símbolo	N	bn:00071529n					
d002.s024.t026	«		X						
d002.s024.t027	?		X		bn:00047210n				
d002.s024.t028	»		X						
d002.s024.t029	sin		X						
d002.s024.t030	ninguna		X						
d002.s024.t031	condición	condición	N	bn:00021645n	bn:00021645n	bn:00021645n			bn:00021645n
d002.s024.t032	,		X						
d002.s024.t033	toma	tomar	V	bn:00085649v					
d002.s024.t034	en		X						
d002.s024.t035	cuenta	cuenta	N						
d002.s024.t036	el		X						
d002.s024.t037	último	último	J	bn:00100203a	bn:00102969a	bn:00102969a	Occurring at or forming an end or termination	Conclusive in a process or progression	bn:00102969a
