Token ID	Token	Lemma	POS	BN Synset	Token ID IT	Token IT	Lemma IT	POS IT	Sense IT
d001.s035.t010	groups	group	NOUN	bn:00041942n	d001.s035.t026	gruppi	gruppo	N	bn:00041942n
	.	.	.		d001.s035.t027	.		X	
	-end-	-end-	-end-						
d001.s036.t001	However	however	ADV	bn:00115696r	d001.s036.t001	Tuttavia	tuttavia	R	bn:00115696r
	,	,	.		d001.s036.t002	,		X	
	in	in	ADP		d001.s036.t003	in		X	
	both	both	DET		d001.s036.t004	entrambi	entrambi	J	
d001.s036.t002	studies	study	NOUN	bn:00074790n	d001.s036.t006	studi	studio	N	bn:00074790n
	,	,	.						
d001.s036.t003	patients	patient	NOUN	bn:00061017n	d001.s036.t008	pazienti	paziente	N	bn:00061017n
	whose	whose	PRON		d001.s036.t010	cui		X	
d001.s036.t004	cancer	cancer	NOUN	bn:00015180n	d001.s036.t011	tumore	tumore	N	bn:00015180n
	was	be	VERB		d001.s036.t013	interessava	interessare	V	
d001.s036.t005	not	not	ADV	bn:00116360r	d001.s036.t012	non		X	bn:00116360r
d001.s036.t006	affecting	affect	VERB	bn:00082427v	d001.s036.t013	interessava	interessare	V	bn:00082427v
d001.s036.t007	squamous cells	squamous_cell	NOUN	bn:00073708n	d001.s036.t015	squamose	squamoso	J	bn:00073708n
d001.s036.t008	had	have	VERB	bn:00088745v	d001.s036.t016	hanno	avere	V	bn:00088745v
d001.s036.t009	longer	long	ADJ	bn:00106124a	d001.s036.t022	lunghi	lungo	J	bn:00106124a
d001.s036.t010	survival	survival	NOUN	bn:00030811n	d001.s036.t020	sopravvivenza	sopravvivenza	N	bn:00030811n
d001.s036.t011	times	time	NOUN	bn:00077268n	d001.s036.t018	tempi	tempo	N	bn:00077268n
	if	if	ADP		d001.s036.t023	se		X	
	they	they	PRON						
	received	receive	VERB						
	Alimta	alimta	NOUN		d001.s036.t026	Alimta	alimta	N	
	than	than	ADP		d001.s036.t027	che		X	
	if	if	ADP		d001.s036.t028	se		X	
	they	they	PRON						
	received	receive	VERB		d001.s036.t029	trattati	trattare	V	
	the	the	DET		d001.s036.t031	il		X	
	comparator	comparator	NOUN		d001.s036.t032	comparatore	comparatore	N	
	.	.	.		d001.s036.t033	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s037.t001	Invece	invece	R	
d001.s037.t001	contrast	contrast	NOUN	bn:00022261n					
	,	,	.		d001.s037.t002	,		X	
d001.s037.t002	patients	patient	NOUN	bn:00061017n	d001.s037.t004	pazienti	paziente	N	bn:00061017n
	whose	whose	PRON		d001.s037.t006	cui		X	
d001.s037.t003	cancer	cancer	NOUN	bn:00015180n	d001.s037.t007	tumore	tumore	N	bn:00015180n
	was	be	VERB		d001.s037.t008	interessava	interessare	V	
d001.s037.t004	affecting	affect	VERB	bn:00082427v	d001.s037.t008	interessava	interessare	V	bn:00082427v
d001.s037.t005	squamous cells	squamous_cell	NOUN	bn:00073708n	d001.s037.t010	squamose	squamoso	J	bn:00073708n
d001.s037.t006	had	have	VERB	bn:00088745v	d001.s037.t011	hanno	avere	V	bn:00088745v
d001.s037.t007	shorter	short	ADJ	bn:00110561a	d001.s037.t017	brevi	breve	J	bn:00110561a
d001.s037.t008	survival	survival	NOUN	bn:00030811n	d001.s037.t015	sopravvivenza	sopravvivenza	N	bn:00030811n
d001.s037.t009	times	time	NOUN	bn:00077268n	d001.s037.t013	tempi	tempo	N	bn:00077268n
	if	if	ADP		d001.s037.t018	se		X	
	they	they	PRON						
	received	receive	VERB						
	Alimta	alimta	NOUN		d001.s037.t021	Alimta	alimta	N	
	.	.	.		d001.s037.t022	.		X	
	kalgebra	kalgebra	NOUN		d001.s037.t023	kalgebra	kalgebra	N	
	is	be	VERB		d001.s037.t024	è	essere	V	
	a	a	DET		d001.s037.t025	una		X	
d001.s037.t010	mathematical	mathematical	ADJ	bn:00106488a	d001.s037.t027	matematica	matematico	J	bn:00106488a
	calculator	calculator	NOUN		d001.s037.t026	calcolatrice	calcolatrice	N	
d001.s037.t011	based	base	VERB	bn:00083141v	d001.s037.t028	basata	basare	V	bn:00083141v
	on	on	ADP		d001.s037.t029	sul		X	
	content	content	NOUN						
d001.s037.t012	markup	markup	NOUN	bn:00053491n					
	MathML	mathml	NOUN		d001.s037.t031	MathML	mathml	N	
	language	language	NOUN		d001.s037.t030	linguaggio	linguaggio	N	
	.	.	.		d001.s037.t032	.		X	
	-end-	-end-	-end-						
d001.s038.t001	Nowadays	nowadays	ADV	bn:00116382r					
	it	it	PRON						
	is	be	VERB		d001.s038.t013	può	potere	V	
d001.s038.t002	capable	capable	ADJ	bn:00099215a					
	to	to	PRT						
d001.s038.t003	make	make	VERB	bn:00090557v	d001.s038.t002	eseguire	eseguire	V	bn:00090557v
d001.s038.t004	simple	simple	ADJ	bn:00102111a	d001.s038.t003	semplici	semplice	J	bn:00102111a
	MathML	mathml	NOUN		d001.s038.t011	MathML	mathml	N	
d001.s038.t005	operations	operation	NOUN	bn:00053826n	d001.s038.t004	operazioni	operazione	N	bn:00053826n
	(	(	.		d001.s038.t005	(		X	
d001.s038.t006	arithmetic	arithmetic	ADJ	bn:00097495a	d001.s038.t006	aritmetiche	aritmetico	J	bn:00097495a
	and	and	CONJ		d001.s038.t007	e		X	
	logical	logical	ADJ		d001.s038.t008	logiche	logico	J	
	)	)	.		d001.s038.t009	)		X	
	and	and	CONJ		d001.s038.t012	e		X	
	to	to	PRT						
	representate	representate	VERB		d001.s038.t014	rappresentare	rappresentare	V	
	2D	2d	NOUN		d001.s038.t016	2D	2d	N	
	and	and	CONJ		d001.s038.t017	e		X	
d001.s038.t007	3D	3d	NOUN	bn:00000102n	d001.s038.t018	3D	3d	N	bn:00000102n
d001.s038.t008	graphs	graph	NOUN	bn:00041412n	d001.s038.t015	grafici	grafico	N	bn:00041412n
	.	.	.		d001.s038.t019	.		X	
	-end-	-end-	-end-						
	It	it	PRON						
	is	be	VERB		d001.s039.t002	è	essere	V	
d001.s039.t001	actually	actually	ADV	bn:00114120r					
d001.s039.t002	not	not	ADV	bn:00116360r	d001.s039.t001	Non	non	R	bn:00116360r
d001.s039.t003	necessary	necessary	ADJ	bn:00107182a	d001.s039.t003	necessario	necessario	J	bn:00107182a
	to	to	PRT						
d001.s039.t004	know	know	VERB	bn:00090143v	d001.s039.t004	conoscere	conoscere	V	bn:00090143v
	MathML	mathml	NOUN		d001.s039.t005	MathML	mathml	N	
	to	to	PRT		d001.s039.t006	per		X	
d001.s039.t005	use	use	VERB	bn:00082705v	d001.s039.t007	usare	usare	V	bn:00082705v
	kalgebra	kalgebra	NOUN		d001.s039.t008	kalgebra	kalgebra	N	
	.	.	.		d001.s039.t009	.		X	
	kalgebra	kalgebra	NOUN		d001.s039.t010	kalgebra	kalgebra	N	
	is	be	VERB		d001.s039.t011	è	essere	V	
	a	a	DET		d001.s039.t012	una		X	
	MathML	mathml	NOUN		d001.s039.t018	MathML	mathml	N	
d001.s039.t006	based	base	VERB	bn:00083141v	d001.s039.t015	basata	basare	V	bn:00083141v
d001.s039.t007	graph	graph	NOUN	bn:00041412n	d001.s039.t014	grafica	grafico	J	bn:00041412n
	calculator	calculator	NOUN		d001.s039.t013	calcolatrice	calcolatrice	N	
	.	.	.		d001.s039.t019	.		X	
	-end-	-end-	-end-						
	Although	although	ADP		d001.s040.t001	Anche		X	
	it	it	PRON						
	was	be	VERB		d001.s040.t004	era	essere	V	
d001.s040.t001	initially	initially	ADV	bn:00114055r	d001.s040.t003	inizialmente	inizialmente	R	bn:00114055r
	MathML	mathml	NOUN		d001.s040.t009	MathML	mathml	N	
d001.s040.t002	oriented	orient	VERB	bn:00091201v	d001.s040.t005	orientata	orientare	V	bn:00091201v
	it	it	PRON						
	can	can	VERB		d001.s040.t011	può	potere	V	
d001.s040.t003	now	now	ADV	bn:00114424r					
	be	be	VERB		d001.s040.t012	essere	essere	V	
d001.s040.t004	used	use	VERB	bn:00082705v	d001.s040.t013	usata	usare	V	bn:00082705v
	by	by	ADP		d001.s040.t014	da		X	
	everyone	everyone	NOUN		d001.s040.t015	chiunque		X	
	with	with	ADP		d001.s040.t016	con		X	
d001.s040.t005	little	little	ADJ	bn:00106058a	d001.s040.t018	minimo	minimo	N	bn:00106058a
d001.s040.t006	mathematical	mathematical	ADJ	bn:00106488a	d001.s040.t021	matematica	matematico	J	bn:00106488a
d001.s040.t007	knowledge	knowledge	NOUN	bn:00020452n	d001.s040.t020	conoscenza	conoscenza	N	bn:00020452n
	.	.	.		d001.s040.t022	.		X	
	-end-	-end-	-end-						
d001.s041.t001	Here	here	ADV	bn:00115639r					
	's	'	VERB						
	a	a	DET						
	screenshot	screenshot	NOUN		d001.s041.t001	Immagine	immagine	N	
	of	of	ADP		d001.s041.t009	di		X	
	kalgebra	kalgebra	NOUN		d001.s041.t006	kalgebra	kalgebra	N	
d001.s041.t002	main	main	ADJ	bn:00099598a	d001.s041.t004	principale	principale	J	bn:00099598a
d001.s041.t003	window	window	NOUN	bn:00081292n					
	kalgebra	kalgebra	NOUN		d001.s041.t010	kalgebra	kalgebra	N	
d001.s041.t004	main	main	ADJ	bn:00099598a	d001.s041.t008	principale	principale	J	bn:00099598a
d001.s041.t005	window	window	NOUN	bn:00081292n					
	kalgebra	kalgebra	NOUN		d001.s041.t015	kalgebra	kalgebra	N	
d001.s041.t006	main	main	ADJ	bn:00099598a					
d001.s041.t007	window	window	NOUN	bn:00081292n	d001.s041.t012	finestra	finestra	N	bn:00081292n
d001.s041.t008	consists	consist	VERB	bn:00085498v	d001.s041.t017	composta	comporre	V	bn:00085498v
	in	in	ADP		d001.s041.t018	da		X	
	a	a	DET		d001.s041.t019	una		X	
d001.s041.t009	Console	console	NOUN	bn:00022002n	d001.s041.t021	Console	console	N	bn:00022002n
	tab	tab	NOUN		d001.s041.t020	scheda	scheda	N	
	,	,	.		d001.s041.t022	,		X	
	a	a	DET		d001.s041.t023	una		X	
	2D	2d	NOUN		d001.s041.t025	2D	2d	N	
d001.s041.t010	Graph	graph	NOUN	bn:00041412n					
	tab	tab	NOUN		d001.s041.t024	scheda	scheda	N	
	,	,	.		d001.s041.t026	,		X	
	a	a	DET		d001.s041.t027	una		X	
d001.s041.t011	3D	3d	NOUN	bn:00000102n	d001.s041.t029	3D	3d	N	bn:00000102n
d001.s041.t012	Graph	graph	NOUN	bn:00041412n					
	tab	tab	NOUN		d001.s041.t028	scheda	scheda	N	
	and	and	CONJ		d001.s041.t030	e		X	
	a	a	DET		d001.s041.t031	una		X	
d001.s041.t013	Dictionary	dictionary	NOUN	bn:00026967n	d001.s041.t033	Dizionario	dizionario	N	bn:00026967n
	tab	tab	NOUN		d001.s041.t032	scheda	scheda	N	
	.	.	.		d001.s041.t034	.		X	
	-end-	-end-	-end-						
d001.s042.t001	Below	below	ADV	bn:00114401r	d001.s042.t001	Sotto		X	bn:00114401r
	these	these	DET		d001.s042.t002	queste		X	
	tabs	tab	NOUN		d001.s042.t003	schede	scheda	N	
	you	you	PRON						
	will	will	VERB						
d001.s042.t002	find	find	VERB	bn:00086708v	d001.s042.t005	trova	trovare	V	bn:00086708v
	an	a	DET		d001.s042.t006	un		X	
d001.s042.t003	input	input	NOUN	bn:00046850n	d001.s042.t009	inserimento	inserimento	N	bn:00046850n
d001.s042.t004	field	field	NOUN	bn:00034274n	d001.s042.t007	campo	campo	N	bn:00034274n
	to	to	PRT		d001.s042.t010	per		X	
d001.s042.t005	type	type	VERB	bn:00095295v	d001.s042.t011	scrivere	scrivere	V	bn:00095295v
	your	you	PRON						
d001.s042.t006	functions	function	NOUN	bn:00036821n	d001.s042.t013	funzioni	funzione	N	bn:00036821n
	or	or	CONJ		d001.s042.t014	o		X	
d001.s042.t007	do	do	VERB	bn:00087108v	d001.s042.t015	fare	fare	V	bn:00087108v
	your	you	PRON						
d001.s042.t008	calculations	calculation	NOUN	bn:00014689n	d001.s042.t016	calcoli	calcolo	N	bn:00014689n
	.	.	.		d001.s042.t017	.		X	
	-end-	-end-	-end-						
	If	if	ADP		d001.s043.t001	Se		X	
	we	we	PRON						
d001.s043.t001	want	want	VERB	bn:00086682v	d001.s043.t002	vogliamo	volere	V	bn:00086682v
	to	to	PRT		d001.s043.t013	comprendere	comprendere	V	
d001.s043.t002	understand	understand	VERB	bn:00095375v	d001.s043.t003	capire	capire	V	bn:00095375v
	how	how	ADV		d001.s043.t004	come		X	
	it	it	PRON						
d001.s043.t003	works	work	VERB	bn:00088629v	d001.s043.t005	funziona	funzionare	V	bn:00088629v
	,	,	.		d001.s043.t006	,		X	
	the	the	DET		d001.s043.t007	la		X	
d001.s043.t004	best	best	ADJ	bn:00098274a	d001.s043.t009	migliore	migliore	J	bn:00098274a
d001.s043.t005	thing	thing	NOUN	bn:00076919n	d001.s043.t008	cosa	cosa	N	bn:00076919n
	we	we	PRON						
	can	can	VERB						
d001.s043.t006	do	do	VERB	bn:00087108v	d001.s043.t011	fare	fare	V	bn:00087108v
	is	be	VERB		d001.s043.t012	è	essere	V	
	to	to	PRT						
d001.s043.t007	realize	realize	VERB	bn:00092443v					
	that	that	DET		d001.s043.t014	che		X	
	our	we	PRON		d001.s043.t015	ciò		X	
d001.s043.t008	input	input	NOUN	bn:00046850n	d001.s043.t018	inserito	inserire	V	bn:00046850n
	is	be	VERB		d001.s043.t019	è	essere	V	
	being	be	VERB		d001.s043.t017	viene	venire	V	
d001.s043.t009	converted	convert	VERB	bn:00085761v	d001.s043.t020	convertito	convertire	V	bn:00085761v
	into	into	ADP		d001.s043.t021	in		X	
	MathML	mathml	NOUN		d001.s043.t022	MathML	mathml	N	
	although	although	ADP		d001.s043.t024	anche		X	
	it	it	PRON						
	is	be	VERB		d001.s043.t027	è	essere	V	
d001.s043.t010	not	not	ADV	bn:00116360r	d001.s043.t026	non		X	bn:00116360r
d001.s043.t011	necessary	necessary	ADJ	bn:00107182a	d001.s043.t028	necessario	necessario	J	bn:00107182a
	to	to	PRT						
d001.s043.t012	know	know	VERB	bn:00090143v	d001.s043.t029	conoscere	conoscere	V	bn:00090143v
	MathML	mathml	NOUN		d001.s043.t030	MathML	mathml	N	
	.	.	.		d001.s043.t031	.		X	
	-end-	-end-	-end-						
	I	I	PRON		d001.s044.t001	Ho	avere	V	
	have	have	VERB						
d001.s044.t001	based	base	VERB	bn:00083141v	d001.s044.t002	basato	basare	V	bn:00083141v
	the	the	DET		d001.s044.t003	la		X	
	syntax	syntax	NOUN		d001.s044.t004	sintassi	sintassi	N	
d001.s044.t002	basically	basically	ADV	bn:00114508r	d001.s044.t005	praticamente	praticamente	R	bn:00114508r
	on	on	ADP		d001.s044.t006	sul		X	
d001.s044.t003	common sense	common_sense	NOUN	bn:00021164n	d001.s044.t008	comune	comune	J	bn:00021164n
	,	,	.		d001.s044.t009	,		X	
	it	it	PRON						
	should	should	VERB		d001.s044.t012	dovrebbe	dovere	V	
d001.s044.t004	not	not	ADV	bn:00116360r	d001.s044.t011	non		X	bn:00116360r
	be	be	VERB		d001.s044.t013	essere	essere	V	
d001.s044.t005	hard	hard	ADJ	bn:00101358a	d001.s044.t014	difficile	difficile	J	bn:00101358a
	for	for	ADP						
	anyone	anyone	NOUN						
	.	.	.		d001.s044.t015	.		X	
	-end-	-end-	-end-						
	I	I	PRON		d001.s045.t001	Ho	avere	V	
	ve	ve	VERB						
d001.s045.t001	looked	look	VERB	bn:00090448v	d001.s045.t002	dato	dare	V	bn:00090448v
d001.s045.t002	closely	closely	ADV	bn:00114748r					
	to	to	PRT		d001.s045.t005	alla		X	
	maxima	maximum	NOUN		d001.s045.t008	Maxima	maxima	N	
	and	and	CONJ		d001.s045.t009	e		X	
	maple	maple	VERB		d001.s045.t011	Maple	maple	N	
	s	s	NOUN						
	syntax	syntax	NOUN		d001.s045.t006	sintassi	sintassi	N	
	so	so	ADP		d001.s045.t014	modo	modo	N	
	they	they	PRON						
d001.s045.t003	look	look	VERB	bn:00090452v	d001.s045.t016	esserne	essere	V	bn:00090452v
d001.s045.t004	very	very	ADV	bn:00116789r	d001.s045.t017	abbastanza	abbastanza	R	bn:00116789r
d001.s045.t005	similar	similar	ADJ	bn:00105977a	d001.s045.t018	simile	simile	J	bn:00105977a
	.	.	.		d001.s045.t019	.		X	
	+	+	.		d001.s045.t020	+		X	
	-	-	.		d001.s045.t021	-		X	
	*	*	.		d001.s045.t022	*		X	
	/	/	.		d001.s045.t023	/		X	
	:	:	.		d001.s045.t024	:		X	
d001.s045.t006	Addition	addition	NOUN	bn:00001296n	d001.s045.t025	addizione	addizione	N	bn:00001296n
	,	,	.		d001.s045.t026	,		X	
d001.s045.t007	subtraction	subtraction	NOUN	bn:00055233n	d001.s045.t027	sottrazione	sottrazione	N	bn:00055233n
	,	,	.		d001.s045.t028	,		X	
d001.s045.t008	multiplication	multiplication	NOUN	bn:00056300n	d001.s045.t029	moltiplicazione	moltiplicazione	N	bn:00056300n
	and	and	CONJ		d001.s045.t030	e		X	
d001.s045.t009	division	division	NOUN	bn:00027919n	d001.s045.t031	divisione	divisione	N	bn:00027919n
	.	.	.		d001.s045.t032	.		X	
	^	^	.		d001.s045.t033	^	^	X	
	,	,	.		d001.s045.t034	,		X	
	**	**	.		d001.s045.t035	**	**	X	
	:	:	.		d001.s045.t036	:		X	
d001.s045.t010	Power	power	NOUN	bn:00032355n	d001.s045.t039	potenza	potenza	N	bn:00032355n
	,	,	.		d001.s045.t040	,		X	
	you	you	PRON						
	can	can	VERB		d001.s045.t041	puoi	potere	V	
d001.s045.t011	use	use	VERB	bn:00082705v	d001.s045.t042	usare	usare	V	bn:00082705v
	them	they	PRON						
	both	both	DET		d001.s045.t043	entrambi	entrambi	J	
	.	.	.		d001.s045.t044	.		X	
	-end-	-end-	-end-						
d001.s046.t001	Also	also	ADV	bn:00114246r	d001.s046.t002	anche		X	bn:00114246r
	it	it	PRON						
	is	be	VERB		d001.s046.t001	È	essere	V	
d001.s046.t002	possible	possible	ADJ	bn:00108829a	d001.s046.t003	possibile	possibile	J	bn:00108829a
	to	to	PRT						
d001.s046.t003	use	use	VERB	bn:00082705v	d001.s046.t004	usare	usare	V	bn:00082705v
	the	the	DET		d001.s046.t005	il		X	
	unicode	unicode	X						
	²	²	X		d001.s046.t008	²		X	
	characters	character	NOUN		d001.s046.t006	carattere	carattere	N	
	.	.	.		d001.s046.t009	.		X	
	-end-	-end-	-end-						
d001.s047.t001	Powers	power	NOUN	bn:00032355n	d001.s047.t005	potenza	potenza	N	bn:00032355n
	are	be	VERB		d001.s047.t006	è	essere	V	
	one	one	NUM						
d001.s047.t002	way	way	NOUN	bn:00001965n					
	to	to	PRT						
d001.s047.t003	make	make	VERB	bn:00090557v	d001.s047.t009	effettuare	effettuare	V	bn:00090557v
d001.s047.t004	roots	root	NOUN	bn:00068247n	d001.s047.t010	radici	radice	N	bn:00068247n
d001.s047.t005	too	too	ADV	bn:00114246r	d001.s047.t007	anche		X	bn:00114246r
	.	.	.						
	-gt	-gt	NOUN		d001.s047.t011	-gt		X	
	:	:	.		d001.s047.t012	:		X	
	It	it	PRON		d001.s047.t013	È	essere	V	
	s	s	VERB						
	the	the	DET		d001.s047.t014	il		X	
d001.s047.t006	way	way	NOUN	bn:00033729n	d001.s047.t015	modo	modo	N	bn:00033729n
	to	to	PRT						
d001.s047.t007	specify	specify	VERB	bn:00086468v	d001.s047.t017	specificare	specificare	V	bn:00086468v
	the	the	DET		d001.s047.t018	la		X	
d001.s047.t008	bounded	bounded	ADJ	bn:00098761a					
d001.s047.t009	variable	variable	NOUN	bn:00079583n	d001.s047.t019	variabile	variabile	N	bn:00079583n
	in	in	ADP		d001.s047.t021	in		X	
	a	a	DET		d001.s047.t022	una		X	
d001.s047.t010	function	function	NOUN	bn:00036821n	d001.s047.t023	funzione	funzione	N	bn:00036821n
	.	.	.		d001.s047.t024	.		X	
	(	(	.		d001.s047.t025	(		X	
	)	)	.		d001.s047.t026	)		X	
	:	:	.		d001.s047.t027	:		X	
	It	it	PRON						
	is	be	VERB						
d001.s047.t011	used	use	VERB	bn:00082705v	d001.s047.t028	usato	usare	V	bn:00082705v
	to	to	PRT		d001.s047.t029	per		X	
d001.s047.t012	specify	specify	VERB	bn:00091005v	d001.s047.t030	specificare	specificare	V	bn:00091005v
	a	a	DET		d001.s047.t031	una		X	
d001.s047.t013	higher	high	ADJ	bn:00104162a	d001.s047.t033	più		X	bn:00104162a
d001.s047.t014	priority	priority	NOUN	bn:00004489n	d001.s047.t032	priorità	priorità	N	bn:00004489n
	.	.	.		d001.s047.t035	.		X	
	abc(params)	abc(params)	NOUN		d001.s047.t036	abc(parametri)		X	
	:	:	.		d001.s047.t037	:		X	
	When	when	ADV		d001.s047.t038	Quando		X	
	the	the	DET		d001.s047.t039	l'		X	
d001.s047.t015	parser	parser	NOUN	bn:00060753n	d001.s047.t040	analizzatore	analizzatore	N	bn:00060753n
d001.s047.t016	finds	find	VERB	bn:00086708v	d001.s047.t041	trova	trovare	V	bn:00086708v
	a	a	DET		d001.s047.t042	una		X	
d001.s047.t017	function	function	NOUN	bn:00036821n	d001.s047.t043	funzione	funzione	N	bn:00036821n
	,	,	.		d001.s047.t044	,		X	
	it	it	PRON						
d001.s047.t018	checks	check	VERB	bn:00082813v	d001.s047.t045	controlla	controllare	V	bn:00082813v
	if	if	ADP		d001.s047.t046	se		X	
	abc	abc	NOUN		d001.s047.t048	abc		X	
	is	be	VERB		d001.s047.t050	è	essere	V	
	an	a	DET		d001.s047.t051	un		X	
d001.s047.t019	operator	operator	NOUN	bn:00059141n	d001.s047.t052	operatore	operatore	N	bn:00059141n
	.	.	.		d001.s047.t053	.		X	
	-end-	-end-	-end-						
	If	if	ADP		d001.s048.t001	Se		X	
	it	it	PRON						
	is	be	VERB		d001.s048.t003	è	essere	V	
	,	,	.		d001.s048.t004	,		X	
	it	it	PRON						
	will	will	VERB		d001.s048.t005	sarà	essere	V	
	be	be	VERB						
d001.s048.t001	treated	treat	VERB	bn:00095141v	d001.s048.t006	trattato	trattare	V	bn:00095141v
	as	as	ADP		d001.s048.t007	come		X	
	an	a	DET		d001.s048.t008	un		X	
d001.s048.t002	operator	operator	NOUN	bn:00059141n	d001.s048.t009	operatore	operatore	N	bn:00059141n
	,	,	.						
	if	if	ADP		d001.s048.t010	se		X	
	it	it	PRON						
	is	be	VERB		d001.s048.t013	è	essere	V	
d001.s048.t003	not	not	ADV	bn:00116360r	d001.s048.t011	non		X	bn:00116360r
	,	,	.		d001.s048.t014	,		X	
	it	it	PRON						
	will	will	VERB		d001.s048.t015	sarà	essere	V	
	be	be	VERB						
d001.s048.t004	treated	treat	VERB	bn:00095141v	d001.s048.t016	trattato	trattare	V	bn:00095141v
	as	as	ADP		d001.s048.t017	come		X	
	a	a	DET		d001.s048.t018	una		X	
d001.s048.t005	user	user	NOUN	bn:00079373n	d001.s048.t020	utente	utente	N	bn:00079373n
d001.s048.t006	function	function	NOUN	bn:00036821n	d001.s048.t019	funzione	funzione	N	bn:00036821n
	.	.	.		d001.s048.t021	.		X	
	:	:	.		d001.s048.t022	:		X	
	=	=	.		d001.s048.t023	=		X	
	:	:	.		d001.s048.t024	:		X	
	It	it	PRON						
	is	be	VERB						
d001.s048.t007	used	use	VERB	bn:00082705v	d001.s048.t025	Usata	usare	V	bn:00082705v
	to	to	PRT		d001.s048.t026	per		X	
d001.s048.t008	define	define	VERB	bn:00086468v	d001.s048.t027	definire	definire	V	bn:00086468v
	a	a	DET		d001.s048.t031	una		X	
	variable	variable	ADJ		d001.s048.t032	variabile	variabile	N	
d001.s048.t009	value	value	NOUN	bn:00079508n	d001.s048.t029	valore	valore	N	bn:00079508n
	.	.	.		d001.s048.t033	.		X	
	?	?	.		d001.s048.t034	?		X	
	:	:	.		d001.s048.t035	:		X	
	Piecewise	piecewise	ADJ						
d001.s048.t010	condition	condition	NOUN	bn:00021645n	d001.s048.t038	condizione	condizione	N	bn:00021645n
d001.s048.t011	definition	definition	NOUN	bn:00025928n					
	.	.	.		d001.s048.t042	.		X	
	-end-	-end-	-end-						
	Piecewise	piecewise	NOUN						
	is	be	VERB		d001.s049.t007	è	essere	V	
	the	the	DET		d001.s049.t008	il		X	
d001.s049.t001	way	way	NOUN	bn:00033729n	d001.s049.t009	modo	modo	N	bn:00033729n
	we	we	PRON						
	can	can	VERB		d001.s049.t012	possiamo	potere	V	
d001.s049.t002	define	define	VERB	bn:00086468v	d001.s049.t013	definire	definire	V	bn:00086468v
d001.s049.t003	conditional	conditional	ADJ	bn:00100214a	d001.s049.t015	condizionali	condizionale	J	bn:00100214a
d001.s049.t004	operations	operation	NOUN	bn:00053826n	d001.s049.t015	condizionali	condizionale	J	bn:00053826n
	in	in	ADP		d001.s049.t016	in		X	
	kalgebra	kalgebra	NOUN		d001.s049.t017	kalgebra	kalgebra	N	
	.	.	.		d001.s049.t018	.		X	
	-end-	-end-	-end-						
	If	if	ADP		d001.s050.t001	Se		X	
	we	we	PRON		d001.s050.t002	introduciamo	introdurre	V	
d001.s050.t001	introduce	introduce	VERB	bn:00087681v	d001.s050.t002	introduciamo	introdurre	V	bn:00087681v
	the	the	DET		d001.s050.t003	la		X	
d001.s050.t002	condition	condition	NOUN	bn:00021645n	d001.s050.t004	condizione	condizione	N	bn:00021645n
	before	before	ADP		d001.s050.t005	prima	primo	J	
	the	the	DET		d001.s050.t006	del		X	
	?	?	.		d001.s050.t008	?		X	
	it	it	PRON						
	will	will	VERB		d001.s050.t013	sarà	essere	V	
d001.s050.t003	use	use	VERB	bn:00082705v	d001.s050.t014	usata	usare	V	bn:00082705v
	this	this	DET		d001.s050.t011	questa		X	
d001.s050.t004	condition	condition	NOUN	bn:00021645n	d001.s050.t012	condizione	condizione	N	bn:00021645n
d001.s050.t005	only if	only_if	ADV	bn:00116450r	d001.s050.t016	se		X	bn:00116450r
	it	it	PRON						
	is	be	VERB		d001.s050.t017	è	essere	V	
d001.s050.t006	true	true	ADJ	bn:00112148a	d001.s050.t018	vera	vero	J	bn:00112148a
	,	,	.						
	if	if	ADP		d001.s050.t019	se		X	
	it	it	PRON						
d001.s050.t007	finds	find	VERB	bn:00086708v	d001.s050.t021	trovato	trovare	V	bn:00086708v
	a	a	DET		d001.s050.t022	un		X	
	?	?	.		d001.s050.t024	?		X	
	without	without	ADP		d001.s050.t026	senza		X	
	any	any	DET						
d001.s050.t008	condition	condition	NOUN	bn:00021645n	d001.s050.t027	condizione	condizione	N	bn:00021645n
	,	,	.		d001.s050.t028	,		X	
	it	it	PRON						
	will	will	VERB		d001.s050.t029	verrà	venire	V	
d001.s050.t009	enter	enter	VERB	bn:00085363v					
	in	in	ADP		d001.s050.t031	come		X	
	the	the	DET						
d001.s050.t010	last	last	ADJ	bn:00105740a	d001.s050.t032	ultima	ultimo	J	bn:00105740a
d001.s050.t011	wf	wf	NOUN	bn:00016401n					
	.	.	.		d001.s050.t034	.		X	
	{	{	.		d001.s050.t035	{		X	
	}	}	.		d001.s050.t036	}		X	
	:	:	.		d001.s050.t037	:		X	
	MathML	mathml	NOUN		d001.s050.t039	MathML	mathml	N	
	container	container	NOUN		d001.s050.t038	contenitore	contenitore	N	
	.	.	.						
	It	it	PRON						
	can	can	VERB		d001.s050.t041	Può	potere	V	
	be	be	VERB		d001.s050.t042	essere	essere	V	
d001.s050.t012	used	use	VERB	bn:00082705v	d001.s050.t043	usato	usare	V	bn:00082705v
	to	to	PRT		d001.s050.t044	per		X	
d001.s050.t013	define	define	VERB	bn:00086468v	d001.s050.t045	definire	definire	V	bn:00086468v
	a	a	DET		d001.s050.t046	un		X	
	container	container	NOUN		d001.s050.t047	contenitore	contenitore	N	
	.	.	.		d001.s050.t048	.		X	
	-end-	-end-	-end-						
