Token ID	Token	Lemma	POS	Gold Senses	Silver Senses	Filtered Sense	Gold Gloss	Silver Gloss
d002.s002.t015	grafici	grafico	N	bn:00017904n	bn:00041412n	bn:00041412n	A visual display of information	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s002.t016	2D	2d	N	bn:00780722n				
d002.s002.t017	e		X					
d002.s002.t018	3D	3d	N	bn:01656647n	bn:03647100n	bn:03647100n		
d002.s002.t019	.		X					
d002.s003.t001	Non	non	R	bn:00116360r	bn:00116360r	bn:00116360r		
d002.s003.t002	è	essere	V					
d002.s003.t003	necessario	necessario	J	bn:00104964a	bn:00107182a	bn:00107182a	Not to be dispensed with; essential	Absolutely essential
d002.s003.t004	conoscere	conoscere	V	bn:00090141v	bn:00085261v	bn:00085261v	Know how to do or perform something	Be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about
d002.s003.t005	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n		
d002.s003.t006	per		X					
d002.s003.t007	usare	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s003.t008	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n		
d002.s003.t009	.		X					
d002.s004.t001	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n		
d002.s004.t002	è	essere	V					
d002.s004.t003	una		X					
d002.s004.t004	calcolatrice	calcolatrice	N	bn:02710162n	bn:00946167n	bn:00946167n		
d002.s004.t005	grafica	grafico	J					
d002.s004.t006	basata	basare	V	bn:00083141v	bn:00083141v	bn:00083141v		
d002.s004.t007	sul		X					
d002.s004.t008	linguaggio	linguaggio	N	bn:00048027n				
d002.s004.t009	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n		
d002.s004.t010	.		X					
d002.s005.t001	Anche		X					
d002.s005.t002	se		X					
d002.s005.t003	inizialmente	inizialmente	R	bn:00114055r	bn:00114055r	bn:00114055r		
d002.s005.t004	era	essere	V					
d002.s005.t005	orientata	orientare	V	bn:00082489v	bn:00091201v	bn:00091201v	Intend (something) to move towards a certain goal	Adjust to a specific need or market
d002.s005.t006	all'		X					
d002.s005.t007	uso	uso	N	bn:00030627n				
d002.s005.t008	usando	usare	V	bn:00082705v				
d002.s005.t009	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n		
d002.s005.t010	,		X					
d002.s005.t011	può	potere	V					
d002.s005.t012	essere	essere	V					
d002.s005.t013	usata	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s005.t014	da		X					
d002.s005.t015	chiunque		X					
d002.s005.t016	con		X					
d002.s005.t017	un		X					
d002.s005.t018	minimo	minimo	N	bn:00052194n	bn:00106058a	bn:00106058a	The smallest possible quantity	Limited or below average in number or quantity or magnitude or extent
d002.s005.t019	di		X					
d002.s005.t020	conoscenza	conoscenza	N	bn:00007498n	bn:00020452n	bn:00020452n	Having knowledge of	The psychological result of perception and learning and reasoning
d002.s005.t021	matematica	matematico	J	bn:00106488a	bn:00106488a	bn:00106488a		
d002.s005.t022	.		X					
d002.s006.t001	Immagine	immagine	N	bn:00045772n	bn:00115639r			
d002.s006.t002	della		X					
d002.s006.t003	finestra	finestra	N	bn:00081292n	bn:00081292n	bn:00081292n		
d002.s006.t004	principale	principale	J	bn:00099598a	bn:01157212n			
d002.s006.t005	di		X					
d002.s006.t006	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n		
d002.s007.t001	Finestra	finestra	N	bn:00081292n	bn:00081292n	bn:00081292n		
d002.s007.t002	principale	principale	J	bn:00099598a	bn:00099598a	bn:00099598a		
d002.s007.t003	di		X					
d002.s007.t004	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n		
d002.s008.t001	La		X					
d002.s008.t002	finestra	finestra	N	bn:00081292n	bn:00081292n	bn:00081292n		
d002.s008.t003	principale	principale	J	bn:00099598a	bn:00099598a	bn:00099598a		
d002.s008.t004	di		X					
d002.s008.t005	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n		
d002.s008.t006	è	essere	V					
d002.s008.t007	composta	comporre	V	bn:00085487v				
d002.s008.t008	da		X					
d002.s008.t009	una		X					
d002.s008.t010	scheda	scheda	N	bn:00120018n	bn:00120018n	bn:00120018n		
d002.s008.t011	Console	console	N	bn:00019751n	bn:00020949n	bn:00020949n	A user interface in which you type commands instead of choosing them from a menu or selecting an icon	Commands that a user types in order to run an application
d002.s008.t012	,		X					
d002.s008.t013	una		X					
d002.s008.t014	scheda	scheda	N	bn:00120018n	bn:00120018n	bn:00120018n		
d002.s008.t015	2D	2d	N	bn:00780722n				
d002.s008.t016	,		X					
d002.s008.t017	una		X					
d002.s008.t018	scheda	scheda	N	bn:00120018n	bn:00120018n	bn:00120018n		
d002.s008.t019	3D	3d	N	bn:01656647n	bn:03647100n	bn:03647100n		
d002.s008.t020	e		X					
d002.s008.t021	una		X					
d002.s008.t022	scheda	scheda	N	bn:00120018n	bn:00120018n	bn:00120018n		
d002.s008.t023	Dizionario	dizionario	N	bn:00026967n	bn:00026967n	bn:00026967n		
d002.s008.t024	.		X					
d002.s009.t001	Sotto		X		bn:00114401r			
d002.s009.t002	queste		X					
d002.s009.t003	schede	scheda	N	bn:00120018n	bn:00120018n	bn:00120018n		
d002.s009.t004	si		X					
d002.s009.t005	trova	trovare	V	bn:00088204v	bn:00086708v	bn:00086708v	Come upon after searching; find the location of something that was missed or lost	Discover or determine the existence, presence, or fact of
d002.s009.t006	un		X					
d002.s009.t007	campo	campo	N	bn:00034274n	bn:00034274n	bn:00034274n		
d002.s009.t008	di		X					
d002.s009.t009	inserimento	inserimento	N		bn:00046850n			
d002.s009.t010	per		X					
d002.s009.t011	scrivere	scrivere	V	bn:00093281v	bn:00095295v	bn:00095295v	Record data on a computer	Write by means of a keyboard with types
d002.s009.t012	le		X					
d002.s009.t013	funzioni	funzione	N	bn:00036821n				
d002.s009.t014	o		X					
d002.s009.t015	fare	fare	V	bn:00085334v	bn:00087107v	bn:00087107v	Proceed or get along	Carry out or perform an action
d002.s009.t016	calcoli	calcolo	N	bn:00014688n	bn:00014688n	bn:00014688n		
d002.s009.t017	.		X					
d002.s010.t001	Se		X					
d002.s010.t002	vogliamo	volere	V	bn:00086682v	bn:00086682v	bn:00086682v		
d002.s010.t003	capire	capire	V	bn:00082727v	bn:00092443v	bn:00092443v	Get the meaning of something	Perceive (an idea or situation) mentally
d002.s010.t004	come		X					
d002.s010.t005	funziona	funzionare	V	bn:00088629v	bn:00088629v	bn:00088629v		
d002.s010.t006	,		X					
d002.s010.t007	la		X					
d002.s010.t008	cosa	cosa	N	bn:00076919n	bn:00076919n	bn:00076919n		
d002.s010.t009	migliore	migliore	J	bn:00098274a	bn:00098274a			
d002.s010.t010	da		X					
d002.s010.t011	fare	fare	V	bn:00085334v	bn:00087107v	bn:00087107v	Proceed or get along	Carry out or perform an action
d002.s010.t012	è	essere	V					
d002.s010.t013	comprendere	comprendere	V	bn:00082727v	bn:00082472v	bn:00082472v	Get the meaning of something	Be fully aware or cognizant of
d002.s010.t014	che		X					
d002.s010.t015	ciò		X					
d002.s010.t016	che		X					
d002.s010.t017	viene	venire	V					
d002.s010.t018	inserito	inserire	V	bn:00087594v	bn:00046850n			
d002.s010.t019	è	essere	V					
d002.s010.t020	convertito	convertire	V	bn:00084772v	bn:00084772v	bn:00084772v		
d002.s010.t021	in		X					
d002.s010.t022	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n		
d002.s010.t023	,		X					
d002.s010.t024	anche		X					
d002.s010.t025	se		X					
d002.s010.t026	non		X		bn:00116360r			
d002.s010.t027	è	essere	V					
d002.s010.t028	necessario	necessario	J	bn:00104964a	bn:00107182a	bn:00107182a	Not to be dispensed with; essential	Absolutely essential
d002.s010.t029	conoscere	conoscere	V	bn:00090141v	bn:00085261v	bn:00085261v	Know how to do or perform something	Be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about
d002.s010.t030	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n		
d002.s010.t031	.		X					
d002.s011.t001	Ho	avere	V					
d002.s011.t002	basato	basare	V	bn:00083141v	bn:00083141v	bn:00083141v		
d002.s011.t003	la		X					
d002.s011.t004	sintassi	sintassi	N	bn:02561609n	bn:02561609n	bn:02561609n		
d002.s011.t005	praticamente	praticamente	R	bn:00116297r	bn:00114508r	bn:00114508r	(degree adverb used before a noun phrase) for all practical purposes but not completely	In essence; at bottom or by one's (or its) very nature
d002.s011.t006	sul		X					
d002.s011.t007	senso	senso	N	bn:00021164n	bn:00021164n	bn:00021164n		
d002.s011.t008	comune	comune	J	bn:00100090a	bn:00021164n	bn:00021164n	Belonging to or participated in by a community as a whole; public	Sound practical judgment
d002.s011.t009	,		X					
d002.s011.t010	e		X					
d002.s011.t011	non		X		bn:00116360r			
d002.s011.t012	dovrebbe	dovere	V					
d002.s011.t013	essere	essere	V					
d002.s011.t014	difficile	difficile	J	bn:00101358a	bn:00101358a	bn:00101358a		
d002.s011.t015	.		X					
d002.s012.t001	Ho	avere	V					
d002.s012.t002	dato	dare	V	bn:00088817v	bn:00090448v			
d002.s012.t003	un'		X					
d002.s012.t004	occhiata	occhiata	N	bn:00023260n				
d002.s012.t005	alla		X					
d002.s012.t006	sintassi	sintassi	N	bn:02561609n	bn:02561609n	bn:02561609n		
d002.s012.t007	di		X					
d002.s012.t008	Maxima	maxima	N	bn:03857246n	bn:03857246n	bn:03857246n		
d002.s012.t009	e		X					
d002.s012.t010	di		X					
d002.s012.t011	Maple	maple	N	bn:03668936n				
d002.s012.t012	,		X					
d002.s012.t013	in		X		bn:00114748r			
d002.s012.t014	modo	modo	N	bn:00001965n				
d002.s012.t015	da		X					
d002.s012.t016	esserne	essere	V					
d002.s012.t017	abbastanza	abbastanza	R	bn:00115313r	bn:00116789r	bn:00116789r	To a moderately sufficient extent or degree	Used as intensifiers; `real' is sometimes used informally for `really'; `rattling' is informal
d002.s012.t018	simile	simile	J	bn:00096782a	bn:00096782a	bn:00096782a		
d002.s012.t019	.		X					
d002.s013.t001	+		X					
d002.s013.t002	-		X					
d002.s013.t003	*		X					
d002.s013.t004	/		X					
d002.s013.t005	:		X					
d002.s013.t006	addizione	addizione	N	bn:00001296n	bn:00001296n	bn:00001296n		
d002.s013.t007	,		X					
d002.s013.t008	sottrazione	sottrazione	N	bn:00055233n	bn:00055233n	bn:00055233n		
d002.s013.t009	,		X					
d002.s013.t010	moltiplicazione	moltiplicazione	N	bn:00056300n	bn:00056300n	bn:00056300n		
d002.s013.t011	e		X					
d002.s013.t012	divisione	divisione	N	bn:00027919n	bn:00027919n	bn:00027919n		
d002.s013.t013	.		X					
d002.s014.t001	^	^	X					
d002.s014.t002	,		X					
d002.s014.t003	**	**	X					
d002.s014.t004	:		X					
d002.s014.t005	elevamento	elevamento	N	bn:00032362n				
d002.s014.t006	a		X					
d002.s014.t007	potenza	potenza	N	bn:00032355n	bn:00032355n	bn:00032355n		
d002.s014.t008	,		X					
d002.s014.t009	puoi	potere	V					
d002.s014.t010	usare	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s014.t011	entrambi	entrambi	J					
d002.s014.t012	.		X					
d002.s015.t001	È	essere	V					
d002.s015.t002	anche		X		bn:00114246r			
d002.s015.t003	possibile	possibile	J	bn:00108829a	bn:00108829a	bn:00108829a		
d002.s015.t004	usare	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s015.t005	il		X					
d002.s015.t006	carattere	carattere	N		bn:09438926n	bn:09438926n		
d002.s015.t007	Unicode	unicode	N	bn:02529895n	bn:02529895n	bn:02529895n		
d002.s015.t008	²		X					
d002.s015.t009	.		X					
d002.s016.t001	Con		X					
d002.s016.t002	gli		X					
d002.s016.t003	elevamenti	elevamento	N	bn:00032362n				
d002.s016.t004	a		X					
d002.s016.t005	potenza	potenza	N	bn:00032355n				
d002.s016.t006	è	essere	V					
d002.s016.t007	anche		X					
d002.s016.t008	possibile	possibile	J	bn:00108829a				
d002.s016.t009	effettuare	effettuare	V	bn:00082225v	bn:00090557v	bn:00090557v	Put in effect	Perform or carry out
d002.s016.t010	radici	radice	N	bn:00068247n				
d002.s017.t001	-gt		X					
d002.s017.t002	:		X					
d002.s017.t003	È	essere	V					
d002.s017.t004	il		X		bn:00001965n			
d002.s017.t005	modo	modo	N	bn:00001965n	bn:00001965n	bn:00001965n		
d002.s017.t006	di		X					
d002.s017.t007	specificare	specificare	V	bn:00086464v	bn:00086468v	bn:00086468v	Determine the essential quality of	Decide upon or fix definitely
d002.s017.t008	la		X					
d002.s017.t009	variabile	variabile	N	bn:00079583n	bn:00079583n	bn:00079583n		
d002.s017.t010	vincolata	vincolare	V					
d002.s017.t011	in		X					
d002.s017.t012	una		X					
d002.s017.t013	funzione	funzione	N	bn:00036821n	bn:00036821n	bn:00036821n		
d002.s017.t014	.		X					
d002.s018.t001	(		X					
d002.s018.t002	)		X					
d002.s018.t003	:		X					
d002.s018.t004	usato	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s018.t005	per		X					
d002.s018.t006	specificare	specificare	V	bn:00086464v	bn:00086468v	bn:00086468v	Determine the essential quality of	Decide upon or fix definitely
d002.s018.t007	una		X					
d002.s018.t008	priorità	priorità	N	bn:00064072n	bn:00004489n	bn:00004489n	Status established in order of importance or urgency	Preceding in time
d002.s018.t009	più		X					
d002.s018.t010	alta	alto	J	bn:00104162a	bn:00104162a	bn:00104162a		
d002.s018.t011	.		X					
d002.s019.t001	abc(parametri)		X					
d002.s019.t002	:		X					
d002.s019.t003	Quando		X					
d002.s019.t004	l'		X					
d002.s019.t005	analizzatore	analizzatore	N	bn:00003792n	bn:00060753n			
d002.s019.t006	trova	trovare	V	bn:00088204v	bn:00082811v	bn:00082811v	Come upon after searching; find the location of something that was missed or lost	Establish after a calculation, investigation, experiment, survey, or study
d002.s019.t007	una		X					
d002.s019.t008	funzione	funzione	N	bn:00036821n	bn:00036821n	bn:00036821n		
d002.s019.t009	,		X					
d002.s019.t010	controlla	controllare	V	bn:00082812v				
d002.s019.t011	se		X					
d002.s019.t012	«		X					
d002.s019.t013	abc		X					
d002.s019.t014	»		X					
d002.s019.t015	è	essere	V					
d002.s019.t016	un		X					
d002.s019.t017	operatore	operatore	N	bn:00059141n	bn:00059141n	bn:00059141n		
d002.s019.t018	.		X					
d002.s020.t001	Se		X					
d002.s020.t002	lo		X					
d002.s020.t003	è	essere	V					
d002.s020.t004	,		X					
d002.s020.t005	sarà	essere	V					
d002.s020.t006	trattato	trattare	V	bn:00087116v	bn:00095141v	bn:00095141v	Interact in a certain way	Regard or consider in a specific way
d002.s020.t007	come		X					
d002.s020.t008	un		X					
d002.s020.t009	operatore	operatore	N	bn:00059141n	bn:00059141n	bn:00059141n		
d002.s020.t010	se		X					
d002.s020.t011	non		X		bn:00116360r			
d002.s020.t012	lo		X					
d002.s020.t013	è	essere	V					
d002.s020.t014	,		X					
d002.s020.t015	sarà	essere	V					
d002.s020.t016	trattato	trattare	V	bn:00087116v	bn:00095141v	bn:00095141v	Interact in a certain way	Regard or consider in a specific way
d002.s020.t017	come		X					
d002.s020.t018	una		X					
d002.s020.t019	funzione	funzione	N	bn:00036821n	bn:00036821n	bn:00036821n		
d002.s020.t020	utente	utente	N	bn:00079373n	bn:00079373n	bn:00079373n		
d002.s020.t021	.		X					
d002.s021.t001	:		X					
d002.s021.t002	#ERROR!		X					
d002.s021.t003	:		X					
d002.s021.t004	Usata	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s021.t005	per		X					
d002.s021.t006	definire	definire	V	bn:00086466v	bn:00086468v	bn:00086468v	Determine the nature of	Decide upon or fix definitely
d002.s021.t007	il		X					
d002.s021.t008	valore	valore	N	bn:00079508n	bn:00079508n	bn:00079508n		
d002.s021.t009	di		X					
d002.s021.t010	una		X					
d002.s021.t011	variabile	variabile	N	bn:00079583n				
d002.s021.t012	.		X					
d002.s022.t001	?		X					
d002.s022.t002	:		X					
d002.s022.t003	Definizione	definizione	N	bn:00025928n	bn:03132721n			
d002.s022.t004	di		X					
d002.s022.t005	condizione	condizione	N	bn:00021645n	bn:00021645n	bn:00021645n		
d002.s022.t006	definita	definire	V	bn:00086466v	bn:00025928n			
d002.s022.t007	a		X	bn:03132721n				
d002.s022.t008	tratti	tratto	N					
d002.s022.t009	.		X					
d002.s023.t001	Una		X					
d002.s023.t002	definizione	definizione	N	bn:00025928n				
d002.s023.t003	""""		X					
d002.s023.t004	a		X	bn:03132721n				
d002.s023.t005	tratti	tratto	N					
d002.s023.t006	""""		X					
d002.s023.t007	è	essere	V					
d002.s023.t008	il		X		bn:00001965n			
d002.s023.t009	modo	modo	N	bn:00001965n	bn:00001965n	bn:00001965n		
d002.s023.t010	in		X					
d002.s023.t011	cui		X					
d002.s023.t012	possiamo	potere	V					
d002.s023.t013	definire	definire	V	bn:00086466v	bn:00086468v	bn:00086468v	Determine the nature of	Decide upon or fix definitely
d002.s023.t014	operazioni	operazione	N	bn:00053826n				
d002.s023.t015	condizionali	condizionale	J	bn:00100214a				
d002.s023.t016	in		X					
d002.s023.t017	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n		
d002.s023.t018	.		X					
d002.s024.t001	Se		X					
d002.s024.t002	introduciamo	introdurre	V	bn:00087594v	bn:00087681v	bn:00087681v	Introduce	Put or introduce into something
d002.s024.t003	la		X					
d002.s024.t004	condizione	condizione	N	bn:00019220n	bn:00021645n	bn:00021645n	Information that should be kept in mind when making a decision	An assumption on which rests the validity or effect of something else
d002.s024.t005	prima	primo	J	bn:00103006a				
d002.s024.t006	del		X					
d002.s024.t007	«		X					
d002.s024.t008	?		X		bn:00047210n			
d002.s024.t009	»		X					
d002.s024.t010	,		X					
d002.s024.t011	questa		X					
d002.s024.t012	condizione	condizione	N	bn:00019220n	bn:00021645n	bn:00021645n	Information that should be kept in mind when making a decision	An assumption on which rests the validity or effect of something else
d002.s024.t013	sarà	essere	V					
d002.s024.t014	usata	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s024.t015	solo		X		bn:00116450r			
d002.s024.t016	se		X					
d002.s024.t017	è	essere	V					
d002.s024.t018	vera	vero	J	bn:00112146a	bn:00112146a	bn:00112146a		
d002.s024.t019	se		X					
d002.s024.t020	viene	venire	V					
d002.s024.t021	trovato	trovare	V	bn:00088204v				
d002.s024.t022	un		X					
d002.s024.t023	«		X					
d002.s024.t024	?		X		bn:00047210n			
d002.s024.t025	»		X					
d002.s024.t026	senza		X					
d002.s024.t027	condizione	condizione	N	bn:00019220n	bn:00021645n	bn:00021645n	Information that should be kept in mind when making a decision	An assumption on which rests the validity or effect of something else
d002.s024.t028	,		X					
d002.s024.t029	verrà	venire	V					
d002.s024.t030	usato	usare	V	bn:00082705v	bn:00085363v			
d002.s024.t031	come		X					
d002.s024.t032	ultima	ultimo	J	bn:00105740a	bn:00102969a	bn:00102969a	Coming after all others in time or space or degree or being the only one remaining	Conclusive in a process or progression
d002.s024.t033	alternativa	alternativa	N	bn:00003132n	bn:00016401n			
d002.s024.t034	.		X					
d002.s025.t001	Utile	utile	N		bn:00113455a	bn:00113455a		
d002.s025.t002	principalmente	principalmente	R	bn:00114714r				
d002.s025.t003	per		X					
d002.s025.t004	le		X					
d002.s025.t005	funzioni	funzione	N	bn:00036821n	bn:00095812v	bn:00095812v	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	Exert oneself by doing mental or physical work for a purpose or out of necessity
d002.s025.t006	definite	definire	V	bn:00086466v				
d002.s025.t007	a		X	bn:03132721n				
d002.s025.t008	tratti	tratto	N		bn:03132721n			
d002.s025.t009	.		X					
d002.s026.t001	Adesso	adesso	R	bn:00114424r				
d002.s026.t002	potresti	potere	V					
d002.s026.t003	chiedermi	chiedere	V	bn:00082817v				
d002.s026.t004	:		X					
d002.s026.t005	perché		X					
d002.s026.t006	l'		X					
d002.s026.t007	utente	utente	N	bn:00022095n				
d002.s026.t008	dovrebbe	dovere	V					
d002.s026.t009	conoscere	conoscere	V	bn:00090141v				
d002.s026.t010	MathML	mathml	N	bn:03313895n				
d002.s026.t011	?		X					
d002.s026.t012	Semplice	semplice	J	bn:00101973a				
d002.s026.t013	:		X					
d002.s026.t014	con		X					
d002.s026.t015	il		X					
d002.s026.t016	MathML	mathml	N	bn:03313895n				
d002.s026.t017	possiamo	potere	V					
d002.s026.t018	operare	operare	V	bn:00088629v	bn:00085744v	bn:00085744v	Perform as expected when applied	Handle and cause to function
d002.s026.t019	con		X					
d002.s026.t020	funzioni	funzione	N	bn:00036821n				
d002.s026.t021	come		X					
d002.s026.t022	cos()	cos	N	bn:00022956n	bn:00022956n	bn:00022956n		
d002.s026.t023	,		X					
d002.s026.t024	sin()	sin	N	bn:00071709n				
d002.s026.t025	(		X					
d002.s026.t026	e		X					
d002.s026.t027	qualsiasi	qualsiasi	J	bn:00097285a				
d002.s026.t028	altra		X		bn:00108011a			
d002.s026.t029	funzione	funzione	N	bn:00019189n	bn:00036821n	bn:00036821n	Function of an angle expressed as a ratio of the length of the sides of right-angled triangle containing the angle	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)
d002.s026.t030	trigonometrica	trigonometrico	J	bn:00112111a	bn:00112111a	bn:00112111a		
d002.s026.t031	)		X					
d002.s026.t032	,		X					
d002.s026.t033	sum()	sum	N	bn:00001296n				
d002.s026.t034	o		X					
d002.s026.t035	product()	product	N	bn:00053827n	bn:00053827n	bn:00053827n		
d002.s026.t036	.		X					
d002.s027.t001	Non		X					
d002.s027.t002	importa	importare	V	bn:00085860v	bn:00085860v	bn:00085860v		
d002.s027.t003	che		X					
d002.s027.t004	tipo	tipo	N	bn:00035907n	bn:00035907n	bn:00035907n		
d002.s027.t005	di		X					
d002.s027.t006	funzione	funzione	N	bn:00036821n				
d002.s027.t007	sia	essere	V					
d002.s027.t008	.		X					
d002.s028.t001	Possiamo	potere	V					
d002.s028.t002	usare	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s028.t003	plus()	plus	N	bn:00001296n	bn:00001296n	bn:00001296n		
d002.s028.t004	,		X					
d002.s028.t005	times()	times	N	bn:00056300n	bn:00056300n	bn:00056300n		
d002.s028.t006	e		X					
d002.s028.t007	qualunque	qualunque	J					
d002.s028.t008	cosa	cosa	N	bn:00076924n				
d002.s028.t009	che		X					
d002.s028.t010	ha	avere	V	bn:00088078v	bn:00088078v	bn:00088078v		
d002.s028.t011	un		X					
d002.s028.t012	operatore	operatore	N	bn:00059141n	bn:00059141n	bn:00059141n		
d002.s028.t013	.		X					
d002.s029.t001	La		X					
d002.s029.t002	console	console	N	bn:00019751n				
d002.s029.t003	di		X					
d002.s029.t004	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n		
d002.s029.t005	è	essere	V					
d002.s029.t006	utile	utile	J	bn:00104094a	bn:00113455a	bn:00113455a	Providing assistance or serving a useful function	Being of use or service
d002.s029.t007	come		X					
d002.s029.t008	calcolatrice	calcolatrice	N	bn:03099895n	bn:00946167n	bn:00946167n		
d002.s029.t009	.		X					
d002.s030.t001	C		X		bn:00114427r			
d002.s030.t002	è	essere	V					
d002.s030.t003	una		X					
d002.s030.t004	lista	lista	N	bn:00051508n	bn:00051508n	bn:00051508n		
d002.s030.t005	delle		X					
d002.s030.t006	variabili	variabile	N	bn:00079583n	bn:00079583n	bn:00079583n		
d002.s030.t007	dichiarate	dichiarare	V					
d002.s030.t008	.		X					
d002.s031.t001	Facendo	fare	V	bn:00625364n				
d002.s031.t002	doppio	doppio	J	bn:00625364n				
d002.s031.t003	clic	clic	N					
d002.s031.t004	su		X					
d002.s031.t005	ognuna		X					
d002.s031.t006	di		X					
d002.s031.t007	esse		X					
d002.s031.t008	puoi	potere	V					
d002.s031.t009	vedere	vedere	V	bn:00084662v	bn:00084662v	bn:00084662v		
d002.s031.t010	una		X					
d002.s031.t011	finestra	finestra	N	bn:00026837n				
d002.s031.t012	di		X					
d002.s031.t013	dialogo	dialogo	N					
d002.s031.t014	che		X					
d002.s031.t015	ti		X					
d002.s031.t016	permette	permettere	V	bn:00082536v	bn:00082536v	bn:00082536v		
d002.s031.t017	di		X					
d002.s031.t018	modificarne	modificare	V	bn:00082553v	bn:00082553v	bn:00082553v		
d002.s031.t019	il		X					
d002.s031.t020	valore	valore	N	bn:00079508n	bn:00079508n	bn:00079508n		
d002.s031.t021	(		X					
d002.s031.t022	un		X					
d002.s031.t023	modo	modo	N	bn:00001965n	bn:00001965n	bn:00001965n		
d002.s031.t024	per		X					
d002.s031.t025	ingannare	ingannare	V		bn:00088310v	bn:00088310v		
d002.s031.t026	il		X					
d002.s031.t027	log	log	N	bn:03986055n	bn:00051831n	bn:00051831n		
d002.s031.t028	)		X					
d002.s031.t029	.		X					
d002.s032.t001	Ogni	ogni	J	bn:00096798a				
d002.s032.t002	volta	volta	N	bn:00019848n	bn:00019848n	bn:00019848n		
d002.s032.t003	che		X					
d002.s032.t004	inserisci	inserire	V	bn:00087594v	bn:00087679v	bn:00087679v	Introduce	Make a record of; set down in permanent form
d002.s032.t005	un'		X					
d002.s032.t006	espressione	espressione	N	bn:00032395n	bn:00032395n	bn:00032395n		
d002.s032.t007	,		X					
d002.s032.t008	il		X					
d002.s032.t009	valore	valore	N	bn:00079508n	bn:00079508n	bn:00079508n		
d002.s032.t010	della		X					
d002.s032.t011	variabile	variabile	N	bn:00079583n	bn:00079583n	bn:00079583n		
d002.s032.t012	«		X					
d002.s032.t013	ans		X					
d002.s032.t014	»		X					
d002.s032.t015	sarà	essere	V					
d002.s032.t016	modificato	modificare	V	bn:00082553v	bn:00082553v	bn:00082553v		
d002.s032.t017	all'		X					
d002.s032.t018	ultimo	ultimo	J	bn:00105739a	bn:00105739a	bn:00105739a		
d002.s032.t019	risultato	risultato	N	bn:00034520n	bn:00034520n	bn:00034520n		
d002.s032.t020	.		X					
d002.s033.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n		
d002.s033.t002	N	n	N	bn:00056688n	bn:00056688n	bn:00056688n		
d002.s033.t003	Nuovo	nuovo	N		bn:00081292n			
d002.s034.t001	Pulisce	pulire	V	bn:00085059v				
d002.s034.t002	la		X					
d002.s034.t003	console	console	N	bn:00019751n				
d002.s034.t004	.		X					
d002.s035.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n		
d002.s035.t002	C	c	N	bn:00014379n	bn:00049538n			
d002.s035.t003	Carica	caricare	V	bn:00090416v	bn:00090416v	bn:00090416v		
d002.s035.t004	script	script	N	bn:03932262n				
d002.s036.t001	Esegue	eseguire	V	bn:00082225v	bn:00082225v	bn:00082225v		
d002.s036.t002	le		X					
d002.s036.t003	istruzioni	istruzione	N	bn:00020945n	bn:00020945n	bn:00020945n		
d002.s036.t004	presenti	presente	J	bn:00108978a	bn:00114819r			
d002.s036.t005	in		X					
d002.s036.t006	un		X					
d002.s036.t007	file	file	N	bn:00021475n	bn:00021475n	bn:00021475n		
d002.s036.t008	.		X					
d002.s037.t001	Un		X					
d002.s037.t002	buon	buono	J	bn:00100490a	bn:00107292a	bn:00107292a	Free from error; especially conforming to fact or truth	Pleasant or pleasing or agreeable in nature or appearance
d002.s037.t003	metodo	metodo	N	bn:00054625n				
d002.s037.t004	per		X					
d002.s037.t005	creare	creare	V	bn:00086009v				
d002.s037.t006	""""		X					
d002.s037.t007	librerie	libreria	N	bn:00050969n	bn:00050969n	bn:00050969n		
d002.s037.t008	""""		X					
d002.s037.t009	o		X					
d002.s037.t010	riprendere	riprendere	V	bn:00092413v	bn:00092413v	bn:00092413v		
