Token ID	Token	Lemma	POS	Sense
d002.s020.t018	یک	یک	NUM	
d002.s020.t019	تابع	تابع	NOUN,EZ	
d002.s020.t020	کاربر	کاربر	NOUN	
d002.s020.t021	در	در	ADP	
d002.s020.t022	نظر	نظر	NOUN	
d002.s020.t023	گرفته_می‌شود	گرفت#گیر	VERB	
d002.s020.t024	.	.	PUNCT	
d002.s021.t001	:	:	PUNCT	
d002.s021.t002	#ERROR!	#ERROR!	NOUN	
d002.s021.t003	:	:	PUNCT	
d002.s021.t004	برای	برای	ADP,EZ	
d002.s021.t005	تعریف	تعریف	NOUN,EZ	
d002.s021.t006	مقدار	مقدار	NOUN,EZ	
d002.s021.t007	متغیر	متغیر	ADJ	
d002.s021.t008	استفاده	استفاده	NOUN	
d002.s021.t009	می‌شود	شد#شو	VERB	
d002.s021.t010	.	.	PUNCT	
d002.s022.t001	?	?	PUNCT	
d002.s022.t002	:	:	PUNCT	
d002.s022.t003	تعریف	تعریف	NOUN,EZ	
d002.s022.t004	شرط	شرط	NOUN,EZ	
d002.s022.t005	تکه‌ای	تکه	NOUN	
d002.s022.t006	.	.	PUNCT	
d002.s023.t001	روشی	روش	NOUN	
d002.s023.t002	است	است	VERB	
d002.s023.t003	که	که	SCONJ	
d002.s023.t004	ما	ما	PRON	
d002.s023.t005	می‌توانیم	توانست#توان	VERB	
d002.s023.t006	عملیات	عملیات	NOUN,EZ	
d002.s023.t007	شرطی	شرطی	ADJ	
d002.s023.t008	را	را	ADP	
d002.s023.t009	در	در	ADP	
d002.s023.t010	کلجبرا	کلجبرا	NOUN	
d002.s023.t011	تعریف	تعریف	NOUN	
d002.s023.t012	کنیم	کرد#کن	VERB	
d002.s023.t013	.	.	PUNCT	
d002.s024.t001	اگر	اگر	SCONJ	
d002.s024.t002	شرط	شرط	NOUN	
d002.s024.t003	را	را	ADP	
d002.s024.t004	قبل	قبل	ADP	
d002.s024.t005	از	از	ADP	
d002.s024.t006	از	از	ADP	
d002.s024.t007	این	این	DET	
d002.s024.t008	شرط	شرط	NOUN	
d002.s024.t009	فقط	فقط	ADV	
d002.s024.t010	در	در	ADP	
d002.s024.t011	صورتی	صورتی	NOUN	
d002.s024.t012	استفاده	استفاده	NOUN	
d002.s024.t013	می‌کند	کرد#کن	VERB	
d002.s024.t014	که	که	SCONJ	
d002.s024.t015	درست	درست	ADJ	
d002.s024.t016	باشد	باشید#باش	VERB	
d002.s024.t017	،	،	PUNCT	
d002.s024.t018	اگر	اگر	SCONJ	
d002.s024.t019	a	a	NOUN	
d002.s024.t020	را	را	ADP	
d002.s024.t021	پیدا	پیدا	ADJ	
d002.s024.t022	کند	کند	VERB	
d002.s024.t023	؟	؟	PUNCT	
d002.s024.t024	بدون	بدون	ADP,EZ	
d002.s024.t025	هیچ	هیچ	DET	
d002.s024.t026	شرطی	شرطی	NOUN	
d002.s024.t027	در	در	ADP	
d002.s024.t028	آخرین	آخرین	NUM	
d002.s024.t029	مرحله	مرحله	NOUN	
d002.s024.t030	وارد	وارد	NOUN	
d002.s024.t031	می‌شود	شد#شو	VERB	
d002.s024.t032	.	.	PUNCT	
d002.s025.t001	{	{	PUNCT	
d002.s025.t002	}	}	PUNCT	
d002.s025.t003	:	:	PUNCT	
d002.s025.t004	ظرف	ظرف	NOUN,EZ	
d002.s025.t005	MathML	MathML	NOUN	
d002.s025.t006	.	.	PUNCT	
d002.s026.t001	می‌توان	می‌توان	VERB	
d002.s026.t002	از	از	ADP	
d002.s026.t003	آن	آن	PRON	
d002.s026.t004	برای	برای	ADP,EZ	
d002.s026.t005	تعریف	تعریف	NOUN,EZ	
d002.s026.t006	ظرف	ظرف	NOUN	
d002.s026.t007	استفاده	استفاده	NOUN	
d002.s026.t008	کرد	کرد#کن	VERB	
d002.s026.t009	.	.	PUNCT	
d002.s027.t001	عمدتا	عمدتا	ADV	
d002.s027.t002	برای	برای	ADP,EZ	
d002.s027.t003	کار	کار	NOUN	
d002.s027.t004	با	با	ADP	
d002.s027.t005	تکه‌ای	تکه	NOUN	
d002.s027.t006	مفید	مفید	ADJ	
d002.s027.t007	است	است	VERB	
d002.s027.t008	.	.	PUNCT	
d002.s028.t001	حالا	حالا	ADV	
d002.s028.t002	می‌توانید	توانست#توان	VERB	
d002.s028.t003	از	از	ADP	
d002.s028.t004	من	من	PRON	
d002.s028.t005	بپرسید	پرسید#پرس	VERB	
d002.s028.t006	،	،	PUNCT	
d002.s028.t007	چرا	چرا	ADV	
d002.s028.t008	کاربر	کاربر	NOUN	
d002.s028.t009	باید	باید	VERB	
d002.s028.t010	به	به	ADP	
d002.s028.t011	MathML	MathML	NOUN	
d002.s028.t012	توجه	توجه	NOUN	
d002.s028.t013	کند	کند	VERB	
d002.s028.t014	؟	؟	PUNCT	
d002.s029.t001	آسان	آسان	ADJ	
d002.s029.t002	است	است	VERB	
d002.s029.t003	.	.	PUNCT	
d002.s029.t004	با	با	ADP	
d002.s029.t005	این	این	DET	
d002.s029.t006	کار	کار	NOUN	
d002.s029.t007	،	،	PUNCT	
d002.s029.t008	می‌توانیم	توانست#توان	VERB	
d002.s029.t009	با	با	ADP	
d002.s029.t010	توابعی	توابع	NOUN	
d002.s029.t011	مانند	مانند	ADV,EZ	
d002.s029.t012	cos	cos	NOUN	
d002.s029.t013	(	(	PUNCT	
d002.s029.t014	)	)	PUNCT	
d002.s029.t015	،	،	PUNCT	
d002.s029.t016	sin	sin	NOUN	
d002.s029.t017	(	(	PUNCT	
d002.s029.t018	)	)	PUNCT	
d002.s029.t019	،	،	PUNCT	
d002.s029.t020	هر	هر	DET	
d002.s029.t021	توابع	توابع	NOUN,EZ	
d002.s029.t022	مثلثاتی	مثلثاتی	ADJ,EZ	
d002.s029.t023	دیگر	دیگر	PRON	
d002.s029.t024	،	،	PUNCT	
d002.s029.t025	sum	sum	NOUN	
d002.s029.t026	(	(	PUNCT	
d002.s029.t027	)	)	PUNCT	
d002.s029.t028	یا	یا	CCONJ	
d002.s029.t029	product	product	NOUN	
d002.s029.t030	(	(	PUNCT	
d002.s029.t031	)	)	PUNCT	
d002.s029.t032	کار	کار	NOUN	
d002.s029.t033	کنیم	کرد#کن	VERB	
d002.s029.t034	.	.	PUNCT	
d002.s030.t001	فرقی	فرق	NOUN	
d002.s030.t002	نمی‌کند	کرد#کن	VERB	
d002.s030.t003	چه	چه	DET	
d002.s030.t004	نوع	نوع	NOUN	
d002.s030.t005	باشد	باشید#باش	VERB	
d002.s030.t006	.	.	PUNCT	
d002.s031.t001	می‌توانیم	توانست#توان	VERB	
d002.s031.t002	از	از	ADP	
d002.s031.t003	plus	plus	NOUN	
d002.s031.t004	(	(	PUNCT	
d002.s031.t005	)	)	PUNCT	
d002.s031.t006	،	،	PUNCT	
d002.s031.t007	times	times	NOUN	
d002.s031.t008	(	(	PUNCT	
d002.s031.t009	)	)	PUNCT	
d002.s031.t010	و	و	CCONJ	
d002.s031.t011	هر	هر	DET	
d002.s031.t012	چیزی	چیزی	NOUN	
d002.s031.t013	که	که	SCONJ	
d002.s031.t014	عملگر	عملگر	ADJ,EZ	
d002.s031.t015	خود	خود	PRON	
d002.s031.t016	را	را	ADP	
d002.s031.t017	دارد	داشت#دار	VERB	
d002.s031.t018	استفاده	استفاده	NOUN	
d002.s031.t019	کنیم	کرد#کن	VERB	
d002.s031.t020	.	.	PUNCT	
d002.s032.t001	کنسول	کنسول	NOUN,EZ	
d002.s032.t002	kalgebra	kalgebra	NOUN	
d002.s032.t003	به	به	ADP	
d002.s032.t004	عنوان	عنوان	NOUN,EZ	
d002.s032.t005	یک	یک	NUM	
d002.s032.t006	ماشین‌حساب	ماشین‌حساب	NOUN	
d002.s032.t007	مفید	مفید	ADJ	
d002.s032.t008	است	است	VERB	
d002.s032.t009	.	.	PUNCT	
d002.s033.t001	در	در	ADP	
d002.s033.t002	آنجا	آنجا	ADV	
d002.s033.t003	لیستی	لیست	NOUN	
d002.s033.t004	از	از	ADP	
d002.s033.t005	متغیرهای	متغیر	NOUN,EZ	
d002.s033.t006	اعلام‌شده	اعلام‌شده	ADJ	
d002.s033.t007	دارید	داشت#دار	VERB	
d002.s033.t008	.	.	PUNCT	
d002.s034.t001	با	با	ADP	
d002.s034.t002	دوبار	دوبار	NOUN,EZ	
d002.s034.t003	کلیک	کلیک	ADJ	
d002.s034.t004	کردن	کردن	NOUN	
d002.s034.t005	بر	بر	ADP	
d002.s034.t006	روی	روی	NOUN,EZ	
d002.s034.t007	آنها	آنها	PRON	
d002.s034.t008	،	،	PUNCT	
d002.s034.t009	یک	یک	NUM	
d002.s034.t010	گفتگو	گفتگو	NOUN	
d002.s034.t011	خواهید_دید	دید#بین	VERB	
d002.s034.t012	که	که	SCONJ	
d002.s034.t013	به	به	ADP	
d002.s034.t014	شما	شما	PRON	
d002.s034.t015	امکان	امکان	NOUN	
d002.s034.t016	می‌دهد	داد#ده	VERB	
d002.s034.t017	مقادیر	مقادیر	NOUN,EZ	
d002.s034.t018	آنها	آنها	PRON	
d002.s034.t019	را	را	ADP	
d002.s034.t020	تغییر	تغییر	NOUN	
d002.s034.t021	دهید	داد#ده	VERB	
d002.s034.t022	(	(	PUNCT	
d002.s034.t023	فقط	فقط	ADV	
d002.s034.t024	راهی	راهی	NOUN	
d002.s034.t025	برای	برای	ADP,EZ	
d002.s034.t026	فریب	فریب	NOUN	
d002.s034.t027	دادن	دادن	NOUN,EZ	
d002.s034.t028	گزارش	گزارش	NOUN,EZ	
d002.s034.t029	)	)	PUNCT	
d002.s034.t030	.	.	PUNCT	
d002.s035.t001	هر	هر	DET	
d002.s035.t002	بار	بار	NOUN	
d002.s035.t003	که	که	SCONJ	
d002.s035.t004	یک	یک	NUM	
d002.s035.t005	عبارت	عبارت	NOUN	
d002.s035.t006	را	را	ADP	
d002.s035.t007	وارد	وارد	NOUN	
d002.s035.t008	می‌کنید	کرد#کن	VERB	
d002.s035.t009	،	،	PUNCT	
d002.s035.t010	مقدار	مقدار	NOUN,EZ	
d002.s035.t011	متغیر	متغیر	NOUN,EZ	
d002.s035.t012	&quot;ans&quot;	&quot;ans&quot;	NOUN	
d002.s035.t013	به	به	ADP	
d002.s035.t014	آخرین	آخرین	NUM	
d002.s035.t015	نتیجه	نتیجه	NOUN	
d002.s035.t016	تغییر	تغییر	NOUN	
d002.s035.t017	می‌کند	کرد#کن	VERB	
d002.s035.t018	.	.	PUNCT	
d002.s036.t001	Ctrl	Ctrl	NOUN	
d002.s036.t002	N	N	NOUN	
d002.s036.t003	پنجره	پنجره	NOUN,EZ	
d002.s036.t004	جدید	جدید	ADJ	
d002.s037.t001	سیاهه	سیاهه	NOUN	
d002.s037.t002	را	را	ADP	
d002.s037.t003	شستشو	شستشو	NOUN	
d002.s037.t004	می‌دهد	داد#ده	VERB	
d002.s037.t005	.	.	PUNCT	
d002.s038.t001	Ctrl	Ctrl	NOUN	
d002.s038.t002	L	L	NOUN	
d002.s038.t003	Load	Load	NOUN	
d002.s038.t004	Script	Script	NOUN	
d002.s039.t001	دستورالعمل‌های	دستورالعمل	NOUN,EZ	
d002.s039.t002	موجود	موجود	ADJ	
d002.s039.t003	در	در	ADP	
d002.s039.t004	یک	یک	NUM	
d002.s039.t005	فایل	فایل	NOUN	
d002.s039.t006	را	را	ADP	
d002.s039.t007	به	به	ADP	
d002.s039.t008	صورت	صورت	NOUN,EZ	
d002.s039.t009	متوالی	متوالی	ADJ	
d002.s039.t010	اجرا	اجرا	NOUN	
d002.s039.t011	می‌کند	کرد#کن	VERB	
d002.s039.t012	.	.	PUNCT	
d002.s040.t001	خوب	خوب	ADJ	
d002.s040.t002	است	است	VERB	
d002.s040.t003	اگر	اگر	SCONJ	
d002.s040.t004	می‌خواهید	خواست#خواه	VERB	
d002.s040.t005	چند	چند	DET	
d002.s040.t006	کتابخانه	کتابخانه	NOUN	
d002.s040.t007	تعریف	تعریف	NOUN	
d002.s040.t008	کنید	کرد#کن	VERB	
d002.s040.t009	یا	یا	CCONJ	
d002.s040.t010	کارهای	کارهای	NOUN,EZ	
d002.s040.t011	قبلی	قبلی	ADJ	
d002.s040.t012	را	را	ADP	
d002.s040.t013	از	از	ADP	
d002.s040.t014	سر	سر	NOUN	
d002.s040.t015	بگیرید	گرفت#گیر	VERB	
d002.s040.t016	.	.	PUNCT	
d002.s041.t001	Ctrl	Ctrl	NOUN	
d002.s041.t002	G	G	NOUN	
d002.s041.t003	ذخیره	ذخیره	NOUN,EZ	
d002.s041.t004	اسکریپت	اسکریپت	NOUN	
d002.s042.t001	دستورالعمل‌هایی	دستورالعمل	NOUN	
d002.s042.t002	را	را	ADP	
d002.s042.t003	که	که	SCONJ	
d002.s042.t004	از	از	ADP	
d002.s042.t005	زمان	زمان	NOUN,EZ	
d002.s042.t006	شروع	شروع	NOUN,EZ	
d002.s042.t007	جلسه	جلسه	NOUN	
d002.s042.t008	تایپ	تایپ	NOUN	
d002.s042.t009	کرده‌اید	کرد#کن	VERB	
d002.s042.t010	ذخیره	ذخیره	NOUN	
d002.s042.t011	می‌کند	کرد#کن	VERB	
d002.s042.t012	تا	تا	SCONJ	
d002.s042.t013	بتواند	توانست#توان	VERB	
d002.s042.t014	دوباره	دوباره	ADV	
d002.s042.t015	از	از	ADP	
d002.s042.t016	آن	آن	PRON	
d002.s042.t017	استفاده	استفاده	NOUN	
d002.s042.t018	کند	کند	VERB	
d002.s042.t019	.	.	PUNCT	
d002.s043.t001	فایل‌های	فایل	NOUN,EZ	
d002.s043.t002	متنی	متنی	NOUN	
d002.s043.t003	تولید	تولید	NOUN	
d002.s043.t004	می‌کند	کرد#کن	VERB	
d002.s043.t005	،	،	PUNCT	
d002.s043.t006	بنابراین	بنابراین	SCONJ	
d002.s043.t007	باید	باید	VERB	
d002.s043.t008	با	با	ADP	
d002.s043.t009	استفاده	استفاده	NOUN	
d002.s043.t010	از	از	ADP	
d002.s043.t011	هر	هر	DET	
d002.s043.t012	ویرایشگر	ویرایشگر	NOUN	
d002.s043.t013	متنی	متنی	NOUN	
d002.s043.t014	،	،	PUNCT	
d002.s043.t015	مانند	مانند	ADV,EZ	
d002.s043.t016	Kate	Kate	NOUN	
d002.s043.t017	،	،	PUNCT	
d002.s043.t018	آن	آن	PRON	
d002.s043.t019	را	را	ADP	
d002.s043.t020	به	به	ADP	
d002.s043.t021	راحتی	راحتی	NOUN	
d002.s043.t022	برطرف	برطرف	ADJ	
d002.s043.t023	کنید	کرد#کن	VERB	
d002.s043.t024	.	.	PUNCT	
d002.s044.t001	Ctrl	Ctrl	NOUN	
d002.s044.t002	S	S	NOUN	
d002.s044.t003	ذخیره	ذخیره	NOUN,EZ	
d002.s044.t004	گزارش	گزارش	NOUN	
d002.s045.t001	گزارش	گزارش	NOUN	
d002.s045.t002	را	را	ADP	
d002.s045.t003	با	با	ADP	
d002.s045.t004	تمام	تمام	DET,EZ	
d002.s045.t005	نتایج	نتایج	NOUN	
d002.s045.t006	در	در	ADP	
d002.s045.t007	یک	یک	NUM	
d002.s045.t008	فایل	فایل	NOUN,EZ	
d002.s045.t009	HTML	HTML	NOUN	
d002.s045.t010	ذخیره	ذخیره	NOUN	
d002.s045.t011	می‌کند	کرد#کن	VERB	
d002.s045.t012	تا	تا	SCONJ	
d002.s045.t013	بتواند	توانست#توان	VERB	
d002.s045.t014	چاپ	چاپ	NOUN	
d002.s045.t015	یا	یا	CCONJ	
d002.s045.t016	منتشر	منتشر	ADJ	
d002.s045.t017	کند	کند	VERB	
d002.s045.t018	.	.	PUNCT	
d002.s046.t001	Ctrl	Ctrl	NOUN	
d002.s046.t002	Q	Q	NOUN	
d002.s046.t003	خروج	خروج	NOUN	
d002.s047.t001	برنامه	برنامه	NOUN	
d002.s047.t002	را	را	ADP	
d002.s047.t003	خاموش	خاموش	ADJ	
d002.s047.t004	می‌کند	کرد#کن	VERB	
d002.s047.t005	.	.	PUNCT	
d002.s048.t001	برای	برای	ADP,EZ	
d002.s048.t002	افزودن	افزود#افزا	NOUN,EZ	
d002.s048.t003	یک	یک	NUM	
d002.s048.t004	نمودار	نمودار	NOUN,EZ	
d002.s048.t005	۲	۲	NUM,EZ	
d002.s048.t006	بعدی	بعدی	ADJ,EZ	
d002.s048.t007	جدید	جدید	ADJ	
d002.s048.t008	در	در	ADP	
d002.s048.t009	کالجبرا	کالجبرا	NOUN	
d002.s048.t010	،	،	PUNCT	
d002.s048.t011	کاری	کاشت#کار	NOUN	
d002.s048.t012	که	که	SCONJ	
d002.s048.t013	باید	باید	VERB	
d002.s048.t014	انجام	انجام	NOUN	
d002.s048.t015	دهید	داد#ده	VERB	
d002.s048.t016	این	این	PRON	
d002.s048.t017	است	است	VERB	
d002.s048.t018	که	که	SCONJ	
d002.s048.t019	به	به	ADP	
d002.s048.t020	برگه	برگه	NOUN,EZ	
d002.s048.t021	۲	۲	NUM	
d002.s048.t022	D	D	NOUN	
d002.s048.t023	Graph	Graph	NOUN	
d002.s048.t024	رفته	رفته	VERB	
d002.s048.t025	و	و	CCONJ	
d002.s048.t026	روی	روی	ADP,EZ	
d002.s048.t027	زبانه	زبانه	NOUN,EZ	
d002.s048.t028	Add	Add	NOUN	
d002.s048.t029	کلیک	کلیک	NOUN	
d002.s048.t030	کنید	کرد#کن	VERB	
d002.s048.t031	تا	تا	SCONJ	
d002.s048.t032	تابع	تابع	NOUN,EZ	
d002.s048.t033	جدید	جدید	ADJ	
d002.s048.t034	اضافه	اضافه	ADJ	
d002.s048.t035	شود	شد#شو	VERB	
d002.s048.t036	.	.	PUNCT	
d002.s049.t001	سپس	سپس	CCONJ	
d002.s049.t002	تمرکز	تمرکز	NOUN,EZ	
d002.s049.t003	شما	شما	PRON	
d002.s049.t004	به	به	ADP	
d002.s049.t005	کادر	کادر	NOUN,EZ	
d002.s049.t006	متنی	متنی	NOUN	
d002.s049.t007	ورودی	ورودی	NOUN	
d002.s049.t008	می‌رود	رفت#رو	VERB	
d002.s049.t009	که	که	SCONJ	
d002.s049.t010	در	در	ADP	
d002.s049.t011	آن	آن	PRON	
d002.s049.t012	می‌توانید	توانست#توان	VERB	
d002.s049.t013	تابع	تابع	NOUN,EZ	
d002.s049.t014	خود	خود	PRON	
d002.s049.t015	را	را	ADP	
d002.s049.t016	تایپ	تایپ	NOUN	
d002.s049.t017	کنید	کرد#کن	VERB	
d002.s049.t018	.	.	PUNCT	
d002.s050.t001	اگر	اگر	SCONJ	
d002.s050.t002	می‌خواهید	خواست#خواه	VERB	
d002.s050.t003	از	از	ADP	
d002.s050.t004	یک	یک	NUM	
d002.s050.t005	تابع	تابع	NOUN,EZ	
d002.s050.t006	معمولی	معمولی	ADJ,EZ	
d002.s050.t007	f	f	NOUN	
d002.s050.t008	(	(	PUNCT	
d002.s050.t009	x	x	NOUN	
d002.s050.t010	)	)	PUNCT	
d002.s050.t011	استفاده	استفاده	NOUN	
d002.s050.t012	کنید	کرد#کن	VERB	
d002.s050.t013	،	،	PUNCT	
d002.s050.t014	لازم	لازم	ADJ	
d002.s050.t015	نیست	نیست	VERB	
d002.s050.t016	آن	آن	PRON	
d002.s050.t017	را	را	ADP	
d002.s050.t018	مشخص	مشخص	ADJ	
d002.s050.t019	کنید	کرد#کن	VERB	
d002.s050.t020	.	.	PUNCT	
d002.s051.t001	اگر	اگر	SCONJ	
d002.s051.t002	تابع	تابع	NOUN	
d002.s051.t003	را	را	ADP	
d002.s051.t004	وارد	وارد	NOUN	
d002.s051.t005	کرده‌اید	کرد#کن	VERB	
d002.s051.t006	روی	روی	ADP,EZ	
d002.s051.t007	دکمه	دکمه	NOUN,EZ	
d002.s051.t008	OK	OK	NOUN	
d002.s051.t009	کلیک	کلیک	NOUN	
d002.s051.t010	کنید	کرد#کن	VERB	
d002.s051.t011	تا	تا	SCONJ	
d002.s051.t012	نمودار	نمودار	NOUN	
d002.s051.t013	در	در	ADP	
d002.s051.t014	پنجره	پنجره	NOUN,EZ	
d002.s051.t015	اصلی	اصلی	ADJ,EZ	
d002.s051.t016	نمایش	نمایش	NOUN	
d002.s051.t017	داده_شود	داد#ده	VERB	
d002.s051.t018	.	.	PUNCT	
d002.s052.t001	می‌توانید	توانست#توان	VERB	
d002.s052.t002	چندین	چندین	DET	
d002.s052.t003	نمودار	نمودار	NOUN	
d002.s052.t004	را	را	ADP	
d002.s052.t005	روی	روی	ADP,EZ	
d002.s052.t006	یک	یک	NUM	
d002.s052.t007	نمای	نمود#نما	NOUN,EZ	
d002.s052.t008	یکسان	یکسان	ADJ	
d002.s052.t009	تنظیم	تنظیم	NOUN	
d002.s052.t010	کنید	کرد#کن	VERB	
d002.s052.t011	.	.	PUNCT	
d002.s053.t001	زمانی	زمانی	NOUN	
d002.s053.t002	که	که	SCONJ	
d002.s053.t003	در	در	ADP	
d002.s053.t004	حالت	حالت	NOUN,EZ	
d002.s053.t005	لیست	لیست	NOUN	
d002.s053.t006	هستید	#هست	VERB	
d002.s053.t007	فقط	فقط	ADV	
d002.s053.t008	از	از	ADP	
d002.s053.t009	دکمه	دکمه	NOUN,EZ	
d002.s053.t010	Add	Add	NOUN	
d002.s053.t011	استفاده	استفاده	NOUN	
d002.s053.t012	کنید	کرد#کن	VERB	
d002.s053.t013	.	.	PUNCT	
d002.s054.t001	شما	شما	PRON	
d002.s054.t002	می‌توانید	توانست#توان	VERB	
d002.s054.t003	هر	هر	DET	
d002.s054.t004	نمودار	نمودار	NOUN	
d002.s054.t005	را	را	ADP	
d002.s054.t006	رنگ	رنگ	NOUN,EZ	
d002.s054.t007	خاص	خاص	ADJ,EZ	
d002.s054.t008	خود	خود	PRON	
d002.s054.t009	را	را	ADP	
d002.s054.t010	تنظیم	تنظیم	NOUN	
d002.s054.t011	کنید	کرد#کن	VERB	
d002.s054.t012	.	.	PUNCT	
d003.s002.t001	این	این	DET	
d003.s002.t002	بنیاد	بنیاد	NOUN	
d003.s002.t003	اخیرا	اخیرا	ADV	
d003.s002.t004	در	در	ADP	
d003.s002.t005	سازماندهی	سازماندهی	NOUN,EZ	
d003.s002.t006	کنفرانسی	کنفرانس	NOUN	
d003.s002.t007	مشارکت	مشارکت	NOUN	
d003.s002.t008	داشته_است	داشت#دار	VERB	
d003.s002.t009	که	که	SCONJ	
d003.s002.t010	به	به	ADP	
d003.s002.t011	این	این	DET	
d003.s002.t012	چالش	چالش	NOUN,EZ	
d003.s002.t013	حیاتی	حیاتی	ADJ	
d003.s002.t014	می‌پردازد	پرداخت#پرداز	VERB	
d003.s002.t015	.	.	PUNCT	
d003.s003.t001	بیش	بیش	ADJ	
d003.s003.t002	از	از	ADP	
d003.s003.t003	۱۰۰	۱۰۰	NUM	
d003.s003.t004	شرکت‌کننده	شرکت‌کننده	NOUN	
d003.s003.t005	از	از	ADP	
d003.s003.t006	گروه‌های	گروه	NOUN,EZ	
d003.s003.t007	ذینفع	ذینفع	ADJ,EZ	
d003.s003.t008	اصلی	اصلی	ADJ	
d003.s003.t009	در	در	ADP	
d003.s003.t010	آن	آن	PRON	
d003.s003.t011	شرکت	شرکت	NOUN	
d003.s003.t012	کردند	کرد#کن	VERB	
d003.s003.t013	و	و	CCONJ	
d003.s003.t014	در	در	ADP	
d003.s003.t015	مورد	مورد	NOUN,EZ	
d003.s003.t016	موضوعاتی	موضوعات	NOUN	
d003.s003.t017	مانند	مانند	ADV,EZ	
d003.s003.t018	نقش	نقش	NOUN,EZ	
d003.s003.t019	بازیگران	بازیگر	NOUN,EZ	
d003.s003.t020	کلیدی	کلیدی	ADJ	
d003.s003.t021	از	از	ADP	
d003.s003.t022	جمله	جمله	NOUN	
d003.s003.t023	مقامات	مقامات	NOUN,EZ	
d003.s003.t024	دولتی	دولتی	ADJ	
d003.s003.t025	،	،	PUNCT	
d003.s003.t026	شرکای	شرکا	NOUN,EZ	
d003.s003.t027	اجتماعی	اجتماعی	ADJ	
d003.s003.t028	،	،	PUNCT	
d003.s003.t029	سازمان‌های	سازمان	NOUN,EZ	
d003.s003.t030	داوطلبانه	داوطلبانه	ADJ	
d003.s003.t031	و	و	CCONJ	
d003.s003.t032	اجتماعی	اجتماعی	ADJ	
d003.s003.t033	و	و	CCONJ	
d003.s003.t034	همچنین	همچنین	CCONJ	
d003.s003.t035	کاربران	کاربر	NOUN,EZ	
d003.s003.t036	خدمات	خدمات	NOUN	
d003.s003.t037	بحث	بحث	NOUN	
d003.s003.t038	کردند	کرد#کن	VERB	
d003.s003.t039	.	.	PUNCT	
d003.s004.t001	موارد	موارد	NOUN,EZ	
d003.s004.t002	نسبتا	نسبتا	ADV	
d003.s004.t003	کمی	کمی	ADJ	
d003.s004.t004	از	از	ADP	
d003.s004.t005	تلاش	تلاش	NOUN	
d003.s004.t006	برای	برای	ADP,EZ	
d003.s004.t007	مشارکت	مشارکت	NOUN	
d003.s004.t008	دادن	دادن	NOUN,EZ	
d003.s004.t009	کاربران	کاربر	NOUN	
d003.s004.t010	در	در	ADP	
d003.s004.t011	برنامه‌ریزی	برنامه‌ریزی	NOUN,EZ	
d003.s004.t012	خدمات	خدمات	NOUN,EZ	
d003.s004.t013	گزارش‌شده	گزارش‌شده	ADJ	
d003.s004.t014	است	است	VERB	
d003.s004.t015	،	،	PUNCT	
d003.s004.t016	اما	اما	CCONJ	
d003.s004.t017	مشارکت	مشارکت	NOUN,EZ	
d003.s004.t018	آنها	آنها	PRON	
d003.s004.t019	در	در	ADP	
d003.s004.t020	ارائه	ارائه	NOUN,EZ	
d003.s004.t021	خدمات	خدمات	NOUN,EZ	
d003.s004.t022	رایج‌تر	رایج	ADJ	
d003.s004.t023	است	است	VERB	
d003.s004.t024	.	.	PUNCT	
d003.s005.t001	همچنین	همچنین	CCONJ	
d003.s005.t002	به	به	ADP	
d003.s005.t003	تنوع	تنوع	NOUN,EZ	
d003.s005.t004	نقش‌های	نقش	NOUN,EZ	
d003.s005.t005	مختلف	مختلف	ADJ,EZ	
d003.s005.t006	رفاه	رفاه	NOUN,EZ	
d003.s005.t007	عمومی	عمومی	ADJ	
d003.s005.t008	توجه	توجه	NOUN	
d003.s005.t009	شد	شد#شو	VERB	
d003.s006.t001	این	این	DET	
d003.s006.t002	بنیاد	بنیاد	NOUN	
d003.s006.t003	به	به	ADP	
d003.s006.t004	همراه	همراه	NOUN,EZ	
d003.s006.t005	کمیسیون	کمیسیون	NOUN,EZ	
d003.s006.t006	اروپا	اروپا	NOUN	
d003.s006.t007	،	،	PUNCT	
d003.s006.t008	وزارت	وزارت	NOUN,EZ	
d003.s006.t009	امور	امور	NOUN,EZ	
d003.s006.t010	اجتماعی	اجتماعی	ADJ,EZ	
d003.s006.t011	اسپانیا	اسپانیا	NOUN	
d003.s006.t012	و	و	CCONJ	
d003.s006.t013	دولت	دولت	NOUN,EZ	
d003.s006.t014	منطقه‌ای	منطقه‌ای	ADJ,EZ	
d003.s006.t015	گالیسیا	گالیسیا	NOUN	
d003.s006.t016	،	،	PUNCT	
d003.s006.t017	یک	یک	NUM	
d003.s006.t018	کنفرانس	کنفرانس	NOUN,EZ	
d003.s006.t019	اروپایی	اروپایی	ADJ	
d003.s006.t020	در	در	ADP	
d003.s006.t021	مورد	مورد	NOUN,EZ	
d003.s006.t022	طرد	طرد	NOUN,EZ	
d003.s006.t023	اجتماعی	اجتماعی	ADJ	
d003.s006.t024	:	:	PUNCT	
d003.s006.t025	یک	یک	NUM	
d003.s006.t026	چالش	چالش	NOUN,EZ	
d003.s006.t027	بزرگ	بزرگ	ADJ	
d003.s006.t028	برای	برای	ADP,EZ	
d003.s006.t029	خدمات	خدمات	NOUN,EZ	
d003.s006.t030	رفاهی	رفاه	ADJ,EZ	
d003.s006.t031	عمومی	عمومی	ADJ	
d003.s006.t032	را	را	ADP	
d003.s006.t033	سازماندهی	سازماندهی	NOUN	
