Token ID FAR,Farsi Token,Farsi Lemma,POS FAR,ENG Tokens,ENG Token ID,BN Synset,Add Annotation,Correct?,Synonyms?,BN Gloss,Annotator notes,Farsi Synsets,Farsi Glosses,Eng WN Synsets,Eng WN Glosses,Eng BN Synsets,Eng BN Glosses
f002.s035.t018,.,.,PUNCT,.,d002.s035.t021,,,,,,,,,,,,
f002.s036.t001,Ctrl,Ctrl,NOUN,Ctrl,d002.s036.t001,bn:00020947n,,1,,(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters,,,,,,,
f002.s036.t002,N,N,NOUN,N,d002.s036.t002,bn:00056688n,,1,,The 14th letter of the Roman alphabet,,,,,,,
f002.s036.t003,پنجره,پنجره,"NOUN,EZ",Window,d002.s036.t004,bn:00081292n,,1,,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,,,,,,,
f002.s036.t004,جدید,جدید,ADJ,New,d002.s036.t003,bn:00107267a,,1,,Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,,,,,,,
f002.s037.t001,سیاهه,سیاهه,NOUN,the Flushes,"d002.s037.t002, d002.s037.t001",,1,,,,,bn:00000746n,An itemized statement of money owed for goods shipped or services rendered,,,,
f002.s037.t002,را,را,ADP,,,,,,,,,,,,,,
f002.s037.t004,شستشو می‌دهد,شستشو داد#شستشو ده,VERB,Flushes,d002.s037.t001,bn:00088368v,1,,,,,bn:02080489n;bn:00080518n;bn:00080517n;bn:01764113n;bn:16397629n;bn:00000339n;bn:00067897n;bn:00050240n;bn:00067895n;bn:00050214n;bn:00050216n;bn:00030440n;bn:00028953n;bn:00030500n,"Term used in the production of distilled beverages.	;The erosive process of washing away soil or gravel by water (as from a roadway)	;A thin coat of water-base paint	;In photography, washing is an important part of all film processing and printmaking processes.	;Washout refers to a feature of wing design to deliberately reduce the lift distribution across the span of the wing of an aircraft.	;The ritual washing of a priest's hands or of sacred vessels	;Washing lightly without soap	;The work of cleansing (usually with soap and water)	;The removal of soap with clean water in the final stage of washing	;Washing clothes and bed linens	;Garments or white goods that can be cleaned by laundering	;The process of extracting one material from another by washing with a solvent to remove adsorbed material from an adsorbent (as in washing of loaded ion-exchange resins to remove captured ions); used to obtain uranium ions	;The dry bed of an intermittent stream (as at the bottom of a canyon)	;A medicinal liquid that is rubbed into the skin to relieve muscular stiffness and pain",,,,
f002.s037.t005,.,.,PUNCT,.,d002.s037.t004,,,,,,,,,,,,
f002.s038.t001,Ctrl,Ctrl,NOUN,Ctrl,d002.s038.t001,bn:00020947n,,1,,(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters,,,,,,,
f002.s038.t002,L,L,NOUN,L,d002.s038.t002,bn:00049538n,,1,,The 12th letter of the Roman alphabet,,,,,,,
f002.s038.t003,Load,Load,NOUN,Load,d002.s038.t003,bn:00090416v,,1,,Transfer from a storage device to a computer's memory,,,,,,,
f002.s038.t004,Script,Script,NOUN,Script,d002.s038.t004,,1,,,,Special name,,,,,,
f002.s039.t001,دستورالعمل‌های,دستورالعمل,"NOUN,EZ",instructions the,"d002.s039.t003, d002.s039.t002",bn:00020945n,,1,,(computer science) a line of code written as part of a computer program,,,,,,,
f002.s039.t002,موجود,موجود,ADJ,,,bn:00097846a,1,,,,,bn:00097846a;bn:02429901n;bn:02028300n;bn:00102542a,"Obtainable or accessible and ready for use or service	;The Thing is a 1982 American science fiction horror film directed by John Carpenter and written by Bill Lancaster, based on the 1938 John W. Campbell, Jr. novella Who Goes There?.	;The Thing is a 2011 science-fiction horror film directed by Matthijs van Heijningen Jr. and written by Eric Heisserer based on the novella Who Goes There? by John W. Campbell.	;Having existence or being or actuality",,,,
f002.s039.t003,در,در,ADP,in,d002.s039.t004,,,,,,,,,,,,
f002.s039.t004,یک,یک,NUM,a,d002.s039.t005,,,,,,,,,,,,
f002.s039.t005,فایل,فایل,NOUN,file,d002.s039.t006,bn:00021475n,,1,,(computer science) a file maintained in computer-readable form,,,,,,,
f002.s039.t006,را,را,ADP,,,,,,,,,,,,,,
f002.s039.t007,به,به,ADP,,,,,,,,,,,,,,
f002.s039.t008,صورت,صورت,"NOUN,EZ",,,bn:00033729n,1,,,,,bn:00058304n;bn:00025766n;bn:14565992n;bn:03293249n;bn:01612191n;bn:00046300n;bn:00068132n;bn:00085595v;bn:03097690n;bn:00023153n;bn:00032600n;bn:00032633n;bn:01845290n;bn:03203445n;bn:00000746n,"The dividend of a fraction	;An award for winning a championship or commemorating some other event	;Surat is a village in Sajjadrud Rural District, Bandpey-ye Sharqi District, Babol County, Mazandaran Province, Iran.	;Face is a British crime drama directed by Antonia Bird and written by Ronan Bennett.	;Face is a 2009 Taiwanese-French film written and directed by Tsai Ming-liang.	;The property possessed by a line or surface that departs from the vertical	;A list of names	;Oppose, as in hostility or a competition	;Face is a 2004 Korean horror film directed by Yoo Sang-gon.	;The human face (`kisser' and `smiler' and `mug' are informal terms for `face' and `phiz' is British)	;The front of the human head from the forehead to the chin and ear to ear	;Care for the face that usually involves cleansing and massage and the application of cosmetic creams	;Face is a 2000 Japanese film directed by Junji Sakamoto.	;A facial is a sexual activity in which a man ejaculates semen onto the face of one or more sexual partners.	;An itemized statement of money owed for goods shipped or services rendered",,,,
f002.s039.t009,متوالی,متوالی,ADJ,sequentially,d002.s039.t007,bn:00114819r,,1,,In a consecutive manner,,,,,,,
f002.s039.t010,اجرا,اجرا,NOUN,Executes,d002.s039.t001,bn:00082225v,,1,,Put in effect,,,,,,,
f002.s039.t011,می‌کند,کرد#کن,VERB,Executes,d002.s039.t001,bn:00082225v,,1,,Put in effect,,,,,,,
f002.s039.t012,.,.,PUNCT,.,d002.s039.t008,,,,,,,,,,,,
f002.s040.t001,خوب,خوب,ADJ,Nice,d002.s040.t001,bn:00107292a,,1,,Pleasant or pleasing or agreeable in nature or appearance- George Meredith,,,,,,,
f002.s040.t002,است,است,VERB,,,wn:02610777v,1,,,,,,,,,,
f002.s040.t003,اگر,اگر,SCONJ,if,d002.s040.t002,,,,,,,,,,,,
f002.s040.t004,می‌خواهید,خواست#خواه,VERB,to want,"d002.s040.t005, d002.s040.t004",bn:00086682v,,1,,Feel or have a desire for; want strongly,,,,,,,
f002.s040.t005,چند,چند,DET,some,d002.s040.t007,,,,,,,,,,,,
f002.s040.t006,کتابخانه,کتابخانه,NOUN,libraries,d002.s040.t008,bn:00050969n,,1,,(computing) a collection of standard programs and subroutines that are stored and available for immediate use,,,,,,,
f002.s040.t008,تعریف کنید,تعریف کرد#تعریف کن,VERB,define,d002.s040.t006,bn:00086466v,,2,0,Determine the nature of,tokens combined from two rows and the redundant row was deleted after,bn:00025923n;bn:00002002n;bn:00066711n;bn:00086464v;bn:00025929n;bn:00021391n;bn:00071261n;bn:00065547n;bn:00065548n;bn:00025928n,Any process serving to define the shape of something ;The act of increasing the wealth or prestige or power or scope of something ;The act of giving a new definition ;Determine the essential quality of ;Clarity of outline ;A remark (or act) expressing praise and admiration ;A prose narrative shorter than a novel ;A limitation imposed on the variables of a proposition (as by the quantifiers `some' or `all' or `no') ;The act of discovering or expressing the quantity of something ;A concise explanation of the meaning of a word or phrase or symbol,wn:02611630v; wn:00957378v; wn:02698319v; wn:02736778v; wn:00947077v,determine the essential quality of; give a definition for the meaning of a word; determine the nature of; show the form or outline of; decide upon or fix definitely,,
f002.s040.t009,یا,یا,CCONJ,or,d002.s040.t009,,,,,,,,,,,,
f002.s040.t010,کارهای,کارهای,"NOUN,EZ",work,d002.s040.t013,bn:00081568n,,1,,Activity directed toward making or doing something,,,,,,,
f002.s040.t011,قبلی,قبلی,ADJ,previous,d002.s040.t012,bn:00107791a,,1,,Just preceding something else in time or order,,,,,,,
f002.s040.t012,را,را,ADP,,,,,,,,,,,,,,
f002.s040.t015,از سر بگیرید,از سر گرفت#از سر گیر,VERB,resume,d002.s040.t010,bn:00092413v,1,,,,,bn:01441273n;bn:09170539n;bn:00029648n,"Eclipse is a Canadian drama film, written and directed by Jeremy Podeswa and released in 1994.	;n/a	;One celestial body obscures another",,,,
f002.s040.t016,.,.,PUNCT,.,d002.s040.t014,,,,,,,,,,,,
f002.s041.t001,Ctrl,Ctrl,NOUN,Ctrl,d002.s041.t001,bn:00020947n,,1,,(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters,,,,,,,
f002.s041.t002,G,G,NOUN,G,d002.s041.t002,bn:00036962n,,1,,The 7th letter of the Roman alphabet,,,,,,,
f002.s041.t003,ذخیره,ذخیره,"NOUN,EZ",Save,d002.s041.t003,bn:00093281v,,1,,Record data on a computer,,,,,,,
f002.s041.t004,اسکریپت,اسکریپت,NOUN,Script,d002.s041.t004,,1,,,,This is the name of a special keyboard key,bn:00012062n;bn:00042761n;bn:00892690n;bn:00046867n;bn:00001279n;bn:01431715n;bn:00069862n;bn:00014834n,"A written version of a play or other dramatic composition; used in preparing for a performance	;Something written by hand	;The Script are an Irish rock band formed in 2007 in Dublin, Ireland.	;Letters inscribed (especially words engraved or carved) on something	;Textual matter that is added onto a publication; usually at the end	;A scripting or script language is a programming language that supports scripts: programs written for a special run-time environment that automate the execution of tasks that could alternatively be executed one-by-one by a human operator.	;A script for a film including dialogue and descriptions of characters and sets	;Someone skilled in penmanship",,,,
f002.s042.t001,دستورالعمل‌هایی,دستورالعمل,NOUN,instructions the,"d002.s042.t003, d002.s042.t002",bn:00020945n,,1,,(computer science) a line of code written as part of a computer program,,,,,,,
f002.s042.t002,را,را,ADP,,,,,,,,,,,,,,
f002.s042.t003,که,که,SCONJ,you,d002.s042.t004,,,,,,,,,,,,
f002.s042.t004,از,از,ADP,,,,,,,,,,,,,,
f002.s042.t005,زمان,زمان,"NOUN,EZ",since,d002.s042.t007,bn:03603649n,1,,,,,bn:03603649n;bn:00077269n;bn:00019848n;bn:01882114n;bn:00012899n;bn:14453254n;bn:00077267n;bn:00077268n;bn:00176411n;bn:02033450n;bn:02196911n;bn:00044094n;bn:03314698n;bn:00076545n;bn:00060099n;bn:00060065n;bn:00019893n;bn:00077275n;bn:00002477n;bn:00077270n,"A timestamp is a sequence of characters or encoded information identifying when a certain event occurred, usually giving date and time of day, sometimes accurate to a small fraction of a second.	;A suitable moment	;An instance or single occasion for some event	;Time is a 1999 Tamil film directed by Geetha Krishna.	;A pause from doing something (as work)	;Zaman-e Sofla is a village in Jowzam Rural District, Dehaj District, Shahr-e Babak County, Kerman Province, Iran.	;A period of time considered as a resource under your control and sufficient to accomplish something	;An indefinite period (usually marked by specific attributes or activities)	;""Time"" is a song by English progressive rock band Pink Floyd.	;Zaman, sometimes stylized as ZAMAN, was a daily newspaper in Turkey.	;Time is a 2007 Malayalam film directed by Shaji Kailas.	;The latest possible moment	;Time is the thirteenth feature film by South Korean director Kim Ki-duk.	;A grammatical category of verbs used to express distinctions of time	;(music) the speed at which a composition is to be played	;The rate of some repeating event	;A reading of a point in time as given by a clock	;A brief suspension of play	;Large ornamental tropical American tree with bipinnate leaves and globose clusters of flowers with crimson stamens and seed pods that are eaten by cattle	;The continuum of experience in which events pass from the future through the present to the past",,,,
f002.s042.t006,شروع,شروع,"NOUN,EZ",began,d002.s042.t010,bn:00083344v,,1,,"Be the first item or point, constitute the beginning or start, come first in a series",,,,,,,
f002.s042.t007,جلسه,جلسه,NOUN,session,d002.s042.t009,bn:03751534n,,1,,"In computer science, in particular networking, a session is a semi-permanent interactive information interchange, also known as a dialogue, a conversation or a meeting, between two or more communicating devices, or between a computer and user.",,,,,,,
f002.s042.t008,تایپ,تایپ,NOUN,typed,d002.s042.t006,bn:00095295v,,1,,Write by means of a keyboard with types,,,,,,,
f002.s042.t009,کرده‌اید,کرد#کن,VERB,typed have,"d002.s042.t006, d002.s042.t005",bn:00095295v,,1,,Write by means of a keyboard with types,,,,,,,
f002.s042.t010,ذخیره,ذخیره,NOUN,Saves,d002.s042.t001,bn:00093281v,,1,,Record data on a computer,,,,,,,
f002.s042.t011,می‌کند,کرد#کن,VERB,Saves,d002.s042.t001,bn:00093281v,,1,,Record data on a computer,,,,,,,
f002.s042.t012,تا,تا,SCONJ,to,d002.s042.t011,,,,,,,,,,,,
f002.s042.t013,بتواند,توانست#توان,VERB,be able to,d002.s042.t013,"bn:27114873v
",,2,0,(usually followed by `to') having the necessary means or skill or know-how or authority to do something,alignment was corrected and synset updated,,,wn:00001740a; wn:00510348s; wn:00306663s; wn:01017439s,(usually followed by `to') having the necessary means or skill or know-how or authority to do something; have the skills and qualifications to do things well; having inherent physical or mental ability or capacity; having a strong healthy body,,
f002.s042.t014,دوباره,دوباره,ADV,,,,,,,,,,,,,,
f002.s042.t015,از,از,ADP,to,d002.s042.t014,,,,,,,,,,,,
f002.s042.t016,آن,آن,PRON,,,,,,,,,,,,,,
f002.s042.t018,استفاده کند,استفاده کرد#استفاده کن,VERB,to reuse,d002.s042.t015,bn:00092558v,,2,0,Use again after processing,tokens combined from two rows and the redundant row was deleted after,bn:00005092n;bn:00079404n;bn:00030627n;bn:00030917n;bn:00079366n,The act of bringing something to bear; using it for a particular purpose ;The state of having been made use of ;The act of using ;(law) the exercise of the legal right to enjoy the benefits of owning property ;The customary manner in which a language (or a form of a language) is spoken or written,wn:01162425v,use again after processing,,
f002.s042.t019,.,.,PUNCT,.,d002.s042.t016,,,,,,,,,,,,
f002.s043.t001,فایل‌های,فایل,"NOUN,EZ",files,d002.s043.t003,bn:00021475n,,1,,(computer science) a file maintained in computer-readable form,,,,,,,
f002.s043.t002,متنی,متن,NOUN,text,d002.s043.t002,bn:00076732n,,2,0,The main body of a written work (as distinct from illustrations or footnotes etc.),lemma corrected,bn:00809244n,"In cryptography, plaintext, or cleartext, is un-encrypted information, as opposed to information encrypted for storage or transmission.",wn:06387980n; wn:07172557n; wn:06414372n; wn:06388579n,the words of something written; a passage from the Bible that is used as the subject of a sermon; a book prepared for use in schools or colleges; the main body of a written work (as distinct from illustrations or footnotes etc.),,
f002.s043.t004,تولید می‌کند,تولید کرد#تولید کن,VERB,Generates,d002.s043.t001,bn:00084080v,,2,,Bring into existence,tokens combined from two rows and the redundant row was deleted after,,,,,,
f002.s043.t005,،,،,PUNCT,",",d002.s043.t015,,,,,,,,,,,,
f002.s043.t006,بنابراین,بنابراین,SCONJ,so,d002.s043.t004,,,,,,,,,,,,
f002.s043.t007,باید,باید,VERB,should,d002.s043.t006,bn:00056508n,1,,,,,bn:00056508n;bn:00056509n,A necessary or essential thing	;Grape juice before or during fermentation,,,,
f002.s043.t008,با,با,ADP,,,,,,,,,,,,,,
f002.s043.t009,استفاده,استفاده,NOUN,using,d002.s043.t011,"bn:00030627n
",,2,0,Put into service; make work or employ for a particular purpose or for its inherent or natural purpose,synset updated,bn:00005092n;bn:00079404n;bn:00030627n;bn:00030917n;bn:00079366n,The act of bringing something to bear; using it for a particular purpose ;The state of having been made use of ;The act of using ;(law) the exercise of the legal right to enjoy the benefits of owning property ;The customary manner in which a language (or a form of a language) is spoken or written,wn:01158872v; wn:01165043v; wn:01158572v; wn:02600490v; wn:02561332v; wn:02370131v,"put into service; make work or employ for a particular purpose or for its inherent or natural purpose; take or consume (regularly or habitually); use up, consume fully; seek or achieve an end by using to one's advantage; avail oneself to; habitually do something (use only in the past tense)",,
f002.s043.t010,از,از,ADP,,,,,,,,,,,,,,
f002.s043.t011,هر,هر,DET,any,d002.s043.t012,,,,,,,,,,,,
f002.s043.t012,ویرایشگر,ویرایشگر,NOUN,editor,d002.s043.t014,bn:00029775n,,1,,(computer science) a program designed to perform such editorial functions as rearrangement or modification or deletion of data,,,,,,,
f002.s043.t013,متنی,متن,NOUN,text,d002.s043.t013,bn:00076732n,,2,0,The main body of a written work (as distinct from illustrations or footnotes etc.),lemma corrected,bn:00809244n,"In cryptography, plaintext, or cleartext, is un-encrypted information, as opposed to information encrypted for storage or transmission.",wn:06387980n; wn:07172557n; wn:06414372n; wn:06388579n,the words of something written; a passage from the Bible that is used as the subject of a sermon; a book prepared for use in schools or colleges; the main body of a written work (as distinct from illustrations or footnotes etc.),,
f002.s043.t014,،,،,PUNCT,",",d002.s043.t015,,,,,,,,,,,,
f002.s043.t015,مانند,مانند,"ADV,EZ",like,d002.s043.t016,,,,,,,,,,,,
f002.s043.t016,Kate,Kate,NOUN,Kate,d002.s043.t017,bn:03628723n,,1,,The KDE Advanced Text Editor is a text editor developed by the KDE free software community.,,,,,,,
f002.s043.t017,،,،,PUNCT,,,,,,,,,,,,,,
f002.s043.t018,آن,آن,PRON,it,d002.s043.t005,,,,,,,,,,,,
f002.s043.t019,را,را,ADP,,,,,,,,,,,,,,
f002.s043.t020,به,به,ADP,to,d002.s043.t009,,,,,,,,,,,,
f002.s043.t021,راحتی,راحتی,NOUN,easy,d002.s043.t008,"bn:00022324n
",,2,0,Posing no difficulty; requiring little effort,synset updated,bn:00020913n;bn:00022325n;bn:00022324n;bn:15528639n;bn:00114771r;bn:00003336n;bn:02561466n,"A feeling of freedom from worry or disappointment ;The quality of being useful and convenient ;The state of being suitable or opportune ;Rohati is a town and jamoat in Tajikistan. ;In mental comfort; without stress ;Things that make you comfortable and at ease ;Gummy bears are small, fruit gum candies, similar to a jelly baby in some English-speaking countries.",wn:00749230a; wn:01272176s; wn:00822115a; wn:01808139s; wn:01192035s; wn:02364721s; wn:02022556s; wn:01144571s; wn:00477553s; wn:00361837s; wn:00184075s; wn:00015097s,"posing no difficulty; requiring little effort; not hurried or forced; free from worry or anxiety; affording pleasure; having little impact; readily exploited or tricked; in fortunate circumstances financially; moderately rich; marked by moderate steepness; affording comfort; casual and unrestrained in sexual behavior; less in demand and therefore readily obtainable; obtained with little effort or sacrifice, often obtained illegally",,
f002.s043.t023,برطرف کنید,برطرف کرد#برطرف کن,VERB,fix,d002.s043.t010,bn:00084308v,,2,0,Restore by replacing a part or putting together what is torn or broken,tokens combined from two rows and the redundant row was deleted after,,,wn:00260648v; wn:01340439v; wn:00947077v; wn:01664172v; wn:01153947v; wn:01647543v; wn:00407458v; wn:00486998v; wn:00061595v; wn:02603299v; wn:01575675v; wn:00406243v,"restore by replacing a part or putting together what is torn or broken; cause to be firmly attached; decide upon or fix definitely; prepare for eating by applying heat; take vengeance on or get even; set or place definitely; kill, preserve, and harden (tissue) in order to prepare for microscopic study; make fixed, stable or stationary; make infertile; influence an event or its outcome by illegal means; put (something somewhere) firmly; make ready or suitable or equip in advance for a particular purpose or for some use, event, etc",,
f002.s043.t024,.,.,PUNCT,.,d002.s043.t018,,,,,,,,,,,,
f002.s044.t001,Ctrl,Ctrl,NOUN,Ctrl,d002.s044.t001,bn:00020947n,,1,,(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters,,,,,,,
f002.s044.t002,S,S,NOUN,S,d002.s044.t002,bn:00068673n,,1,,The 19th letter of the Roman alphabet,,,,,,,
f002.s044.t003,ذخیره,ذخیره,"NOUN,EZ",Save,d002.s044.t003,bn:00093281v,,1,,Record data on a computer,,,,,,,
f002.s044.t004,گزارش,گزارش,NOUN,Log,d002.s044.t004,bn:00051831n,,1,,A written record of messages sent or received,,,,,,,
f002.s045.t001,گزارش,گزارش,NOUN,log,d002.s045.t003,bn:00051831n,,1,,A written record of messages sent or received,,,,,,,
f002.s045.t002,را,را,ADP,the,d002.s045.t002,,,,,,,,,,,,
f002.s045.t003,با,با,ADP,with,d002.s045.t004,,,,,,,,,,,,
f002.s045.t004,تمام,تمام,"DET,EZ",all,d002.s045.t005,,,,,,,,,,,,
f002.s045.t005,نتایج,نتایج,NOUN,results,d002.s045.t006,bn:00034520n,,1,,Something that results,,,,,,,
f002.s045.t006,در,در,ADP,into,d002.s045.t007,,,,,,,,,,,,
f002.s045.t007,یک,یک,NUM,an,d002.s045.t008,,,,,,,,,,,,
f002.s045.t008,فایل,فایل,"NOUN,EZ",file,d002.s045.t010,bn:00600448n,1,,,,,bn:00600448n;bn:00021475n;bn:00034422n;bn:00088164v;bn:00034424n;bn:00088165v;bn:00025320n;bn:00135632n,"file is a standard Unix program for recognizing the type of data contained in a computer file.	;(computer science) a file maintained in computer-readable form	;A line of persons or things ranged one behind the other	;Record in a public office or in a court of law	;A steel hand tool with small sharp teeth on some or all of its surfaces; used for smoothing wood or metal	;Smooth with a file	;A set of related records (either written or electronic) kept together	;The robots exclusion standard, also known as the robots exclusion protocol or simply robots.txt, is a standard used by websites to communicate with web crawlers and other web robots.",,,,
f002.s045.t009,HTML,HTML,NOUN,HTML,d002.s045.t009,bn:00045087n,,1,,A set of tags and rules (conforming to SGML) for using them in developing hypertext documents,,,,,,,
f002.s045.t010,ذخیره,ذخیره,NOUN,Saves,d002.s045.t001,bn:00093281v,,1,,Record data on a computer,,,,,,,
f002.s045.t011,می‌کند,کرد#کن,VERB,Saves,d002.s045.t001,bn:00093281v,,1,,Record data on a computer,,,,,,,
f002.s045.t012,تا,تا,SCONJ,to,d002.s045.t011,,,,,,,,,,,,
f002.s045.t013,بتواند,توانست#توان,VERB,be able to,d002.s045.t013,bn:13601970v,,2,0,(usually followed by `to') having the necessary means or skill or know-how or authority to do something,synset updated and English alignment corrected,,,wn:00001740a; wn:00510348s; wn:00306663s; wn:01017439s,(usually followed by `to') having the necessary means or skill or know-how or authority to do something; have the skills and qualifications to do things well; having inherent physical or mental ability or capacity; having a strong healthy body,,
f002.s045.t014,چاپ,چاپ,NOUN,print,d002.s045.t015,bn:00089639v,,1,,Reproduce by printing,,,,,,,
f002.s045.t015,یا,یا,CCONJ,or,d002.s045.t016,,,,,,,,,,,,
f002.s045.t017,منتشر کند,منتشر کرد# منتشرکن,VERB,publish,d002.s045.t017,bn:00084099v,,1,,Prepare and issue for public distribution or sale,,,,,,,
f002.s045.t018,.,.,PUNCT,.,d002.s045.t018,,,,,,,,,,,,
f002.s046.t001,Ctrl,Ctrl,NOUN,Ctrl,d002.s046.t001,bn:00020947n,,1,,(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters,,,,,,,
f002.s046.t002,Q,Q,NOUN,Q,d002.s046.t002,bn:00065472n,,1,,The 17th letter of the Roman alphabet,,,,,,,
f002.s046.t003,خروج,خروج,NOUN,Quit,d002.s046.t003,bn:00084710v,,1,,Put an end to a state or an activity,,,,,,,
f002.s047.t001,برنامه,برنامه,NOUN,program,d002.s047.t003,bn:00021492n,,1,,(computer science) a sequence of instructions that a computer can interpret and execute,,,,,,,
f002.s047.t002,را,را,ADP,,,,,,,,,,,,,,
f002.s047.t004,خاموش می‌کند,خاموش کرد#خاموش کن,VERB,the,d002.s047.t002,bn:00085164v,1,,,,,bn:02953896n;bn:00022590n;bn:00049493n,"Kord is a village in Aq Altin Rural District, in the Central District of Aqqala County, Golestan Province, Iran.	;A unit of amount of wood cut for burning; 128 cubic feet	;A member of a largely pastoral Islamic people who live in Kurdistan; the largest ethnic group without their own state",,,,
f002.s047.t005,.,.,PUNCT,.,d002.s047.t005,,,,,,,,,,,,
f002.s048.t001,برای,برای,"ADP,EZ",To,d002.s048.t001,,,,,,,,,,,,
f002.s048.t002,افزودن,افزود#افزا,"NOUN,EZ",add,"d002.s048.t002, d002.s048.t006","bn:00001296n
",,2,0,A visual representation of the relations between certain quantities plotted with reference to a set of axes,alignment and synset correcte,,,wn:07000195n,a visual representation of the relations between certain quantities plotted with reference to a set of axes,,
f002.s048.t003,یک,یک,NUM,a,d002.s048.t003,,,,,,,,,,,,
f002.s048.t004,نمودار,نمودار,"NOUN,EZ",graph,d002.s048.t006,bn:00041412n,,2,0,A visual representation of the relations between certain quantities plotted with reference to a set of axes,,,,wn:07000195n,a visual representation of the relations between certain quantities plotted with reference to a set of axes,,
f002.s048.t005,2,2,"NUM,EZ",2D,d002.s048.t005,,,,,,,,,,,,
f002.s048.t006,بعدی,بعدی,"ADJ,EZ",2D,d002.s048.t005,bn:00027152n,1,,,,,bn:00112228a;bn:00027152n;bn:01234028n;bn:00111392a;bn:00102794a,"Beyond or outside an area of immediate interest; remote- G.B.Shaw	;One of three Cartesian coordinates that determine a position in space	;Next is a 2007 American science fiction action thriller film directed by Lee Tamahori and starring Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, and Peter Falk.	;Following in time or order	;More distant in especially degree",,,,
f002.s048.t007,جدید,جدید,ADJ,new,d002.s048.t004,bn:00107267a,,1,,Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,,,,,,,
f002.s048.t008,در,در,ADP,on,d002.s048.t007,,,,,,,,,,,,
f002.s048.t009,کالجبرا,کالجبرا,NOUN,kalgebra,d002.s048.t008,bn:08534138n,,1,,,,,,,,,
f002.s048.t010,،,،,PUNCT,",",d002.s048.t009,,,,,,,,,,,,
f002.s048.t011,کاری,کاشت#کار,NOUN,what,d002.s048.t010,bn:00081568n,1,,,,,bn:00002096n;bn:00062832n;bn:00046122n,The practice of cultivating the land or raising stock	;Putting seeds or young plants in the ground to grow	;A prosthesis placed permanently in tissue,,,,
f002.s048.t012,که,که,SCONJ,to,d002.s048.t013,,,,,,,,,,,,
f002.s048.t013,باید,باید,VERB,have,d002.s048.t012,,1,,,,,bn:00056508n;bn:00056509n,A necessary or essential thing	;Grape juice before or during fermentation,,,,
f002.s048.t015,انجام دهید,انجام داد#انجام ده,VERB,do,d002.s048.t014,bn:00087107v,,2,0,Carry out or perform an action,tokens combined from two rows and the redundant row was deleted after,,,wn:02560585v; wn:01712704v; wn:02561995v; wn:02617567v; wn:01645601v; wn:02568672v; wn:02669789v; wn:01619014v; wn:00010435v; wn:02709107v; wn:02523221v; wn:00038849v; wn:01841772v,"engage in; carry out or perform an action; get (something) done; proceed or get along; give rise to; cause to happen or occur, not always intentionally; carry out or practice; as of jobs and professions; be sufficient; be adequate, either in quality or quantity; create or design, often in a certain way; behave in a certain manner; show a certain behavior; conduct or comport oneself; spend time in prison or in a labor camp; carry on or function; arrange attractively; travel or traverse (a distance)",,
f002.s048.t016,این,این,PRON,,,,,,,,,,,,,,
f002.s048.t017,است,است,VERB,is,d002.s048.t015,wn:02610777v,1,,,,,,,,,,
f002.s048.t018,که,که,SCONJ,to,d002.s048.t016,,,,,,,,,,,,
f002.s048.t019,به,به,ADP,to,d002.s048.t018,,,,,,,,,,,,
f002.s048.t020,برگه,برگه,"NOUN,EZ",tab the,"d002.s048.t022, d002.s048.t019",bn:00120018n,,1,,"In interface design, a tabbed document interface or Tab is a graphical control element that allows multiple documents or panels to be contained within a single window, using tabs as a navigational widget for switching between sets of documents.",,,,,,,
f002.s048.t021,2,2,NUM,2D,d002.s048.t020,,,,,,,,,,,,
