Token ID	Token	Lemma	POS	BN Synset	Gloss
d002.s033.t005	একটি	একটি	A		
d002.s033.t006	তালিকা	তালিকা	N	bn:00051508n	A database containing an ordered array of items (names or topics)
d002.s033.t007	পাবেন	পাবেন	V	bn:00088078v	Have as a feature
d002.s033.t008	।	।	X		
d002.s034.t001	তাদের	তাদের	X		
d002.s034.t002	উপর	উপর	N		
d002.s034.t003	ডবল	ডবল	A		
d002.s034.t004	ক্লিক	ক্লিক	A		
d002.s034.t005	করে	করে	V		
d002.s034.t006	আপনি	আপনি	X		
d002.s034.t007	একটি	একটি	A		
d002.s034.t008	ডায়ালগ	ডায়ালগ	N		
d002.s034.t009	দেখবেন	দেখব	V		
d002.s034.t010	যা	যা	X		
d002.s034.t011	আপনাকে	আপনাকে	X		
d002.s034.t012	তাদের	তাদের	X		
d002.s034.t013	মান	মান	N	bn:00079508n	A numerical quantity measured or assigned or computed
d002.s034.t014	পরিবর্তন	পরিবর্তন	V	bn:00082553v	Cause to change; make different; cause a transformation
d002.s034.t015	করতে	করতে	V		
d002.s034.t016	সাহায্য	সাহায্য	V	bn:00082536v	Make it possible through a specific action or lack of action for something to happen
d002.s034.t017	করবে	করবে	V	bn:00087107v	Carry out or perform an action
d002.s034.t018	(	(	X		
d002.s034.t019	শুধুমাত্র	শুধুমাত্র	R	bn:00114626r	And nothing more
d002.s034.t020	লগটি	লগটি	N		
d002.s034.t021	চালাবার	চালাবার	V	bn:00093174v	Cause to perform
d002.s034.t022	একটি	একটি	A		
d002.s034.t023	উপায়	উপায়	N	bn:00001965n	How a result is obtained or an end is achieved
d002.s034.t024	)	)	X		
d002.s034.t025	।	।	X		
d002.s035.t001	``	``	X		
d002.s035.t002	প্রত্যেকবার	প্রত্যেক	R		
d002.s035.t003	আপনি	আপনি	X		
d002.s035.t004	যখন	যখন	N	bn:00019848n	An instance or single occasion for some event
d002.s035.t005	কোন	কোন	A		
d002.s035.t006	একটি	একটি	A		
d002.s035.t007	অভিব্যক্তিতে	অভিব্যক্তি	N	bn:00032395n	A group of symbols that make a mathematical statement
d002.s035.t008	প্রবেশ	প্রবেশ	V	bn:00085363v	To come or go into
d002.s035.t009	করেন	করেন	V		
d002.s035.t010	,	,	X		
d002.s035.t011	তখন	তখন			
d002.s035.t012	``	``	X		
d002.s035.t013					
d002.s035.t014	এবং	এবং	X		
d002.s035.t015	``	``	X		
d002.s035.t016	পরিবর্তনশীল	পরিবর্তনশীল	N	bn:00079583n	A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity
d002.s035.t017	মান	মান	N	bn:00079508n	A numerical quantity measured or assigned or computed
d002.s035.t018					
d002.s035.t019	সর্বশেষ	সর্বশেষ	A	bn:00105739a	Immediately past
d002.s035.t020	ফলাফলে	ফলাফল	N		
d002.s035.t021	পরিবর্তন	পরিবর্তন	V	bn:00082553v	Cause to change; make different; cause a transformation
d002.s035.t022	করা	করা	N		
d002.s035.t023	হবে	হবে	V		
d002.s035.t024	।	।	X		
d002.s035.t025	``	``	N	bn:00020947n	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters
d002.s036.t001	নতুন	নতুন	A	bn:00107267a	Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
d002.s036.t002	উইন্ডোকে	উইন্ডো	N	bn:00081292n	(computer science) a rectangular part of a computer screen that contains a display d
d002.s036.t003	কেন্দ্র	কেন্দ্র	N		
d002.s036.t004	করে	করে	X		
d002.s037.t001	লগ	লগ	N	bn:00051831n	A written record of messages sent or received
d002.s037.t002	উড়িয়ে	উড়িয়ে	X		
d002.s037.t003	দাও	দাও	X		
d002.s037.t004	।	।	X		
d002.s038.t001	স্ক্রিপ্ট	স্ক্রিপ্ট	N	bn:00020947n	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters
d002.s038.t002	লোড	লোড	V	bn:00090416v	Transfer from a storage device to a computer's memory
d002.s038.t003	করো	করো	A		
d002.s039.t001	-র	-র	V	bn:00082225v	Put in effect
d002.s039.t002	নির্দেশাবলী	নির্দেশাবলী	N	bn:00020945n	(computer science) a line of code written as part of a computer program
d002.s039.t003	ধারাবাহিকভাবে	ধারাবাহিকভাবে	R		
d002.s039.t004	ফাইলে	ফাইলে	N		
d002.s039.t005	কার্যকর	কার্যকর	V	bn:00082225v	Put in effect
d002.s039.t006	করে	করে	V	bn:00087107v	Carry out or perform an action
d002.s039.t007	।	।	X		
d002.s040.t001	আপনি	আপনি	X		
d002.s040.t002	যদি	যদি	X		
d002.s040.t003	কিছু	কিছু	A		
d002.s040.t004	লাইব্রেরি	লাইব্রেরি	N	bn:00050969n	(computing) a collection of standard programs and subroutines that are stored and available for immediate use
d002.s040.t005	নির্ধারণ	নির্ধারণ	V	bn:00086466v	Determine the nature of
d002.s040.t006	করতে	করতে	V		
d002.s040.t007	চান	চান	N		
d002.s040.t008	অথবা	অথবা	X		
d002.s040.t009	পূর্বের	পূর্ব	A	bn:00107791a	Just preceding something else in time or order
d002.s040.t010	কিছু	কিছু			
d002.s040.t011	কাজ	কাজ	N	bn:00081568n	Activity directed toward making or doing something
d002.s040.t012	পুনরায়	পুনরায়			
d002.s040.t013	শুরু	শুরু	N		
d002.s040.t014	করতে	করতে	X		
d002.s040.t015	চান	চান	V	bn:00086682v	Feel or have a desire for; want strongly
d002.s040.t016	,	,	X		
d002.s040.t017	তা	তা	A		
d002.s040.t018	হলে	হলে			
d002.s040.t019	ভালো	ভালো	A	bn:00107292a	Pleasant or pleasing or agreeable in nature or appearance
d002.s040.t020	হবে	হবে	N		
d002.s040.t021	।	।	X		
d002.s041.t001	স্ক্রিপ্ট	স্ক্রিপ্ট	N	bn:00020947n	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters
d002.s041.t002	সংরক্ষণ	সংরক্ষণ	V	bn:00093281v	Record data on a computer
d002.s041.t003	করো	করো	N		
d002.s042.t001	অধিবেশন	অধিবেশন	N	bn:03751534n	In computer science and networking in particular, a session is a time-delimited two-way link, a practical layer in the tcp/ip protocol enabling interactive expression and information exchange between two or more communication devices or ends – be they computers, automated systems, or live active users.
d002.s042.t002	আরম্ভ	আরম্ভ	N		
d002.s042.t003	হওয়ার	হওয়ার	X		
d002.s042.t004	পর	পর	N		
d002.s042.t005	থেকে	থেকে	X		
d002.s042.t006	আপনার	আপনার	X		
d002.s042.t007	লেখা	লেখা	V	bn:00095295v	Write by means of a keyboard with types
d002.s042.t008	নির্দেশনা	নির্দেশনা	N	bn:00020945n	(computer science) a line of code written as part of a computer program
d002.s042.t009	সংরক্ষণ	সংরক্ষণ	V	bn:00093281v	Record data on a computer
d002.s042.t010	করা	করা	N		
d002.s042.t011	হয়	হয়	X		
d002.s042.t012	।	।	X		
d002.s043.t001	টেক্সট	টেক্সট	N	bn:01848600n	In computing, plain text is a loose term for data that represent only characters of readable 
d002.s043.t002	ফাইল	ফাইল	N	bn:00021475n	(computer science) a file maintained in computer-readable form
d002.s043.t003	তৈরী	তৈরী	V	bn:00084080v	Bring into existence
d002.s043.t004	করে	করে	V		
d002.s043.t005	যাতে	যাতে	X		
d002.s043.t006	ক্যাটের	ক্যাটের	N	bn:03628723n	The KDE Advanced Text Editor, or Kate, is a source code editor developed by the KDE free software community.
d002.s043.t007	মতো	মতো	X		
d002.s043.t008	টেক্সট	টেক্সট	N	bn:00076732n	The words of something written
d002.s043.t009	সম্পাদক	সম্পাদক	N	bn:00029775n	(computer science) a program designed to perform such editorial functions as rearrangement or modification or deletion of data
d002.s043.t010	ব্যবহার	ব্যবহার	V	bn:00082705v	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose
d002.s043.t011	করে	করে	R		
d002.s043.t012	সহজে	সহজ	A	bn:00101973a	Posing no difficulty; requiring little effort
d002.s043.t013	ঠিক	ঠিক	V	bn:00084308v	Restore by replacing a part or putting together what is torn or broken
d002.s043.t014	করা	করা	N		
d002.s043.t015	যায়	যায়	X		
d002.s043.t016	।	।	X		
d002.s044.t001	এস	এস	N	bn:00068673n	The 19th letter of the Roman alphabet
d002.s044.t002	সংরক্ষণ	সংরক্ষণ	N	bn:00020947n	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters
d002.s044.t003	লগ	লগ	N	bn:00051831n	A written record of messages sent or received
d002.s045.t001	মুদ্রণ	মুদ্রণ	N		
d002.s045.t002	বা	বা	X		
d002.s045.t003	প্রকাশ	প্রকাশ	V	bn:00084099v	Prepare and issue for public distribution or sale
d002.s045.t004	করতে	করতে	V		
d002.s045.t005	সক্ষম	সক্ষম	A	bn:00096151a	(usually followed by `to') having the necessary means or skill or know-how or authority to do something
d002.s045.t006	হওয়ার	হওয়ার	N		
d002.s045.t007	জন্য	জন্য	X		
d002.s045.t008	সকল	সকল	X		
d002.s045.t009	ফলাফলসহ	ফলাফলসহ	N		
d002.s045.t010	লগটি	লগ	N	bn:00051831n	A written record of messages sent or received
d002.s045.t011	একটি	একটি	A		
d002.s045.t012	এইচ-টি-এম-এল	এইচ-টি-এম-এল	N	bn:00045087n	A set of tags and rules (conforming to SGML) for using them in developing hypertext documents
d002.s045.t013	ফাইলে	ফাইলে	N		
d002.s045.t014	সংরক্ষণ	সংরক্ষণ	V	bn:00093281v	Record data on a computer
d002.s045.t015	করে	করে	X		
d002.s045.t016	।	।	N		
d002.s046.t001	কিউ	কিউ	N	bn:00065472n	The 17th letter of the Roman alphabet
d002.s046.t002	বন্ধ	বন্ধ	N	bn:00020947n	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters
d002.s046.t003	করো	করো	A		
d002.s047.t001	প্রোগ্রাম	প্রোগ্রাম	N	bn:00021492n	(computer science) a sequence of instructions that a computer can interpret and execute
d002.s047.t002	বন্ধ	বন্ধ	A		
d002.s047.t003	করে	করে	V		
d002.s047.t004	দাও	দাও	N		
d002.s047.t005	।	।	X		
d002.s048.t001	কালজেব্রাতে	কালজেব্রাতে	N		
d002.s048.t002	একটি	একটি	A		
d002.s048.t003	নতুন	নতুন	A	bn:00107267a	Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
d002.s048.t004	দ্বিমাত্রিক	দ্বিমাত্রিক	N		
d002.s048.t005	গ্রাফ	গ্রাফ	N	bn:00041412n	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s048.t006	যোগ	যোগ	V	bn:00082317v	Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of
d002.s048.t007	করার	করার	N		
d002.s048.t008	জন্য	জন্য	X		
d002.s048.t009	আপনাকে	আপনাকে	X		
d002.s048.t010	যা	যা	X		
d002.s048.t011	করতে	করতে	V	bn:00087107v	Carry out or perform an action
d002.s048.t012	হবে	হবে	V		
d002.s048.t013	তা	তা	X		
d002.s048.t014	হল	হল	V		
d002.s048.t015	দ্বিমাত্রিক	দ্বিমাত্রিক	A		
d002.s048.t016	গ্রাফ	গ্রাফ	N	bn:00041412n	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s048.t017	ট্যাবে	ট্যাব	N	bn:00120018n	In interface design, a Tab is a graphical user interface object that allows multiple documents or panels to be contained within a single window, using tabs as a navigational widget for switching between sets of documents.
d002.s048.t018	যেতে	যেতে	V	bn:00088912v	Change location; move, travel, or proceed, also metaphorically
d002.s048.t019	হবে	হবে	A		
d002.s048.t020	এবং	এবং	X		
d002.s048.t021	নতুন	নতুন	A	bn:00107267a	Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
d002.s048.t022	ফাংশন	ফাংশন	N		
d002.s048.t023	যোগ	যোগ	X		
d002.s048.t024	করার	করার	N		
d002.s048.t025	জন্য	জন্য	X		
d002.s048.t026	যোগ	যোগ	V	bn:00082317v	Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of
d002.s048.t027	ট্যাবে	ট্যাবে	R		
d002.s048.t028	ক্লিক	ক্লিক	A		
d002.s048.t029	করুন	করুন	V		
d002.s048.t030	।	।	X		
d002.s049.t001	তারপর	তারপর	R	bn:00114281r	Subsequently or soon afterward (often used as sentence connectors)
d002.s049.t002	আপনার	আপনার	X		
d002.s049.t003	ফোকাস	ফোকাস	N	bn:00007023n	The faculty or power of mental concentration
d002.s049.t004	একটি	একটি	A		
d002.s049.t005	ইনপুট	ইনপুট	N	bn:00046850n	A component of production; something that goes into the production of output
d002.s049.t006	টেক্সট	টেক্সট	N	bn:00076732n	The words of something written
d002.s049.t007	বক্সে	বক্সে	N		
d002.s049.t008	যাবে	যাবে	V	bn:00088912v	Change location; move, travel, or proceed, also metaphorically
d002.s049.t009	যেখানে	যেখানে	R		
d002.s049.t010	আপনি	আপনি	X		
d002.s049.t011	আপনার	আপনার	X		
d002.s049.t012	ফাংশন	ফাংশন	N	bn:00036821n	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)
d002.s049.t013	টাইপ	টাইপ	V	bn:00095295v	Write by means of a keyboard with types
d002.s049.t014	করতে	করতে	N		
d002.s049.t015	পারেন	পারেন	V		
d002.s049.t016	।	।	X		
d002.s050.t001	যদি	যদি	X		
d002.s050.t002	আপনি	আপনি	X		
d002.s050.t003	একটি	একটি	A		
d002.s050.t004	সাধারণ	সাধারণ	A	bn:00112217a	Conforming to a type
d002.s050.t005	এফ	এফ	N	bn:00036821n	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)
d002.s050.t006	(	(			
d002.s050.t007	এক্স	এক্স	N		
d002.s050.t008	)	)	N		
d002.s050.t009	ফাংশন	ফাংশন	N		
d002.s050.t010	ব্যবহার	ব্যবহার	V	bn:00082705v	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose
d002.s050.t011	করতে	করতে	V		
d002.s050.t012	চান	চান	V	bn:00086682v	Feel or have a desire for; want strongly
d002.s050.t013	তবে	তবে	X		
d002.s050.t014	এটি	এটি	X		
d002.s050.t015	উল্লেখ	উল্লেখ	N	bn:00054390n	A remark that calls attention to something or someone
d002.s050.t016	করার	করার	N		
d002.s050.t017	প্রয়োজন	প্রয়োজন	A	bn:00107182a	Absolutely essential
d002.s050.t018	নেই	নেই	R	bn:00116360r	Negation of a word or group of words
d002.s050.t019	।	।	X		
d002.s051.t001	যদি	যদি	X		
d002.s051.t002	আপনি	আপনি	X		
d002.s051.t003	ফাংশনে	ফাংশনে	N		
d002.s051.t004	প্রবেশ	প্রবেশ	V	bn:00087679v	Make a record of; set down in permanent form
d002.s051.t005	করে	করে	V	bn:00087107v	Carry out or perform an action
d002.s051.t006	থাকেন	থাকেন	V		
d002.s051.t007	তবে	তবে	X		
d002.s051.t008	প্রধান	প্রধান	A	bn:00099598a	Most important element
d002.s051.t009	উইন্ডোতে	উইন্ডোতে	X		
d002.s051.t010	গ্রাফ	গ্রাফ	N	bn:00041412n	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s051.t011	প্রদর্শন	প্রদর্শন	V	bn:00087013v	To show, make visible or apparent
d002.s051.t012	করার	করার	N		
d002.s051.t013	জন্য	জন্য	X		
d002.s051.t014	``	``	X		
d002.s051.t015	ওকে	ওকে	A	bn:00096817a	Being satisfactory or in satisfactory condition
d002.s051.t016					
d002.s051.t017	বাটনে	বাটনে	N		
d002.s051.t018	ক্লিক	ক্লিক	A		
d002.s051.t019	করুন	করুন	X		
d002.s051.t020	।	।	X		
d002.s052.t001	আপনি	আপনি	X		
d002.s052.t002	একই	একই	A	bn:00110075a	Same in identity
d002.s052.t003	দৃষ্টিভঙ্গিতে	দৃষ্টিভঙ্গি	N		
d002.s052.t004	একাধিক	একাধিক	A	bn:00110469a	(used with count nouns) of an indefinite number more than 2 or 3 but not many
d002.s052.t005	গ্রাফ	গ্রাফ	N	bn:00041412n	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s052.t006	সেট	সেট	V	bn:00090224v	Put into a certain place or abstract location
d002.s052.t007	করতে	করতে	N		
d002.s052.t008	পারেন	পারেন	V		
d002.s052.t009	।	।	X		
d002.s053.t001	লিস্ট	লিস্ট	N	bn:00051508n	A database containing an ordered array of items (names or topics)
d002.s053.t002	মোডে	মোডে	N		
d002.s053.t003	থাকার	থাকার	R		
d002.s053.t004	সময়	সময়	N		
d002.s053.t005	শুধুমাত্র	শুধুমাত্র	R	bn:00114626r	And nothing more
d002.s053.t006	অ্যাড	অ্যাড	V	bn:00082317v	Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of
d002.s053.t007	বোতাম	বোতাম	N	bn:03843242n	A specific area or icon in graphical user interface systems that is clicked or pressed in order to select a command or perform an action
d002.s053.t008	ব্যবহার	ব্যবহার	V		
d002.s053.t009	করা	করা	N		
d002.s053.t010	হবে	হবে	V		
d002.s053.t011	।	।	X		
d002.s054.t001	আপনি	আপনি	X		
d002.s054.t002	প্রতিটি	প্রতিটি	A		
d002.s054.t003	গ্রাফকে	গ্রাফ	N	bn:00041412n	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s054.t004	তার	তার	X		
d002.s054.t005	নিজস্ব	নিজস্ব	A		
d002.s054.t006	রং	রং	N	bn:00020726n	A visual attribute of things that results from the light they emit or transmit or reflect
d002.s054.t007	নির্ধারণ	নির্ধারণ	V	bn:00090224v	Put into a certain place or abstract location
d002.s054.t008	করতে	করতে	A		
d002.s054.t009	পারেন	পারেন	V		
d002.s054.t010	।	।	X		
d003.s002.t001	ফাউন্ডেশন	ফাউন্ডেশন	N	bn:00036064n	An institution supported by an endowment
d003.s002.t002	সম্প্রতি	সম্প্রতি	R	bn:00116085r	In the recent past
d003.s002.t003	একটি	একটি	A		
d003.s002.t004	সম্মেলন	সম্মেলন	N	bn:00021721n	A prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)
d003.s002.t005	আয়োজনের	আয়োজন	N		
d003.s002.t006	সাথে	সাথে	N		
d003.s002.t007	জড়িত	জড়িত	V	bn:00089893v	Engage as a participant
d003.s002.t008	যা	যা	X		
d003.s002.t009	এই	এই	X		
d003.s002.t010	কঠিন	কঠিন	A	bn:00100676a	Forming or having the nature of a turning point or crisis
d003.s002.t011	চ্যালেঞ্জ	চ্যালেঞ্জ	N		
d003.s002.t012	মোকাবেলা	মোকাবেলা	V	bn:00091196v	Cause to be structured or ordered or operating according to some principle or idea
d003.s002.t013	করেছে	করেছে	V		
d003.s002.t014	।	।	X		
d003.s003.t001	প্রধান	প্রধান	A	bn:00099598a	Most important element
d003.s003.t002	স্বার্থবাদী	স্বার্থ	N	bn:00047078n	A reason for wanting something done
d003.s003.t003	দলগুলোর	দল	N		
d003.s003.t004	100	100	X		
d003.s003.t005	জনেরও	জন	N		
d003.s003.t006	বেশি	বেশি	A		
d003.s003.t007	অংশগ্রহণকারী	অংশগ্রহণ	N	bn:00060798n	Someone who takes part in an activity
d003.s003.t008	অংশগ্রহণ	অংশগ্রহণ	V	bn:00082907v	Be present at (meetings, church services, university), etc.
d003.s003.t009	করে	করে	V	bn:00087107v	Carry out or perform an action
d003.s003.t010	এবং	এবং	N		
d003.s003.t011	বিভিন্ন	বিভিন্ন	A		
d003.s003.t012	বিষয়ে	বিষয়ে	N	bn:00047688n	An important question that is in dispute and must be settled
d003.s003.t013	বিতর্ক	বিতর্ক	V	bn:00086341v	Argue with one another
d003.s003.t014	করে	করে	X		
d003.s003.t015	,	,	X		
d003.s003.t016	যেমন	যেমন	V	bn:00089660v	Have as a part, be made up out of
d003.s003.t017	সরকারি	সরকারি	A	bn:00109211a	Not private; open to or concerning the people as a whole
d003.s003.t018	কর্তৃপক্ষ	কর্তৃপক্ষ	N	bn:00001961n	An administrative unit of government
d003.s003.t019	,	,	N		
d003.s003.t020	সামাজিক	সামাজিক	A	bn:00110842a	Relating to human society and its members
d003.s003.t021	অংশীদার	অংশীদার	N	bn:00001177n	A person who acts and gets things done
d003.s003.t022	,	,	X		
d003.s003.t023	স্বেচ্ছাসেবী	স্বেচ্ছাসেবী	A	bn:00113672a	Of your own free will or design; done by choice; not forced or compelled
d003.s003.t024	ও	ও	X		
d003.s003.t025	কমিউনিটি	কমিউনিটি	N	bn:00021248n	A group of people living in a particular local area
d003.s003.t026	সংগঠন	সংগঠন	N	bn:00001423n	The persons (or committees or departments etc.) who make up a body for the purpose of administering something
d003.s003.t027	এবং	এবং	X		
d003.s003.t028	সেবা	সেবা	N	bn:00070651n	Work done by one person or group that benefits another
d003.s003.t029	ব্যবহারকারীদের	ব্যবহারকারী	N		
d003.s003.t030	ভূমিকা	ভূমিকা	N	bn:00036823n	The actions and activities assigned to or required or expected of a person or group
d003.s003.t031	।	।	N		
d003.s004.t001	সেবা	সেবা	N		
d003.s004.t002	পরিকল্পনায়	পরিকল্পনা	N		
d003.s004.t003	ব্যবহারকারীদের	ব্যবহারকারী	N		
d003.s004.t004	জড়িত	জড়িত	V	bn:00089893v	Engage as a participant
d003.s004.t005	করার	করার	N		
d003.s004.t006	প্রচেষ্টার	প্রচেষ্টা	N		
d003.s004.t007	বিষয়ে	বিষয়	N	bn:00016401n	An occurrence of something
d003.s004.t008	তুলনামূলকভাবে	তুলনামূলক	R		
d003.s004.t009	অল্প	অল্প			
d003.s004.t010	কিছু	কিছু	A	bn:00102920a	A quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number
d003.s004.t011	মামলার	মামলার	N		
d003.s004.t012	রিপোর্ট	রিপোর্ট	V	bn:00092825v	Make known to the authorities
d003.s004.t013	করা	করা	V	bn:00087107v	Carry out or perform an action
d003.s004.t014	হয়েছিল	হয়েছিল	V		
d003.s004.t015	,	,	X		
d003.s004.t016	তবে	তবে	X		
d003.s004.t017	সেবা	সেবা	N	bn:00070651n	Work done by one person or group that benefits another
d003.s004.t018	ব্যবস্থায়	ব্যবস্থা	N		
d003.s004.t019	তাদের	তাদের	X		
d003.s004.t020	জড়িত	জড়িত	N	bn:00030844n	The act of sharing in the activities of a group
d003.s004.t021	থাকা	থাকা	A	bn:00108978a	Being or existing in a specified place
d003.s004.t022	আরও	আর	R	bn:00116284r	Used to form the comparative of some adjectives and adverbs
d003.s004.t023	সাধারণ	সাধারণ	A	bn:00100093a	Commonly encountered
d003.s004.t024	ছিল	ছিল	V		
d003.s004.t025	।		X		
d003.s005.t001	জনকল্যাণমূলক	জনকল্যাণ	A	bn:00109211a	Not private; open to or concerning the people as a whole
d003.s005.t002	বিভিন্ন	বিভিন্ন	A	bn:00101350a	Marked by dissimilarity
d003.s005.t003	ভূমিকা	ভূমিকা	N	bn:00036823n	The actions and activities assigned to or required or expected of a person or group
d003.s005.t004	পালনেও	পালন	R	bn:00114246r	In addition
d003.s005.t005	উল্লেখযোগ্য	উল্লেখযোগ্য	N	bn:00058145n	A brief written record
d003.s005.t006	অবদান	অবদান	N	bn:00036823n	The actions and activities assigned to or required or expected of a person or group
d003.s005.t007	রাখা	রাখা	N		
d003.s005.t008	হয়	হয়	X		
d003.s005.t009	।	।	X		
d003.s006.t001	ফাউন্ডেশনটি	ফাউন্ডেশনটি	N		
d003.s006.t002	ইউরোপীয়	ইউরোপীয়	A	bn:00102440a	Of or relating to or characteristic of Europe or the people of Europe
d003.s006.t003	কমিশন	কমিশন	N	bn:00021015n	A special group delegated to consider some matter
d003.s006.t004	,	ইউরোপীয়	N		
d003.s006.t005	স্প্যানিশ		N		
d003.s006.t006	সামাজিক	সামাজিক	A	bn:00110842a	Relating to human society and its members
d003.s006.t007	বিষয়ক	বিষয়ক	N	bn:00001739n	Transactions of professional or public interest
d003.s006.t008	মন্ত্রণালয়	মন্ত্রণালয়	N	bn:00055180n	A government department under the direction of a minister
d003.s006.t009	এবং	এবং	X		
d003.s006.t010	গ্যালিসিয়ান	গ্যালিসিয়ান	N		
d003.s006.t011	আঞ্চলিক	আঞ্চলিক	A		
d003.s006.t012	সরকারের	সরকার	N	bn:00007299n	The organization that is the governing authority of a political unit
d003.s006.t013	সাথে	সাথে	N		
d003.s006.t014	সামাজিক	সামাজিক	N		
d003.s006.t015	বর্জনের	বর্জনের	N		
d003.s006.t016	উপর	উপর	N		
d003.s006.t017	একটি	একটি	N		
d003.s006.t018	ইউরোপীয়	ইউরোপীয়	A		
d003.s006.t019	সম্মেলন	সম্মেলন	N	bn:00021721n	A prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)
d003.s006.t020	সংগঠিত	সংগঠিত	A		
d003.s006.t021	করে	করে	V		
d003.s006.t022	:	:	X		
d003.s006.t023	জনকল্যাণ	জনকল্যাণ	A	bn:00109211a	Not private; open to or concerning the people as a whole
d003.s006.t024	সেবার	সেবা	N	bn:00070651n	Work done by one person or group that benefits another
d003.s006.t025	জন্য	জন্য	X		
d003.s006.t026	একটি	একটি	A		
d003.s006.t027	বড়	বড়	A	bn:00106332a	Of greater importance or stature or rank
d003.s006.t028	চ্যালেঞ্জ	চ্যালেঞ্জ	N	bn:00017557n	A demanding or stimulating situation
d003.s006.t029	।	।	X		
d003.s007.t001	ফাউন্ডেশন	ফাউন্ডেশন	N	bn:00036064n	An institution supported by an endowment
d003.s007.t002	সম্প্রতি	সম্প্রতি	R	bn:00116085r	In the recent past
d003.s007.t003	ইপিওসি	ইপিওসি	N		
d003.s007.t004	প্রকল্পের	প্রকল্প	N		
d003.s007.t005	অংশ	অংশ	N	bn:00027912n	One of the portions into which something is regarded as divided and which together constitute a whole
d003.s007.t006	হিসাবে	হিসাব	R		
d003.s007.t007	একটি	একটি	A		
d003.s007.t008	তুলনামূলক	তুলনামূলক	A	bn:00100121a	Relating to or based on or involving comparison
d003.s007.t009	গবেষণা	গবেষণা	N	bn:00067181n	A written document describing the findings of some individual or group
d003.s007.t010	প্রকাশ	প্রকাশ	V	bn:00084099v	Prepare and issue for public distribution or sale
d003.s007.t011	করেছে	করেছে	V	bn:00082720v	Evaluate or estimate the nature, quality, ability, extent, or significance of
d003.s007.t012	যা	যা	X		
d003.s007.t013	মুনাফা	মুনাফা	N	bn:00037022n	The advantageous quality of being beneficial
d003.s007.t014	বৃদ্ধির	বৃদ্ধি	N		
d003.s007.t015	সাথে	সাথে	R		
d003.s007.t016	সাথে	সাথে	N		
d003.s007.t017	সরাসরি	সরাসরি	A	bn:00101412a	Having no intervening persons, agents, conditions
d003.s007.t018	অংশগ্রহণের	অংশগ্রহণ	N	bn:00030844n	The act of sharing in the activities of a group
d003.s007.t019	পরিমাণ	পরিমাণ	N	bn:00032425n	The point or degree to which something extends
d003.s007.t020	নির্ধারণ	নির্ধারণ	V	bn:00082720v	Evaluate or estimate the nature, quality, ability, extent, or significance of
d003.s007.t021	করে	করে	V		
d003.s007.t022	।	।	X		
d003.s008.t001	এই	এই	X		
d003.s008.t002	গবেষণাটি	গবেষণা	N	bn:00074790n	A detailed critical inspection
d003.s008.t003	১৫টি	15	X		
d003.s008.t004	ইউরোপীয়	ইউরোপীয়	N		
d003.s008.t005	দেশে	দেশ	N	bn:00023236n	A politically organized body of people under a single government
d003.s008.t006	জাতীয়	জাতীয়	A	bn:00107136a	Of or relating to or belonging to a nation or country
d003.s008.t007	পর্যায়ের	পর্যায়ের	N	bn:00041239n	A relative position or degree of value in a graded group
d003.s008.t008	শীর্ষ	শীর্ষ	A	bn:00110401a	Older; higher in rank; longer in length of tenure or service
d003.s008.t009	সংগঠনের	সংগঠনের	N		
d003.s008.t010	প্রতিনিধি	প্রতিনিধি	N	bn:00047203n	An advocate who represents someone else's policy or purpose
d003.s008.t011	হিসেবে	হিসেব	V		
d003.s008.t012	সামাজিক	সামাজিক	A	bn:00110842a	Relating to human society and its members
d003.s008.t013	অংশীদারদের	অংশীদার	N		
d003.s008.t014	সিনিয়র	সিনিয়র	N		
d003.s008.t015	কর্মকর্তাদের	কর্মকর্তাদের	N	bn:00036837n	A worker who holds or is invested with an office
d003.s008.t016	১৯৫টি	১৯৫টি	N		
