Token ID	Token	Lemma	POS	Bengali Token	Bengali Lemma	POS BEN	BN Synset	Correct? 	Synonyms?	BN Gloss	Token ID BEN	Annotator notes	English Lemma - WN Glosses	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses
d002.s015.t001	Also	also	R	এছাড়াও	এছাড়া	PU	bn:00114246r	1	1	In addition	d002.s015.t001					
d002.s015.t002	it		X	ইউনিকোড	ইউনিকোড	NP	n/a			n/a	d002.s015.t002					
d002.s015.t003	is	be	V	এছাড়াও	এছাড়া	PU	n/a			n/a	d002.s015.t001					
d002.s015.t004	possible	possible	J	সম্ভব	সম্ভব	JJ	bn:00108829a	1	1	Capable of happening or existing	d002.s015.t007					
d002.s015.t005	to		X	করা	করা	NV	n/a			n/a	d002.s015.t006					
d002.s015.t006	use	use	V	ব্যবহার	ব্যবহার	NC	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	d002.s015.t005					
d002.s015.t007	the		X	অক্ষর	অক্ষর	NC	n/a			n/a	d002.s015.t004					
d002.s015.t008	unicode	unicode	N	ইউনিকোড+২	ইউনিকোড+২	NP+RDF	bn:02529895n	1	1	Unicode is a computing industry standard for the consistent encoding, representation, and handling of text expressed in most of the world's writing systems.	d002.s015.t002+d002.s015.t003	First word matches				
d002.s015.t009	²		X	অক্ষর	অক্ষর	NC	n/a			n/a	d002.s015.t004					
d002.s015.t010	characters	character	N	অক্ষর	অক্ষর	NC	bn:09438926n	1	1	n/a	d002.s015.t004					
d002.s015.t011	.		X	অক্ষর+।	অক্ষর+।	NC+PU	n/a			n/a	d002.s015.t004+d002.s015.t008					
d002.s016.t001	Powers	power	N	শক্তিও+শিকড়	শক্তি+শিকড়	NC+NC	bn:00032355n	1	1	A mathematical notation indicating the number of times a quantity is multiplied by itself	d002.s016.t001+d002.s016.t002	First word matches				
d002.s016.t002	are	be	V	n/a	n/a		n/a			n/a	n/a					
d002.s016.t003	one		X	একটি	একটি	JQ	n/a			n/a	d002.s016.t004					
d002.s016.t004	way	way	N	উপায়	উপায়	NC	bn:00001965n	1	1	How a result is obtained or an end is achieved	d002.s016.t005					
d002.s016.t005	to		X	তৈরির	তৈরি	NC	n/a			n/a	d002.s016.t003					
d002.s016.t006	make	make	V	তৈরির	তৈরি	NC	bn:00090557v	1	1	Perform or carry out	d002.s016.t003					
d002.s016.t007	roots	root	N	শিকড়	শিকড়	NC	bn:00068247n	1	1	A number that, when multiplied by itself some number of times, equals a given number	d002.s016.t002					
d002.s016.t008	too	too	R	শক্তিও	শক্তি	NC	bn:00114246r	0	0	In addition	d002.s016.t001	Wrong alignment	To a degree exceeding normal or proper limits; In addition	to a degree exceeding normal or proper limits; in addition	bn:00115274r; bn:00114246r	To a degree exceeding normal or proper limits; In addition
d002.s016.t009	.		X	শক্তিও+।	শক্তি+।	NC	n/a			n/a	d002.s016.t001+d002.s016.t006					
d002.s017.t001	-gt	-gt	N	-জিটি	-জিটি	NC	n/a			n/a	d002.s017.t001					
d002.s017.t002	:		X	:	:	PU	n/a			n/a	d002.s017.t002					
d002.s017.t003	It		X	এটি	এটি	PPR	n/a			n/a	d002.s017.t003					
d002.s017.t004	s	be	V	-জিটি+চলক	-জিটি+চলক	NC+JJ	n/a			n/a	d002.s017.t001+d002.s017.t008					
d002.s017.t005	the		X	ফাংশনের	ফাংশনের	NC	n/a			n/a	d002.s017.t005					
d002.s017.t006	way	way	N	উপায়	উপায়	NC	bn:00001965n	1	1	How a result is obtained or an end is achieved	d002.s017.t011					
d002.s017.t007	to		X	করার	করার	NV	n/a			n/a	d002.s017.t010					
d002.s017.t008	specify	specify	V	নির্ধারণ	নির্ধারণ	NC	bn:00086468v	1	1	Decide upon or fix definitely	d002.s017.t009					
d002.s017.t009	the		X	চলক	চলক	JJ	n/a			n/a	d002.s017.t008					
d002.s017.t010	bounded	bound	V	ফাংশনের+চলক	ফাংশনের+চলক	NC+JJ	n/a			n/a	d002.s017.t005+d002.s017.t008					
d002.s017.t011	variable	variable	N	চলক	চলক	JJ	bn:00079583n	0	1	A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity	d002.s017.t008	Synonym, but wrong sense	Something that is likely to vary; something that is subject to variation; A quantity that can assume any of a set of values; A star that varies noticeably in brightness; A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity	something that is likely to vary; something that is subject to variation; a quantity that can assume any of a set of values; a star that varies noticeably in brightness; a symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity	bn:00079580n; bn:00079581n; bn:00079582n; bn:00079583n	Something that is likely to vary; something that is subject to variation; A quantity that can assume any of a set of values; A star that varies noticeably in brightness; A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity
d002.s017.t012	in		X	মধ্যে	মধ্য	NST	n/a			n/a	d002.s017.t006					
d002.s017.t013	a		X	একটি	একটি	JQ	n/a			n/a	d002.s017.t004					
d002.s017.t014	function	function	N	ফাংশনের	ফাংশন	NC	bn:00036821n	1	1	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	d002.s017.t005					
d002.s017.t015	.		X	সীমাবদ্ধ+।	সীমাবদ্ধ+।	JJ+PU	n/a			n/a	d002.s017.t007+d002.s017.t012					
d002.s018.t001	(		X	(	(	RDS	n/a			n/a	d002.s018.t001					
d002.s018.t002	)		X	)	)	RDS	n/a			n/a	d002.s018.t002					
d002.s018.t003	:		X	:	:	PU	n/a			n/a	d002.s018.t003					
d002.s018.t004	It		X	এটি	এটি	PPR	n/a			n/a	d002.s018.t004					
d002.s018.t005	is	be	V	হয়	হয়	PU	n/a			n/a	d002.s018.t010					
d002.s018.t006	used	use	V	ব্যবহৃত	ব্যবহৃত	JJ	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	d002.s018.t009					
d002.s018.t007	to		X	করতে	করতে	VM	n/a			n/a	d002.s018.t008					
d002.s018.t008	specify	specify	V	নির্ধারণ	নির্ধারণ	NC	bn:00086468v	1	1	Decide upon or fix definitely	d002.s018.t007					
d002.s018.t009	a		X	অগ্রাধিকার	অগ্রাধিকার	NC	n/a			n/a	d002.s018.t006					
d002.s018.t010	higher	high	J	উচ্চতর	উচ্চতর	JJ	bn:00104162a	1	1	Greater than normal in degree or intensity or amount	d002.s018.t005					
d002.s018.t011	priority	priority	N	অগ্রাধিকার	অগ্রাধিকার	NC	bn:00004489n	1	1	Preceding in time	d002.s018.t006					
d002.s018.t012	.		X	ব্যবহৃত+।	ব্যবহৃত+।	JJ+PU	n/a			n/a	d002.s018.t009+d002.s018.t011					
d002.s019.t001	abc(params)		X	অ্যাবসি	অ্যাবসি	NC	n/a			n/a	d002.s019.t001					
d002.s019.t002	:		X	:	:	PU	n/a			n/a	d002.s019.t005					
d002.s019.t003	When		X	যখন	যখন	ALC	n/a			n/a	d002.s019.t007					
d002.s019.t004	the		X	পার্সার	পার্সার	NC	n/a			n/a	d002.s019.t006					
d002.s019.t005	parser	parser	N	পার্সার	পার্সার	NC	bn:00060753n	1	1	A computer program that divides code up into functional components	d002.s019.t006					
d002.s019.t006	finds	find	V	খুঁজে+পায়	খুঁজে+পায়	NC+PU	bn:00082811v	1	1	Establish after a calculation, investigation, experiment, survey, or study	d002.s019.t010+d002.s019.t011	POS mismatch, first word matches				
d002.s019.t007	a		X	কোন	কোন	JQ	n/a			n/a	d002.s019.t008					
d002.s019.t008	function	function	N	ফাংশন	ফাংশন	NC	bn:00036821n	1	1	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	d002.s019.t009					
d002.s019.t009	,		X	ফাংশন+,	ফাংশন+,	NC	n/a			n/a	d002.s019.t009+d002.s019.t012					
d002.s019.t010	it		X	এটি	এটি	PPR	n/a			n/a	d002.s019.t013					
d002.s019.t011	checks	check	V	পরীক্ষা+করে	পরীক্ষা+করে	NC+VM	bn:00082813v	1	1	Find out, learn, or determine with certainty, usually by making an inquiry or other effort	d002.s019.t014+d002.s019.t015	First word matches				
d002.s019.t012	if		X	কিনা	কিনা	CSB	n/a			n/a	কিনা					
d002.s019.t013	abc	abc	N	অ্যাবসি	অ্যাবসি	NC	n/a			n/a	d002.s019.t001					
d002.s019.t014	is	be	V	অপারেটর	অপারেটর	NP	n/a			n/a	d002.s019.t018					
d002.s019.t015	an		X	একটি	একটি	JQ	n/a			n/a	d002.s019.t017					
d002.s019.t016	operator	operator	N	অপারেটর	অপারেটর	NP	bn:00059141n	1	1	(mathematics) a symbol or function representing a mathematical operation	d002.s019.t018					
d002.s019.t017	.		X	,+।	,+।	PU	n/a			n/a	d002.s019.t012+d002.s019.t020					
d002.s020.t001	If		X	যদি	যদি	CSB	n/a			n/a	d002.s020.t002					
d002.s020.t002	it		X	এটি	এটি	PPR	n/a			n/a	d002.s020.t001					
d002.s020.t003	is	be	V	হয়	হয়	PU	n/a			n/a	d002.s020.t003					
d002.s020.t004	,		X	,	,		n/a			n/a	d002.s020.t004					
d002.s020.t005	it		X	এটি	এটি	PPR	n/a			n/a	d002.s020.t003					
d002.s020.t006	will		X	তবে	তবে	CSB	n/a			n/a	d002.s020.t005					
d002.s020.t007	be	be	V	হবে	হবে	VM	n/a			n/a	d002.s020.t011					
d002.s020.t008	treated	treat	V	গণ্য	গণ্য	JJ	bn:00095141v	1	1	Regard or consider in a specific way	d002.s020.t010					
d002.s020.t009	as		X	হিসাবে	হিসাব	AMN	n/a			n/a	d002.s020.t009					
d002.s020.t010	an		X	একটি	একটি	JQ	n/a			n/a	d002.s020.t007					
d002.s020.t011	operator	operator	N	অপারেটর	অপারেটর	NP	bn:00059141n	1	1	(mathematics) a symbol or function representing a mathematical operation	d002.s020.t008					
d002.s020.t012	,		X	,	,		n/a			n/a	d002.s020.t012					
d002.s020.t013	if		X	যদি	যদি	CSB	n/a			n/a	d002.s020.t013					
d002.s020.t014	it		X	গণ্য	গণ্য	JJ	n/a			n/a	d002.s020.t010					
d002.s020.t015	is	be	V	হয়	হয়	PU	n/a			n/a	d002.s020.t015					
d002.s020.t016	not	not	R	না	না	CX	bn:00116360r	1	1	Negation of a word or group of words	d002.s020.t014					
d002.s020.t017	,		X	,	,		n/a			n/a	d002.s020.t016					
d002.s020.t018	it		X	এটি	এটি	PPR	n/a			n/a	d002.s020.t017					
d002.s020.t019	will		X	হবে	হবে	VM	n/a			n/a	d002.s020.t023					
d002.s020.t020	be	be	V	হিসাবে	হিসাব	AMN	n/a			n/a	d002.s020.t021					
d002.s020.t021	treated	treat	V	গণ্য	গণ্য	JJ	bn:00095141v	1	1	Regard or consider in a specific way	d002.s020.t022					
d002.s020.t022	as		X	হিসাবে	হিসাব	AMN	n/a			n/a	d002.s020.t021					
d002.s020.t023	a		X	একটি	একটি	JQ	n/a			n/a	d002.s020.t018					
d002.s020.t024	user	user	N	ব্যবহারকারী	ব্যবহারকারী	NC	bn:00079373n	1	1	A person who makes use of a thing; someone who uses or employs something	d002.s020.t019					
d002.s020.t025	function	function	N	ফাংশন	ফাংশন	NC	bn:00036821n	1	1	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	d002.s020.t020					
d002.s020.t026	.		X	ফাংশন+।	ফাংশন+।	NC+PU	n/a			n/a	d002.s020.t020+d002.s020.t024					
d002.s021.t001	:		X	:	:	PU	n/a			n/a	d002.s021.t001					
d002.s021.t002	#ERROR!		X	#ERROR!	#ERROR!		n/a			n/a	d002.s021.t002					
d002.s021.t003	:		X	:	:	PU	n/a			n/a	d002.s021.t003					
d002.s021.t004	It		X	এটি	এটি	PPR	n/a			n/a	d002.s021.t004					
d002.s021.t005	is	be	V	ব্যবহৃত	ব্যবহৃত	JJ	n/a			n/a	d002.s021.t010					
d002.s021.t006	used	use	V	ব্যবহৃত	ব্যবহৃত	JJ	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	d002.s021.t010					
d002.s021.t007	to		X	করতে	করতে	VM	n/a			n/a	d002.s021.t009					
d002.s021.t008	define	define	V	নির্ধারণ	নির্ধারণ	NC	bn:00086468v	1	1	Decide upon or fix definitely	d002.s021.t008					
d002.s021.t009	a		X	একটি	একটি	JQ	n/a			n/a	d002.s021.t005					
d002.s021.t010	variable	variable	J	নির্ধারণ	নির্ধারণ	NC	n/a			n/a	d002.s021.t008					
d002.s021.t011	value	value	N	মান	মান	NC	bn:00079508n	1	1	A numerical quantity measured or assigned or computed	d002.s021.t007					
d002.s021.t012	.		X	চলক+।	চলক+।	JJ+PU	n/a			n/a	d002.s021.t006+d002.s021.t012					
d002.s022.t001	?		X	সংজ্ঞা	সংজ্ঞা	NC	n/a			n/a	d002.s022.t004					
d002.s022.t002	:		X	:	:	PU	n/a			n/a	d002.s022.t001					
d002.s022.t003	Piecewise	piecewise	N	ক্ষুদ্র	ক্ষুদ্র	NP	bn:03132721n	0	1	In mathematics, a piecewise-defined function is a function which is defined by multiple sub-functions, each sub-function applying to a certain interval of the main function's domain.	d002.s022.t002	Synonym, but wrong sense				
d002.s022.t004	condition	condition	N	শর্ত	শর্ত	NC	bn:00021645n	1	1	An assumption on which rests the validity or effect of something else	d002.s022.t003					
d002.s022.t005	definition	definition	N	সংজ্ঞা	সংজ্ঞা	NC	bn:00025928n	1	1	A concise explanation of the meaning of a word or phrase or symbol	d002.s022.t004					
d002.s022.t006	.		X	ক্ষুদ্র+।	ক্ষুদ্র+।	NP+PU	n/a			n/a	d002.s022.t001+d002.s022.t005					
d002.s023.t001	Piecewise	piecewise	N	আংশিকভাবে	আংশিক	AMN	bn:03132721n	1	1	In mathematics, a piecewise-defined function is a function which is defined by multiple sub-functions, each sub-function applying to a certain interval of the main function's domain.	d002.s023.t001					
d002.s023.t002	is	be	V	অপারেশনকে	অপারেশনকে	NP	n/a			n/a	d002.s023.t005					
d002.s023.t003	the		X	করতে	করতে	VM	n/a			n/a	d002.s023.t007					
d002.s023.t004	way	way	N	ক্যালজেব্রাতে	ক্যালজেব্রাতে	NC	bn:00001965n	0	0	How a result is obtained or an end is achieved	d002.s023.t003		How something is done or how it happens; How a result is obtained or an end is achieved; A line leading to a place or point; The condition of things generally; A course of conduct; Any artifact consisting of a road or path affording passage from one place to another; A journey or passage; Space for movement; The property of distance in general; Doing as one pleases or chooses; A general category of things; used in the expression `in the way of'; A portion of something divided into shares	how something is done or how it happens; how a result is obtained or an end is achieved; a line leading to a place or point; the condition of things generally; a course of conduct; any artifact consisting of a road or path affording passage from one place to another; a journey or passage; space for movement; the property of distance in general; doing as one pleases or chooses; a general category of things; used in the expression `in the way of'; a portion of something divided into shares	bn:00033729n; bn:00001965n; bn:00027352n; bn:00080720n; bn:00061005n; bn:00080721n; bn:00080722n; bn:00030098n; bn:00080723n; bn:00080724n; bn:00080725n; bn:00080726n	How something is done or how it happens; How a result is obtained or an end is achieved; A line leading to a place or point; The condition of things generally; A course of conduct; Any artifact consisting of a road or path affording passage from one place to another; A journey or passage; Space for movement; The property of distance in general; Doing as one pleases or chooses; A general category of things; used in the expression `in the way of'; A portion of something divided into shares
d002.s023.t005	we		X	আমরা	আমরা	PPR	n/a			n/a	d002.s023.t002					
d002.s023.t006	can		X	পারি	পারি	NC	n/a			n/a	d002.s023.t008					
d002.s023.t007	define	define	V	সংজ্ঞায়িত	সংজ্ঞা	JJ	bn:00086468v	1	1	Decide upon or fix definitely	d002.s023.t006					
d002.s023.t008	conditional	conditional	J	ক্যালজেব্রাতে+শর্তযুক্ত	ক্যালজেব্রাতে+শর্তযুক্ত	NC+JJ	bn:00100214a	1	1	Imposing or depending on or containing a condition	d002.s023.t003+d002.s023.t004	Second word matches				
d002.s023.t009	operations	operation	N	অপারেশনকে	অপারেশন	NP	bn:00053826n	1	1	(mathematics) calculation by mathematical methods	d002.s023.t005					
d002.s023.t010	in		X	শর্তযুক্ত	শর্ত	JJ	n/a			n/a	d002.s023.t004					
d002.s023.t011	kalgebra	kalgebra	N	ক্যালজেব্রাতে	ক্যালজেব্রাতে	NC	bn:08534138n	1	1	n/a	d002.s023.t003					
d002.s023.t012	.		X	সংজ্ঞায়িত+।	সংজ্ঞায়িত+।	JJ+PU	n/a			n/a	d002.s023.t006+d002.s023.t009					
d002.s024.t001	If		X	যদি	যদি	CSB	n/a			n/a	d002.s024.t001					
d002.s024.t002	we		X	আমরা	আমরা	PPR	n/a			n/a	d002.s024.t002					
d002.s024.t003	introduce	introduce	V	পরিচয়	পরিচয়	NC	bn:00087681v	1	1	Put or introduce into something	d002.s024.t006					
d002.s024.t004	the		X	আগের	আগে	NST	n/a			n/a	d002.s024.t003					
d002.s024.t005	condition	condition	N	অবস্থার	অবস্থা	NC	bn:00021645n	0	0	An assumption on which rests the validity or effect of something else	d002.s024.t004	Wrong alignment	A state at a particular time; An assumption on which rests the validity or effect of something else; A mode of being or form of existence of a person or thing; Information that should be kept in mind when making a decision; The state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape'); An illness, disease, or other medical problem; (usually plural) a statement of what is required as part of an agreement; The procedure that is varied in order to estimate a variable's effect by comparison with a control condition	a state at a particular time; an assumption on which rests the validity or effect of something else; a mode of being or form of existence of a person or thing; information that should be kept in mind when making a decision; the state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape'); an illness, disease, or other medical problem; (usually plural) a statement of what is required as part of an agreement; the procedure that is varied in order to estimate a variable's effect by comparison with a control condition	bn:00021644n; bn:00021645n; bn:00021646n; bn:00019220n; bn:00021647n; bn:00021648n; bn:00021649n; bn:00021650n	A state at a particular time; An assumption on which rests the validity or effect of something else; A mode of being or form of existence of a person or thing; Information that should be kept in mind when making a decision; The state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape'); An illness, disease, or other medical problem; (usually plural) a statement of what is required as part of an agreement; The procedure that is varied in order to estimate a variable's effect by comparison with a control condition
d002.s024.t006	before		X	আগের	আগে	NST	n/a			n/a	d002.s024.t003					
d002.s024.t007	the		X	অবস্থার	অবস্থা	NC	n/a			n/a	d002.s024.t004					
d002.s024.t008	?	?	N	দেই	দেই	PU	bn:00047210n	0	0	A punctuation mark (?) placed at the end of a sentence to indicate a question	d002.s024.t008					
d002.s024.t009	it		X	,	,		n/a			n/a	d002.s024.t009					
d002.s024.t010	will		X	হবে	হবে	VM	n/a			n/a	d002.s024.t015					
d002.s024.t011	use	use	V	ব্যবহার	ব্যবহার	NC	bn:00082705v	0	0	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	d002.s024.t013		Put into service; make work or employ for a particular purpose or for its inherent or natural purpose; Take or consume (regularly or habitually); Use up, consume fully; Seek or achieve an end by using to one's advantage; Avail oneself to; Habitually do something (use only in the past tense)	put into service; make work or employ for a particular purpose or for its inherent or natural purpose; take or consume (regularly or habitually); use up, consume fully; seek or achieve an end by using to one's advantage; avail oneself to; habitually do something (use only in the past tense)	bn:00082705v; bn:00089140v; bn:00087859v; bn:00095474v; bn:00082711v; bn:00095475v	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose; Take or consume (regularly or habitually); Use up, consume fully; Seek or achieve an end by using to one's advantage; Avail oneself to; Habitually do something (use only in the past tense)
d002.s024.t012	this		X	এই	এই	DAB	n/a			n/a	d002.s024.t011					
d002.s024.t013	condition	condition	N	শর্তটি	শর্ত	NC	bn:00021645n	1	1	An assumption on which rests the validity or effect of something else	d002.s024.t012					
d002.s024.t014	only	only	R	তাহলে	তাহলে	CSB	bn:00114626r	0	0	And nothing more	d002.s024.t010	Wrong alignment	And nothing more; Without any others being included or involved; With nevertheless the final result; In the final outcome; Except that; Never except when; As recently as	and nothing more; without any others being included or involved; with nevertheless the final result; in the final outcome; except that; never except when; as recently as	bn:00114626r; bn:00114234r; bn:00116447r; bn:00116448r; bn:00116449r; bn:00116450r; bn:00116451r	And nothing more; Without any others being included or involved; With nevertheless the final result; In the final outcome; Except that; Never except when; As recently as
d002.s024.t015	if		X	যদি	যদি	CSB	n/a			n/a	d002.s024.t016					
d002.s024.t016	it		X	এটি	এটি	PPR	n/a			n/a	d002.s024.t017					
d002.s024.t017	is	be	V	হয়	হয়	PU	n/a			n/a	d002.s024.t019					
d002.s024.t018	TRUE	TRUE	J	সত্য	সত্য	NC	bn:00112146a	1	1	Consistent with fact or reality; not false- B. Russell	d002.s024.t018					
d002.s024.t019	,		X	,+,	,+,		n/a			n/a	d002.s024.t020+d002.s024.t028					
d002.s024.t020	if		X	যদি	যদি	CSB	n/a			n/a	d002.s024.t021					
d002.s024.t021	it		X	এটি	এটি	PPR	n/a			n/a	d002.s024.t022					
d002.s024.t022	finds	find	V	পাওয়া+যায়	পাওয়া+যায়	NC+PU	bn:00086708v	1	1	Discover or determine the existence, presence, or fact of	d002.s024.t026+d002.s024.t027	POS mismatch, first word matches				
d002.s024.t023	a		X	করা	করা	NV	n/a			n/a	d002.s024.t014					
d002.s024.t024	?	?	N	সাথে	সাথে	NC	bn:00047210n	0	0	A punctuation mark (?) placed at the end of a sentence to indicate a question	d002.s024.t005					
d002.s024.t025	without		X	ছাড়াই	ছাড়া	PU	n/a			n/a	d002.s024.t025					
d002.s024.t026	any		X	কোন	কোন	JQ	n/a			n/a	d002.s024.t023					
d002.s024.t027	condition	condition	N	শর্ত	শর্ত	NC	bn:00021645n	1	1	An assumption on which rests the validity or effect of something else	d002.s024.t024					
d002.s024.t028	,		X	,+,	,+,		n/a			n/a	d002.s024.t020+d002.s024.t028					
d002.s024.t029	it		X	এটি	এটি	PPR	n/a			n/a	d002.s024.t029					
d002.s024.t030	will		X	করবে	করবে	VM	n/a			n/a	d002.s024.t033					
d002.s024.t031	enter	enter	V	প্রবেশ	প্রবেশ	NC	bn:00085363v	1	1	To come or go into	d002.s024.t032					
d002.s024.t032	in		X	ছাড়াই	ছাড়া	PU	n/a			n/a	d002.s024.t025					
d002.s024.t033	the		X	শর্তটি	শর্তটি	NC	n/a			n/a	d002.s024.t012					
d002.s024.t034	last	last	J	শেষ	শেষ	NST	bn:00102969a	1	1	Conclusive in a process or progression	d002.s024.t030					
d002.s024.t035	instance	instance	N	অবস্থায়	অবস্থা	NC	bn:00016401n	1	1	An occurrence of something	d002.s024.t031					
d002.s024.t036	.		X	,+।	,+।	PU	n/a			n/a	d002.s024.t028+d002.s024.t034					
d002.s025.t001	{		X	{	{	PU	n/a			n/a	d002.s025.t001					
d002.s025.t002	}		X	/	/	PU	n/a			n/a	d002.s025.t002					
d002.s025.t003	:		X	:	:	PU	n/a			n/a	d002.s025.t003					
d002.s025.t004	MathML	mathml	N	গণিত	গণিত	JJ	bn:03313895n	1	1	Mathematical Markup Language is a mathematical markup language, an application of XML for describing mathematical notations and capturing both its structure and content. It aims at integrating mathematical formulae into World Wide Web pages and other documents.	d002.s025.t004					
d002.s025.t005	container	container	N	ধারক	ধারক	NC	bn:03305154n	1	1	In computer science, a container is a class, a data structure, or an abstract data type whose instances are collections of other objects.	d002.s025.t005					
d002.s025.t006	.		X	ধারক+।	ধারক+।	NC+PU	n/a			n/a	d002.s025.t005+d002.s025.t006					
d002.s026.t001	It		X	এটি	এটি	PPR	n/a			n/a	d002.s026.t001					
d002.s026.t002	can		X	পারে	পারে	VM	n/a			n/a	d002.s026.t009					
d002.s026.t003	be	be	V	করা	করা	NV	n/a			n/a	d002.s026.t007					
d002.s026.t004	used	use	V	ব্যবহার	ব্যবহার	NC	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	d002.s026.t006					
d002.s026.t005	to		X	করতে	করতে	VM	n/a			n/a	d002.s026.t005					
d002.s026.t006	define	define	V	সংজ্ঞায়িত	সংজ্ঞা	JJ	bn:00086466v	1	1	Determine the nature of	d002.s026.t004					
d002.s026.t007	a		X	একটি	একটি	JQ	n/a			n/a	d002.s026.t002					
d002.s026.t008	container	container	N	কন্টেইনার	কন্টেইনার	NC	bn:03305154n	1	1	In computer science, a container is a class, a data structure, or an abstract data type whose instances are collections of other objects.	d002.s026.t003					
d002.s026.t009	.		X	সংজ্ঞায়িত+।	সংজ্ঞায়িত+।	JJ+PU	n/a			n/a	d002.s026.t004+d002.s026.t010					
d002.s027.t001	Mainly	mainly	R	মূলত	মূলত	AMN	bn:00114714r	1	1	For the most part	d002.s027.t001					
d002.s027.t002	useful	useful	J	প্রয়োজনীয়	প্রয়োজন	NC	bn:00113455a	1	1	Being of use or service	d002.s027.t008					
d002.s027.t003	for		X	জন্য	জন্য	PP	n/a			n/a	d002.s027.t007					
d002.s027.t004	working	work	V	কাজ	কাজ	NC	bn:00095812v	1	1	Exert oneself by doing mental or physical work for a purpose or out of necessity	d002.s027.t005					
d002.s027.t005	with		X	করার	করার	NV	n/a			n/a	d002.s027.t006					
d002.s027.t006	piecewise	piecewise	N	টুকরা+দিয়ে	টুকরা+দিয়ে	NC+VM	bn:03132721n	1	1	In mathematics, a piecewise-defined function is a function which is defined by multiple sub-functions, each sub-function applying to a certain interval of the main function's domain.	d002.s027.t002+d002.s027.t004	First word matches				
d002.s027.t007	.		X	টুকরা+।	টুকরা+।	NC+PU	n/a			n/a	d002.s027.t003+d002.s027.t009					
d002.s028.t001	Now	now	R	এখন	এখন	ALC	bn:00114424r	1	1	At the present moment	d002.s028.t001					
d002.s028.t002	you		X	আপনি	আপনি	PPR	n/a			n/a	d002.s028.t002					
d002.s028.t003	could		X	পারেন	পারেন	VM	n/a			n/a	d002.s028.t006					
d002.s028.t004	ask	ask	V	জিজ্ঞেস	জিজ্ঞেস	NC	bn:00082821v	1	1	Address a question to and expect an answer from	d002.s028.t004					
d002.s028.t005	me	me	N	আমাকে	আমাকে	PPR	n/a			n/a	d002.s028.t003					
d002.s028.t006	,		X	,	,		n/a			n/a	d002.s028.t007					
d002.s028.t007	why		X	কেন	কেন	PWH	n/a			n/a	d002.s028.t009					
d002.s028.t008	should		X	উচিত	উচিত	JJ	n/a			n/a	d002.s028.t014					
d002.s028.t009	the		X	ব্যবহারকারীর	ব্যবহার	NC	n/a			n/a	d002.s028.t008					
d002.s028.t010	user	user	N	ব্যবহারকারীর	ব্যবহার	NC	bn:00079373n	1	1	A person who makes use of a thing; someone who uses or employs something	d002.s028.t008					
d002.s028.t011	mind	mind	N	মাথা	মাথা	NC	n/a			n/a	d002.s028.t012					
d002.s028.t012	about		X	নিয়ে	নিয়ে	PU	n/a			n/a	d002.s028.t011					
d002.s028.t013	MathML	mathml	N	গণিতএমএল	গণিতএমএল	NC	bn:03313895n	1	1	Mathematical Markup Language is a mathematical markup language, an application of XML for describing mathematical notations and capturing both its structure and content. It aims at integrating mathematical formulae into World Wide Web pages and other documents.	d002.s028.t010					
d002.s028.t014	?		X	?	?	PU	n/a			n/a	d002.s028.t015					
d002.s029.t001	That		X	এটা	এটা	PPR	n/a			n/a	d002.s029.t001					
d002.s029.t002	s	be	V	কোস+ত্রিকোণমিতিক	কোস+ত্রিকোণমিতিক	NP+JJ	n/a			n/a	d002.s029.t007+d002.s029.t015					
d002.s029.t003	easy	easy	J	সহজ	সহজ	JJ	bn:00101973a	1	1	Posing no difficulty; requiring little effort	d002.s029.t002					
d002.s029.t004	.		X	।+যোগফল	।+যোগফল	NC+NC	n/a			n/a	d002.s029.t003+d002.s029.t018					
d002.s029.t005	With		X	মাধ্যমে	মাধ্যম	NC	n/a			n/a	d002.s029.t005					
d002.s029.t006	this		X	এর	এর	PPR	n/a			n/a	d002.s029.t004					
d002.s029.t007	,		X	,+করতে	,+করতে	VM	n/a			n/a	d002.s029.t009+d002.s029.t028					
d002.s029.t008	we		X	আমরা	আমরা	PPR	n/a			n/a	d002.s029.t006					
d002.s029.t009	can		X	পারি	পারি	NC	n/a			n/a	d002.s029.t029					
