New ID	Token	Lemma	POS	Old ID
d001.s078.t016	organisations	organisation	NOUN	d003.s003.t016
d001.s078.t017	as well	as_well	ADV	d003.s003.t017
	as	as	ADP	
d001.s078.t018	service	service	NOUN	d003.s003.t018
d001.s078.t019	users	user	NOUN	d003.s003.t019
	.	.	.	
	There	there	DET	
	were	be	VERB	
d001.s079.t001	relatively	relatively	ADV	d003.s004.t001
d001.s079.t002	few	few	ADJ	d003.s004.t002
d001.s079.t003	cases	case	NOUN	d003.s004.t003
d001.s079.t004	reported	report	VERB	d003.s004.t004
	of	of	ADP	
d001.s079.t005	attempts	attempt	NOUN	d003.s004.t005
	to	to	PRT	
d001.s079.t006	involve	involve	VERB	d003.s004.t006
d001.s079.t007	users	user	NOUN	d003.s004.t007
	in	in	ADP	
d001.s079.t008	service	service	NOUN	d003.s004.t008
d001.s079.t009	planning	planning	NOUN	d003.s004.t009
	but	but	CONJ	
	their	they	PRON	
d001.s079.t010	involvement	involvement	NOUN	d003.s004.t010
	in	in	ADP	
d001.s079.t011	service	service	NOUN	d003.s004.t011
d001.s079.t012	provision	provision	NOUN	d003.s004.t012
	was	be	VERB	
d001.s079.t013	found	find	VERB	d003.s004.t013
	to	to	PRT	
	be	be	VERB	
d001.s079.t014	more	more	ADV	d003.s004.t014
d001.s079.t015	common	common	ADJ	d003.s004.t015
	.	.	.	
d001.s080.t001	Note	note	NOUN	d003.s005.t001
	was	be	VERB	
d001.s080.t002	also	also	ADV	d003.s005.t002
	taken	take	VERB	
	of	of	ADP	
	the	the	DET	
d001.s080.t003	variety	variety	NOUN	d003.s005.t003
	of	of	ADP	
d001.s080.t004	different	different	ADJ	d003.s005.t004
d001.s080.t005	roles	role	NOUN	d003.s005.t005
d001.s080.t006	played	play	VERB	d003.s005.t006
	by	by	ADP	
d001.s080.t007	public	public	ADJ	d003.s005.t007
d001.s080.t008	welfare	welfare	NOUN	d003.s005.t008
	The	the	DET	
d001.s081.t001	Foundation	foundation	NOUN	d003.s006.t001
	organised	organise	VERB	
	,	,	.	
	together	together	ADV	
	with	with	ADP	
	the	the	DET	
d001.s081.t002	European	european	ADJ	d003.s006.t002
d001.s081.t003	Commission	commission	NOUN	d003.s006.t003
	,	,	.	
	the	the	DET	
d001.s081.t004	Spanish	spanish	ADJ	d003.s006.t004
d001.s081.t005	Ministry	ministry	NOUN	d003.s006.t005
	of	of	ADP	
d001.s081.t006	Social	social	ADJ	d003.s006.t006
d001.s081.t007	Affairs	affairs	NOUN	d003.s006.t007
	and	and	CONJ	
	the	the	DET	
	Galician	galician	ADJ	
d001.s081.t008	regional	regional	ADJ	d003.s006.t008
d001.s081.t009	government	government	NOUN	d003.s006.t009
	,	,	.	
	a	a	DET	
d001.s081.t010	European	european	ADJ	d003.s006.t010
d001.s081.t011	conference	conference	NOUN	d003.s006.t011
	on	on	ADP	
d001.s081.t012	social	social	ADJ	d003.s006.t012
d001.s081.t013	exclusion	exclusion	NOUN	d003.s006.t013
	:	:	.	
	a	a	DET	
d001.s081.t014	major	major	ADJ	d003.s006.t014
d001.s081.t015	challenge	challenge	NOUN	d003.s006.t015
	for	for	ADP	
d001.s081.t016	public	public	ADJ	d003.s006.t016
d001.s081.t017	welfare	welfare	NOUN	d003.s006.t017
d001.s081.t018	services	service	NOUN	d003.s006.t018
	.	.	.	
	The	the	DET	
d001.s082.t001	Foundation	foundation	NOUN	d003.s007.t001
d001.s082.t002	recently	recently	ADV	d003.s007.t002
d001.s082.t003	published	publish	VERB	d003.s007.t003
	a	a	DET	
d001.s082.t004	comparative	comparative	ADJ	d003.s007.t004
d001.s082.t005	study	study	NOUN	d003.s007.t005
	as	as	ADP	
d001.s082.t006	part	part	NOUN	d003.s007.t006
	of	of	ADP	
	the	the	DET	
	EPOC	epoc	NOUN	
d001.s082.t007	project	project	NOUN	d003.s007.t007
	which	which	DET	
d001.s082.t008	assesses	assess	VERB	d003.s007.t008
	the	the	DET	
d001.s082.t009	extent	extent	NOUN	d003.s007.t009
	to	to	PRT	
	which	which	DET	
d001.s082.t010	direct	direct	ADJ	d003.s007.t010
d001.s082.t011	participation	participation	NOUN	d003.s007.t011
	can	can	VERB	
d001.s082.t012	humanise	humanise	VERB	d003.s007.t012
d001.s082.t013	work	work	NOUN	d003.s007.t013
	while	while	ADP	
d001.s082.t014	increasing	increase	VERB	d003.s007.t014
d001.s082.t015	profitability	profitability	NOUN	d003.s007.t015
	.	.	.	
	The	the	DET	
d001.s083.t001	study	study	NOUN	d003.s008.t001
	is	be	VERB	
d001.s083.t002	based	base	VERB	d003.s008.t002
	on	on	ADP	
	195	195	NUM	
d001.s083.t003	personal	personal	ADJ	d003.s008.t003
d001.s083.t004	interviews	interview	NOUN	d003.s008.t004
	with	with	ADP	
d001.s083.t005	senior	senior	ADJ	d003.s008.t005
d001.s083.t006	officials	official	NOUN	d003.s008.t006
	of	of	ADP	
	the	the	DET	
d001.s083.t007	social	social	ADJ	d003.s008.t007
	partners	partner	NOUN	
	as	as	ADP	
d001.s083.t008	representatives	representative	NOUN	d003.s008.t008
	of	of	ADP	
d001.s083.t009	national	national	ADJ	d003.s008.t009
d001.s083.t010	level	level	NOUN	d003.s008.t010
	peak	peak	NOUN	
d001.s083.t011	organisations	organisation	NOUN	d003.s008.t011
	in	in	ADP	
d001.s083.t012	fifteen	fifteen	ADJ	d003.s008.t012
d001.s083.t013	European	european	ADJ	d003.s008.t013
d001.s083.t014	countries	country	NOUN	d003.s008.t014
	.	.	.	
	As	as	ADP	
d001.s084.t001	important	important	ADJ	d003.s009.t001
d001.s084.t002	industrial	industrial	ADJ	d003.s009.t002
d001.s084.t003	sectors	sector	NOUN	d003.s009.t003
	,	,	.	
	the	the	DET	
d001.s084.t004	metal	metal	NOUN	d003.s009.t004
d001.s084.t005	industry	industry	NOUN	d003.s009.t005
	and	and	CONJ	
	the	the	DET	
d001.s084.t006	banking	banking	NOUN	d003.s009.t006
d001.s084.t007	sector	sector	NOUN	d003.s009.t007
	were	be	VERB	
d001.s084.t008	also	also	ADV	d003.s009.t008
d001.s084.t009	included	include	VERB	d003.s009.t009
	.	.	.	
	Key	key	NOUN	
d001.s085.t001	speakers	speaker	NOUN	d003.s010.t001
	at	at	ADP	
	the	the	DET	
d001.s085.t002	social	social	ADJ	d003.s010.t002
d001.s085.t003	exclusion	exclusion	NOUN	d003.s010.t003
d001.s085.t004	conference	conference	NOUN	d003.s010.t004
	were	be	VERB	
	(	(	.	
d001.s085.t005	left	left	NOUN	d003.s010.t005
	to	to	PRT	
d001.s085.t006	right	right	NOUN	d003.s010.t006
	)	)	.	
	Cristina	cristina	NOUN	
	Louro	louro	NOUN	
	,	,	.	
d001.s085.t007	Employment	employment	NOUN	d003.s010.t007
	,	,	.	
d001.s085.t008	Industrial	industrial	ADJ	d003.s010.t008
d001.s085.t009	Relations	relations	NOUN	d003.s010.t009
	and	and	CONJ	
d001.s085.t010	Social Affairs	social_affair	NOUN	d003.s010.t010
d001.s085.t011	Directorate	directorate	NOUN	d003.s010.t011
	,	,	.	
d001.s085.t012	European	european	ADJ	d003.s010.t012
d001.s085.t013	Commission	commission	NOUN	d003.s010.t013
	Fernando	fernando	NOUN	
	Gomes	gome	NOUN	
	,	,	.	
	a	a	DET	
d001.s085.t014	high	high	ADJ	d003.s010.t014
	degree	degree	NOUN	
	of	of	ADP	
d001.s085.t015	Committee	committee	NOUN	d003.s010.t015
	of	of	ADP	
	the	the	DET	
	Regions	region	NOUN	
	Barbara	barbara	NOUN	
	Weiler	weiler	NOUN	
	,	,	.	
d001.s085.t016	Member	member	NOUN	d003.s010.t016
	of	of	ADP	
	the	the	DET	
d001.s085.t017	European	european	ADJ	d003.s010.t017
d001.s085.t018	Parliament	parliament	NOUN	d003.s010.t018
	José	josé	NOUN	
	Maria	marium	NOUN	
	Gil-Robles	gil-roble	NOUN	
	,	,	.	
d001.s085.t019	Vice-President	vice_president	NOUN	d003.s010.t019
	,	,	.	
d001.s085.t020	European	european	ADJ	d003.s010.t020
d001.s085.t021	Parliament	parliament	NOUN	d003.s010.t021
	and	and	CONJ	
	John	john	NOUN	
	Carroll	carroll	NOUN	
	,	,	.	
d001.s085.t022	Economic	economic	ADJ	d003.s010.t022
	and	and	CONJ	
d001.s085.t023	Social	social	ADJ	d003.s010.t023
d001.s085.t024	Committee	committee	NOUN	d003.s010.t024
	.	.	.	
d001.s086.t001	Case Studies	case_study	NOUN	d003.s011.t001
	Each	each	DET	
d001.s086.t002	national	national	ADJ	d003.s011.t002
d001.s086.t003	report	report	NOUN	d003.s011.t003
d001.s086.t004	contains	contain	VERB	d003.s011.t004
	a	a	DET	
d001.s086.t005	portfolio	portfolio	NOUN	d003.s011.t005
	of	of	ADP	
	between	between	ADP	
	25	25	NUM	
	and	and	CONJ	
	30	30	NUM	
d001.s086.t006	initiatives	initiative	NOUN	d003.s011.t006
	which	which	DET	
	best	best	ADJ	
d001.s086.t007	present	present	VERB	d003.s011.t007
d001.s086.t008	policies	policy	NOUN	d003.s011.t008
	and	and	CONJ	
d001.s086.t009	practices	practice	NOUN	d003.s011.t009
	to	to	PRT	
d001.s086.t010	improve	improve	VERB	d003.s011.t010
	the	the	DET	
d001.s086.t011	recruitment	recruitment	NOUN	d003.s011.t011
	,	,	.	
d001.s086.t012	training	training	NOUN	d003.s011.t012
	and	and	CONJ	
d001.s086.t013	development	development	NOUN	d003.s011.t013
	of	of	ADP	
d001.s086.t014	ageing	age	VERB	d003.s011.t014
d001.s086.t015	workers	worker	NOUN	d003.s011.t015
	in	in	ADP	
	both	both	CONJ	
	the	the	DET	
d001.s086.t016	work	work	NOUN	d003.s011.t016
d001.s086.t017	place	place	NOUN	d003.s011.t017
	and	and	CONJ	
	the	the	DET	
d001.s086.t018	community	community	NOUN	d003.s011.t018
	.	.	.	
	For	for	ADP	
	each	each	DET	
d001.s087.t001	country	country	NOUN	d003.s012.t001
	,	,	.	
	two	two	NUM	
	or	or	CONJ	
	three	three	NUM	
d001.s087.t002	initiatives	initiative	NOUN	d003.s012.t002
	have	have	VERB	
	been	be	VERB	
d001.s087.t003	selected	select	VERB	d003.s012.t003
	for	for	ADP	
d001.s087.t004	further	further	ADJ	d003.s012.t004
	in	in	ADP	
d001.s087.t005	depth	depth	NOUN	d003.s012.t005
d001.s087.t006	case study	case_study	NOUN	d003.s012.t006
	.	.	.	
	These	these	DET	
d001.s088.t001	case studies	case_study	NOUN	d003.s013.t001
d001.s088.t002	analysed	analyse	VERB	d003.s013.t002
	the	the	DET	
d001.s088.t003	background	background	NOUN	d003.s013.t003
	of	of	ADP	
	the	the	DET	
d001.s088.t004	initiatives	initiative	NOUN	d003.s013.t004
	,	,	.	
	their	they	PRON	
d001.s088.t005	impact	impact	NOUN	d003.s013.t005
	on	on	ADP	
d001.s088.t006	employment	employment	NOUN	d003.s013.t006
d001.s088.t007	patterns	pattern	NOUN	d003.s013.t007
	and	and	CONJ	
d001.s088.t008	work	work	NOUN	d003.s013.t008
d001.s088.t009	organisations	organisation	NOUN	d003.s013.t009
	and	and	CONJ	
d001.s088.t010	assessed	assess	VERB	d003.s013.t010
	the	the	DET	
d001.s088.t011	benefits	benefit	NOUN	d003.s013.t011
	and	and	CONJ	
d001.s088.t012	problems	problem	NOUN	d003.s013.t012
	of	of	ADP	
	the	the	DET	
d001.s088.t013	initiative	initiative	NOUN	d003.s013.t013
	.	.	.	
d001.s089.t001	Visits	visit	NOUN	d003.s014.t001
	and	and	CONJ	
d001.s089.t002	interviews	interview	NOUN	d003.s014.t002
	with	with	ADP	
d001.s089.t003	key	key	ADJ	d003.s014.t003
d001.s089.t004	personnel	personnel	NOUN	d003.s014.t004
	were	be	VERB	
d001.s089.t005	also	also	ADV	d003.s014.t005
d001.s089.t006	undertaken	undertake	VERB	d003.s014.t006
	.	.	.	
	These	these	DET	
d001.s090.t001	national	national	ADJ	d003.s015.t001
d001.s090.t002	studies	study	NOUN	d003.s015.t002
	will	will	VERB	
d001.s090.t003	form	form	VERB	d003.s015.t003
	the	the	DET	
d001.s090.t004	basis	basis	NOUN	d003.s015.t004
	of	of	ADP	
	a	a	DET	
d001.s090.t005	European	european	ADJ	d003.s015.t005
d001.s090.t006	report	report	NOUN	d003.s015.t006
	which	which	DET	
d001.s090.t007	synthesises	synthesise	VERB	d003.s015.t007
d001.s090.t008	overall	overall	ADJ	d003.s015.t008
d001.s090.t009	practices	practice	NOUN	d003.s015.t009
	.	.	.	
	The	the	DET	
d001.s091.t001	report	report	NOUN	d003.s016.t001
	and	and	CONJ	
	a	a	DET	
d001.s091.t002	casebook	casebook	NOUN	d003.s016.t002
	of	of	ADP	
d001.s091.t003	initiatives	initiative	NOUN	d003.s016.t003
	will	will	VERB	
	be	be	VERB	
d001.s091.t004	published	publish	VERB	d003.s016.t004
	in	in	ADP	
	1996	1996	NUM	
	and	and	CONJ	
d001.s091.t005	provide	provide	VERB	d003.s016.t005
	the	the	DET	
	backdrop	backdrop	NOUN	
	for	for	ADP	
	a	a	DET	
d001.s091.t006	conference	conference	NOUN	d003.s016.t006
	to	to	PRT	
	be	be	VERB	
d001.s091.t007	staged	stage	VERB	d003.s016.t007
	in	in	ADP	
d001.s091.t008	Autumn	autumn	NOUN	d003.s016.t008
	,	,	.	
	1996	1996	NUM	
	.	.	.	
	The	the	DET	
d001.s092.t001	Foundation	foundation	NOUN	d003.s017.t001
d001.s092.t002	aims	aim	VERB	d003.s017.t002
	to	to	PRT	
d001.s092.t003	document	document	VERB	d003.s017.t003
	the	the	DET	
d001.s092.t004	characteristics	characteristic	NOUN	d003.s017.t004
	of	of	ADP	
d001.s092.t005	age	age	NOUN	d003.s017.t005
d001.s092.t006	barriers	barrier	NOUN	d003.s017.t006
	in	in	ADP	
d001.s092.t007	job	job	NOUN	d003.s017.t007
d001.s092.t008	recruitment	recruitment	NOUN	d003.s017.t008
	and	and	CONJ	
d001.s092.t009	training	training	NOUN	d003.s017.t009
	and	and	CONJ	
	to	to	PRT	
d001.s092.t010	analyse	analyse	VERB	d003.s017.t010
	their	they	PRON	
d001.s092.t011	causes	cause	NOUN	d003.s017.t011
	.	.	.	
	The	the	DET	
d001.s093.t001	perspectives	perspective	NOUN	d003.s018.t001
	of	of	ADP	
	the	the	DET	
d001.s093.t002	social	social	ADJ	d003.s018.t002
	partners	partner	NOUN	
	is	be	VERB	
d001.s093.t003	also	also	ADV	d003.s018.t003
	being	be	VERB	
d001.s093.t004	examined	examine	VERB	d003.s018.t004
	,	,	.	
	with	with	ADP	
d001.s093.t005	particular	particular	ADJ	d003.s018.t005
d001.s093.t006	attention	attention	NOUN	d003.s018.t006
d001.s093.t007	paid	pay	VERB	d003.s018.t007
	to	to	PRT	
d001.s093.t008	proposals	proposal	NOUN	d003.s018.t008
	for	for	ADP	
d001.s093.t009	removing	remove	VERB	d003.s018.t009
d001.s093.t010	age	age	NOUN	d003.s018.t010
d001.s093.t011	barriers	barrier	NOUN	d003.s018.t011
	.	.	.	
d001.s094.t001	Thirdly	thirdly	ADV	d003.s019.t001
	,	,	.	
	the	the	DET	
d001.s094.t002	project	project	NOUN	d003.s019.t002
	documents	document	NOUN	
	and	and	CONJ	
d001.s094.t003	assesses	assess	VERB	d003.s019.t003
d001.s094.t004	initiatives	initiative	NOUN	d003.s019.t004
	,	,	.	
	in	in	ADP	
	both	both	CONJ	
	the	the	DET	
d001.s094.t005	public	public	ADJ	d003.s019.t005
	and	and	CONJ	
d001.s094.t006	private	private	ADJ	d003.s019.t006
d001.s094.t007	sectors	sector	NOUN	d003.s019.t007
	which	which	DET	
	combat	combat	VERB	
d001.s094.t008	age	age	NOUN	d003.s019.t008
d001.s094.t009	barriers	barrier	NOUN	d003.s019.t009
	,	,	.	
d001.s094.t010	especially	especially	ADV	d003.s019.t010
	for	for	ADP	
d001.s094.t011	older	old	ADJ	d003.s019.t011
d001.s094.t012	workers	worker	NOUN	d003.s019.t012
	.	.	.	
d001.s095.t001	Seeking	seek	VERB	d003.s020.t001
d001.s095.t002	alternatives	alternative	NOUN	d003.s020.t002
	to	to	PRT	
d001.s095.t003	early	early	ADJ	d003.s020.t003
d001.s095.t004	retirement	retirement	NOUN	d003.s020.t004
	and	and	CONJ	
d001.s095.t005	redundancy	redundancy	NOUN	d003.s020.t005
	,	,	.	
	the	the	DET	
d001.s095.t006	project	project	NOUN	d003.s020.t006
	is	be	VERB	
d001.s095.t007	primarily	primarily	ADV	d003.s020.t007
d001.s095.t008	concerned	concern	VERB	d003.s020.t008
	with	with	ADP	
	the	the	DET	
d001.s095.t009	retention	retention	NOUN	d003.s020.t009
	,	,	.	
d001.s095.t010	reintegration	reintegrate	VERB	d003.s020.t010
	and	and	CONJ	
d001.s095.t011	retraining	retrain	VERB	d003.s020.t011
	of	of	ADP	
d001.s095.t012	older	old	ADJ	d003.s020.t012
d001.s095.t013	workers	worker	NOUN	d003.s020.t013
	.	.	.	
	The	the	DET	
d001.s096.t001	gender	gender	NOUN	d003.s021.t001
	and	and	CONJ	
d001.s096.t002	ethnic	ethnic	ADJ	d003.s021.t002
d001.s096.t003	backgrounds	background	NOUN	d003.s021.t003
	of	of	ADP	
d001.s096.t004	workers	worker	NOUN	d003.s021.t004
	and	and	CONJ	
	how	how	ADV	
	these	these	DET	
d001.s096.t005	relate	relate	VERB	d003.s021.t005
	to	to	PRT	
d001.s096.t006	age	age	NOUN	d003.s021.t006
d001.s096.t007	discrimination	discrimination	NOUN	d003.s021.t007
	are	be	VERB	
d001.s096.t008	examined	examine	VERB	d003.s021.t008
	.	.	.	
	The	the	DET	
d001.s097.t001	project	project	NOUN	d003.s022.t001
d001.s097.t002	also	also	ADV	d003.s022.t002
d001.s097.t003	considers	consider	VERB	d003.s022.t003
d001.s097.t004	initiatives	initiative	NOUN	d003.s022.t004
	to	to	PRT	
	combat	combat	VERB	
d001.s097.t005	age	age	NOUN	d003.s022.t005
d001.s097.t006	discrimination	discrimination	NOUN	d003.s022.t006
	in	in	ADP	
d001.s097.t007	rural areas	rural_area	NOUN	d003.s022.t007
	and	and	CONJ	
	in	in	ADP	
d001.s097.t008	small	small	ADJ	d003.s022.t008
	and	and	CONJ	
	medium	medium	ADJ	
	sized	size	VERB	
d001.s097.t009	enterprises	enterprise	NOUN	d003.s022.t009
	.	.	.	
	Seven	seven	NOUN	
d001.s098.t001	member	member	NOUN	d003.s023.t001
d001.s098.t002	states	state	NOUN	d003.s023.t002
	are	be	VERB	
d001.s098.t003	covered	cover	VERB	d003.s023.t003
	by	by	ADP	
	the	the	DET	
d001.s098.t004	project	project	NOUN	d003.s023.t004
	:	:	.	
	Belgium	belgium	NOUN	
	,	,	.	
	France	france	NOUN	
	,	,	.	
	Germany	germany	NOUN	
	,	,	.	
	Greece	greece	NOUN	
	,	,	.	
	Italy	italy	NOUN	
	,	,	.	
	the	the	DET	
	Netherlands	netherland	NOUN	
	and	and	CONJ	
	the	the	DET	
d001.s098.t005	United	united	ADJ	d003.s023.t005
d001.s098.t006	Kingdom	kingdom	NOUN	d003.s023.t006
	.	.	.	
	This	this	DET	
d001.s099.t001	document	document	NOUN	d004.s001.t001
	is	be	VERB	
	a	a	DET	
d001.s099.t002	summary	summary	NOUN	d004.s001.t002
	of	of	ADP	
	the	the	DET	
d001.s099.t003	European	european	ADJ	d004.s001.t003
d001.s099.t004	Public	public	ADJ	d004.s001.t004
d001.s099.t005	Assessment	assessment	NOUN	d004.s001.t005
d001.s099.t006	Report	report	NOUN	d004.s001.t006
	.	.	.	
	It	it	PRON	
d001.s099.t007	explains	explain	VERB	d004.s002.t001
	how	how	ADV	
	the	the	DET	
d001.s099.t008	Committee	committee	NOUN	d004.s002.t002
	for	for	ADP	
d001.s099.t009	Medicinal	medicinal	ADJ	d004.s002.t003
d001.s099.t010	Products	product	NOUN	d004.s002.t004
	for	for	ADP	
d001.s099.t011	Veterinary	veterinary	NOUN	d004.s002.t005
d001.s099.t012	Use	use	NOUN	d004.s002.t006
	(	(	.	
	CVMP	cvmp	X	
	)	)	.	
d001.s099.t013	assessed	assess	VERB	d004.s002.t007
	the	the	DET	
d001.s099.t014	studies	study	NOUN	d004.s002.t008
d001.s099.t015	performed	perform	VERB	d004.s002.t009
	,	,	.	
	to	to	PRT	
d001.s099.t016	reach	reach	VERB	d004.s002.t010
	their	they	PRON	
d001.s099.t017	recommendations	recommendation	NOUN	d004.s002.t011
	on	on	ADP	
	how	how	ADV	
	to	to	PRT	
d001.s099.t018	use	use	VERB	d004.s002.t012
	the	the	DET	
d001.s099.t019	medicine	medicine	NOUN	d004.s002.t013
	.	.	.	
	What	what	PRON	
	is	be	VERB	
	Cerenia	cerenia	NOUN	
	?	?	.	
	Cerenia	cerenia	NOUN	
d001.s101.t001	contains	contain	VERB	d004.s004.t001
	the	the	DET	
d001.s101.t002	active	active	ADJ	d004.s004.t002
d001.s101.t003	substance	substance	NOUN	d004.s004.t003
	maropitant	maropitant	NOUN	
	and	and	CONJ	
	is	be	VERB	
d001.s101.t004	available	available	ADJ	d004.s004.t004
	as	as	ADP	
d001.s101.t005	tablet	tablet	NOUN	d004.s004.t005
	or	or	CONJ	
	as	as	ADP	
d001.s101.t006	solution	solution	NOUN	d004.s004.t006
	for	for	ADP	
d001.s101.t007	injection	injection	NOUN	d004.s004.t007
	.	.	.	
	The	the	DET	
d001.s102.t001	tablets	tablet	NOUN	d004.s005.t001
	are	be	VERB	
	pale-orange	pale-orange	ADJ	
	and	and	CONJ	
d001.s102.t002	have	have	VERB	d004.s005.t002
	a	a	DET	
d001.s102.t003	score	score	NOUN	d004.s005.t003
d001.s102.t004	line	line	NOUN	d004.s005.t004
	on	on	ADP	
	both	both	DET	
d001.s102.t005	sides	side	NOUN	d004.s005.t005
d001.s102.t006	so	so	ADV	d004.s005.t006
	that	that	ADP	
	they	they	PRON	
	can	can	VERB	
	be	be	VERB	
d001.s102.t007	halved	halve	VERB	d004.s005.t007
	.	.	.	
	Each	each	DET	
d001.s103.t001	tablet	tablet	NOUN	d004.s006.t001
	is	be	VERB	
d001.s103.t002	marked	mark	VERB	d004.s006.t002
	with	with	ADP	
	the	the	DET	
	Pfizer	pfizer	NOUN	
d001.s103.t003	logo	logo	NOUN	d004.s006.t003
	on	on	ADP	
	one	one	NUM	
d001.s103.t004	side	side	NOUN	d004.s006.t004
	and	and	CONJ	
	with	with	ADP	
	the	the	DET	
d001.s103.t005	letters	letter	NOUN	d004.s006.t005
	MPT	mpt	NOUN	
	and	and	CONJ	
	the	the	DET	
d001.s103.t006	quantity	quantity	NOUN	d004.s006.t006
	of	of	ADP	
	maropitant	maropitant	NOUN	
	on	on	ADP	
	the	the	DET	
d001.s103.t007	other	other	ADJ	d004.s006.t007
d001.s103.t008	side	side	NOUN	d004.s006.t008
	.	.	.	
	What	what	PRON	
	is	be	VERB	
	Cerenia	cerenia	NOUN	
d001.s104.t001	used	use	VERB	d004.s007.t001
	for	for	ADP	
	?	?	.	
	Cerenia	cerenia	NOUN	
	is	be	VERB	
	an	a	DET	
d001.s105.t001	anti-emetic	antiemetic	NOUN	d004.s008.t001
	,	,	.	
	this	this	DET	
d001.s105.t002	means	mean	VERB	d004.s008.t002
	that	that	ADP	
	it	it	PRON	
d001.s105.t003	stops	stop	VERB	d004.s008.t003
d001.s105.t004	vomiting	vomit	VERB	d004.s008.t004
	.	.	.	
	It	it	PRON	
	is	be	VERB	
d001.s106.t001	used	use	VERB	d004.s009.t001
	in	in	ADP	
d001.s106.t002	dogs	dog	NOUN	d004.s009.t002
	to	to	PRT	
d001.s106.t003	prevent	prevent	VERB	d004.s009.t003
d001.s106.t004	vomiting	vomit	VERB	d004.s009.t004
	such	such	ADJ	
	as	as	ADP	
d001.s106.t005	vomiting	vomit	VERB	d004.s009.t005
d001.s106.t006	caused	cause	VERB	d004.s009.t006
	by	by	ADP	
d001.s106.t007	chemotherapy	chemotherapy	NOUN	d004.s009.t007
	(	(	.	
d001.s106.t008	medicines	medicine	NOUN	d004.s009.t008
d001.s106.t009	used	use	VERB	d004.s009.t009
	for	for	ADP	
	the	the	DET	
d001.s106.t010	treatment	treatment	NOUN	d004.s009.t010
	of	of	ADP	
d001.s106.t011	cancer	cancer	NOUN	d004.s009.t011
	,	,	.	
	some	some	DET	
	of	of	ADP	
	which	which	DET	
	are	be	VERB	
d001.s106.t012	known	know	VERB	d004.s009.t012
	to	to	PRT	
d001.s106.t013	cause	cause	VERB	d004.s009.t013
d001.s106.t014	vomiting	vomit	VERB	d004.s009.t014
	)	)	.	
	.	.	.	
	In	in	ADP	
d001.s107.t001	combination	combination	NOUN	d004.s010.t001
	with	with	ADP	
d001.s107.t002	supportive	supportive	ADJ	d004.s010.t002
d001.s107.t003	measures	measure	NOUN	d004.s010.t003
	such	such	ADJ	
	as	as	ADP	
d001.s107.t004	other	other	ADJ	d004.s010.t004
d001.s107.t005	veterinary	veterinary	ADJ	d004.s010.t005
d001.s107.t006	treatment	treatment	NOUN	d004.s010.t006
	or	or	CONJ	
	a	a	DET	
d001.s107.t007	special	special	ADJ	d004.s010.t007
d001.s107.t008	diet	diet	NOUN	d004.s010.t008
	,	,	.	
	Cerenia	cerenia	NOUN	
	can	can	VERB	
d001.s107.t009	also	also	ADV	d004.s010.t009
	be	be	VERB	
d001.s107.t010	used	use	VERB	d004.s010.t010
	in	in	ADP	
	the	the	DET	
d001.s107.t011	treatment	treatment	NOUN	d004.s010.t011
	of	of	ADP	
d001.s107.t012	vomiting	vomiting	NOUN	d004.s010.t012
	(	(	.	
	either	either	CONJ	
	as	as	ADP	
d001.s107.t013	injection	injection	NOUN	d004.s010.t013
	or	or	CONJ	
	as	as	ADP	
d001.s107.t014	injection	injection	NOUN	d004.s010.t014
d001.s107.t015	followed	follow	VERB	d004.s010.t015
	by	by	ADP	
d001.s107.t016	tablets	tablet	NOUN	d004.s010.t016
	)	)	.	
	.	.	.	
	For	for	ADP	
	these	these	DET	
d001.s108.t001	purposes	purpose	NOUN	d004.s011.t001
	,	,	.	
	Cerenia	cerenia	NOUN	
	can	can	VERB	
	be	be	VERB	
d001.s108.t002	given	give	VERB	d004.s011.t002
	for	for	ADP	
	up	up	ADP	
	to	to	PRT	
	five	five	NUM	
d001.s108.t003	days	day	NOUN	d004.s011.t003
	How	how	ADV	
	does	do	VERB	
	Cerenia	cerenia	NOUN	
	work	work	VERB	
	?	?	.	
	Cerenia	cerenia	NOUN	
d001.s110.t001	blocks	block	VERB	d004.s013.t001
	a	a	DET	
	neurokinin	neurokinin	NOUN	
	1	1	NUM	
	(	(	.	
	NK1	nk1	NOUN	
	)	)	.	
d001.s110.t002	receptor	receptor	NOUN	d004.s013.t002
	,	,	.	
	which	which	DET	
d001.s110.t003	acts	act	VERB	d004.s013.t003
	in	in	ADP	
	the	the	DET	
d001.s110.t004	central nervous system	central_nervous_system	NOUN	d004.s013.t004
	.	.	.	
	How	how	ADV	
	has	have	VERB	
	Cerenia	cerenia	NOUN	
	been	be	VERB	
d001.s111.t001	studied	study	VERB	d004.s014.t001
	?	?	.	
	A	a	DET	
d001.s112.t001	large number	large_number	NOUN	d004.s015.t001
	of	of	ADP	
d001.s112.t002	studies	study	NOUN	d004.s015.t002
	with	with	ADP	
	Cerenia	cerenia	NOUN	
	were	be	VERB	
d001.s112.t003	carried out	carry_out	VERB	d004.s015.t003
	either	either	CONJ	
	in	in	ADP	
d001.s112.t004	laboratory	laboratory	NOUN	d004.s015.t004
d001.s112.t005	dogs	dog	NOUN	d004.s015.t005
	or	or	CONJ	
	in	in	ADP	
	animal	animal	NOUN	
d001.s112.t006	patients	patient	NOUN	d004.s015.t006
	at	at	ADP	
d001.s112.t007	veterinary	veterinary	ADJ	d004.s015.t007
	practises	practise	NOUN	
	in	in	ADP	
