Token ID	Token	Lemma	POS	Sense	Token ID ES	Token ES	Lemma ES	POS ES	Sense ES
d002.s032.t009	.		X		es002.s032.t009	.	.	PUNCT	
d002.s033.t001	There	there	R	bn:00114427r	es002.s033.t001	Ahí	ahí	ADV	bn:00114427r
d002.s033.t002	you		X		es002.s033.t001	Ahí	ahí	ADV	
d002.s033.t003	have	have	V	bn:00088078v	es002.s033.t002	tienes	tener	VERB	bn:00088078v
d002.s033.t004	a		X		es002.s033.t003	una	uno	DET	
d002.s033.t005	list	list	N	bn:00051508n	es002.s033.t004	lista	lista	NOUN	bn:00051508n
d002.s033.t006	of		X		es002.s033.t005	de	de	ADP	
d002.s033.t007	the		X		es002.s033.t006	las	el	DET	
d002.s033.t008	declared	declare	V		es002.s033.t008	declaradas	declarado	ADJ	
d002.s033.t009	variables	variable	N	bn:00079583n	es002.s033.t007	variables	variable	NOUN	bn:00079583n
d002.s033.t010	.		X		es002.s033.t009	.	.	PUNCT	
d002.s034.t001	By		X		es002.s034.t001	Al	al	ADP	
d002.s034.t002	double	double	R		es002.s034.t003	doble	doble	ADJ	
d002.s034.t003	clicking	click	V		es002.s034.t002➕es002.s034.t004	hacer➕clic	hacer	VERB➕NOUN	
d002.s034.t004	on		X		es002.s034.t005	en	en	ADP	
d002.s034.t005	them		X		es002.s034.t006	ellos	él	PRON	
d002.s034.t006	you		X		es002.s034.t007	,	,	PUNCT	
d002.s034.t007	will		X		es002.s034.t008	verá	ver	VERB	
d002.s034.t008	see	see	V	bn:00084662v	es002.s034.t008	verá	ver	VERB	bn:00084662v
d002.s034.t009	a		X		es002.s034.t009	un	uno	DET	
d002.s034.t010	dialog	dialog	N		es002.s034.t012	diálogo	diálogo	NOUN	
d002.s034.t011	that		X		es002.s034.t013	que	que	PRON	
d002.s034.t012	lets	let	V	bn:00082536v	es002.s034.t015	permitirá	permitir	VERB	bn:00082536v
d002.s034.t013	you		X		es002.s034.t014	le	él	PRON	
d002.s034.t014	change	change	V	bn:00082553v	es002.s034.t016	cambiar	cambiar	VERB	bn:00082553v
d002.s034.t015	their		X		es002.s034.t017	sus	su	DET	
d002.s034.t016	values	value	N	bn:00079508n	es002.s034.t018	valores	valor	NOUN	bn:00079508n
d002.s034.t017	(		X		es002.s034.t019	(	(	PUNCT	
d002.s034.t018	just	just	R	bn:00114626r	es002.s034.t020	sólo	sólo	ADV	bn:00114626r
d002.s034.t019	a		X		es002.s034.t021	una	uno	DET	
d002.s034.t020	way	way	N	bn:00001965n	es002.s034.t022	forma	forma	NOUN	bn:00001965n
d002.s034.t021	to		X		es002.s034.t023	de	de	ADP	
d002.s034.t022	trick	trick	V	bn:00088310v	es002.s034.t024	engañar	engañar	VERB	bn:00088310v
d002.s034.t023	the		X		es002.s034.t024	engañar	engañar	VERB	
d002.s034.t024	log	log	N	bn:00051831n	es002.s034.t026	registro	registro	NOUN	bn:00051831n
d002.s034.t025	)		X		es002.s034.t027	)	)	PUNCT	
d002.s034.t026	.		X		es002.s034.t028	.	.	PUNCT	
d002.s035.t001	Every		X		es002.s035.t001	Cada	cada	DET	
d002.s035.t002	time	time	N	bn:00019848n	es002.s035.t002	vez	vez	NOUN	bn:00019848n
d002.s035.t003	you		X		es002.s035.t003	que	que	PRON	
d002.s035.t004	enter	enter	V	bn:00087679v	es002.s035.t004	ingresa	ingresar	VERB	bn:00087679v
d002.s035.t005	an		X		es002.s035.t005	una	uno	DET	
d002.s035.t006	expression	expression	N	bn:00032395n	es002.s035.t006	expresión	expresión	NOUN	bn:00032395n
d002.s035.t007	,		X		es002.s035.t007	,	,	PUNCT	
d002.s035.t008	the		X		es002.s035.t008	el	el	DET	
d002.s035.t009	""""		X		es002.s035.t014➕es002.s035.t018	quot;&quot;&quot;&quot➕quot;&quot;&quot;&quot	quot;&quot;&quot;&quot	PROPN	
d002.s035.t010	ans	ans	J		es002.s035.t016	y	y	CCONJ	
d002.s035.t011	""""		X		es002.s035.t014➕es002.s035.t018➕es002.s035.t019	quot;&quot;&quot;&quot➕quot;&quot;&quot;&quot➕;	quot;&quot;&quot;&quot	PROPN➕PUNCT	
d002.s035.t012	variable	variable	N	bn:00079583n	es002.s035.t012	variable	variable	ADJ	bn:00079583n
d002.s035.t013	value	value	N	bn:00079508n	es002.s035.t009	valor	valor	NOUN	bn:00079508n
d002.s035.t014	will		X		es002.s035.t021	cambiará	cambiar	VERB	
d002.s035.t015	be	be	V		es002.s035.t020	se	él	PRON	
d002.s035.t016	changed	change	V	bn:00082553v	es002.s035.t021	cambiará	cambiar	VERB	bn:00082553v
d002.s035.t017	to		X		es002.s035.t022	al	al	ADP	
d002.s035.t018	the		X		es002.s035.t011	la	el	DET	
d002.s035.t019	last	last	J	bn:00105739a	es002.s035.t023	último	último	ADJ	bn:00105739a
d002.s035.t020	result	result	N	bn:00034520n	es002.s035.t024	resultado	resultado	NOUN	bn:00034520n
d002.s035.t021	.		X		es002.s035.t025	.	.	PUNCT	
d002.s036.t001	Ctrl	ctrl	N	bn:00020947n	es002.s036.t001	Ctrl	ctrl	NOUN	bn:00020947n
d002.s036.t002	N	n	N	bn:00056688n	es002.s036.t002	N	N	PROPN	bn:00056688n
d002.s036.t003	New	new	J	bn:00107267a	es002.s036.t003	Nueva	Nueva	PROPN	bn:00107267a
d002.s036.t004	Window	window	N	bn:00081292n	es002.s036.t004	ventana	ventana	PROPN	bn:00081292n
d002.s037.t001	Flushes	flush	V		es002.s037.t001	Limpia	Limpia	PROPN	
d002.s037.t002	the		X		es002.s037.t002	el	el	DET	
d002.s037.t003	log	log	N	bn:00051831n	es002.s037.t003	registro	registro	NOUN	bn:00051831n
d002.s037.t004	.		X		es002.s037.t004	.	.	PUNCT	
d002.s038.t001	Ctrl	ctrl	N	bn:00020947n	es002.s038.t001	Ctrl	ctrl	NOUN	bn:00020947n
d002.s038.t002	L	l	N	bn:00049538n	es002.s038.t002	L	L	PROPN	bn:00049538n
d002.s038.t003	Load	load	V	bn:00090416v	es002.s038.t003	Cargar	cargar	VERB	bn:00090416v
d002.s038.t004	Script	script	N		es002.s038.t004	secuencia	secuencia	NOUN	
d002.s039.t001	Executes	execute	V	bn:00082225v	es002.s039.t001	Ejecuta	ejecutar	VERB	bn:00082225v
d002.s039.t002	the		X		es002.s039.t002	las	el	DET	
d002.s039.t003	instructions	instruction	N	bn:00020945n	es002.s039.t003	instrucciones	instrucción	NOUN	bn:00020945n
d002.s039.t004	in		X		es002.s039.t004	de	de	ADP	
d002.s039.t005	a		X		es002.s039.t005	un	uno	DET	
d002.s039.t006	file	file	N	bn:00021475n	es002.s039.t006	archivo	archivo	NOUN	bn:00021475n
d002.s039.t007	sequentially	sequentially	R	bn:00114819r	es002.s039.t009	secuencial	secuencial	ADJ	bn:00114819r
d002.s039.t008	.		X		es002.s039.t010	.	.	PUNCT	
d002.s040.t001	Nice	nice	J	bn:00107292a	es002.s040.t002	bueno	bueno	ADJ	bn:00107292a
d002.s040.t002	if		X		es002.s040.t003	si	si	SCONJ	
d002.s040.t003	you		X		es002.s040.t001	Es	ser	AUX	
d002.s040.t004	want	want	V	bn:00086682v	es002.s040.t004	desea	desear	VERB	bn:00086682v
d002.s040.t005	to		X		es002.s040.t009	reanudar	reanudar	VERB	
d002.s040.t006	define	define	V	bn:00086466v	es002.s040.t005	definir	definir	VERB	bn:00086466v
d002.s040.t007	some		X		es002.s040.t006	algunas	alguno	DET	
d002.s040.t008	libraries	library	N	bn:00050969n	es002.s040.t007	bibliotecas	biblioteca	NOUN	bn:00050969n
d002.s040.t009	or		X		es002.s040.t008	o	o	CCONJ	
d002.s040.t010	resume	resume	V	bn:00092413v	es002.s040.t009	reanudar	reanudar	VERB	bn:00092413v
d002.s040.t011	some		X		es002.s040.t010	algún	alguno	DET	
d002.s040.t012	previous	previous	J	bn:00107791a	es002.s040.t012	anterior	anterior	ADJ	bn:00107791a
d002.s040.t013	work	work	N	bn:00081568n	es002.s040.t011	trabajo	trabajo	NOUN	bn:00081568n
d002.s040.t014	.		X		es002.s040.t013	.	.	PUNCT	
d002.s041.t001	Ctrl	ctrl	N	bn:00020947n	es002.s041.t001	Ctrl	ctrl	NOUN	bn:00020947n
d002.s041.t002	G	g	N	bn:00036962n	es002.s041.t002	G	G	PROPN	bn:00036962n
d002.s041.t003	Save	save	V	bn:00093281v	es002.s041.t003	Guardar	guardar	VERB	bn:00093281v
d002.s041.t004	Script	script	N		es002.s041.t004	secuencia	secuencia	NOUN	
d002.s042.t001	Saves	save	V	bn:00093281v	es002.s042.t001	Guarda	guardar	VERB	bn:00093281v
d002.s042.t002	the		X		es002.s042.t002	las	el	DET	
d002.s042.t003	instructions	instruction	N	bn:00020945n	es002.s042.t003	instrucciones	instrucción	NOUN	bn:00020945n
d002.s042.t004	you		X		es002.s042.t004	que	que	PRON	
d002.s042.t005	have	have	V		es002.s042.t005	has	haber	AUX	
d002.s042.t006	typed	type	V	bn:00095295v	es002.s042.t006➕es002.s042.t008	escrito➕que	escribir	VERB➕SCONJ	bn:00095295v
d002.s042.t007	since		X		es002.s042.t007	desde	desde	ADP	
d002.s042.t008	the		X		es002.s042.t010	la	el	DET	
d002.s042.t009	session	session	N	bn:03751534n	es002.s042.t011	sesión	sesión	NOUN	bn:03751534n
d002.s042.t010	began	begin	V	bn:00083344v	es002.s042.t009	comenzó	comenzar	VERB	bn:00083344v
d002.s042.t011	to		X		es002.s042.t012	para	para	ADP	
d002.s042.t012	be	be	V		es002.s042.t014	reutilizarlas	reutilizar él	VERB	
d002.s042.t013	able	able	J	bn:00096151a	es002.s042.t013	poder	poder	AUX	bn:00096151a
d002.s042.t014	to		X		es002.s042.t014	reutilizarlas	reutilizar él	VERB	
d002.s042.t015	reuse	reuse	V	bn:00092558v	es002.s042.t014	reutilizarlas	reutilizar él	VERB	bn:00092558v
d002.s042.t016	.		X		es002.s042.t015	.	.	PUNCT	
d002.s043.t001	Generates	generate	V	bn:00084080v	es002.s043.t001➕es002.s043.t002	Genera➕archivos	Genera	PROPN➕NOUN	bn:00084080v
d002.s043.t002	text	text	N	bn:00076732n	es002.s043.t004	texto	texto	NOUN	bn:00076732n
d002.s043.t003	files	file	N	bn:00021475n	es002.s043.t002	archivos	archivo	NOUN	bn:00021475n
d002.s043.t004	so		X		es002.s043.t006	lo	él	PRON	
d002.s043.t005	it		X		es002.s043.t007	que	que	PRON	
d002.s043.t006	should		X		es002.s043.t008	debería	deber	AUX	
d002.s043.t007	be	be	V		es002.s043.t009	ser	ser	AUX	
d002.s043.t008	easy	easy	J	bn:00101973a	es002.s043.t010	fácil	fácil	ADJ	bn:00101973a
d002.s043.t009	to		X		es002.s043.t011	de	de	ADP	
d002.s043.t010	fix	fix	V	bn:00084308v	es002.s043.t012	arreglar	arreglar	VERB	bn:00084308v
d002.s043.t011	using	use	V	bn:00082705v	es002.s043.t013	usando	usar	VERB	bn:00082705v
d002.s043.t012	any		X		es002.s043.t014	cualquier	cualquiera	DET	
d002.s043.t013	text	text	N	bn:00076732n	es002.s043.t017	texto	texto	NOUN	bn:00076732n
d002.s043.t014	editor	editor	N	bn:00029775n	es002.s043.t015	editor	editor	NOUN	bn:00029775n
d002.s043.t015	,		X		es002.s043.t018	,	,	PUNCT	
d002.s043.t016	like		X		es002.s043.t019	como	como	SCONJ	
d002.s043.t017	Kate	kate	N	bn:03628723n	es002.s043.t020	Kate	Kate	PROPN	bn:03628723n
d002.s043.t018	.		X		es002.s043.t021	.	.	PUNCT	
d002.s044.t001	Ctrl	ctrl	N	bn:00020947n	es002.s044.t001	Ctrl	ctrl	NOUN	bn:00020947n
d002.s044.t002	S	s	N	bn:00068673n	es002.s044.t002	S	S	PROPN	bn:00068673n
d002.s044.t003	Save	save	V	bn:00093281v	es002.s044.t003	Guardar	guardar	VERB	bn:00093281v
d002.s044.t004	Log	log	N	bn:00051831n	es002.s044.t004	registro	registro	NOUN	bn:00051831n
d002.s045.t001	Saves	save	V	bn:00093281v	es002.s045.t001	Guarda	guardar	VERB	bn:00093281v
d002.s045.t002	the		X		es002.s045.t002	el	el	DET	
d002.s045.t003	log	log	N	bn:00051831n	es002.s045.t003	registro	registro	NOUN	bn:00051831n
d002.s045.t004	with		X		es002.s045.t004	con	con	ADP	
d002.s045.t005	all		X		es002.s045.t005	todos	todo	DET	
d002.s045.t006	results	result	N	bn:00034520n	es002.s045.t007	resultados	resultado	NOUN	bn:00034520n
d002.s045.t007	into		X		es002.s045.t008	en	en	ADP	
d002.s045.t008	an		X		es002.s045.t009	un	uno	DET	
d002.s045.t009	HTML	html	N	bn:00045087n	es002.s045.t011	HTML	HTML	PROPN	bn:00045087n
d002.s045.t010	file	file	V		es002.s045.t010	archivo	archivo	NOUN	
d002.s045.t011	to		X		es002.s045.t012	para	para	ADP	
d002.s045.t012	be	be	V						
d002.s045.t013	able	able	J	bn:00096151a	es002.s045.t013	poder	poder	AUX	bn:00096151a
d002.s045.t014	to		X		es002.s045.t010	archivo	archivo	NOUN	
d002.s045.t015	print	print	V	bn:00089639v	es002.s045.t014	imprimirlo	imprimir él	VERB	bn:00089639v
d002.s045.t016	or		X		es002.s045.t015	o	o	CCONJ	
d002.s045.t017	publish	publish	V	bn:00084099v	es002.s045.t016	publicarlo	publicar él	VERB	bn:00084099v
d002.s045.t018	.		X		es002.s045.t017	.	.	PUNCT	
d002.s046.t001	Ctrl	ctrl	N	bn:00020947n	es002.s046.t001	Ctrl	ctrl	NOUN	bn:00020947n
d002.s046.t002	Q	q	N	bn:00065472n	es002.s046.t002	Q	Q	PROPN	bn:00065472n
d002.s046.t003	Quit	quit	V	bn:00084710v	es002.s046.t003	Salir	salir	VERB	bn:00084710v
d002.s047.t001	Shuts	shut	V		es002.s047.t001	Cierra	cerrar	VERB	
d002.s047.t002	the		X		es002.s047.t002	el	el	DET	
d002.s047.t003	program	program	N	bn:00021492n	es002.s047.t003	programa	programa	NOUN	bn:00021492n
d002.s047.t004	down	down	R	bn:00115114r					
d002.s047.t005	.		X		es002.s047.t004	.	.	PUNCT	
d002.s048.t001	To		X		es002.s048.t001	Para	para	ADP	
d002.s048.t002	add	add	V	bn:00082317v	es002.s048.t002	agregar	agregar	VERB	bn:00082317v
d002.s048.t003	a		X		es002.s048.t003	un	uno	DET	
d002.s048.t004	new	new	J	bn:00107267a	es002.s048.t004	nuevo	nuevo	ADJ	bn:00107267a
d002.s048.t005	2D	2d	N		es002.s048.t006	2D	2d	NUM	
d002.s048.t006	graph	graph	N	bn:00041412n	es002.s048.t002➕es002.s048.t005	agregar➕gráfico	agregar	VERB➕NOUN	bn:00041412n
d002.s048.t007	on		X		es002.s048.t007	en	en	ADP	
d002.s048.t008	kalgebra	kalgebra	N	bn:08534138n	es002.s048.t008	kalgebra	kalgebra	PROPN	bn:08534138n
d002.s048.t009	,		X		es002.s048.t009	,	,	PUNCT	
d002.s048.t010	what		X		es002.s048.t010	lo	él	PRON	
d002.s048.t011	you		X		es002.s048.t012	tienes	tener	VERB	
d002.s048.t012	have	have	V		es002.s048.t011	que	que	PRON	
d002.s048.t013	to		X		es002.s048.t013	que	que	SCONJ	
d002.s048.t014	do	do	V	bn:00087107v	es002.s048.t014	hacer	hacer	VERB	bn:00087107v
d002.s048.t015	is	be	V		es002.s048.t015	es	ser	AUX	
d002.s048.t016	to		X		es002.s048.t023	hacer	hacer	VERB	
d002.s048.t017	go	go	V	bn:00088912v	es002.s048.t016	ir	ir	VERB	bn:00088912v
d002.s048.t018	to		X		es002.s048.t017	a	a	ADP	
d002.s048.t019	the		X		es002.s048.t018	la	el	DET	
d002.s048.t020	2D	2d	N		es002.s048.t021	2D	2d	NUM	
d002.s048.t021	Graph	graph	N	bn:00041412n	es002.s048.t020	Gráfico	Gráfico	PROPN	bn:00041412n
d002.s048.t022	tab	tab	N	bn:00120018n	es002.s048.t019	pestaña	pestaña	NOUN	bn:00120018n
d002.s048.t023	and		X		es002.s048.t022	y	y	CCONJ	
d002.s048.t024	click	click	N		es002.s048.t024	clic	clic	NOUN	
d002.s048.t025	in		X		es002.s048.t025	en	en	ADP	
d002.s048.t026	the		X		es002.s048.t026	la	el	DET	
d002.s048.t027	Add	add	V	bn:00082317v	es002.s048.t028	Agregar	agregar	VERB	bn:00082317v
d002.s048.t028	tab	tab	N	bn:00120018n	es002.s048.t027	pestaña	pestaña	NOUN	bn:00120018n
d002.s048.t029	to		X		es002.s048.t029	para	para	ADP	
d002.s048.t030	add	add	V	bn:00082317v	es002.s048.t030	agregar	agregar	VERB	bn:00082317v
d002.s048.t031	the		X		es002.s048.t031	la	el	DET	
d002.s048.t032	new	new	J	bn:00107267a	es002.s048.t032	nueva	nuevo	ADJ	bn:00107267a
d002.s048.t033	function	function	N	bn:00036821n	es002.s048.t033	función	función	NOUN	bn:00036821n
d002.s048.t034	.		X		es002.s048.t034	.	.	PUNCT	
d002.s049.t001	Then	then	R	bn:00114281r	es002.s049.t001	Luego	luego	ADV	bn:00114281r
d002.s049.t002	your		X		es002.s049.t002	su	su	DET	
d002.s049.t003	focus	focus	N	bn:00007023n	es002.s049.t003	atención	atención	NOUN	bn:00007023n
d002.s049.t004	will		X						
d002.s049.t005	go	go	V	bn:00088912v	es002.s049.t004	irá	ir	VERB	bn:00088912v
d002.s049.t006	to		X		es002.s049.t005	a	a	ADP	
d002.s049.t007	an		X		es002.s049.t006	un	uno	DET	
d002.s049.t008	input	input	N	bn:00046850n	es002.s049.t011	entrada	entrada	NOUN	bn:00046850n
d002.s049.t009	text	text	N	bn:00076732n	es002.s049.t009	texto	texto	NOUN	bn:00076732n
d002.s049.t010	box	box	N	bn:00012528n	es002.s049.t007	cuadro	cuadro	NOUN	bn:00012528n
d002.s049.t011	where		X		es002.s049.t012	donde	donde	PRON	
d002.s049.t012	you		X		es002.s049.t010	de	de	ADP	
d002.s049.t013	can		X		es002.s049.t013	podrá	poder	AUX	
d002.s049.t014	type	type	V	bn:00095295v	es002.s049.t014	escribir	escribir	VERB	bn:00095295v
d002.s049.t015	your		X		es002.s049.t015	su	su	DET	
d002.s049.t016	function	function	N	bn:00036821n	es002.s049.t016	función	función	NOUN	bn:00036821n
d002.s049.t017	.		X		es002.s049.t017	.	.	PUNCT	
d002.s050.t001	If		X		es002.s050.t001	Si	si	SCONJ	
d002.s050.t002	you		X						
d002.s050.t003	want	want	V	bn:00086682v	es002.s050.t002	desea	desear	VERB	bn:00086682v
d002.s050.t004	to		X						
d002.s050.t005	use	use	V	bn:00082705v	es002.s050.t003	utilizar	utilizar	VERB	bn:00082705v
d002.s050.t006	a		X		es002.s050.t004	una	uno	DET	
d002.s050.t007	typical	typical	J	bn:00112217a	es002.s050.t008	típica	típico	ADJ	bn:00112217a
d002.s050.t008	f(x)	f(x)	N	bn:00036821n	es002.s050.t006➕es002.s050.t007	f(x➕)	f(x	PROPN➕PUNCT	bn:00036821n
d002.s050.t009	function	function	V		es002.s050.t005	función	función	NOUN	
d002.s050.t010	it		X		es002.s050.t009	,	,	PUNCT	
d002.s050.t011	is	be	V		es002.s050.t011	es	ser	AUX	
d002.s050.t012	not	not	R	bn:00116360r	es002.s050.t010	no	no	ADV	bn:00116360r
d002.s050.t013	necessary	necessary	J	bn:00107182a	es002.s050.t012	necesario	necesario	ADJ	bn:00107182a
d002.s050.t014	to		X						
d002.s050.t015	specify	specify	V	bn:00086468v	es002.s050.t013	especificarla	especificar él	VERB	bn:00086468v
d002.s050.t016	it		X		es002.s050.t013	especificarla	especificar él	VERB	
d002.s050.t017	.		X		es002.s050.t014	.	.	PUNCT	
d002.s051.t001	If		X		es002.s051.t001	Si	si	SCONJ	
d002.s051.t002	you		X		es002.s051.t004	a	a	ADP	
d002.s051.t003	have	have	V		es002.s051.t002	ha	haber	AUX	
d002.s051.t004	entered	enter	V	bn:00087679v	es002.s051.t003	ingresado	ingresar	VERB	bn:00087679v
d002.s051.t005	the		X		es002.s051.t005	la	el	DET	
d002.s051.t006	function	function	N	bn:00036821n	es002.s051.t006	función	función	NOUN	bn:00036821n
d002.s051.t007	click	click	N		es002.s051.t007	haga	hacer	VERB	
d002.s051.t008	on		X		es002.s051.t009	en	en	ADP	
d002.s051.t009	the		X		es002.s051.t010	el	el	DET	
d002.s051.t010	OK	ok	J	bn:00096817a	es002.s051.t012	Aceptar	aceptar	VERB	bn:00096817a
d002.s051.t011	button	button	N	bn:03843242n	es002.s051.t011	botón	botón	NOUN	bn:03843242n
d002.s051.t012	to		X		es002.s051.t013	para	para	ADP	
d002.s051.t013	display	display	V	bn:00087013v	es002.s051.t014	mostrar	mostrar	VERB	bn:00087013v
d002.s051.t014	the		X		es002.s051.t015	el	el	DET	
d002.s051.t015	graph	graph	N	bn:00041412n	es002.s051.t016	gráfico	gráfico	NOUN	bn:00041412n
d002.s051.t016	in		X		es002.s051.t017	en	en	ADP	
d002.s051.t017	the		X		es002.s051.t018	la	el	DET	
d002.s051.t018	main	main	J	bn:00099598a	es002.s051.t020	principal	principal	ADJ	bn:00099598a
d002.s051.t019	window	window	N	bn:00081292n	es002.s051.t019	ventana	ventana	NOUN	bn:00081292n
d002.s051.t020	.		X		es002.s051.t021	.	.	PUNCT	
d002.s052.t001	You		X						
d002.s052.t002	can		X		es002.s052.t001	Puede	poder	AUX	
d002.s052.t003	set	set	V	bn:00090224v	es002.s052.t002	configurar	configurar	VERB	bn:00090224v
d002.s052.t004	several	several	J	bn:00110469a	es002.s052.t003	varios	varios	DET	bn:00110469a
d002.s052.t005	graphs	graph	N	bn:00041412n	es002.s052.t004	gráficos	gráfico	NOUN	bn:00041412n
d002.s052.t006	on		X		es002.s052.t005	en	en	ADP	
d002.s052.t007	the		X		es002.s052.t006	la	el	DET	
d002.s052.t008	same	same	J	bn:00110075a	es002.s052.t007	misma	mismo	DET	bn:00110075a
d002.s052.t009	view	view	N	bn:00079985n	es002.s052.t008	vista	vista	NOUN	bn:00079985n
d002.s052.t010	.		X		es002.s052.t009	.	.	PUNCT	
d002.s053.t001	Just	just	R	bn:00114626r	es002.s053.t001	Simplemente	simplemente	ADV	bn:00114626r
d002.s053.t002	use	use	V	bn:00082705v	es002.s053.t002	use	usar	VERB	bn:00082705v
d002.s053.t003	the		X		es002.s053.t003	el	el	DET	
d002.s053.t004	Add	add	V	bn:00082317v	es002.s053.t005	Agregar	agregar	VERB	bn:00082317v
d002.s053.t005	button	button	N	bn:03843242n	es002.s053.t004	botón	botón	NOUN	bn:03843242n
d002.s053.t006	when		X		es002.s053.t006	cuando	cuando	SCONJ	
d002.s053.t007	you		X		es002.s053.t005	Agregar	agregar	VERB	
d002.s053.t008	are	be	V		es002.s053.t007	esté	estar	VERB	
d002.s053.t009	in		X		es002.s053.t008	en	en	ADP	
d002.s053.t010	List	list	N	bn:00051508n	es002.s053.t011	Lista	Lista	PROPN	bn:00051508n
d002.s053.t011	mode	mode	N	bn:00055444n	es002.s053.t010	modo	modo	NOUN	bn:00055444n
d002.s053.t012	.		X		es002.s053.t012	.	.	PUNCT	
d002.s054.t001	You		X		es002.s054.t005	con	con	ADP	
d002.s054.t002	can		X		es002.s054.t001	Puede	poder	AUX	
d002.s054.t003	set	set	V	bn:00090224v	es002.s054.t002	configurar	configurar	VERB	bn:00090224v
d002.s054.t004	each		X		es002.s054.t003	cada	cada	DET	
d002.s054.t005	graph	graph	N	bn:00041412n	es002.s054.t004	gráfico	gráfico	NOUN	bn:00041412n
d002.s054.t006	its		X		es002.s054.t006	su	su	DET	
d002.s054.t007	own	own	J		es002.s054.t007	propio	propio	DET	
d002.s054.t008	color	color	N	bn:00020726n	es002.s054.t008	color	color	NOUN	bn:00020726n
d002.s054.t009	.		X		es002.s054.t009	.	.	PUNCT	
d003.s002.t001	The		X		es003.s002.t001	La	el	DET	
d003.s002.t002	Foundation	foundation	N	bn:00036064n	es003.s002.t002	Fundación	Fundación	PROPN	bn:00036064n
d003.s002.t003	has	have	V		es003.s002.t003	participó	participar	VERB	
d003.s002.t004	recently	recently	R	bn:00116085r	es003.s002.t004	recientemente	recientemente	ADV	bn:00116085r
d003.s002.t005	been	be	V		es003.s002.t004	recientemente	recientemente	ADV	
d003.s002.t006	involved	involve	V	bn:00089893v	es003.s002.t003	participó	participar	VERB	bn:00089893v
d003.s002.t007	in		X		es003.s002.t005	en	en	ADP	
d003.s002.t008	organising	organise	V	bn:00091196v	es003.s002.t007	organización	organización	NOUN	bn:00091196v
d003.s002.t009	a		X		es003.s002.t009	una	uno	DET	
d003.s002.t010	conference	conference	N	bn:00021721n	es003.s002.t010	conferencia	conferencia	NOUN	bn:00021721n
d003.s002.t011	which		X		es003.s002.t011	que	que	PRON	
d003.s002.t012	dealt	deal	V	bn:00084527v	es003.s002.t012	abordó	abordar	VERB	bn:00084527v
d003.s002.t013	with		X						
d003.s002.t014	this		X		es003.s002.t013	este	este	DET	
d003.s002.t015	critical	critical	J	bn:00100676a	es003.s002.t015	crítico	crítico	ADJ	bn:00100676a
d003.s002.t016	challenge	challenge	N	bn:00017557n	es003.s002.t014	desafío	desafío	NOUN	bn:00017557n
d003.s002.t017	.		X		es003.s002.t016	.	.	PUNCT	
d003.s003.t001	Over		X		es003.s003.t001➕es003.s003.t002	Más➕de	más	ADV➕ADP	
d003.s003.t002	100		X		es003.s003.t003	100	100	NUM	
d003.s003.t003	participants	participant	N	bn:00060798n	es003.s003.t004	participantes	participante	NOUN	bn:00060798n
d003.s003.t004	from		X		es003.s003.t005	de	de	ADP	
d003.s003.t005	the		X		es003.s003.t006	los	el	DET	
d003.s003.t006	main	main	J	bn:00099598a	es003.s003.t007	principales	principal	ADJ	bn:00099598a
d003.s003.t007	interest	interest	N	bn:00047078n	es003.s003.t010	interés	interés	NOUN	bn:00047078n
d003.s003.t008	groups	group	N	bn:00072536n	es003.s003.t008	grupos	grupo	NOUN	bn:00072536n
d003.s003.t009	attended	attend	V	bn:00082907v	es003.s003.t011	asistieron	asistir	VERB	bn:00082907v
d003.s003.t010	and		X		es003.s003.t012	y	y	CCONJ	
d003.s003.t011	debated	debate	V	bn:00086341v	es003.s003.t013	debatieron	debatir	VERB	bn:00086341v
d003.s003.t012	issues	issue	N	bn:00047688n	es003.s003.t014	cuestiones	cuestión	NOUN	bn:00047688n
d003.s003.t013	such	such	R						
d003.s003.t014	as	as	R		es003.s003.t015	como	como	SCONJ	
d003.s003.t015	the		X		es003.s003.t016	el	el	DET	
d003.s003.t016	role	role	N	bn:00036823n	es003.s003.t017	papel	papel	NOUN	bn:00036823n
d003.s003.t017	of		X		es003.s003.t018	de	de	ADP	
d003.s003.t018	key	key	J	bn:00099258a	es003.s003.t021	clave	clave	NOUN	bn:00099258a
d003.s003.t019	actors	actor	N	bn:00001177n	es003.s003.t020➕es003.s003.t029	actores➕interlocutores	actor	NOUN	bn:00001177n
d003.s003.t020	including	include	V	bn:00089660v	es003.s003.t023	incluidas	incluir	VERB	bn:00089660v
d003.s003.t021	public	public	J	bn:00109211a	es003.s003.t026	públicas	público	ADJ	bn:00109211a
d003.s003.t022	authorities	authority	N	bn:00001961n	es003.s003.t025	autoridades	autoridad	NOUN	bn:00001961n
d003.s003.t023	,		X		es003.s003.t022➕es003.s003.t027	,➕,	,	PUNCT	
d003.s003.t024	social	social	J	bn:00110842a	es003.s003.t030	sociales	social	ADJ	bn:00110842a
d003.s003.t025	partners	partner	N		es003.s003.t029	interlocutores	interlocutor	NOUN	
d003.s003.t026	,		X		es003.s003.t027➕es003.s003.t031	,➕,	,	PUNCT	
d003.s003.t027	voluntary	voluntary	J	bn:00113672a	es003.s003.t034	voluntarias	voluntario	ADJ	bn:00113672a
d003.s003.t028	and		X		es003.s003.t035	y	y	CCONJ	
d003.s003.t029	community	community	N	bn:00021248n	es003.s003.t036	comunitarias	comunitario	ADJ	bn:00021248n
