Token ID	Token	Lemma	POS
es002.s034.t019	(	(	PUNCT
es002.s034.t020	sólo	sólo	ADV
es002.s034.t021	una	uno	DET
es002.s034.t022	forma	forma	NOUN
es002.s034.t023	de	de	ADP
es002.s034.t024	engañar	engañar	VERB
es002.s034.t025	al	al	ADP
es002.s034.t026	registro	registro	NOUN
es002.s034.t027	)	)	PUNCT
es002.s034.t028	.	.	PUNCT
es002.s035.t001	Cada	cada	DET
es002.s035.t002	vez	vez	NOUN
es002.s035.t003	que	que	PRON
es002.s035.t004	ingresa	ingresar	VERB
es002.s035.t005	una	uno	DET
es002.s035.t006	expresión	expresión	NOUN
es002.s035.t007	,	,	PUNCT
es002.s035.t008	el	el	DET
es002.s035.t009	valor	valor	NOUN
es002.s035.t010	de	de	ADP
es002.s035.t011	la	el	DET
es002.s035.t012	variable	variable	ADJ
es002.s035.t013	&	&	PROPN
es002.s035.t014	quot;&quot;&quot;&quot	quot;&quot;&quot;&quot	PROPN
es002.s035.t015	;	;	PUNCT
es002.s035.t016	y	y	CCONJ
es002.s035.t017	&	&	PROPN
es002.s035.t018	quot;&quot;&quot;&quot	quot;&quot;&quot;&quot	PROPN
es002.s035.t019	;	;	PUNCT
es002.s035.t020	se	él	PRON
es002.s035.t021	cambiará	cambiar	VERB
es002.s035.t022	al	al	ADP
es002.s035.t023	último	último	ADJ
es002.s035.t024	resultado	resultado	NOUN
es002.s035.t025	.	.	PUNCT
es002.s036.t001	Ctrl	ctrl	NOUN
es002.s036.t002	N	N	PROPN
es002.s036.t003	Nueva	Nueva	PROPN
es002.s036.t004	ventana	ventana	PROPN
es002.s037.t001	Limpia	Limpia	PROPN
es002.s037.t002	el	el	DET
es002.s037.t003	registro	registro	NOUN
es002.s037.t004	.	.	PUNCT
es002.s038.t001	Ctrl	ctrl	NOUN
es002.s038.t002	L	L	PROPN
es002.s038.t003	Cargar	cargar	VERB
es002.s038.t004	secuencia	secuencia	NOUN
es002.s038.t005	de	de	ADP
es002.s038.t006	comandos	comando	NOUN
es002.s039.t001	Ejecuta	ejecutar	VERB
es002.s039.t002	las	el	DET
es002.s039.t003	instrucciones	instrucción	NOUN
es002.s039.t004	de	de	ADP
es002.s039.t005	un	uno	DET
es002.s039.t006	archivo	archivo	NOUN
es002.s039.t007	de	de	ADP
es002.s039.t008	forma	forma	NOUN
es002.s039.t009	secuencial	secuencial	ADJ
es002.s039.t010	.	.	PUNCT
es002.s040.t001	Es	ser	AUX
es002.s040.t002	bueno	bueno	ADJ
es002.s040.t003	si	si	SCONJ
es002.s040.t004	desea	desear	VERB
es002.s040.t005	definir	definir	VERB
es002.s040.t006	algunas	alguno	DET
es002.s040.t007	bibliotecas	biblioteca	NOUN
es002.s040.t008	o	o	CCONJ
es002.s040.t009	reanudar	reanudar	VERB
es002.s040.t010	algún	alguno	DET
es002.s040.t011	trabajo	trabajo	NOUN
es002.s040.t012	anterior	anterior	ADJ
es002.s040.t013	.	.	PUNCT
es002.s041.t001	Ctrl	ctrl	NOUN
es002.s041.t002	G	G	PROPN
es002.s041.t003	Guardar	guardar	VERB
es002.s041.t004	secuencia	secuencia	NOUN
es002.s041.t005	de	de	ADP
es002.s041.t006	comandos	comando	NOUN
es002.s042.t001	Guarda	guardar	VERB
es002.s042.t002	las	el	DET
es002.s042.t003	instrucciones	instrucción	NOUN
es002.s042.t004	que	que	PRON
es002.s042.t005	has	haber	AUX
es002.s042.t006	escrito	escribir	VERB
es002.s042.t007	desde	desde	ADP
es002.s042.t008	que	que	SCONJ
es002.s042.t009	comenzó	comenzar	VERB
es002.s042.t010	la	el	DET
es002.s042.t011	sesión	sesión	NOUN
es002.s042.t012	para	para	ADP
es002.s042.t013	poder	poder	AUX
es002.s042.t014	reutilizarlas	reutilizar él	VERB
es002.s042.t015	.	.	PUNCT
es002.s043.t001	Genera	Genera	PROPN
es002.s043.t002	archivos	archivo	NOUN
es002.s043.t003	de	de	ADP
es002.s043.t004	texto	texto	NOUN
es002.s043.t005	por	por	ADP
es002.s043.t006	lo	él	PRON
es002.s043.t007	que	que	PRON
es002.s043.t008	debería	deber	AUX
es002.s043.t009	ser	ser	AUX
es002.s043.t010	fácil	fácil	ADJ
es002.s043.t011	de	de	ADP
es002.s043.t012	arreglar	arreglar	VERB
es002.s043.t013	usando	usar	VERB
es002.s043.t014	cualquier	cualquiera	DET
es002.s043.t015	editor	editor	NOUN
es002.s043.t016	de	de	ADP
es002.s043.t017	texto	texto	NOUN
es002.s043.t018	,	,	PUNCT
es002.s043.t019	como	como	SCONJ
es002.s043.t020	Kate	Kate	PROPN
es002.s043.t021	.	.	PUNCT
es002.s044.t001	Ctrl	ctrl	NOUN
es002.s044.t002	S	S	PROPN
es002.s044.t003	Guardar	guardar	VERB
es002.s044.t004	registro	registro	NOUN
es002.s045.t001	Guarda	guardar	VERB
es002.s045.t002	el	el	DET
es002.s045.t003	registro	registro	NOUN
es002.s045.t004	con	con	ADP
es002.s045.t005	todos	todo	DET
es002.s045.t006	los	el	DET
es002.s045.t007	resultados	resultado	NOUN
es002.s045.t008	en	en	ADP
es002.s045.t009	un	uno	DET
es002.s045.t010	archivo	archivo	NOUN
es002.s045.t011	HTML	HTML	PROPN
es002.s045.t012	para	para	ADP
es002.s045.t013	poder	poder	AUX
es002.s045.t014	imprimirlo	imprimir él	VERB
es002.s045.t015	o	o	CCONJ
es002.s045.t016	publicarlo	publicar él	VERB
es002.s045.t017	.	.	PUNCT
es002.s046.t001	Ctrl	ctrl	NOUN
es002.s046.t002	Q	Q	PROPN
es002.s046.t003	Salir	salir	VERB
es002.s047.t001	Cierra	cerrar	VERB
es002.s047.t002	el	el	DET
es002.s047.t003	programa	programa	NOUN
es002.s047.t004	.	.	PUNCT
es002.s048.t001	Para	para	ADP
es002.s048.t002	agregar	agregar	VERB
es002.s048.t003	un	uno	DET
es002.s048.t004	nuevo	nuevo	ADJ
es002.s048.t005	gráfico	gráfico	NOUN
es002.s048.t006	2D	2d	NUM
es002.s048.t007	en	en	ADP
es002.s048.t008	kalgebra	kalgebra	PROPN
es002.s048.t009	,	,	PUNCT
es002.s048.t010	lo	él	PRON
es002.s048.t011	que	que	PRON
es002.s048.t012	tienes	tener	VERB
es002.s048.t013	que	que	SCONJ
es002.s048.t014	hacer	hacer	VERB
es002.s048.t015	es	ser	AUX
es002.s048.t016	ir	ir	VERB
es002.s048.t017	a	a	ADP
es002.s048.t018	la	el	DET
es002.s048.t019	pestaña	pestaña	NOUN
es002.s048.t020	Gráfico	Gráfico	PROPN
es002.s048.t021	2D	2d	NUM
es002.s048.t022	y	y	CCONJ
es002.s048.t023	hacer	hacer	VERB
es002.s048.t024	clic	clic	NOUN
es002.s048.t025	en	en	ADP
es002.s048.t026	la	el	DET
es002.s048.t027	pestaña	pestaña	NOUN
es002.s048.t028	Agregar	agregar	VERB
es002.s048.t029	para	para	ADP
es002.s048.t030	agregar	agregar	VERB
es002.s048.t031	la	el	DET
es002.s048.t032	nueva	nuevo	ADJ
es002.s048.t033	función	función	NOUN
es002.s048.t034	.	.	PUNCT
es002.s049.t001	Luego	luego	ADV
es002.s049.t002	su	su	DET
es002.s049.t003	atención	atención	NOUN
es002.s049.t004	irá	ir	VERB
es002.s049.t005	a	a	ADP
es002.s049.t006	un	uno	DET
es002.s049.t007	cuadro	cuadro	NOUN
es002.s049.t008	de	de	ADP
es002.s049.t009	texto	texto	NOUN
es002.s049.t010	de	de	ADP
es002.s049.t011	entrada	entrada	NOUN
es002.s049.t012	donde	donde	PRON
es002.s049.t013	podrá	poder	AUX
es002.s049.t014	escribir	escribir	VERB
es002.s049.t015	su	su	DET
es002.s049.t016	función	función	NOUN
es002.s049.t017	.	.	PUNCT
es002.s050.t001	Si	si	SCONJ
es002.s050.t002	desea	desear	VERB
es002.s050.t003	utilizar	utilizar	VERB
es002.s050.t004	una	uno	DET
es002.s050.t005	función	función	NOUN
es002.s050.t006	f(x	f(x	PROPN
es002.s050.t007	)	)	PUNCT
es002.s050.t008	típica	típico	ADJ
es002.s050.t009	,	,	PUNCT
es002.s050.t010	no	no	ADV
es002.s050.t011	es	ser	AUX
es002.s050.t012	necesario	necesario	ADJ
es002.s050.t013	especificarla	especificar él	VERB
es002.s050.t014	.	.	PUNCT
es002.s051.t001	Si	si	SCONJ
es002.s051.t002	ha	haber	AUX
es002.s051.t003	ingresado	ingresar	VERB
es002.s051.t004	a	a	ADP
es002.s051.t005	la	el	DET
es002.s051.t006	función	función	NOUN
es002.s051.t007	haga	hacer	VERB
es002.s051.t008	clic	clic	NOUN
es002.s051.t009	en	en	ADP
es002.s051.t010	el	el	DET
es002.s051.t011	botón	botón	NOUN
es002.s051.t012	Aceptar	aceptar	VERB
es002.s051.t013	para	para	ADP
es002.s051.t014	mostrar	mostrar	VERB
es002.s051.t015	el	el	DET
es002.s051.t016	gráfico	gráfico	NOUN
es002.s051.t017	en	en	ADP
es002.s051.t018	la	el	DET
es002.s051.t019	ventana	ventana	NOUN
es002.s051.t020	principal	principal	ADJ
es002.s051.t021	.	.	PUNCT
es002.s052.t001	Puede	poder	AUX
es002.s052.t002	configurar	configurar	VERB
es002.s052.t003	varios	varios	DET
es002.s052.t004	gráficos	gráfico	NOUN
es002.s052.t005	en	en	ADP
es002.s052.t006	la	el	DET
es002.s052.t007	misma	mismo	DET
es002.s052.t008	vista	vista	NOUN
es002.s052.t009	.	.	PUNCT
es002.s053.t001	Simplemente	simplemente	ADV
es002.s053.t002	use	usar	VERB
es002.s053.t003	el	el	DET
es002.s053.t004	botón	botón	NOUN
es002.s053.t005	Agregar	agregar	VERB
es002.s053.t006	cuando	cuando	SCONJ
es002.s053.t007	esté	estar	VERB
es002.s053.t008	en	en	ADP
es002.s053.t009	el	el	DET
es002.s053.t010	modo	modo	NOUN
es002.s053.t011	Lista	Lista	PROPN
es002.s053.t012	.	.	PUNCT
es002.s054.t001	Puede	poder	AUX
es002.s054.t002	configurar	configurar	VERB
es002.s054.t003	cada	cada	DET
es002.s054.t004	gráfico	gráfico	NOUN
es002.s054.t005	con	con	ADP
es002.s054.t006	su	su	DET
es002.s054.t007	propio	propio	DET
es002.s054.t008	color	color	NOUN
es002.s054.t009	.	.	PUNCT
es003.s002.t001	La	el	DET
es003.s002.t002	Fundación	Fundación	PROPN
es003.s002.t003	participó	participar	VERB
es003.s002.t004	recientemente	recientemente	ADV
es003.s002.t005	en	en	ADP
es003.s002.t006	la	el	DET
es003.s002.t007	organización	organización	NOUN
es003.s002.t008	de	de	ADP
es003.s002.t009	una	uno	DET
es003.s002.t010	conferencia	conferencia	NOUN
es003.s002.t011	que	que	PRON
es003.s002.t012	abordó	abordar	VERB
es003.s002.t013	este	este	DET
es003.s002.t014	desafío	desafío	NOUN
es003.s002.t015	crítico	crítico	ADJ
es003.s002.t016	.	.	PUNCT
es003.s003.t001	Más	más	ADV
es003.s003.t002	de	de	ADP
es003.s003.t003	100	100	NUM
es003.s003.t004	participantes	participante	NOUN
es003.s003.t005	de	de	ADP
es003.s003.t006	los	el	DET
es003.s003.t007	principales	principal	ADJ
es003.s003.t008	grupos	grupo	NOUN
es003.s003.t009	de	de	ADP
es003.s003.t010	interés	interés	NOUN
es003.s003.t011	asistieron	asistir	VERB
es003.s003.t012	y	y	CCONJ
es003.s003.t013	debatieron	debatir	VERB
es003.s003.t014	cuestiones	cuestión	NOUN
es003.s003.t015	como	como	SCONJ
es003.s003.t016	el	el	DET
es003.s003.t017	papel	papel	NOUN
es003.s003.t018	de	de	ADP
es003.s003.t019	los	el	DET
es003.s003.t020	actores	actor	NOUN
es003.s003.t021	clave	clave	NOUN
es003.s003.t022	,	,	PUNCT
es003.s003.t023	incluidas	incluir	VERB
es003.s003.t024	las	el	DET
es003.s003.t025	autoridades	autoridad	NOUN
es003.s003.t026	públicas	público	ADJ
es003.s003.t027	,	,	PUNCT
es003.s003.t028	los	el	DET
es003.s003.t029	interlocutores	interlocutor	NOUN
es003.s003.t030	sociales	social	ADJ
es003.s003.t031	,	,	PUNCT
es003.s003.t032	las	el	DET
es003.s003.t033	organizaciones	organización	NOUN
es003.s003.t034	voluntarias	voluntario	ADJ
es003.s003.t035	y	y	CCONJ
es003.s003.t036	comunitarias	comunitario	ADJ
es003.s003.t037	,	,	PUNCT
es003.s003.t038	así	así	ADV
es003.s003.t039	como	como	SCONJ
es003.s003.t040	los	el	DET
es003.s003.t041	usuarios	usuario	NOUN
es003.s003.t042	de	de	ADP
es003.s003.t043	los	el	DET
es003.s003.t044	servicios	servicio	NOUN
es003.s003.t045	.	.	PUNCT
es003.s004.t001	Se	él	PRON
es003.s004.t002	informaron	informar	VERB
es003.s004.t003	relativamente	relativamente	ADV
es003.s004.t004	pocos	poco	DET
es003.s004.t005	casos	caso	NOUN
es003.s004.t006	de	de	ADP
es003.s004.t007	intentos	intento	NOUN
es003.s004.t008	de	de	ADP
es003.s004.t009	involucrar	involucrar	VERB
es003.s004.t010	a	a	ADP
es003.s004.t011	los	el	DET
es003.s004.t012	usuarios	usuario	NOUN
es003.s004.t013	en	en	ADP
es003.s004.t014	la	el	DET
es003.s004.t015	planificación	planificación	NOUN
es003.s004.t016	de	de	ADP
es003.s004.t017	servicios	servicio	NOUN
es003.s004.t018	,	,	PUNCT
es003.s004.t019	pero	pero	CCONJ
es003.s004.t020	se	él	PRON
es003.s004.t021	encontró	encontrar	VERB
es003.s004.t022	que	que	SCONJ
es003.s004.t023	su	su	DET
es003.s004.t024	participación	participación	NOUN
es003.s004.t025	en	en	ADP
es003.s004.t026	la	el	DET
es003.s004.t027	prestación	prestación	NOUN
es003.s004.t028	de	de	ADP
es003.s004.t029	servicios	servicio	NOUN
es003.s004.t030	era	ser	AUX
es003.s004.t031	más	más	ADV
es003.s004.t032	común	común	ADJ
es003.s004.t033	.	.	PUNCT
es003.s005.t001	También	también	ADV
es003.s005.t002	se	él	PRON
es003.s005.t003	tomó	tomar	VERB
es003.s005.t004	nota	nota	NOUN
es003.s005.t005	de	de	ADP
es003.s005.t006	la	el	DET
es003.s005.t007	variedad	variedad	NOUN
es003.s005.t008	de	de	ADP
es003.s005.t009	funciones	función	NOUN
es003.s005.t010	que	que	PRON
es003.s005.t011	desempeñan	desempeñar	VERB
es003.s005.t012	los	el	DET
es003.s005.t013	servicios	servicio	NOUN
es003.s005.t014	de	de	ADP
es003.s005.t015	bienestar	bienestar	NOUN
es003.s005.t016	público	público	ADJ
es003.s005.t017	.	.	PUNCT
es003.s006.t001	La	el	DET
es003.s006.t002	Fundación	Fundación	PROPN
es003.s006.t003	organizó	organizar	VERB
es003.s006.t004	,	,	PUNCT
es003.s006.t005	junto	junto	ADJ
es003.s006.t006	con	con	ADP
es003.s006.t007	la	el	DET
es003.s006.t008	Comisión	Comisión	PROPN
es003.s006.t009	Europea	Europea	PROPN
es003.s006.t010	,	,	PUNCT
es003.s006.t011	el	el	DET
es003.s006.t012	Ministerio	Ministerio	PROPN
es003.s006.t013	de	de	ADP
es003.s006.t014	Asuntos	Asuntos	PROPN
es003.s006.t015	Sociales	Sociales	PROPN
es003.s006.t016	de	de	ADP
es003.s006.t017	España	España	PROPN
es003.s006.t018	y	y	CCONJ
es003.s006.t019	la	el	DET
es003.s006.t020	Xunta	Xunta	PROPN
es003.s006.t021	de	de	ADP
es003.s006.t022	Galicia	Galicia	PROPN
es003.s006.t023	,	,	PUNCT
es003.s006.t024	una	uno	DET
es003.s006.t025	conferencia	conferencia	PROPN
es003.s006.t026	europea	europea	PROPN
es003.s006.t027	sobre	sobre	ADP
es003.s006.t028	la	el	DET
es003.s006.t029	exclusión	exclusión	NOUN
es003.s006.t030	social	social	ADJ
es003.s006.t031	:	:	PUNCT
es003.s006.t032	un	uno	DET
es003.s006.t033	gran	gran	ADJ
es003.s006.t034	reto	reto	NOUN
es003.s006.t035	para	para	ADP
es003.s006.t036	los	el	DET
es003.s006.t037	servicios	servicio	NOUN
es003.s006.t038	públicos	público	ADJ
es003.s006.t039	de	de	ADP
es003.s006.t040	bienestar	bienestar	NOUN
es003.s006.t041	.	.	PUNCT
es003.s007.t001	La	el	DET
es003.s007.t002	Fundación	Fundación	PROPN
es003.s007.t003	ha	haber	AUX
es003.s007.t004	publicado	publicar	VERB
es003.s007.t005	recientemente	recientemente	ADV
es003.s007.t006	un	uno	DET
es003.s007.t007	estudio	estudio	NOUN
es003.s007.t008	comparativo	comparativo	ADJ
es003.s007.t009	en	en	ADP
es003.s007.t010	el	el	DET
es003.s007.t011	marco	marco	NOUN
es003.s007.t012	del	del	ADP
es003.s007.t013	proyecto	proyecto	NOUN
es003.s007.t014	EPOC	EPOC	PROPN
es003.s007.t015	que	que	PRON
es003.s007.t016	evalúa	evalúa	VERB
es003.s007.t017	en	en	ADP
es003.s007.t018	qué	qué	DET
es003.s007.t019	medida	medidar	VERB
es003.s007.t020	la	el	DET
es003.s007.t021	participación	participación	NOUN
es003.s007.t022	directa	directo	ADJ
es003.s007.t023	puede	poder	AUX
es003.s007.t024	humanizar	humanizar	VERB
es003.s007.t025	el	el	DET
es003.s007.t026	trabajo	trabajo	NOUN
es003.s007.t027	aumentando	aumentar	VERB
es003.s007.t028	al	al	ADP
es003.s007.t029	mismo	mismo	ADJ
es003.s007.t030	tiempo	tiempo	NOUN
es003.s007.t031	la	el	DET
es003.s007.t032	rentabilidad	rentabilidad	NOUN
es003.s007.t033	.	.	PUNCT
es003.s008.t001	El	el	DET
es003.s008.t002	estudio	estudio	NOUN
es003.s008.t003	se	él	PRON
es003.s008.t004	basa	basar	VERB
es003.s008.t005	en	en	ADP
es003.s008.t006	195	195	NUM
es003.s008.t007	entrevistas	entrevista	NOUN
es003.s008.t008	personales	personal	ADJ
es003.s008.t009	con	con	ADP
es003.s008.t010	altos	alto	ADJ
es003.s008.t011	funcionarios	funcionario	NOUN
es003.s008.t012	de	de	ADP
es003.s008.t013	los	el	DET
es003.s008.t014	interlocutores	interlocutor	NOUN
es003.s008.t015	sociales	social	ADJ
es003.s008.t016	como	como	SCONJ
es003.s008.t017	representantes	representante	NOUN
es003.s008.t018	de	de	ADP
es003.s008.t019	organizaciones	organización	NOUN
es003.s008.t020	de	de	ADP
es003.s008.t021	nivel	nivel	NOUN
es003.s008.t022	nacional	nacional	ADJ
es003.s008.t023	en	en	ADP
es003.s008.t024	quince	quince	NUM
es003.s008.t025	países	país	NOUN
es003.s008.t026	europeos	europeo	ADJ
es003.s008.t027	.	.	PUNCT
es003.s009.t001	Como	como	SCONJ
es003.s009.t002	sectores	sector	NOUN
es003.s009.t003	industriales	industrial	ADJ
es003.s009.t004	importantes	importante	ADJ
es003.s009.t005	,	,	PUNCT
es003.s009.t006	también	también	ADV
es003.s009.t007	se	él	PRON
es003.s009.t008	incluyeron	incluir	VERB
es003.s009.t009	la	el	DET
es003.s009.t010	industria	industria	NOUN
es003.s009.t011	del	del	ADP
es003.s009.t012	metal	metal	NOUN
es003.s009.t013	y	y	CCONJ
es003.s009.t014	el	el	DET
es003.s009.t015	sector	sector	NOUN
es003.s009.t016	bancario	bancario	ADJ
es003.s009.t017	.	.	PUNCT
es003.s010.t001	Los	el	DET
es003.s010.t002	oradores	orador	NOUN
es003.s010.t003	principales	principal	ADJ
es003.s010.t004	en	en	ADP
es003.s010.t005	la	el	DET
es003.s010.t006	conferencia	conferencia	NOUN
es003.s010.t007	sobre	sobre	ADP
es003.s010.t008	exclusión	exclusión	NOUN
es003.s010.t009	social	social	ADJ
es003.s010.t010	fueron	ser	AUX
es003.s010.t011	(	(	PUNCT
es003.s010.t012	de	de	ADP
es003.s010.t013	izquierda	izquierda	NOUN
es003.s010.t014	a	a	ADP
es003.s010.t015	derecha	derecha	NOUN
es003.s010.t016	)	)	PUNCT
es003.s010.t017	Cristina	Cristina	PROPN
es003.s010.t018	Louro	Louro	PROPN
es003.s010.t019	,	,	PUNCT
es003.s010.t020	Dirección	Dirección	PROPN
es003.s010.t021	de	de	ADP
es003.s010.t022	Empleo	Empleo	PROPN
es003.s010.t023	,	,	PUNCT
es003.s010.t024	Relaciones	Relaciones	PROPN
es003.s010.t025	Industriales	Industriales	PROPN
es003.s010.t026	y	y	CCONJ
es003.s010.t027	Asuntos	Asuntos	PROPN
es003.s010.t028	Sociales	Sociales	PROPN
es003.s010.t029	de	de	ADP
es003.s010.t030	la	el	DET
es003.s010.t031	Comisión	Comisión	PROPN
es003.s010.t032	Europea	Europea	PROPN
es003.s010.t033	Fernando	Fernando	PROPN
es003.s010.t034	Gomes	Gomes	PROPN
es003.s010.t035	,	,	PUNCT
es003.s010.t036	un	uno	DET
es003.s010.t037	alto	alto	ADJ
es003.s010.t038	grado	grado	NOUN
es003.s010.t039	del	del	ADP
es003.s010.t040	Comité	Comité	PROPN
es003.s010.t041	de	de	ADP
es003.s010.t042	las	el	DET
es003.s010.t043	Regiones	Regiones	PROPN
es003.s010.t044	Barbara	Barbara	PROPN
es003.s010.t045	Weiler	Weiler	PROPN
es003.s010.t046	,	,	PUNCT
es003.s010.t047	Miembro	miembro	NOUN
es003.s010.t048	del	del	ADP
es003.s010.t049	Parlamento	Parlamento	PROPN
es003.s010.t050	Europeo	Europeo	PROPN
es003.s010.t051	José	José	PROPN
es003.s010.t052	Maria	Maria	PROPN
es003.s010.t053	Gil-	Gil-	PROPN
es003.s010.t054	Robles	Robles	PROPN
es003.s010.t055	,	,	PUNCT
es003.s010.t056	Vicepresidente	Vicepresidente	PROPN
es003.s010.t057	del	del	ADP
es003.s010.t058	Parlamento	Parlamento	PROPN
es003.s010.t059	Europeo	Europeo	PROPN
es003.s010.t060	y	y	CCONJ
es003.s010.t061	John	John	PROPN
es003.s010.t062	Carroll	Carroll	PROPN
es003.s010.t063	,	,	PUNCT
es003.s010.t064	Comité	Comité	PROPN
es003.s010.t065	Económico	Económico	PROPN
es003.s010.t066	y	y	CCONJ
es003.s010.t067	Social	Social	PROPN
es003.s010.t068	.	.	PUNCT
es003.s011.t001	Estudios	Estudios	PROPN
es003.s011.t002	de	de	ADP
es003.s011.t003	caso	caso	NOUN
es003.s011.t004	Cada	cada	DET
es003.s011.t005	informe	informe	NOUN
es003.s011.t006	nacional	nacional	ADJ
es003.s011.t007	contiene	contener	VERB
es003.s011.t008	una	uno	DET
es003.s011.t009	cartera	cartera	NOUN
es003.s011.t010	de	de	ADP
es003.s011.t011	entre	entre	ADP
es003.s011.t012	25	25	NUM
es003.s011.t013	y	y	CCONJ
es003.s011.t014	30	30	NUM
es003.s011.t015	iniciativas	iniciativa	NOUN
es003.s011.t016	que	que	PRON
es003.s011.t017	presentan	presentar	VERB
es003.s011.t018	mejor	mejor	ADV
es003.s011.t019	las	el	DET
es003.s011.t020	políticas	política	NOUN
es003.s011.t021	y	y	CCONJ
es003.s011.t022	prácticas	práctica	NOUN
es003.s011.t023	para	para	ADP
es003.s011.t024	mejorar	mejorar	VERB
es003.s011.t025	la	el	DET
es003.s011.t026	contratación	contratación	NOUN
es003.s011.t027	,	,	PUNCT
es003.s011.t028	la	el	DET
es003.s011.t029	formación	formación	NOUN
es003.s011.t030	y	y	CCONJ
es003.s011.t031	el	el	DET
es003.s011.t032	desarrollo	desarrollo	NOUN
es003.s011.t033	de	de	ADP
es003.s011.t034	los	el	DET
es003.s011.t035	trabajadores	trabajador	NOUN
es003.s011.t036	de	de	ADP
es003.s011.t037	edad	edad	NOUN
es003.s011.t038	avanzada	avanzado	ADJ
es003.s011.t039	tanto	tanto	ADV
es003.s011.t040	en	en	ADP
es003.s011.t041	el	el	DET
es003.s011.t042	lugar	lugar	NOUN
es003.s011.t043	de	de	ADP
es003.s011.t044	trabajo	trabajo	NOUN
es003.s011.t045	como	como	SCONJ
es003.s011.t046	en	en	ADP
es003.s011.t047	la	el	DET
es003.s011.t048	comunidad	comunidad	NOUN
es003.s011.t049	.	.	PUNCT
es003.s012.t001	Para	para	ADP
es003.s012.t002	cada	cada	DET
es003.s012.t003	país	país	NOUN
es003.s012.t004	,	,	PUNCT
es003.s012.t005	se	él	PRON
es003.s012.t006	han	haber	AUX
es003.s012.t007	seleccionado	seleccionar	VERB
es003.s012.t008	dos	dos	NUM
es003.s012.t009	o	o	CCONJ
es003.s012.t010	tres	tres	NUM
es003.s012.t011	iniciativas	iniciativa	NOUN
es003.s012.t012	para	para	ADP
es003.s012.t013	realizar	realizar	VERB
es003.s012.t014	estudios	estudio	NOUN
es003.s012.t015	de	de	ADP
es003.s012.t016	caso	caso	NOUN
es003.s012.t017	más	más	ADV
es003.s012.t018	detallados	detallado	ADJ
es003.s012.t019	.	.	PUNCT
es003.s013.t001	Estos	este	DET
es003.s013.t002	estudios	estudio	NOUN
es003.s013.t003	de	de	ADP
es003.s013.t004	caso	caso	NOUN
es003.s013.t005	analizaron	analizar	VERB
es003.s013.t006	los	el	DET
es003.s013.t007	antecedentes	antecedente	NOUN
es003.s013.t008	de	de	ADP
es003.s013.t009	las	el	DET
es003.s013.t010	iniciativas	iniciativa	NOUN
es003.s013.t011	,	,	PUNCT
es003.s013.t012	su	su	DET
es003.s013.t013	impacto	impacto	NOUN
es003.s013.t014	en	en	ADP
es003.s013.t015	los	el	DET
es003.s013.t016	patrones	patrón	NOUN
es003.s013.t017	de	de	ADP
es003.s013.t018	empleo	empleo	NOUN
es003.s013.t019	y	y	CCONJ
es003.s013.t020	las	el	DET
es003.s013.t021	organizaciones	organización	NOUN
es003.s013.t022	laborales	laboral	ADJ
es003.s013.t023	y	y	CCONJ
es003.s013.t024	evaluaron	evaluar	VERB
es003.s013.t025	los	el	DET
es003.s013.t026	beneficios	beneficio	NOUN
es003.s013.t027	y	y	CCONJ
es003.s013.t028	problemas	problema	NOUN
es003.s013.t029	de	de	ADP
es003.s013.t030	la	el	DET
es003.s013.t031	iniciativa	iniciativa	NOUN
es003.s013.t032	.	.	PUNCT
es003.s014.t001	También	también	ADV
es003.s014.t002	se	él	PRON
es003.s014.t003	realizaron	realizar	VERB
es003.s014.t004	visitas	visita	NOUN
es003.s014.t005	y	y	CCONJ
es003.s014.t006	entrevistas	entrevista	NOUN
es003.s014.t007	con	con	ADP
es003.s014.t008	personal	personal	ADJ
es003.s014.t009	clave	clave	NOUN
es003.s014.t010	.	.	PUNCT
es003.s015.t001	Estos	este	DET
es003.s015.t002	estudios	estudio	NOUN
es003.s015.t003	nacionales	nacional	ADJ
es003.s015.t004	constituirán	constituir	VERB
es003.s015.t005	la	el	DET
es003.s015.t006	base	base	NOUN
es003.s015.t007	de	de	ADP
es003.s015.t008	un	uno	DET
es003.s015.t009	informe	informe	NOUN
es003.s015.t010	europeo	europeo	ADJ
es003.s015.t011	que	que	PRON
es003.s015.t012	sintetizará	sintetizar	VERB
es003.s015.t013	las	el	DET
es003.s015.t014	prácticas	práctica	NOUN
es003.s015.t015	generales	general	ADJ
es003.s015.t016	.	.	PUNCT
es003.s016.t001	El	el	DET
es003.s016.t002	informe	informe	NOUN
es003.s016.t003	y	y	CCONJ
es003.s016.t004	un	uno	DET
es003.s016.t005	libro	libro	NOUN
es003.s016.t006	de	de	ADP
es003.s016.t007	casos	caso	NOUN
es003.s016.t008	de	de	ADP
es003.s016.t009	iniciativas	iniciativa	NOUN
es003.s016.t010	se	él	PRON
es003.s016.t011	publicarán	publicar	VERB
es003.s016.t012	en	en	ADP
es003.s016.t013	1996	1996	NOUN
es003.s016.t014	y	y	CCONJ
es003.s016.t015	servirán	servir	VERB
es003.s016.t016	de	de	ADP
es003.s016.t017	telón	telón	NOUN
es003.s016.t018	de	de	ADP
es003.s016.t019	fondo	fondo	NOUN
es003.s016.t020	para	para	ADP
es003.s016.t021	una	uno	DET
es003.s016.t022	conferencia	conferencia	NOUN
es003.s016.t023	que	que	PRON
es003.s016.t024	se	él	PRON
